update_date,open,high,low,close,volume,position_all
2005-11-09,17180.00 ,17220.00 ,17120.00 ,17220.00 ,1694.00 ,14384.00 
2005-11-10,17210.00 ,17220.00 ,17160.00 ,17220.00 ,944.00 ,14284.00 
2005-11-11,17270.00 ,17290.00 ,17210.00 ,17230.00 ,2134.00 ,13816.00 
2005-11-14,17290.00 ,17310.00 ,17230.00 ,17240.00 ,1638.00 ,13506.00 
2005-11-15,17260.00 ,17290.00 ,17210.00 ,17220.00 ,1376.00 ,12994.00 
2005-11-16,17150.00 ,17180.00 ,17120.00 ,17170.00 ,856.00 ,12708.00 
2005-11-17,17180.00 ,17200.00 ,17140.00 ,17190.00 ,834.00 ,12440.00 
2005-11-18,17200.00 ,17290.00 ,17190.00 ,17270.00 ,1822.00 ,11726.00 
2005-11-21,17290.00 ,17290.00 ,17220.00 ,17240.00 ,1320.00 ,11732.00 
2005-11-22,17260.00 ,17300.00 ,17230.00 ,17250.00 ,1406.00 ,11620.00 
2005-11-23,17190.00 ,17270.00 ,17130.00 ,17260.00 ,3078.00 ,11394.00 
2005-11-24,17260.00 ,17330.00 ,17260.00 ,17330.00 ,1716.00 ,11334.00 
2005-11-25,17400.00 ,17550.00 ,17340.00 ,17510.00 ,5834.00 ,11428.00 
2005-11-28,17620.00 ,17630.00 ,17380.00 ,17560.00 ,4946.00 ,11188.00 
2005-11-29,17690.00 ,17760.00 ,17540.00 ,17570.00 ,14272.00 ,13970.00 
2005-11-30,17570.00 ,17730.00 ,17560.00 ,17630.00 ,10440.00 ,13904.00 
2005-12-01,17630.00 ,17720.00 ,17630.00 ,17690.00 ,6870.00 ,14556.00 
2005-12-02,17900.00 ,18060.00 ,17850.00 ,17970.00 ,27598.00 ,18396.00 
2005-12-05,18000.00 ,18480.00 ,18000.00 ,18390.00 ,31432.00 ,21606.00 
2005-12-06,18520.00 ,18800.00 ,18510.00 ,18600.00 ,22664.00 ,24812.00 
2005-12-07,18550.00 ,18730.00 ,18500.00 ,18630.00 ,19664.00 ,26018.00 
2005-12-08,18750.00 ,18830.00 ,18630.00 ,18790.00 ,21032.00 ,27482.00 
2005-12-09,18780.00 ,19240.00 ,18780.00 ,19210.00 ,47966.00 ,31550.00 
2005-12-12,19250.00 ,19660.00 ,19250.00 ,19660.00 ,34796.00 ,33688.00 
2005-12-13,19400.00 ,19780.00 ,19250.00 ,19480.00 ,92580.00 ,35464.00 
2005-12-14,19700.00 ,19870.00 ,19560.00 ,19640.00 ,65474.00 ,38080.00 
2005-12-15,19250.00 ,19450.00 ,19110.00 ,19110.00 ,55966.00 ,36954.00 
2005-12-16,19180.00 ,19290.00 ,18750.00 ,18970.00 ,73556.00 ,33420.00 
2005-12-19,19200.00 ,19280.00 ,19050.00 ,19060.00 ,39238.00 ,33224.00 
2005-12-20,18940.00 ,19210.00 ,18940.00 ,19080.00 ,49320.00 ,33368.00 
2005-12-21,19100.00 ,19160.00 ,18960.00 ,19070.00 ,33646.00 ,34042.00 
2005-12-22,19180.00 ,19410.00 ,19160.00 ,19400.00 ,59260.00 ,36784.00 
2005-12-23,19480.00 ,19520.00 ,19410.00 ,19470.00 ,33450.00 ,37266.00 
2005-12-26,19620.00 ,19730.00 ,19480.00 ,19580.00 ,56174.00 ,42708.00 
2005-12-27,19580.00 ,19650.00 ,19430.00 ,19460.00 ,33804.00 ,40988.00 
2005-12-28,19500.00 ,19680.00 ,19430.00 ,19470.00 ,35694.00 ,41736.00 
2005-12-29,19480.00 ,19520.00 ,19130.00 ,19190.00 ,40394.00 ,36784.00 
2005-12-30,19270.00 ,19380.00 ,19210.00 ,19360.00 ,23058.00 ,35606.00 
2006-01-04,19420.00 ,19500.00 ,19300.00 ,19460.00 ,18738.00 ,36614.00 
2006-01-05,19640.00 ,19640.00 ,19400.00 ,19410.00 ,19014.00 ,37370.00 
2006-01-06,19300.00 ,19430.00 ,19290.00 ,19410.00 ,8698.00 ,36948.00 
2006-01-09,19490.00 ,19550.00 ,19330.00 ,19530.00 ,16950.00 ,37128.00 
2006-01-10,19550.00 ,19750.00 ,19430.00 ,19660.00 ,22348.00 ,32578.00 
2006-01-11,19830.00 ,19940.00 ,19700.00 ,19730.00 ,38702.00 ,41632.00 
2006-01-12,19840.00 ,19920.00 ,19760.00 ,19770.00 ,42698.00 ,43398.00 
2006-01-13,19810.00 ,19900.00 ,19790.00 ,19840.00 ,32066.00 ,45738.00 
2006-01-16,20010.00 ,20430.00 ,20000.00 ,20430.00 ,62190.00 ,57436.00 
2006-01-17,20430.00 ,20870.00 ,20320.00 ,20560.00 ,102500.00 ,62164.00 
2006-01-18,20450.00 ,20560.00 ,19980.00 ,20040.00 ,101884.00 ,59898.00 
2006-01-19,20520.00 ,20620.00 ,20280.00 ,20410.00 ,72356.00 ,60496.00 
2006-01-20,20290.00 ,20290.00 ,20000.00 ,20160.00 ,60856.00 ,57648.00 
2006-01-23,19910.00 ,20300.00 ,19910.00 ,20270.00 ,50892.00 ,57912.00 
2006-01-24,20540.00 ,20560.00 ,20330.00 ,20390.00 ,41854.00 ,56686.00 
2006-01-25,20550.00 ,20660.00 ,20480.00 ,20570.00 ,30780.00 ,51852.00 
2006-01-26,20800.00 ,20980.00 ,20750.00 ,20890.00 ,26804.00 ,48638.00 
2006-01-27,20880.00 ,21600.00 ,20800.00 ,21500.00 ,57284.00 ,58222.00 
2006-02-06,21930.00 ,21930.00 ,21930.00 ,21930.00 ,334.00 ,57992.00 
2006-02-07,22690.00 ,22800.00 ,22610.00 ,22800.00 ,39150.00 ,64438.00 
2006-02-08,21620.00 ,22380.00 ,21620.00 ,21820.00 ,118858.00 ,71344.00 
2006-02-09,22280.00 ,22450.00 ,22220.00 ,22360.00 ,74978.00 ,79230.00 
2006-02-10,22520.00 ,22690.00 ,22050.00 ,22060.00 ,123108.00 ,85494.00 
