update_date,close,position_all,net_position,pos_ratio,pos_ratio_ma10,pos_ratio_ma20
2014-03-04,801.0,216182.0,-3360.0,-0.0155424595942,-0.0281350931626,-0.0190164990988
2014-03-05,802.0,235588.0,-2714.0,-0.0115201113809,-0.0275709351841,-0.0183728201335
2014-03-06,787.0,266448.0,-5859.0,-0.0219892812106,-0.0285353582526,-0.0180429351128
2014-03-07,764.0,301544.0,-7640.0,-0.0253362693338,-0.0290438499852,-0.0186900215911
2014-03-10,728.0,296812.0,-4156.0,-0.014002129294,-0.0280227425798,-0.0190613390999
2014-03-11,740.0,305028.0,-2949.0,-0.00966796490814,-0.0262982561514,-0.0196723153097
2014-03-12,737.0,401538.0,-9208.0,-0.0229318271247,-0.0235002526018,-0.0208689939689
2014-03-13,749.0,498186.0,-15226.0,-0.0305628821364,-0.0230005387524,-0.0225904538969
2014-03-14,740.0,527610.0,-10371.0,-0.0196565645079,-0.0209956667373,-0.0235502292469
2014-03-17,729.0,516402.0,-4059.0,-0.00786015546028,-0.0179069644951,-0.0231473318448
2014-03-18,732.0,557604.0,1555.0,0.00278871744105,-0.0160738467916,-0.0221044699771
2014-03-19,732.0,558712.0,2784.0,0.00498288921663,-0.0144235467318,-0.020997240958
2014-03-20,733.0,546564.0,18287.0,0.0334581128651,-0.00887880732424,-0.0187070827884
2014-03-21,733.0,545010.0,-3552.0,-0.00651731160896,-0.00699691155175,-0.0180203807685
2014-03-24,744.0,592542.0,4712.0,0.00795217891728,-0.00480148073063,-0.0164121116552
2014-03-25,759.0,551710.0,1898.0,0.00344021315546,-0.00349066292427,-0.0148944595378
2014-03-26,758.0,498300.0,3211.0,0.00644390929159,-0.00055308928264,-0.0120266709422
2014-03-27,757.0,494038.0,-9203.0,-0.0186281217234,0.000640386758656,-0.0111800759969
2014-03-28,781.0,481464.0,-2703.0,-0.00561412691292,0.00204463051815,-0.00947551810958
2014-03-31,794.0,476690.0,-296.0,-0.000620948624892,0.00276855120169,-0.0075692066467
2014-04-01,800.0,503040.0,-4415.0,-0.00877663804071,0.00161201565351,-0.00723091556902
2014-04-02,784.0,524730.0,-27219.0,-0.0518723915156,-0.00407351241971,-0.00924852957576
2014-04-03,799.0,538798.0,4390.0,0.0081477659531,-0.00660454711091,-0.00774167721758
2014-04-04,808.0,509074.0,1453.0,0.00285420194314,-0.0056673957557,-0.00633215365373
2014-04-08,825.0,531050.0,6522.0,0.0122813294417,-0.00523448070326,-0.00501798071695
2014-04-09,819.0,543934.0,18883.0,0.034715608879,-0.00210694113091,-0.00279880202759
2014-04-10,816.0,552898.0,14094.0,0.0254911394145,-0.000202218118615,-0.000377653700628
2014-04-11,814.0,541278.0,15984.0,0.0295301120681,0.00461360526054,0.0026269960096
2014-04-14,803.0,551342.0,9693.0,0.0175807393596,0.00693309188779,0.00448886120297
2014-04-15,812.0,536824.0,16461.0,0.0306636812065,0.0100615548709,0.00641505303631
2014-04-16,797.0,511688.0,4968.0,0.00970904144713,0.0119101228197,0.00676106923661
2014-04-17,795.0,473962.0,6953.0,0.0146699524434,0.0185643572156,0.00724542239795
2014-04-18,781.0,460442.0,7544.0,0.0163842568662,0.0193880063069,0.00639172959801
2014-04-21,781.0,472568.0,13952.0,0.0295237934012,0.0220549654527,0.00819378484852
2014-04-22,779.0,473366.0,16248.0,0.0343243916969,0.0242592716783,0.0095123954875
2014-04-23,786.0,464386.0,11407.0,0.0245636173356,0.0232440725239,0.0105685656965
2014-04-24,794.0,495502.0,21390.0,0.0431683424083,0.0250117928233,0.0124047873523
2014-04-25,795.0,471276.0,18969.0,0.0402502991877,0.0260838115353,0.0153487083979
2014-04-28,760.0,493046.0,697.0,0.00141366119997,0.0244671037193,0.0157000978035
2014-04-29,771.0,509530.0,16667.0,0.0327105371617,0.0246717893148,0.0173666720929
2014-04-30,765.0,496962.0,13346.0,0.0268551720252,0.0263864023726,0.0191482625962
2014-05-05,771.0,521854.0,12586.0,0.0241178567185,0.0273311928001,0.0229477750079
2014-05-06,768.0,518038.0,14592.0,0.0281678178049,0.028509548894,0.0239487776005
2014-05-07,749.0,513436.0,9250.0,0.018015877344,0.0273587572883,0.0247068613705
2014-05-08,735.0,520264.0,6021.0,0.0115729706457,0.0250836151832,0.0246714434307
2014-05-09,735.0,526686.0,3443.0,0.00653710180259,0.0232809636299,0.0232625180769
2014-05-12,741.0,570246.0,838.0,0.00146954121555,0.0191110835106,0.0220614381669
2014-05-13,740.0,555140.0,6532.0,0.0117664012681,0.0162626937186,0.0211732526269
2014-05-14,738.0,569716.0,7395.0,0.0129801515141,0.01741934275,0.0209432232347
2014-05-15,738.0,535308.0,9914.0,0.0185201790371,0.0160003069376,0.0203360481262
2014-05-16,717.0,522544.0,4672.0,0.00894087387856,0.0142088771229,0.0202976397478
2014-05-19,707.0,563108.0,-959.0,-0.00170304808314,0.0116267866427,0.0194789897214
2014-05-20,700.0,554328.0,4148.0,0.00748293429161,0.00955829829142,0.0190339235927
2014-05-21,708.0,554550.0,10131.0,0.0182688666486,0.00958359722188,0.0184711772551
2014-05-22,714.0,568110.0,1897.0,0.00333914206756,0.00876021436407,0.0169219147736
2014-05-26,722.0,506536.0,-11663.0,-0.0230250169781,0.00580400248601,0.0145424830579
2014-05-27,724.0,483206.0,-5420.0,-0.0112167481364,0.00453537355081,0.0118232285307
2014-05-28,707.0,536916.0,-12797.0,-0.0238342683027,0.000975306593728,0.00861900015618
2014-05-29,702.0,579892.0,-17437.0,-0.0300693922317,-0.00332964778085,0.0070448474846
2014-05-30,680.0,652828.0,-26847.0,-0.0411241552139,-0.00929408120595,0.00335311286582
2014-06-03,682.0,657052.0,-31356.0,-0.0477222502937,-0.0149603936232,-0.000375758250133
2014-06-04,691.0,630594.0,-17486.0,-0.0277294106826,-0.0175630298831,-0.00296812162019
2014-06-05,688.0,654030.0,-30015.0,-0.0458923902573,-0.022900562338,-0.0066711320233
2014-06-06,689.0,635192.0,-24214.0,-0.0381207571884,-0.0285395247217,-0.00947796374992
2014-06-09,690.0,632086.0,-5392.0,-0.00853048477581,-0.0297264874061,-0.010483136521
2014-06-10,686.0,630986.0,-15106.0,-0.0239403092937,-0.0298180166376,-0.0120070070758
2014-06-11,682.0,633532.0,-12174.0,-0.0192160774831,-0.0306179495723,-0.0130412880107
2014-06-12,666.0,661156.0,-10375.0,-0.0156922118229,-0.0298037439243,-0.0144142186653
2014-06-13,667.0,638650.0,-13267.0,-0.0207735066155,-0.0288741553627,-0.0161019015718
2014-06-16,661.0,609992.0,-9338.0,-0.0153083974872,-0.02629257959,-0.017793330398
2014-06-17,667.0,579928.0,-9997.0,-0.0172383468293,-0.0232441892436,-0.0191022914334
2014-06-18,665.0,553488.0,-8778.0,-0.0158594224265,-0.022057190418,-0.0198101101505
2014-06-19,663.0,543408.0,-11164.0,-0.0205444159821,-0.0195223929904,-0.0212114776642
2014-06-20,677.0,547032.0,-7872.0,-0.0143903830123,-0.0171493555728,-0.0228444401473
2014-06-23,691.0,484514.0,-12003.0,-0.0247732779651,-0.0187736348918,-0.0242500611489
2014-06-24,683.0,469202.0,-12574.0,-0.0267986922477,-0.0190594731872,-0.0244387449124
2014-06-25,693.0,448792.0,-12463.0,-0.0277701028539,-0.0199148757243,-0.0252664126483
2014-06-26,717.0,476832.0,9539.0,0.0200049493323,-0.0163451596087,-0.0230744517665
2014-06-27,707.0,380574.0,-4858.0,-0.0127649287655,-0.0155443018237,-0.0222092285932
2014-06-30,694.0,346806.0,-2354.0,-0.0067876564996,-0.014692227725,-0.0204924036575
2014-07-01,701.0,377790.0,-201.0,-0.000532041610418,-0.0130215972031,-0.0181328932233
2014-07-02,716.0,381590.0,-2305.0,-0.00604051468854,-0.0120397064293,-0.0170484484236
2014-07-03,712.0,358240.0,-776.0,-0.00216614560071,-0.0102018793912,-0.0148621361908
2014-07-04,711.0,341392.0,-6949.0,-0.0203548999391,-0.0107983310838,-0.0139738433283
2014-07-07,707.0,355538.0,1744.0,0.00490524219633,-0.00783047906768,-0.0133020569797
2014-07-08,720.0,469864.0,30203.0,0.0642803023854,0.00127742039562,-0.00889102639577
2014-07-09,702.0,407270.0,14376.0,0.0352984506593,0.00758427574694,-0.00616529998866
2014-07-10,705.0,398834.0,16243.0,0.0407262169223,0.00965640250595,-0.00334437855139
2014-07-11,712.0,383842.0,-4649.0,-0.0121117543156,0.00972171995094,-0.0029112909364
2014-07-14,714.0,394906.0,5702.0,0.0144388791257,0.0118443735135,-0.00142392710575
2014-07-15,716.0,407520.0,10310.0,0.02529937181,0.0144275148555,0.000702958826207
2014-07-16,717.0,411946.0,7686.0,0.0186577852437,0.0168973448487,0.00242881920972
2014-07-17,710.0,390038.0,7192.0,0.0184392289982,0.0189578823086,0.00437800145873
2014-07-18,684.0,377362.0,1421.0,0.00376561497978,0.0213699338005,0.00528580135834
2014-07-21,686.0,356196.0,15690.0,0.0440487821312,0.025284287794,0.00872690436315
2014-07-22,686.0,306790.0,19371.0,0.0631409107207,0.0251703486275,0.0132238845116
2014-07-23,671.0,394900.0,11881.0,0.0300860977463,0.0246491133362,0.0161166945416
2014-07-24,663.0,427432.0,2248.0,0.00525931610174,0.0211024232542,0.0153794128801
2014-07-25,669.0,399964.0,-7522.0,-0.0188066926023,0.0204329294255,0.0150773246882
2014-07-29,684.0,400418.0,-2046.0,-0.00510966040488,0.0184780754724,0.0151612244929
2014-07-30,676.0,407804.0,848.0,0.00207943031456,0.0161560813229,0.0152917980892
2014-07-31,680.0,398616.0,-2814.0,-0.00705942561262,0.0135843602373,0.015240852543
2014-08-01,672.0,414626.0,2777.0,0.00669760217642,0.0124101975551,0.0156840399318
2014-08-04,685.0,435730.0,2726.0,0.00625616781034,0.0126592528381,0.0170145933193
2014-08-05,684.0,413848.0,-10729.0,-0.0259249772863,0.00566187689638,0.0154730823452
2014-08-06,679.0,459766.0,-13192.0,-0.0286928568011,-0.00352149985579,0.0108244243859
2014-08-07,678.0,438402.0,-13026.0,-0.0297124556914,-0.00950135519955,0.00757387906833
2014-08-08,675.0,462780.0,-17091.0,-0.0369311551925,-0.013720402329,0.00369101046259
2014-08-11,671.0,462146.0,-22593.0,-0.0488871482172,-0.0167284478905,0.00185224076751
2014-08-12,667.0,451504.0,-22680.0,-0.0502321131153,-0.0212406931615,-0.00138130884454
2014-08-13,662.0,543022.0,-30188.0,-0.0555925910921,-0.0270078953022,-0.00542590698964
2014-08-14,653.0,599228.0,-27623.0,-0.0460976456374,-0.0309117173047,-0.0086636785337
2014-08-15,666.0,549294.0,-25992.0,-0.0473189221073,-0.036313369733,-0.011951586089
2014-08-18,650.0,701446.0,-47650.0,-0.0679311023229,-0.0437320967463,-0.0155364219541
2014-08-19,654.0,712306.0,-53770.0,-0.07548722038,-0.0486883210557,-0.0215132220797
2014-08-20,646.0,748912.0,-54005.0,-0.0721112760912,-0.0530301629847,-0.0282758314203
2014-08-21,647.0,736632.0,-47477.0,-0.064451449299,-0.0565040623455,-0.0330027087725
2014-08-22,643.0,741054.0,-56538.0,-0.0762940352525,-0.0604403503515,-0.0370803763402
2014-08-25,645.0,699880.0,-49822.0,-0.0711864891124,-0.062670284441,-0.0396993661657
2014-08-26,648.0,689776.0,-50916.0,-0.0738152675651,-0.065028599886,-0.0431346465237
2014-08-27,637.0,739052.0,-50722.0,-0.0686311653307,-0.0663324573099,-0.046670176306
2014-08-28,626.0,714118.0,-52022.0,-0.072847904688,-0.0690074832149,-0.0499596002598
2014-08-29,628.0,691606.0,-41949.0,-0.0606544766818,-0.0703410386724,-0.0533272042027
2014-09-01,620.0,787794.0,-47611.0,-0.0604358499811,-0.0695915134382,-0.0566618050923
2014-09-02,628.0,779984.0,-36827.0,-0.0472150710784,-0.066764298508,-0.0577263097819
2014-09-03,605.0,815656.0,-62657.0,-0.0768179232422,-0.0672349632231,-0.0601325631039
2014-09-04,594.0,769748.0,-77824.0,-0.101103218196,-0.0709001401128,-0.0637021012292
2014-09-05,585.0,892938.0,-74585.0,-0.0835276357373,-0.0716235001613,-0.0660319252564
2014-09-09,585.0,853196.0,-60434.0,-0.0708324933544,-0.0715881005855,-0.0671291925133
2014-09-10,590.0,826120.0,-67350.0,-0.081525686341,-0.0723591424631,-0.0686938711745
2014-09-11,585.0,824582.0,-78817.0,-0.0955841868971,-0.0750544446197,-0.0706934509648
2014-09-12,591.0,786330.0,-86020.0,-0.109394274668,-0.0787090816178,-0.0738582824163
2014-09-15,598.0,855840.0,-81198.0,-0.0948752103197,-0.0821311549816,-0.076236096827
2014-09-16,598.0,831824.0,-87626.0,-0.105341995422,-0.0866217695257,-0.0781066414819
2014-09-17,598.0,862418.0,-82678.0,-0.0958676650998,-0.0914870289278,-0.0791256637179
2014-09-18,592.0,861956.0,-90348.0,-0.104817415274,-0.094286978131,-0.0807609706771
2014-09-19,576.0,925664.0,-84951.0,-0.0917730407578,-0.0933539603872,-0.08212705025
2014-09-22,556.0,961134.0,-84726.0,-0.0881521203079,-0.0938164088442,-0.0827199545028
2014-09-23,560.0,934856.0,-90003.0,-0.0962747203847,-0.0963606315473,-0.0839743660664
2014-09-24,562.0,942942.0,-93213.0,-0.0988533759234,-0.0980934005055,-0.0852262714843
2014-09-25,552.0,984964.0,-95556.0,-0.0970147132281,-0.0982364531386,-0.0866454488792
2014-09-26,562.0,843756.0,-94077.0,-0.111497873793,-0.098446813051,-0.0885779473344
2014-09-29,542.0,865600.0,-93657.0,-0.108198937153,-0.0997791857344,-0.090955170358
2014-09-30,551.0,807324.0,-74043.0,-0.0917141073472,-0.0984163969269,-0.0925190832263
2014-10-08,547.0,866316.0,-84286.0,-0.0972924429423,-0.0985588747112,-0.0950229518195
2014-10-09,563.0,947776.0,-76337.0,-0.08054329293,-0.0961314624768,-0.0952092203039
2014-10-10,568.0,955300.0,-88403.0,-0.0925395163823,-0.0962081100392,-0.0947810352132
2014-10-13,584.0,874688.0,-85385.0,-0.0976176648131,-0.0971546644897,-0.095485536667
2014-10-14,589.0,864674.0,-92549.0,-0.107033402184,-0.0982305326697,-0.0972955821085
2014-10-15,580.0,892370.0,-93658.0,-0.104954223024,-0.0988406173797,-0.0984670089426
2014-10-16,565.0,838162.0,-91864.0,-0.109601723772,-0.100099318434,-0.0991678857863
2014-10-17,568.0,845962.0,-102972.0,-0.121721779465,-0.101121709001,-0.0997842610262
2014-10-20,580.0,836520.0,-87776.0,-0.104929947879,-0.100794810074,-0.100286997904
2014-10-21,575.0,802580.0,-91422.0,-0.113910139799,-0.103014413319,-0.100715405123
2014-10-22,574.0,757536.0,-83636.0,-0.110405314071,-0.104325700432,-0.101442287572
2014-10-23,529.0,914490.0,-78567.0,-0.0859134599613,-0.104862717135,-0.100497089806
2014-10-24,530.0,915670.0,-76119.0,-0.0831292933044,-0.103921694827,-0.100064902433
2014-10-27,526.0,954060.0,-87788.0,-0.0920151772425,-0.10336144607,-0.10025805528
2014-10-28,522.0,994476.0,-83465.0,-0.0839286217063,-0.101050968022,-0.0996407503461
2014-10-29,528.0,973494.0,-95331.0,-0.0979266436157,-0.100348210082,-0.0995944137307
2014-10-30,536.0,975132.0,-130538.0,-0.133867004672,-0.102774738172,-0.101437028303
2014-10-31,532.0,972186.0,-132621.0,-0.136415253871,-0.104244085612,-0.102682897307
2014-11-03,522.0,954908.0,-124791.0,-0.130683793622,-0.106819470187,-0.10380714013
2014-11-04,520.0,942434.0,-111459.0,-0.11826716778,-0.107255172985,-0.105134793152
2014-11-05,510.0,1034548.0,-114980.0,-0.111140324084,-0.107328673986,-0.105827187209
2014-11-06,506.0,1102148.0,-117046.0,-0.106198078661,-0.109357135856,-0.107109926496
2014-11-07,512.0,1071580.0,-116593.0,-0.108804755595,-0.111924682085,-0.107923188456
2014-11-10,514.0,1088188.0,-119375.0,-0.10970071348,-0.113693235709,-0.108527340889
2014-11-11,510.0,1098004.0,-115248.0,-0.104961366261,-0.115796510164,-0.108423739093
2014-11-12,508.0,1146632.0,-113060.0,-0.0986018181945,-0.115864027622,-0.108106118852
2014-11-13,507.0,1159994.0,-103209.0,-0.088973736071,-0.111374700762,-0.107074719467
2014-11-14,507.0,1114614.0,-101876.0,-0.0914002515669,-0.106873200531,-0.105558643072
2014-11-17,507.0,1114718.0,-107498.0,-0.0964351522089,-0.10344833639,-0.105133903288
2014-11-18,487.0,1179900.0,-95066.0,-0.0805712348504,-0.0996787430971,-0.103466958041
2014-11-19,473.0,1171790.0,-92295.0,-0.0787641130237,-0.0964411219912,-0.101884897989
2014-11-20,476.0,1099620.0,-94143.0,-0.0856141212419,-0.0943827262492,-0.101869931053
2014-11-21,476.0,1136116.0,-105365.0,-0.0927414102081,-0.0927763917106,-0.102350536898
2014-11-24,470.0,1180938.0,-108316.0,-0.0917203104651,-0.0909783514091,-0.102335793559
2014-11-25,466.0,1157834.0,-103509.0,-0.0893988257384,-0.0894220973569,-0.102609303761
2014-11-26,467.0,1082322.0,-77626.0,-0.0717217242189,-0.0867340879593,-0.101299057791
2014-11-27,481.0,1072220.0,-94034.0,-0.0877002853892,-0.0866067428911,-0.0989907218265
2014-11-28,485.0,986260.0,-90341.0,-0.0915995782045,-0.0866266755549,-0.0967499380432
2014-12-01,480.0,981776.0,-91747.0,-0.0934500334088,-0.0863281636749,-0.0948882500325
2014-12-02,475.0,1026778.0,-75390.0,-0.0734238559844,-0.0856134257883,-0.0926460844427
2014-12-03,482.0,985032.0,-78445.0,-0.0796370067165,-0.0857007151576,-0.0910709185744
2014-12-04,494.0,1014090.0,-94232.0,-0.0929227188908,-0.0864315749225,-0.0904071505859
2014-12-05,491.0,999038.0,-99800.0,-0.0998961000482,-0.0871470439065,-0.0899617178086
2014-12-08,481.0,1042528.0,-95143.0,-0.0912618174284,-0.0871011946028,-0.089039773006
2014-12-09,488.0,980668.0,-74588.0,-0.0760583602198,-0.085767148051,-0.0875946227039
2014-12-10,483.0,977626.0,-77888.0,-0.0796705488602,-0.0865620305151,-0.0866480592372
2014-12-11,480.0,951532.0,-79486.0,-0.0835347628876,-0.0861454782649,-0.086376110578
2014-12-12,490.0,950426.0,-69744.0,-0.0733818308843,-0.0843237035329,-0.0854751895439
2014-12-16,479.0,910660.0,-55199.0,-0.0606142797531,-0.0810401281673,-0.0836841459211
2014-12-17,485.0,845290.0,-30485.0,-0.0360645458955,-0.0773041971585,-0.0814588114734
2014-12-18,487.0,785058.0,-25984.0,-0.0330981914712,-0.0726503156339,-0.0791755153958
2014-12-19,492.0,760534.0,-29949.0,-0.0393789100816,-0.067295934753,-0.0768637548377
2014-12-22,485.0,734704.0,-23102.0,-0.0314439556611,-0.0604507203143,-0.0737988821104
2014-12-23,473.0,744942.0,-23787.0,-0.0319313449906,-0.0545176730705,-0.0708094338367
2014-12-24,477.0,714100.0,-16449.0,-0.0230345889931,-0.0492152959478,-0.0674912219994
2014-12-25,476.0,703290.0,-17478.0,-0.0248517681184,-0.0437334178737,-0.0651477241944
2014-12-26,474.0,696890.0,-16541.0,-0.0237354532279,-0.0377534869077,-0.0619494825863
2014-12-29,485.0,699852.0,-13865.0,-0.0198113315387,-0.0323964369731,-0.058360070253
2014-12-30,499.0,746348.0,-16421.0,-0.0220018007685,-0.0285351890747,-0.054787658621
2014-12-31,509.0,695452.0,-9634.0,-0.0138528611608,-0.0263140206012,-0.0518091088798
2015-01-05,500.0,656330.0,-6471.0,-0.00985936952448,-0.0239901384065,-0.0483202270202
2015-01-06,520.0,703550.0,40534.0,0.0576135313766,-0.0142908942607,-0.0407934145068
2015-01-07,513.0,689604.0,25709.0,0.0372808162366,-0.00741841707094,-0.0339345686926
