update_date,close
2015/11/6,44.6
2015/11/9,44.06
2015/11/10,43.65
2015/11/11,43
2015/11/12,41.62
2015/11/13,40.82
2015/11/16,41.93
2015/11/17,41.13
2015/11/18,40.7
2015/11/19,40.55
2015/11/20,41.52
2015/11/23,42.05
2015/11/24,42.65
2015/11/25,43.17
2015/11/26,42.65
2015/11/27,41.74
2015/11/30,41.71
2015/12/1,41.65
2015/12/2,40.12
2015/12/3,41.25
2015/12/4,40.15
2015/12/7,37.58
2015/12/8,37.85
2015/12/9,37.21
2015/12/10,36.58
2015/12/11,35.43
2015/12/14,36.25
2015/12/15,36.8
2015/12/16,35.72
2015/12/17,34.84
2015/12/18,34.72
2015/12/21,35.75
2015/12/22,36.46
2015/12/23,37.89
2015/12/24,38.06
2015/12/29,37.4
2015/12/30,36.78
2015/12/31,37.21
2016/1/4,36.85
2016/1/5,36.1
2016/1/6,34.04
2016/1/7,33.29
2016/1/8,32.82
2016/1/11,31.15
2016/1/12,30.47
2016/1/13,30.57
2016/1/14,31.23
2016/1/15,29.63
2016/1/18,29.16
2016/1/19,28.34
2016/1/20,28.33
2016/1/21,29.87
2016/1/22,32.12
2016/1/25,29.79
2016/1/26,30.61
2016/1/27,32.18
2016/1/28,33.72
2016/1/29,33.67
2016/2/1,31.41
2016/2/2,29.78
2016/2/3,32.73
2016/2/4,31.65
2016/2/5,30.98
2016/2/8,30.17
2016/2/9,28.36
2016/2/10,27.36
2016/2/11,27.2
2016/2/12,28.92
2016/2/15,30.15
2016/2/16,29.18
2016/2/17,31.34
2016/2/18,30.54
2016/2/19,29.78
2016/2/22,33.33
2016/2/23,31.22
2016/2/24,32.18
2016/2/25,33
2016/2/26,32.83
2016/2/29,33.83
2016/3/1,33.97
2016/3/2,34.72
2016/3/3,34.7
2016/3/4,36.2
2016/3/7,38.02
2016/3/8,36.27
2016/3/9,38.2
2016/3/10,37.93
2016/3/11,38.45
2016/3/14,37.4
2016/3/15,36.69
2016/3/16,38.55
2016/3/17,40.2
2016/3/18,39.36
2016/3/21,41.55
2016/3/22,41.16
2016/3/23,39.78
2016/3/24,39.61
2016/3/29,38.47
2016/3/30,38.29
2016/3/31,38.13
2016/4/1,36.75
2016/4/4,35.58
2016/4/5,36.49
2016/4/6,37.77
2016/4/7,37.55
2016/4/8,39.64
2016/4/11,40.39
2016/4/12,41.62
2016/4/13,41.61
2016/4/14,41.38
2016/4/15,40.44
2016/4/18,40.03
2016/4/19,40.97
2016/4/20,43.93
2016/4/21,43.39
2016/4/22,43.73
2016/4/25,42.94
2016/4/26,44.65
2016/4/27,45.32
2016/4/28,45.97
2016/4/29,46.06
2016/5/2,44.85
2016/5/3,43.9
2016/5/4,44.1
2016/5/5,44.5
2016/5/6,44.55
2016/5/9,43.21
2016/5/10,44.52
2016/5/11,46.08
2016/5/12,46.43
2016/5/13,46.4
2016/5/16,47.9
2016/5/17,48.49
2016/5/18,47.8
2016/5/19,48.14
2016/5/20,48.46
2016/5/22,48.27
2016/5/23,48.13
2016/5/24,49.05
2016/5/25,49.64
2016/5/26,49.29
2016/5/27,49.51
2016/5/30,49.53
2016/5/31,48.79
2016/6/1,48.92
2016/6/2,49.02
2016/6/3,48.9
2016/6/6,49.71
2016/6/7,50.43
2016/6/8,51.49
2016/6/9,50.44
2016/6/10,48.97
2016/6/13,48.61
2016/6/14,47.95
2016/6/15,47.49
2016/6/16,46.04
2016/6/17,48.28
2016/6/19,48.29
2016/6/20,49.31
2016/6/21,50.2
2016/6/22,49.05
2016/6/23,50.35
2016/6/24,47.63
2016/6/27,46.65
2016/6/28,48.01
2016/6/29,49.58
2016/6/30,48.36
2016/7/1,49.16
2016/7/4,48.68
2016/7/5,46.85
2016/7/6,47.83
2016/7/7,45.2
2016/7/8,45
2016/7/11,44.56
2016/7/12,46.57
2016/7/13,45.11
2016/7/14,45.54
2016/7/15,46.4
2016/7/18,45.21
2016/7/19,44.66
2016/7/20,45.67
2016/7/21,44.65
2016/7/22,44.21
2016/7/25,43.05
2016/7/26,42.7
2016/7/27,41.94
2016/7/28,41.07
2016/7/29,41.4
2016/8/1,40.09
2016/8/2,39.7
2016/8/3,41.17
2016/8/4,41.86
2016/8/5,41.96
2016/8/8,42.83
2016/8/9,42.7
2016/8/10,41.53
2016/8/11,43.44
2016/8/12,44.7
2016/8/15,45.5
2016/8/16,46.33
2016/8/17,46.89
2016/8/18,48.26
2016/8/19,48.56
2016/8/22,47.37
2016/8/23,47.65
2016/8/24,46.76
2016/8/25,47.37
2016/8/26,47.15
2016/8/29,46.98
2016/8/30,46.26
2016/8/31,44.83
2016/9/1,43.55
2016/9/2,44.23
2016/9/5,45.03
2016/9/6,44.86
2016/9/7,46.12
2016/9/8,47.31
2016/9/9,45.74
2016/9/12,46.09
2016/9/13,45.01
2016/9/14,43.65
2016/9/15,43.77
2016/9/16,43.25
2016/9/19,43.38
2016/9/20,44.51
2016/9/21,45.59
2016/9/22,46.07
2016/9/23,44.67
2016/9/26,45.59
2016/9/27,44.91
2016/9/28,47.22
2016/9/29,47.7
2016/9/30,47.97
2016/10/3,48.67
2016/10/4,49.26
2016/10/5,49.6
2016/10/6,50.57
2016/10/7,49.7
2016/10/10,51.12
2016/10/11,50.78
2016/10/12,50
2016/10/13,50.59
2016/10/14,50.3
2016/10/17,50.09
2016/10/18,50.74
2016/10/19,51.59
2016/10/20,50.6
2016/10/21,50.99
2016/10/24,50.46
2016/10/25,49.33
2016/10/26,49.23
2016/10/27,49.6
2016/10/28,48.58
2016/10/31,46.79
2016/11/1,46.34
2016/11/2,45.49
2016/11/3,44.62
2016/11/4,44.13
2016/11/7,44.96
2016/11/9,45.3
2016/11/10,44.42
2016/11/11,43.14
2016/11/14,43.72
2016/11/15,45.76
2016/11/16,45.33
2016/11/17,44.93
2016/11/18,45.71
2016/11/21,48.3
2016/11/22,47.92
2016/11/23,47.97
2016/11/24,47.89
2016/11/25,46
2016/11/28,46.87
2016/11/29,45.2
2016/11/30,49.09
2016/12/1,50.94
2016/12/2,51.73
2016/12/5,51.02
2016/12/6,50.92
2016/12/7,49.85
2016/12/8,50.95
2016/12/9,51.51
2016/12/12,52.5
2016/12/13,52.49
2016/12/14,50.79
2016/12/15,51.12
2016/12/16,52
2016/12/19,52.12
2016/12/20,53.53
2016/12/21,52.54
2016/12/22,52.69
2016/12/23,52.98
2016/12/27,53.97
2016/12/28,53.67
2016/12/29,53.89
2016/12/30,53.68
2017/1/3,52.46
2017/1/4,53.36
2017/1/5,53.78
2017/1/6,53.74
2017/1/9,51.87
2017/1/10,50.75
2017/1/11,52.39
2017/1/12,53.06
2017/1/13,52.64
2017/1/16,52.47
2017/1/17,52.48
2017/1/18,51.34
2017/1/19,51.32
2017/1/20,53.25
2017/1/23,52.89
2017/1/24,52.95
2017/1/25,52.92
2017/1/26,53.76
2017/1/27,53.17
2017/1/30,52.62
2017/1/31,52.74
2017/2/1,53.59
2017/2/2,53.69
2017/2/3,53.59
2017/2/6,53.15
2017/2/7,51.74
2017/2/8,52.38
2017/2/9,53.15
2017/2/10,53.84
2017/2/13,52.97
2017/2/14,53.02
2017/2/15,53.04
2017/2/16,53.51
