update_date,NON_COMM_PER,const,coef,Y_full,non_comm_per,close,close_ma,Y_full_ma,close_ma_diff,Y_full_ma_diff,close_ma_sig,Y_full_ma_sig,dir,r,daily_r,cum_r,
2015/3/9,0.040788671,-0.29539568,2.359777147,-0.199143507,-0.139927616,42266.35,42380.628,-0.039828701,-180.83,-0.039828701,-1,-1,0,0.001817516,0,0.054892879,
2015/3/10,0.03845283,-0.29539568,2.359777147,-0.204655571,-0.131077272,42184.6,42312.596,-0.080759816,-68.032,-0.040931114,-1,-1,0,-0.001936036,0,0.054892879,
2015/3/11,0.032582482,-0.29539568,2.359777147,-0.218508283,-0.131077272,42038.89,42230.672,-0.124461472,-81.924,-0.043701657,-1,-1,0,-0.003460083,0,0.054892879,
2015/3/12,0.038664519,-0.29539568,2.359777147,-0.204156031,-0.131077272,42523.13,42240.514,-0.165292679,9.842,-0.040831206,0,-1,0,0.011453021,0,0.054892879,
2015/3/13,0.037718594,-0.29539568,2.359777147,-0.206388204,-0.131077272,42840.47,42370.688,-0.206570319,130.174,-0.041277641,1,-1,0,0.007435053,0,0.054892879,
2015/3/16,0.037423208,-0.276459604,2.053494705,-0.199611243,-0.131077272,42834.29,42484.276,-0.206663867,113.588,-9.35E-05,1,-1,-1,-0.000144267,0.000144267,0.055037145,
2015/3/17,0.032054757,-0.276459604,2.053494705,-0.210635331,-0.106675178,42459.99,42539.354,-0.207859819,55.078,-0.001195952,1,-1,-1,-0.008776729,0.008776729,0.063813875,
2015/3/18,0.025018002,-0.276459604,2.053494705,-0.225085269,-0.106675178,41633.44,42458.264,-0.209175216,-81.09,-0.001315397,-1,-1,-1,-0.01965853,0.01965853,0.083472405,
2015/3/19,0.040689606,-0.276459604,2.053494705,-0.192903713,-0.106675178,41732.87,42300.212,-0.206924752,-158.052,0.002250464,-1,1,0,0.002385377,0,0.083472405,
2015/3/20,0.049624114,-0.276459604,2.053494705,-0.174556749,-0.106675178,42045.19,42141.156,-0.200558461,-159.056,0.006366291,-1,1,1,0.007455925,0.007455925,0.090928329,
2015/3/23,0.053600017,-0.255232443,1.676368099,-0.165379084,-0.106675178,43690.21,42312.34,-0.193712029,171.184,0.006846432,1,1,1,0.038379057,0.038379057,0.129307387,
2015/3/24,0.056885301,-0.255232443,1.676368099,-0.159871739,-0.054834229,43865.63,42593.468,-0.183559311,281.128,0.010152718,1,1,0,0.004007048,0,0.129307387,
2015/3/25,0.057165846,-0.255232443,1.676368099,-0.159401442,-0.054834229,43695.19,43005.818,-0.170422545,412.35,0.013136765,1,1,0,-0.00389307,0,0.129307387,
2015/3/26,0.060454846,-0.255232443,1.676368099,-0.153887868,-0.054834229,43925.74,43444.392,-0.162619376,438.574,0.007803169,1,1,0,0.005262453,0,0.129307387,
2015/3/27,0.059170629,-0.255232443,1.676368099,-0.156040688,-0.054834229,43779.68,43791.29,-0.158916164,346.898,0.003703212,1,1,0,-0.003330698,0,0.129307387,
2015/3/30,0.059987744,-0.238431654,1.382731177,-0.15548473,-0.054834229,43834.25,43820.098,-0.156937293,28.808,0.001978871,1,1,0,0.001245692,0,0.129307387,
2015/3/31,0.058614862,-0.238431654,1.382731177,-0.157383057,-0.02441734,43356.82,43718.336,-0.156439557,-101.762,0.000497736,-1,1,0,-0.01095146,0,0.129307387,
2015/4/1,0.054759683,-0.238431654,1.382731177,-0.162713733,-0.02441734,43275.48,43634.394,-0.157102015,-83.942,-0.000662458,-1,-1,1,-0.001877822,-0.001877822,0.127429565,
2015/4/2,0.048356925,-0.238431654,1.382731177,-0.171567026,-0.02441734,43524.07,43554.06,-0.160637847,-80.334,-0.003535832,-1,-1,0,0.005727926,0,0.127429565,
2015/4/7,0.05078551,-0.238431654,1.382731177,-0.168208946,-0.029215349,43477.46,43493.616,-0.163071498,-60.444,-0.002433652,0,-1,0,-0.001071476,0,0.127429565,
2015/4/8,0.045913498,-0.234544194,1.316722226,-0.174088871,-0.029215349,43456.84,43418.134,-0.166792327,-75.482,-0.003720828,-1,-1,0,-0.000474381,0,0.127429565,
2015/4/9,0.047595726,-0.234544194,1.316722226,-0.171873843,-0.029215349,43308.21,43408.412,-0.169690484,-9.722,-0.002898157,0,-1,0,-0.003426037,0,0.127429565,
2015/4/10,0.051061898,-0.234544194,1.316722226,-0.167309857,-0.029215349,43504.89,43454.294,-0.170609709,45.882,-0.000919225,1,-1,0,0.004531121,0,0.127429565,
2015/4/13,0.052392785,-0.226766353,1.181495332,-0.164864522,-0.029215349,43658.57,43481.194,-0.169269208,26.9,0.001340501,0,1,-1,0.003526252,-0.003526252,0.123903313,
2015/4/14,0.057213886,-0.226766353,1.181495332,-0.159168414,-0.043617278,42840.74,43353.85,-0.167461101,-127.344,0.001808106,-1,1,0,-0.018910078,0,0.123903313,
2015/4/15,0.052970525,-0.226766353,1.181495332,-0.164181925,-0.043617278,42971.36,43256.754,-0.165479712,-97.096,0.001981389,-1,1,1,0.003044328,0.003044328,0.126947641,
2015/4/16,0.057136074,-0.226766353,1.181495332,-0.159260349,-0.043617278,43310.76,43257.264,-0.162957014,0.51,0.002522699,0,1,1,0.007867256,0.007867256,0.134814897,
2015/4/17,0.059545486,-0.226766353,1.181495332,-0.15641364,-0.043617278,43653.55,43286.996,-0.16077777,29.732,0.002179243,1,1,0,0.007883505,0,0.134814897,
2015/4/20,0.051255784,-0.214577035,0.988147089,-0.163928782,-0.043617278,43810.15,43317.312,-0.160590622,30.316,0.000187148,1,0,0,0.003580918,0,0.134814897,
2015/4/21,0.046799028,-0.214577035,0.988147089,-0.168332712,-0.078106276,43305.62,43410.288,-0.162423482,92.976,-0.00183286,1,-1,0,-0.011583107,0,0.134814897,
2015/4/22,0.037627518,-0.214577035,0.988147089,-0.177395513,-0.078106276,43246.08,43465.232,-0.165066199,54.944,-0.002642718,1,-1,-1,-0.001375825,0.001375825,0.136190722,
2015/4/23,0.057354643,-0.214577035,0.988147089,-0.157902211,-0.078106276,42915.74,43386.228,-0.164794572,-79.004,0.000271628,-1,0,-1,-0.007667935,0.007667935,0.143858657,
2015/4/24,0.048885658,-0.214577035,0.988147089,-0.166270814,-0.078106276,43234.15,43302.348,-0.166766007,-83.88,-0.001971435,-1,-1,0,0.007392034,0,0.143858657,
2015/4/27,0.035393131,-0.208265768,0.901913482,-0.176344226,-0.078106276,43770.59,43294.436,-0.169249095,-7.912,-0.002483089,0,-1,0,0.012331438,0,0.143858657,
2015/4/28,0.05423313,-0.208265768,0.901913482,-0.159352177,-0.104132809,43780.25,43389.362,-0.167452988,94.926,0.001796107,1,1,0,0.000220672,0,0.143858657,
2015/4/29,0.05945492,-0.208265768,0.901913482,-0.154642574,-0.104132809,43769.49,43494.044,-0.162902401,104.682,0.004550588,1,1,0,-0.000245803,0,0.143858657,
2015/4/30,0.069468613,-0.208265768,0.901913482,-0.145611089,-0.104132809,44257.63,43762.422,-0.160444176,268.378,0.002458224,1,1,0,0.011090787,0,0.143858657,
2015/5/5,0.074859666,-0.208265768,0.901913482,-0.140748826,-0.002719959,45714.38,44258.468,-0.155339779,496.046,0.005104398,1,1,0,0.032385123,0,0.143858657,
2015/5/6,0.081287412,-0.198554017,0.769102997,-0.136035625,-0.002719959,46116.02,44727.554,-0.147278058,469.086,0.00806172,1,1,0,0.008747486,0,0.143858657,
2015/5/7,0.08932346,-0.198554017,0.769102997,-0.129855076,-0.002719959,45819.62,45135.428,-0.141378638,407.874,0.00589942,1,1,0,-0.006448011,0,0.143858657,
2015/5/8,0.081563427,-0.198554017,0.769102997,-0.135823341,-0.002719959,45953.42,45572.214,-0.137614792,436.786,0.003763847,1,1,0,0.002915891,0,0.143858657,
2015/5/11,0.087920519,-0.196327487,0.758983073,-0.129597302,-0.002719959,45759.26,45872.54,-0.134412034,300.326,0.003202758,1,1,0,-0.004234099,0,0.143858657,
2015/5/12,0.095317985,-0.196327487,0.758983073,-0.12398275,0.04782201,45810.75,45891.814,-0.131058819,19.274,0.003353215,0,1,0,0.001124604,0,0.143858657,
2015/5/13,0.095814105,-0.196327487,0.758983073,-0.123606203,0.04782201,46240.02,45916.614,-0.128572934,24.8,0.002485884,0,1,0,0.009326877,0,0.143858657,
2015/5/14,0.096498764,-0.196327487,0.758983073,-0.123086559,0.04782201,46039.8,45960.65,-0.127219231,44.036,0.001353703,1,1,0,-0.004339417,0,0.143858657,
2015/5/15,0.096766163,-0.196327487,0.758983073,-0.122883607,0.04782201,46035.24,45977.014,-0.124631284,16.364,0.002587947,0,1,0,-9.90E-05,0,0.143858657,
2015/5/18,0.095912594,-0.204411495,0.997244572,-0.108763181,0.04782201,46086.71,46042.504,-0.12046446,65.49,0.004166824,1,1,0,0.001117432,0,0.143858657,
2015/5/19,0.097005768,-0.204411495,0.997244572,-0.107673019,0.052123207,45692.64,46018.882,-0.117202514,-23.622,0.003261946,0,1,0,-0.008587388,0,0.143858657,
2015/5/20,0.10098838,-0.204411495,0.997244572,-0.103701381,0.052123207,44730.48,45716.974,-0.113221549,-301.908,0.003980965,-1,1,0,-0.021282086,0,0.143858657,
