update_date,hold_vol_buy,hold_vol_buy_chg
2017-01-03,14814.0,-853.0
2017-01-04,14928.0,114.0
2017-01-05,14982.0,54.0
2017-01-06,15030.0,48.0
2017-01-09,14961.0,-69.0
2017-01-10,15678.0,717.0
2017-01-11,15919.0,241.0
2017-01-12,15583.0,-336.0
2017-01-13,15460.0,-123.0
2017-01-16,15396.0,216.0
2017-01-17,15888.0,492.0
2017-01-18,15987.0,99.0
2017-01-19,15879.0,-108.0
2017-01-20,15878.0,-1.0
2017-01-23,16501.0,623.0
2017-01-24,14949.0,-1552.0
2017-01-25,16111.0,799.0
2017-01-26,14618.0,-1493.0
