,update_date,company_name,position_signal,index_signal,start_signal,exit_signal,trade_signal
815,2012-01-12,新湖期货,,1.0,,0.0,0.0
817,2012-01-13,新湖期货,,1.0,,0.0,0.0
819,2012-01-16,新湖期货,,1.0,,0.0,0.0
821,2012-01-17,新湖期货,,1.0,,0.0,0.0
823,2012-01-18,新湖期货,,-1.0,,,0.0
825,2012-01-19,新湖期货,,-1.0,,,0.0
827,2012-01-20,新湖期货,,-1.0,,,0.0
829,2012-01-30,新湖期货,,-1.0,,,0.0
831,2012-01-31,新湖期货,,-1.0,,,0.0
833,2012-02-01,新湖期货,,-1.0,,,0.0
835,2012-02-06,新湖期货,,-1.0,,,0.0
837,2012-02-07,新湖期货,,-1.0,,,0.0
839,2012-02-08,新湖期货,-1.0,-1.0,-1.0,,-1.0
841,2012-02-09,新湖期货,,-1.0,,,-1.0
843,2012-02-28,新湖期货,,1.0,,0.0,0.0
844,2012-02-29,新湖期货,,1.0,,0.0,0.0
845,2012-03-05,新湖期货,-1.0,1.0,,0.0,0.0
847,2012-03-23,新湖期货,,1.0,,0.0,0.0
849,2012-03-26,新湖期货,,1.0,,0.0,0.0
851,2012-03-27,新湖期货,,1.0,,0.0,0.0
853,2012-03-28,新湖期货,,1.0,,0.0,0.0
855,2012-04-25,新湖期货,,-1.0,,,0.0
856,2012-04-26,新湖期货,,-1.0,,,0.0
857,2012-05-02,新湖期货,,-1.0,,,0.0
858,2012-05-07,新湖期货,,-1.0,,,0.0
860,2012-05-09,新湖期货,,-1.0,,,0.0
862,2012-05-10,新湖期货,,-1.0,,,0.0
864,2012-05-11,新湖期货,,-1.0,,,0.0
866,2012-05-14,新湖期货,,-1.0,,,0.0
868,2012-05-15,新湖期货,,-1.0,,,0.0
870,2012-05-16,新湖期货,,-1.0,,,0.0
872,2012-05-17,新湖期货,,-1.0,,,0.0
874,2012-05-18,新湖期货,,-1.0,,,0.0
876,2012-05-21,新湖期货,,-1.0,,,0.0
878,2012-05-22,新湖期货,,-1.0,,,0.0
880,2012-05-23,新湖期货,,-1.0,,,0.0
882,2012-05-24,新湖期货,,-1.0,,,0.0
884,2012-05-25,新湖期货,,-1.0,,,0.0
886,2012-05-28,新湖期货,,-1.0,,,0.0
888,2012-05-29,新湖期货,,-1.0,,,0.0
890,2012-05-30,新湖期货,,-1.0,,,0.0
892,2012-05-31,新湖期货,,-1.0,,,0.0
894,2012-06-01,新湖期货,,-1.0,,,0.0
896,2012-06-04,新湖期货,,-1.0,,,0.0
898,2012-06-05,新湖期货,,-1.0,,,0.0
900,2012-06-06,新湖期货,,-1.0,,,0.0
902,2012-06-07,新湖期货,,-1.0,,,0.0
904,2012-06-11,新湖期货,,-1.0,,,0.0
906,2012-06-13,新湖期货,,-1.0,,,0.0
908,2012-06-15,新湖期货,,-1.0,,,0.0
910,2012-06-18,新湖期货,,-1.0,,,0.0
912,2012-06-20,新湖期货,,-1.0,,,0.0
914,2012-06-29,新湖期货,,-1.0,,,0.0
915,2012-07-02,新湖期货,,-1.0,,,0.0
917,2012-07-03,新湖期货,,-1.0,,,0.0
919,2012-07-04,新湖期货,,-1.0,,,0.0
921,2012-07-05,新湖期货,,-1.0,,,0.0
923,2012-07-06,新湖期货,,-1.0,,,0.0
925,2012-07-09,新湖期货,,-1.0,,,0.0
927,2012-07-10,新湖期货,,-1.0,,,0.0
929,2012-07-11,新湖期货,,-1.0,,,0.0
931,2012-07-12,新湖期货,,-1.0,,,0.0
933,2012-07-13,新湖期货,,-1.0,,,0.0
935,2012-07-16,新湖期货,,-1.0,,,0.0
937,2012-07-17,新湖期货,,-1.0,,,0.0
938,2012-07-18,新湖期货,,-1.0,,,0.0
939,2012-07-19,新湖期货,,-1.0,,,0.0
940,2012-07-20,新湖期货,,-1.0,,,0.0
941,2012-07-23,新湖期货,,-1.0,,,0.0
942,2012-07-24,新湖期货,,-1.0,,,0.0
943,2012-07-25,新湖期货,1.0,-1.0,,0.0,0.0
944,2012-07-26,新湖期货,1.0,-1.0,,0.0,0.0
945,2012-07-27,新湖期货,,-1.0,,,0.0
946,2012-07-30,新湖期货,,-1.0,,,0.0
947,2012-07-31,新湖期货,,-1.0,,,0.0
949,2012-08-01,新湖期货,,-1.0,,,0.0
950,2012-08-02,新湖期货,,-1.0,,,0.0
951,2012-08-03,新湖期货,,-1.0,,,0.0
952,2012-08-06,新湖期货,,-1.0,,,0.0
953,2012-08-07,新湖期货,1.0,-1.0,,0.0,0.0
954,2012-08-08,新湖期货,,-1.0,,,0.0
956,2012-08-23,新湖期货,,-1.0,,,0.0
957,2012-08-27,新湖期货,,-1.0,,,0.0
959,2012-08-28,新湖期货,,-1.0,,,0.0
960,2012-08-29,新湖期货,,-1.0,,,0.0
961,2012-08-30,新湖期货,,-1.0,,,0.0
962,2012-08-31,新湖期货,,-1.0,,,0.0
963,2012-09-03,新湖期货,,-1.0,,,0.0
964,2012-09-04,新湖期货,,-1.0,,,0.0
965,2012-09-05,新湖期货,,-1.0,,,0.0
966,2012-09-06,新湖期货,,-1.0,,,0.0
967,2012-09-07,新湖期货,,-1.0,,,0.0
968,2012-09-10,新湖期货,,-1.0,,,0.0
970,2012-09-11,新湖期货,,1.0,,0.0,0.0
972,2012-09-12,新湖期货,,1.0,,0.0,0.0
974,2012-09-13,新湖期货,,1.0,,0.0,0.0
975,2012-09-14,新湖期货,,1.0,,0.0,0.0
977,2012-09-17,新湖期货,,1.0,,0.0,0.0
979,2012-09-18,新湖期货,1.0,1.0,1.0,,1.0
981,2012-09-19,新湖期货,,1.0,,,1.0
983,2012-09-20,新湖期货,,1.0,,,1.0
985,2012-09-21,新湖期货,-1.0,1.0,,0.0,0.0
987,2012-09-24,新湖期货,,1.0,,,0.0
989,2012-09-25,新湖期货,,1.0,,,0.0
991,2012-09-26,新湖期货,,1.0,,,0.0
993,2012-09-27,新湖期货,,1.0,,,0.0
995,2012-09-28,新湖期货,,1.0,,,0.0
997,2012-10-08,新湖期货,,1.0,,,0.0
999,2012-10-09,新湖期货,,1.0,,,0.0
1001,2012-10-10,新湖期货,,1.0,,,0.0
1003,2012-10-11,新湖期货,,1.0,,,0.0
1005,2012-10-12,新湖期货,,1.0,,,0.0
1007,2012-10-15,新湖期货,,1.0,,,0.0
1009,2012-10-16,新湖期货,,1.0,,,0.0
1011,2012-10-17,新湖期货,,1.0,,,0.0
1012,2012-10-18,新湖期货,,1.0,,,0.0
1013,2012-10-19,新湖期货,1.0,1.0,1.0,,1.0
1015,2012-10-22,新湖期货,,1.0,,,1.0
1016,2012-10-23,新湖期货,1.0,1.0,1.0,,1.0
1018,2012-10-24,新湖期货,,1.0,,,1.0
1019,2012-10-25,新湖期货,,1.0,,,1.0
1020,2012-10-26,新湖期货,,1.0,,,1.0
1021,2012-10-29,新湖期货,,1.0,,,1.0
1023,2012-10-30,新湖期货,,1.0,,,1.0
1025,2012-10-31,新湖期货,,1.0,,,1.0
1026,2012-11-01,新湖期货,,1.0,,,1.0
1028,2012-11-02,新湖期货,-1.0,1.0,,0.0,0.0
1029,2012-11-05,新湖期货,,1.0,,,0.0
1030,2012-11-06,新湖期货,,1.0,,,0.0
1031,2012-11-07,新湖期货,,1.0,,,0.0
1032,2012-11-08,新湖期货,,1.0,,,0.0
1033,2012-11-09,新湖期货,,1.0,,,0.0
1034,2012-11-12,新湖期货,,1.0,,,0.0
1035,2012-11-13,新湖期货,,1.0,,,0.0
1036,2012-11-19,新湖期货,,-1.0,,0.0,0.0
1037,2012-11-20,新湖期货,,-1.0,,0.0,0.0
1038,2012-11-21,新湖期货,1.0,-1.0,,0.0,0.0
1039,2012-11-22,新湖期货,1.0,-1.0,,0.0,0.0
1040,2012-11-23,新湖期货,,-1.0,,0.0,0.0
1041,2012-11-26,新湖期货,,-1.0,,0.0,0.0
1043,2012-11-27,新湖期货,,-1.0,,0.0,0.0
1045,2012-11-28,新湖期货,,-1.0,,0.0,0.0
1047,2012-11-29,新湖期货,1.0,-1.0,,0.0,0.0
1048,2012-11-30,新湖期货,,-1.0,,0.0,0.0
1050,2012-12-03,新湖期货,,-1.0,,0.0,0.0
1052,2012-12-04,新湖期货,-1.0,-1.0,-1.0,,-1.0
1054,2012-12-05,新湖期货,,-1.0,,,-1.0
1056,2012-12-06,新湖期货,,-1.0,,,-1.0
1059,2012-12-07,新湖期货,,-1.0,,,-1.0
1062,2012-12-10,新湖期货,,-1.0,,,-1.0
1065,2012-12-11,新湖期货,,-1.0,,,-1.0
1068,2012-12-12,新湖期货,,-1.0,,,-1.0
1071,2012-12-13,新湖期货,,-1.0,,,-1.0
1074,2012-12-14,新湖期货,,-1.0,,,-1.0
1077,2012-12-17,新湖期货,,-1.0,,,-1.0
1080,2012-12-18,新湖期货,,-1.0,,,-1.0
1083,2012-12-19,新湖期货,,-1.0,,,-1.0
1086,2012-12-20,新湖期货,,1.0,,0.0,0.0
1089,2012-12-21,新湖期货,1.0,1.0,1.0,,1.0
1091,2012-12-24,新湖期货,,1.0,,,1.0
1094,2012-12-25,新湖期货,,1.0,,,1.0
1097,2012-12-26,新湖期货,,1.0,,,1.0
1099,2012-12-27,新湖期货,,1.0,,,1.0
1102,2012-12-28,新湖期货,1.0,1.0,1.0,,1.0
1105,2012-12-31,新湖期货,,1.0,,,1.0
1108,2013-01-04,新湖期货,,1.0,,,1.0
1111,2013-01-07,新湖期货,,1.0,,,1.0
1114,2013-01-08,新湖期货,-1.0,1.0,,0.0,0.0
1117,2013-01-09,新湖期货,1.0,1.0,1.0,,1.0
1120,2013-01-10,新湖期货,1.0,1.0,1.0,,1.0
1123,2013-01-11,新湖期货,,1.0,,,1.0
1126,2013-01-14,新湖期货,,1.0,,,1.0
1129,2013-01-15,新湖期货,,1.0,,,1.0
1132,2013-01-16,新湖期货,,1.0,,,1.0
1135,2013-01-17,新湖期货,-1.0,1.0,,0.0,0.0
1138,2013-01-18,新湖期货,,1.0,,,0.0
1141,2013-01-21,新湖期货,,1.0,,,0.0
1144,2013-01-22,新湖期货,,1.0,,,0.0
1147,2013-01-23,新湖期货,,1.0,,,0.0
1150,2013-01-24,新湖期货,,1.0,,,0.0
1153,2013-01-25,新湖期货,,1.0,,,0.0
1155,2013-01-28,新湖期货,,1.0,,,0.0
1157,2013-01-29,新湖期货,,1.0,,,0.0
1159,2013-01-30,新湖期货,,1.0,,,0.0
1162,2013-01-31,新湖期货,,1.0,,,0.0
1164,2013-02-01,新湖期货,,1.0,,,0.0
1166,2013-02-20,新湖期货,,1.0,,,0.0
1168,2013-02-22,新湖期货,,1.0,,,0.0
1170,2013-02-25,新湖期货,1.0,1.0,1.0,,1.0
1172,2013-02-26,新湖期货,,1.0,,,1.0
1173,2013-02-27,新湖期货,,1.0,,,1.0
1174,2013-02-28,新湖期货,-1.0,1.0,,0.0,0.0
1175,2013-03-01,新湖期货,,1.0,,,0.0
1177,2013-03-04,新湖期货,-1.0,1.0,,0.0,0.0
1179,2013-03-05,新湖期货,-1.0,1.0,,0.0,0.0
1181,2013-03-06,新湖期货,-1.0,1.0,,0.0,0.0
1183,2013-03-07,新湖期货,,1.0,,,0.0
1185,2013-03-08,新湖期货,-1.0,1.0,,0.0,0.0
1187,2013-03-11,新湖期货,,1.0,,,0.0
1189,2013-03-12,新湖期货,,1.0,,,0.0
1191,2013-03-13,新湖期货,-1.0,1.0,,0.0,0.0
1193,2013-03-14,新湖期货,,1.0,,,0.0
1196,2013-03-15,新湖期货,,1.0,,,0.0
1199,2013-03-18,新湖期货,-1.0,1.0,,0.0,0.0
1202,2013-03-19,新湖期货,-1.0,1.0,,0.0,0.0
1204,2013-03-20,新湖期货,,1.0,,,0.0
1206,2013-03-21,新湖期货,-1.0,1.0,,0.0,0.0
1208,2013-03-22,新湖期货,,1.0,,,0.0
1209,2013-03-26,新湖期货,,-1.0,,0.0,0.0
1211,2013-03-27,新湖期货,-1.0,-1.0,-1.0,,-1.0
1212,2013-03-28,新湖期货,-1.0,-1.0,-1.0,,-1.0
1214,2013-03-29,新湖期货,-1.0,-1.0,-1.0,,-1.0
1216,2013-04-01,新湖期货,,-1.0,,,-1.0
1218,2013-04-02,新湖期货,,-1.0,,,-1.0
1221,2013-04-03,新湖期货,-1.0,-1.0,-1.0,,-1.0
1224,2013-04-08,新湖期货,,-1.0,,,-1.0
1227,2013-04-09,新湖期货,,-1.0,,,-1.0
1230,2013-04-10,新湖期货,,-1.0,,,-1.0
1233,2013-04-11,新湖期货,-1.0,-1.0,-1.0,,-1.0
1236,2013-04-12,新湖期货,,-1.0,,,-1.0
1239,2013-04-15,新湖期货,-1.0,-1.0,-1.0,,-1.0
1241,2013-05-28,新湖期货,-1.0,-1.0,-1.0,,-1.0
1243,2013-06-18,新湖期货,,-1.0,,,-1.0
1246,2013-06-19,新湖期货,-1.0,-1.0,-1.0,,-1.0
1248,2013-06-20,新湖期货,,-1.0,,,-1.0
1250,2013-06-21,新湖期货,,-1.0,,,-1.0
1252,2013-06-24,新湖期货,,-1.0,,,-1.0
1254,2013-06-25,新湖期货,,-1.0,,,-1.0
1256,2013-06-26,新湖期货,,-1.0,,,-1.0
1258,2013-06-27,新湖期货,1.0,-1.0,,0.0,0.0
1260,2013-06-28,新湖期货,,-1.0,,,0.0
1262,2013-07-01,新湖期货,,-1.0,,,0.0
1264,2013-07-03,新湖期货,,-1.0,,,0.0
1266,2013-07-08,新湖期货,,-1.0,,,0.0
1268,2013-07-11,新湖期货,,1.0,,0.0,0.0
1270,2013-07-17,新湖期货,,1.0,,0.0,0.0
1273,2013-07-18,新湖期货,1.0,1.0,1.0,,1.0
1276,2013-07-19,新湖期货,-1.0,1.0,,0.0,0.0
1279,2013-07-22,新湖期货,-1.0,1.0,,0.0,0.0
1282,2013-07-23,新湖期货,-1.0,-1.0,-1.0,,-1.0
1285,2013-07-24,新湖期货,,-1.0,,,-1.0
1287,2013-07-26,新湖期货,,-1.0,,,-1.0
1289,2013-07-29,新湖期货,-1.0,-1.0,-1.0,,-1.0
1291,2013-07-30,新湖期货,-1.0,-1.0,-1.0,,-1.0
1293,2013-07-31,新湖期货,-1.0,-1.0,-1.0,,-1.0
1295,2013-08-01,新湖期货,-1.0,-1.0,-1.0,,-1.0
1297,2013-08-02,新湖期货,-1.0,-1.0,-1.0,,-1.0
1299,2013-08-05,新湖期货,-1.0,-1.0,-1.0,,-1.0
1301,2013-08-06,新湖期货,,-1.0,,,-1.0
1303,2013-08-07,新湖期货,,-1.0,,,-1.0
1305,2013-08-08,新湖期货,,1.0,,0.0,0.0
1308,2013-08-09,新湖期货,-1.0,1.0,,0.0,0.0
1311,2013-08-12,新湖期货,,1.0,,0.0,0.0
1313,2013-08-13,新湖期货,,1.0,,0.0,0.0
1315,2013-08-14,新湖期货,-1.0,1.0,,0.0,0.0
1317,2013-08-15,新湖期货,,1.0,,0.0,0.0
1319,2013-08-16,新湖期货,,1.0,,0.0,0.0
1321,2013-08-19,新湖期货,-1.0,1.0,,0.0,0.0
1323,2013-08-22,新湖期货,1.0,1.0,1.0,,1.0
1324,2013-08-23,新湖期货,,1.0,,,1.0
1325,2013-08-26,新湖期货,-1.0,1.0,,0.0,0.0
1326,2013-09-04,新湖期货,,1.0,,,0.0
1328,2013-09-05,新湖期货,,1.0,,,0.0
1330,2013-09-06,新湖期货,,1.0,,,0.0
1332,2013-09-09,新湖期货,-1.0,1.0,,0.0,0.0
1334,2013-09-10,新湖期货,,1.0,,,0.0
1336,2013-09-12,新湖期货,,1.0,,,0.0
1338,2013-09-13,新湖期货,,1.0,,,0.0
1341,2013-09-16,新湖期货,-1.0,1.0,,0.0,0.0
1343,2013-09-17,新湖期货,,1.0,,,0.0
1345,2013-09-18,新湖期货,,1.0,,,0.0
1347,2013-09-23,新湖期货,-1.0,1.0,,0.0,0.0
1349,2013-09-24,新湖期货,,1.0,,,0.0
1351,2013-09-25,新湖期货,,1.0,,,0.0
1353,2013-09-26,新湖期货,,1.0,,,0.0
1355,2013-09-27,新湖期货,,1.0,,,0.0
1357,2013-09-30,新湖期货,,1.0,,,0.0
1359,2013-10-08,新湖期货,,1.0,,,0.0
1361,2013-12-19,新湖期货,,-1.0,,0.0,0.0
1364,2013-12-20,新湖期货,,-1.0,,0.0,0.0
1367,2013-12-23,新湖期货,1.0,-1.0,,0.0,0.0
1370,2013-12-24,新湖期货,,-1.0,,0.0,0.0
1372,2013-12-25,新湖期货,,-1.0,,0.0,0.0
1375,2013-12-26,新湖期货,,-1.0,,0.0,0.0
1377,2013-12-27,新湖期货,1.0,-1.0,,0.0,0.0
1379,2013-12-30,新湖期货,-1.0,-1.0,-1.0,,-1.0
1381,2013-12-31,新湖期货,,1.0,,0.0,0.0
1383,2014-01-02,新湖期货,,1.0,,0.0,0.0
1385,2014-01-03,新湖期货,,1.0,,0.0,0.0
1388,2014-01-06,新湖期货,1.0,1.0,1.0,,1.0
1390,2014-01-07,新湖期货,,1.0,,,1.0
1392,2014-01-08,新湖期货,,1.0,,,1.0
1395,2014-01-09,新湖期货,1.0,1.0,1.0,,1.0
1398,2014-01-10,新湖期货,,1.0,,,1.0
1400,2014-01-13,新湖期货,1.0,1.0,1.0,,1.0
1403,2014-01-14,新湖期货,1.0,1.0,1.0,,1.0
1405,2014-01-15,新湖期货,1.0,1.0,1.0,,1.0
1407,2014-01-16,新湖期货,1.0,1.0,1.0,,1.0
1409,2014-01-17,新湖期货,,1.0,,,1.0
1411,2014-01-20,新湖期货,,1.0,,,1.0
1413,2014-01-21,新湖期货,1.0,1.0,1.0,,1.0
1415,2014-01-22,新湖期货,,1.0,,,1.0
1417,2014-01-23,新湖期货,-1.0,1.0,,0.0,0.0
1419,2014-01-24,新湖期货,,1.0,,,0.0
1421,2014-01-27,新湖期货,,1.0,,,0.0
1423,2014-01-28,新湖期货,-1.0,1.0,,0.0,0.0
1425,2014-01-29,新湖期货,,1.0,,,0.0
1427,2014-01-30,新湖期货,,1.0,,,0.0
1429,2014-02-07,新湖期货,,1.0,,,0.0
1431,2014-02-10,新湖期货,,1.0,,,0.0
1433,2014-02-11,新湖期货,,1.0,,,0.0
1435,2014-02-12,新湖期货,,1.0,,,0.0
1437,2014-02-13,新湖期货,,1.0,,,0.0
1439,2014-02-14,新湖期货,,1.0,,,0.0
1441,2014-02-17,新湖期货,1.0,1.0,1.0,,1.0
1443,2014-02-18,新湖期货,,1.0,,,1.0
1445,2014-02-19,新湖期货,,1.0,,,1.0
1447,2014-02-20,新湖期货,-1.0,1.0,,0.0,0.0
1449,2014-02-21,新湖期货,1.0,1.0,1.0,,1.0
1451,2014-02-24,新湖期货,,1.0,,,1.0
1453,2014-02-25,新湖期货,,1.0,,,1.0
1455,2014-02-26,新湖期货,1.0,1.0,1.0,,1.0
1457,2014-02-27,新湖期货,1.0,1.0,1.0,,1.0
1459,2014-02-28,新湖期货,1.0,1.0,1.0,,1.0
1461,2014-03-03,新湖期货,,1.0,,,1.0
1463,2014-03-04,新湖期货,1.0,1.0,1.0,,1.0
1465,2014-03-05,新湖期货,,1.0,,,1.0
1467,2014-03-06,新湖期货,,1.0,,,1.0
1469,2014-03-07,新湖期货,1.0,1.0,1.0,,1.0
1471,2014-03-10,新湖期货,,1.0,,,1.0
1473,2014-03-11,新湖期货,,1.0,,,1.0
1475,2014-03-12,新湖期货,,1.0,,,1.0
1477,2014-03-13,新湖期货,,-1.0,,0.0,0.0
1479,2014-03-14,新湖期货,1.0,-1.0,,0.0,0.0
1481,2014-03-17,新湖期货,1.0,-1.0,,0.0,0.0
1483,2014-03-18,新湖期货,,-1.0,,0.0,0.0
1485,2014-03-19,新湖期货,,-1.0,,0.0,0.0
1487,2014-03-20,新湖期货,1.0,-1.0,,0.0,0.0
1489,2014-03-21,新湖期货,,-1.0,,0.0,0.0
1491,2014-03-24,新湖期货,1.0,-1.0,,0.0,0.0
1493,2014-03-25,新湖期货,,-1.0,,0.0,0.0
1495,2014-03-26,新湖期货,,-1.0,,0.0,0.0
1497,2014-03-27,新湖期货,,-1.0,,0.0,0.0
1499,2014-03-28,新湖期货,,-1.0,,0.0,0.0
1501,2014-03-31,新湖期货,,-1.0,,0.0,0.0
1503,2014-04-01,新湖期货,,-1.0,,0.0,0.0
1505,2014-04-02,新湖期货,,-1.0,,0.0,0.0
1507,2014-04-03,新湖期货,-1.0,-1.0,-1.0,,-1.0
1509,2014-04-04,新湖期货,,-1.0,,,-1.0
1511,2014-04-08,新湖期货,,-1.0,,,-1.0
1513,2014-04-09,新湖期货,1.0,-1.0,,0.0,0.0
1515,2014-04-10,新湖期货,1.0,-1.0,,0.0,0.0
1517,2014-04-11,新湖期货,,-1.0,,,0.0
1519,2014-04-14,新湖期货,,-1.0,,,0.0
1522,2014-04-15,新湖期货,,-1.0,,,0.0
1525,2014-04-16,新湖期货,1.0,-1.0,,0.0,0.0
1528,2014-04-17,新湖期货,1.0,-1.0,,0.0,0.0
1530,2014-04-18,新湖期货,1.0,-1.0,,0.0,0.0
1532,2014-04-21,新湖期货,,-1.0,,,0.0
1534,2014-04-22,新湖期货,,-1.0,,,0.0
1536,2014-04-23,新湖期货,,-1.0,,,0.0
1538,2014-04-24,新湖期货,,-1.0,,,0.0
1540,2014-04-25,新湖期货,1.0,-1.0,,0.0,0.0
1542,2014-04-28,新湖期货,1.0,-1.0,,0.0,0.0
1544,2014-04-29,新湖期货,,-1.0,,,0.0
1546,2014-04-30,新湖期货,1.0,-1.0,,0.0,0.0
1548,2014-05-05,新湖期货,,-1.0,,,0.0
1550,2014-05-06,新湖期货,,-1.0,,,0.0
1552,2014-05-07,新湖期货,1.0,-1.0,,0.0,0.0
1554,2014-05-08,新湖期货,,-1.0,,,0.0
1557,2014-05-09,新湖期货,1.0,-1.0,,0.0,0.0
1559,2014-05-12,新湖期货,1.0,-1.0,,0.0,0.0
1561,2014-05-13,新湖期货,1.0,1.0,1.0,,1.0
1563,2014-05-14,新湖期货,,1.0,,,1.0
1565,2014-05-15,新湖期货,1.0,1.0,1.0,,1.0
1567,2014-05-16,新湖期货,,1.0,,,1.0
1569,2014-05-19,新湖期货,,1.0,,,1.0
1571,2014-05-20,新湖期货,,1.0,,,1.0
1573,2014-05-21,新湖期货,,1.0,,,1.0
1575,2014-05-22,新湖期货,,1.0,,,1.0
1577,2014-05-23,新湖期货,,1.0,,,1.0
1579,2014-05-26,新湖期货,,1.0,,,1.0
1581,2014-05-27,新湖期货,,1.0,,,1.0
1584,2014-05-28,新湖期货,1.0,1.0,1.0,,1.0
1587,2014-05-29,新湖期货,,1.0,,,1.0
1590,2014-05-30,新湖期货,1.0,1.0,1.0,,1.0
1592,2014-06-03,新湖期货,,1.0,,,1.0
1594,2014-06-04,新湖期货,,1.0,,,1.0
1596,2014-06-05,新湖期货,1.0,1.0,1.0,,1.0
1598,2014-06-06,新湖期货,,1.0,,,1.0
1600,2014-06-09,新湖期货,1.0,1.0,1.0,,1.0
1602,2014-06-10,新湖期货,,1.0,,,1.0
1604,2014-06-11,新湖期货,1.0,1.0,1.0,,1.0
1607,2014-06-12,新湖期货,1.0,1.0,1.0,,1.0
1610,2014-06-13,新湖期货,1.0,1.0,1.0,,1.0
1613,2014-06-16,新湖期货,,1.0,,,1.0
1616,2014-06-17,新湖期货,1.0,1.0,1.0,,1.0
1619,2014-06-18,新湖期货,,1.0,,,1.0
1622,2014-06-19,新湖期货,1.0,1.0,1.0,,1.0
1625,2014-06-20,新湖期货,1.0,1.0,1.0,,1.0
1627,2014-06-23,新湖期货,,1.0,,,1.0
1630,2014-06-24,新湖期货,,1.0,,,1.0
1633,2014-06-25,新湖期货,,1.0,,,1.0
1635,2014-06-26,新湖期货,,1.0,,,1.0
1637,2014-06-30,新湖期货,,1.0,,,1.0
1640,2014-07-01,新湖期货,,1.0,,,1.0
1642,2014-07-02,新湖期货,,1.0,,,1.0
1644,2014-07-03,新湖期货,1.0,1.0,1.0,,1.0
1646,2014-07-04,新湖期货,,1.0,,,1.0
1648,2014-07-07,新湖期货,,1.0,,,1.0
1650,2014-07-15,新湖期货,,1.0,,,1.0
1653,2014-07-16,新湖期货,1.0,1.0,1.0,,1.0
1656,2014-07-17,新湖期货,,1.0,,,1.0
1659,2014-07-18,新湖期货,,1.0,,,1.0
1662,2014-07-21,新湖期货,,1.0,,,1.0
1665,2014-07-22,新湖期货,,1.0,,,1.0
1668,2014-07-23,新湖期货,1.0,1.0,1.0,,1.0
1671,2014-07-24,新湖期货,,1.0,,,1.0
1674,2014-07-25,新湖期货,,1.0,,,1.0
1677,2014-07-28,新湖期货,,1.0,,,1.0
1680,2014-07-29,新湖期货,,1.0,,,1.0
1683,2014-07-30,新湖期货,,1.0,,,1.0
1686,2014-07-31,新湖期货,,1.0,,,1.0
1689,2014-08-01,新湖期货,1.0,1.0,1.0,,1.0
1692,2014-08-04,新湖期货,,1.0,,,1.0
1695,2014-08-11,新湖期货,1.0,1.0,1.0,,1.0
1698,2014-08-12,新湖期货,,1.0,,,1.0
1701,2014-08-13,新湖期货,,1.0,,,1.0
1704,2014-08-14,新湖期货,1.0,1.0,1.0,,1.0
1707,2014-08-15,新湖期货,,1.0,,,1.0
1710,2014-08-18,新湖期货,,1.0,,,1.0
1713,2014-08-19,新湖期货,1.0,1.0,1.0,,1.0
1716,2014-08-20,新湖期货,,1.0,,,1.0
1719,2014-08-21,新湖期货,1.0,1.0,1.0,,1.0
1722,2014-08-22,新湖期货,1.0,1.0,1.0,,1.0
1725,2014-08-26,新湖期货,1.0,1.0,1.0,,1.0
1728,2014-09-02,新湖期货,,1.0,,,1.0
1731,2014-09-03,新湖期货,1.0,1.0,1.0,,1.0
1734,2014-09-04,新湖期货,1.0,1.0,1.0,,1.0
1737,2014-09-05,新湖期货,,1.0,,,1.0
1740,2014-09-10,新湖期货,1.0,1.0,1.0,,1.0
1743,2014-09-12,新湖期货,1.0,1.0,1.0,,1.0
1746,2014-09-15,新湖期货,-1.0,1.0,,0.0,0.0
1749,2014-09-17,新湖期货,1.0,1.0,1.0,,1.0
1752,2014-09-18,新湖期货,,1.0,,,1.0
1755,2014-09-22,新湖期货,1.0,1.0,1.0,,1.0
1758,2014-09-23,新湖期货,-1.0,1.0,,0.0,0.0
1761,2014-09-24,新湖期货,1.0,-1.0,,0.0,0.0
1764,2014-09-25,新湖期货,1.0,-1.0,,0.0,0.0
1767,2014-09-26,新湖期货,1.0,-1.0,,0.0,0.0
1770,2014-09-29,新湖期货,,-1.0,,0.0,0.0
1773,2014-09-30,新湖期货,1.0,-1.0,,0.0,0.0
1776,2014-10-08,新湖期货,,-1.0,,0.0,0.0
1779,2014-10-09,新湖期货,1.0,-1.0,,0.0,0.0
1782,2014-10-10,新湖期货,,-1.0,,0.0,0.0
1785,2014-10-13,新湖期货,1.0,-1.0,,0.0,0.0
1788,2014-10-14,新湖期货,,-1.0,,0.0,0.0
1791,2014-10-15,新湖期货,1.0,-1.0,,0.0,0.0
1794,2014-10-16,新湖期货,1.0,-1.0,,0.0,0.0
1797,2014-10-17,新湖期货,,-1.0,,0.0,0.0
1800,2014-10-20,新湖期货,-1.0,-1.0,-1.0,,-1.0
1803,2014-10-21,新湖期货,,-1.0,,,-1.0
1806,2014-10-22,新湖期货,,-1.0,,,-1.0
1809,2014-10-23,新湖期货,-1.0,-1.0,-1.0,,-1.0
1812,2014-10-24,新湖期货,,-1.0,,,-1.0
1815,2014-10-27,新湖期货,-1.0,-1.0,-1.0,,-1.0
1818,2014-10-28,新湖期货,1.0,-1.0,,0.0,0.0
1821,2014-10-29,新湖期货,,-1.0,,,0.0
1823,2014-10-30,新湖期货,,-1.0,,,0.0
1825,2014-10-31,新湖期货,,-1.0,,,0.0
1827,2014-11-03,新湖期货,,-1.0,,,0.0
1829,2014-11-04,新湖期货,,-1.0,,,0.0
