Wind资讯,ZN1601.SHF,ZN1601.SHF
2015-05-13,17225.00 ,358.00 
2015-05-14,17145.00 ,338.00 
2015-05-15,17100.00 ,322.00 
2015-05-18,16995.00 ,336.00 
2015-05-19,16955.00 ,336.00 
2015-05-20,16735.00 ,324.00 
2015-05-21,16720.00 ,308.00 
2015-05-22,16750.00 ,338.00 
2015-05-25,16615.00 ,358.00 
2015-05-26,16730.00 ,390.00 
2015-05-27,16705.00 ,370.00 
2015-05-28,16845.00 ,360.00 
2015-05-29,16955.00 ,364.00 
2015-06-01,16825.00 ,378.00 
2015-06-02,16635.00 ,386.00 
2015-06-03,16645.00 ,444.00 
2015-06-04,16540.00 ,456.00 
2015-06-05,16410.00 ,452.00 
2015-06-08,16385.00 ,484.00 
2015-06-09,16435.00 ,502.00 
2015-06-10,16540.00 ,492.00 
2015-06-11,16465.00 ,494.00 
2015-06-12,16290.00 ,454.00 
2015-06-15,16305.00 ,480.00 
2015-06-16,16210.00 ,478.00 
2015-06-17,16115.00 ,510.00 
2015-06-18,15970.00 ,534.00 
2015-06-19,15860.00 ,550.00 
2015-06-23,15700.00 ,632.00 
2015-06-24,15805.00 ,692.00 
2015-06-25,15720.00 ,762.00 
2015-06-26,15655.00 ,754.00 
2015-06-29,15590.00 ,882.00 
2015-06-30,15375.00 ,886.00 
2015-07-01,15295.00 ,962.00 
2015-07-02,15485.00 ,908.00 
2015-07-03,15595.00 ,908.00 
2015-07-06,15245.00 ,988.00 
2015-07-07,15335.00 ,906.00 
2015-07-08,14780.00 ,1042.00 
2015-07-09,15040.00 ,974.00 
2015-07-10,15350.00 ,1022.00 
2015-07-13,15220.00 ,1192.00 
2015-07-14,15520.00 ,1682.00 
2015-07-15,15600.00 ,2324.00 
2015-07-16,15710.00 ,2180.00 
2015-07-17,15675.00 ,2212.00 
2015-07-20,15550.00 ,2544.00 
2015-07-21,15555.00 ,2532.00 
2015-07-22,15370.00 ,2578.00 
2015-07-23,15145.00 ,4074.00 
2015-07-24,15035.00 ,4662.00 
2015-07-27,14810.00 ,5200.00 
2015-07-28,14745.00 ,5434.00 
2015-07-29,15020.00 ,5356.00 
2015-07-30,14860.00 ,5028.00 
2015-07-31,14805.00 ,5062.00 
2015-08-03,14655.00 ,5184.00 
2015-08-04,14570.00 ,5350.00 
2015-08-05,14685.00 ,6046.00 
2015-08-06,14580.00 ,6386.00 
2015-08-07,14345.00 ,7878.00 
2015-08-10,14320.00 ,8784.00 
2015-08-11,14520.00 ,9040.00 
2015-08-12,14465.00 ,9022.00 
2015-08-13,14800.00 ,8088.00 
2015-08-14,14790.00 ,7872.00 
2015-08-17,14770.00 ,8064.00 
2015-08-18,14640.00 ,8328.00 
2015-08-19,14495.00 ,8708.00 
2015-08-20,14605.00 ,8704.00 
2015-08-21,14690.00 ,8710.00 
2015-08-24,14365.00 ,9990.00 
2015-08-25,14300.00 ,10220.00 
2015-08-26,14375.00 ,11036.00 
2015-08-27,14260.00 ,11610.00 
2015-08-28,14525.00 ,12418.00 
2015-08-31,14695.00 ,12658.00 
2015-09-01,14615.00 ,12380.00 
2015-09-02,14675.00 ,13096.00 
2015-09-07,14730.00 ,14078.00 
2015-09-08,14570.00 ,15744.00 
2015-09-09,14820.00 ,16372.00 
2015-09-10,14855.00 ,17416.00 
2015-09-11,14875.00 ,19042.00 
2015-09-14,14775.00 ,20216.00 
2015-09-15,14460.00 ,28060.00 
2015-09-16,14335.00 ,31690.00 
2015-09-17,14400.00 ,31484.00 
2015-09-18,14300.00 ,37556.00 
2015-09-21,13790.00 ,44992.00 
2015-09-22,13515.00 ,49594.00 
2015-09-23,13420.00 ,51070.00 
2015-09-24,13600.00 ,51880.00 
2015-09-25,13685.00 ,52896.00 
2015-09-28,13500.00 ,53220.00 
2015-09-29,13345.00 ,55100.00 
2015-09-30,13590.00 ,55048.00 
2015-10-08,13665.00 ,56886.00 
2015-10-09,14020.00 ,60856.00 
2015-10-12,14520.00 ,62202.00 
2015-10-13,14440.00 ,65666.00 
2015-10-14,14440.00 ,68632.00 
2015-10-15,14520.00 ,70416.00 
2015-10-16,14450.00 ,73342.00 
2015-10-19,14330.00 ,79170.00 
2015-10-20,14170.00 ,85100.00 
2015-10-21,14210.00 ,90430.00 
2015-10-22,13940.00 ,96204.00 
2015-10-23,14075.00 ,101710.00 
2015-10-26,14085.00 ,103018.00 
2015-10-27,14130.00 ,110038.00 
2015-10-28,14110.00 ,116318.00 
2015-10-29,14090.00 ,123260.00 
2015-10-30,13855.00 ,137708.00 
2015-11-02,13720.00 ,149246.00 
2015-11-03,13735.00 ,158394.00 
2015-11-04,13665.00 ,149070.00 
2015-11-05,13675.00 ,158342.00 
2015-11-06,13490.00 ,158652.00 
2015-11-09,13520.00 ,164682.00 
2015-11-10,13265.00 ,184960.00 
2015-11-11,12930.00 ,225694.00 
2015-11-12,12930.00 ,222918.00 
2015-11-13,12965.00 ,218960.00 
2015-11-16,13010.00 ,229132.00 
2015-11-17,12680.00 ,231706.00 
2015-11-18,12500.00 ,230950.00 
2015-11-19,12190.00 ,251596.00 
2015-11-20,12180.00 ,252484.00 
2015-11-23,12400.00 ,257888.00 
2015-11-24,12495.00 ,221182.00 
2015-11-25,12855.00 ,163888.00 
2015-11-26,13055.00 ,139586.00 
2015-11-27,13135.00 ,118422.00 
2015-11-30,12855.00 ,116486.00 
2015-12-01,12845.00 ,103716.00 
2015-12-02,12815.00 ,88774.00 
2015-12-03,12640.00 ,85500.00 
2015-12-04,12630.00 ,85942.00 
2015-12-07,12735.00 ,73062.00 
2015-12-08,12700.00 ,70640.00 
2015-12-09,12640.00 ,67166.00 
2015-12-10,12740.00 ,64902.00 
2015-12-11,12750.00 ,60070.00 
2015-12-14,12870.00 ,58690.00 
2015-12-15,12830.00 ,56748.00 
2015-12-16,12690.00 ,53744.00 
2015-12-17,12665.00 ,50898.00 
2015-12-18,12620.00 ,46572.00 
2015-12-21,12760.00 ,43360.00 
2015-12-22,12875.00 ,40850.00 
2015-12-23,12865.00 ,39194.00 
2015-12-24,13045.00 ,37048.00 
2015-12-25,13105.00 ,37146.00 
2015-12-28,13075.00 ,36480.00 
2015-12-29,13020.00 ,34034.00 
2015-12-30,13305.00 ,23950.00 
2015-12-31,13345.00 ,21110.00 
2016-01-04,13140.00 ,20020.00 
2016-01-05,13160.00 ,17520.00 
2016-01-06,13045.00 ,16520.00 
2016-01-07,12890.00 ,15100.00 
2016-01-08,12795.00 ,14600.00 
2016-01-11,12750.00 ,14910.00 
2016-01-12,12555.00 ,13510.00 
2016-01-13,12405.00 ,12550.00 
2016-01-14,12480.00 ,10750.00 
2016-01-15,12555.00 ,9760.00 
,,
,,
