update_date,open,high,low,close,volume,close_yes,max10,max20,max30,max60,max100,min10,min20,min30,min60,min100,close_return_yes,volatility_20,volatility_60,volatility_100,volatility_200,stop_ma10,p_ma10,p_ma30,p_ma60,p_ma100,position,close_return,daily_return,cum_return
2015-05-06,434.87,447.72,433.03,445.42,3087530.0,433.65,434.42,434.42,492.29,518.17,714.31,388.22,369.87,369.87,369.87,369.87,0.020407445236,0.0250314523316,0.0196728252058,0.0180623424011,0.0163087887195,1,1,0,0,0,0.241812935501,0.0267799001422,0.00647572626582,0.308082489476
2015-05-07,444.3,446.97,431.18,434.2,2720676.0,445.42,445.42,445.42,492.29,518.17,714.31,399.74,369.87,369.87,369.87,369.87,0.0267799001422,0.0253133336971,0.0200006182077,0.0181323585892,0.0163528854775,0,0,0,0,0,0.241812935501,-0.0255123998285,-0.00616922829421,0.301913261182
2015-05-08,434.63,443.44,428.27,436.8,3575148.0,434.2,445.42,445.42,492.29,518.17,714.31,399.92,369.87,369.87,369.87,369.87,-0.0255123998285,0.0262965739554,0.0201531717271,0.018290936821,0.0164225629451,0,0,0,0,0,0.245672443067,0.0059701669865,0.00146670550909,0.303379966691
2015-05-11,438.91,446.14,437.86,441.82,2907754.0,436.8,445.42,445.42,492.29,518.17,714.31,413.32,369.87,369.87,369.87,369.87,0.0059701669865,0.0244714464389,0.0201116165073,0.018206825329,0.0164145821553,0,0,0,0,0,0.245672443067,0.0114271348833,0.00280733214404,0.306187298835
2015-05-12,0.0,0.0,0.0,436.94,2605708.0,441.82,445.42,445.42,492.29,518.17,714.31,413.32,386.9,369.87,369.87,369.87,0.0114271348833,0.02352340257,0.0201515044211,0.0181953806146,0.016438755618,0,0,0,0,0,0.245672443067,-0.0111066734161,-0.00272860359247,0.303458695243
2015-05-13,0.0,0.0,0.0,429.0,2486398.0,436.94,445.42,445.42,492.29,518.17,714.31,413.32,387.31,369.87,369.87,369.87,-0.0111066734161,0.022302677077,0.020159392897,0.0182020669402,0.0164453661285,0,0,0,0,0,0.245672443067,-0.0183389669699,-0.00450537881882,0.298953316424
2015-05-14,429.87,431.09,418.69,421.73,3094096.0,429.0,445.42,445.42,492.29,518.17,706.25,413.32,387.31,369.87,369.87,369.87,-0.0183389669699,0.0225830222207,0.0202736083027,0.0182766994349,0.0164824214998,0,0,0,0,0,0.245672443067,-0.0170916200846,-0.00419894006215,0.294754376362
2015-05-15,422.59,427.72,415.95,427.39,2847634.0,421.73,445.42,445.42,492.29,518.17,686.44,413.83,387.64,369.87,369.87,369.87,-0.0170916200846,0.0223374219714,0.0203207962415,0.0182242059405,0.0165028206362,0,0,0,0,0,0.245672443067,0.013331646482,0.00327521816133,0.298029594523
2015-05-18,426.4,429.47,422.53,422.66,1622504.0,427.39,445.42,445.42,492.29,518.17,686.44,421.73,387.64,369.87,369.87,369.87,0.013331646482,0.0221116596519,0.0204118251886,0.0182564867383,0.0163604866126,0,0,0,0,0,0.245672443067,-0.0111288719914,-0.0027340571707,0.295295537352
2015-05-19,421.79,423.51,415.72,416.64,1764872.0,422.66,445.42,445.42,492.29,518.17,686.44,421.73,387.64,369.87,369.87,369.87,-0.0111288719914,0.0223287252428,0.0204414336208,0.0182573998193,0.0163714529739,-1,0,0,0,0,0.245672443067,-0.0143455337539,-0.0035243023244,0.291771235028
2015-05-20,415.58,416.71,409.55,414.04,2161102.0,416.64,445.42,445.42,492.29,518.17,686.44,416.64,388.22,369.87,369.87,369.87,-0.0143455337539,0.0221815322071,0.0203284962754,0.0182630345547,0.0163927690502,-1,0,0,0,0,0.245672443067,-0.0062599520646,-0.00153789771719,0.290233337311
2015-05-21,416.37,425.24,414.04,422.79,2292914.0,414.04,441.82,445.42,489.01,518.17,686.44,414.04,399.74,369.87,369.87,369.87,-0.0062599520646,0.0222879255978,0.0201889259379,0.0182589700308,0.0163945324157,0,0,0,0,0,0.245672443067,0.020913014356,0.00513775132872,0.295371088639
2015-05-22,423.11,423.8,413.89,422.65,2074760.0,422.79,441.82,445.42,484.89,518.17,686.44,414.04,399.92,369.87,369.87,369.87,0.020913014356,0.0218495993572,0.0204140144099,0.0183659007713,0.0164605742698,0,0,0,0,0,0.245672443067,-0.000331188496593,-8.13638870735e-05,0.295289724752
2015-05-25,422.21,429.43,417.6,428.94,2249846.0,422.65,441.82,445.42,484.89,518.17,686.44,414.04,413.32,369.87,369.87,369.87,-0.000331188496593,0.0218547259125,0.0201349308403,0.0183244775467,0.0164435490139,0,0,0,0,0,0.245672443067,0.0147726356319,0.00362922948622,0.298918954238
2015-05-26,429.71,439.04,428.5,432.33,3178792.0,428.94,436.94,445.42,482.23,518.17,686.44,414.04,413.32,369.87,369.87,369.87,0.0147726356319,0.0197621535596,0.0200560844601,0.0182668895067,0.016423673322,0,0,0,0,0,0.245672443067,0.00787213651156,0.00193396700895,0.300852921247
2015-05-27,432.16,432.33,429.8,431.78,2042612.0,432.33,432.33,445.42,482.23,518.17,686.24,414.04,413.32,369.87,369.87,369.87,0.00787213651156,0.0178617377618,0.0200847596784,0.0182660071556,0.0164352281021,0,0,0,0,0,0.245672443067,-0.00127298625007,-0.000312737642044,0.300540183605
2015-05-28,431.77,435.38,426.73,429.14,2120878.0,431.78,432.33,445.42,482.23,518.17,686.24,414.04,413.32,369.87,369.87,369.87,-0.00127298625007,0.0174790974232,0.0200841632111,0.0182655002972,0.0164247753828,0,0,0,0,0,0.245672443067,-0.00613299325138,-0.00150670743538,0.29903347617
2015-05-29,427.39,432.23,420.44,431.23,2623764.0,429.14,432.33,445.42,475.56,518.17,686.24,414.04,413.83,369.87,369.87,369.87,-0.00613299325138,0.0156148014075,0.0200848081451,0.0182708233985,0.0164205842881,0,0,0,0,0,0.245672443067,0.0048583844416,0.00119357117513,0.300227047345
2015-06-01,430.88,441.39,430.88,440.49,2469084.0,431.23,432.33,445.42,459.96,518.17,686.24,414.04,414.04,369.87,369.87,369.87,0.0048583844416,0.0156279570405,0.0200412038924,0.0181316452164,0.0164174798625,1,0,0,0,0,0.245672443067,0.0212461531844,0.00521959435858,0.305446641704
2015-06-02,441.26,444.33,435.19,440.52,2304154.0,440.49,440.49,445.42,459.96,518.17,684.59,414.04,414.04,369.87,369.87,369.87,0.0212461531844,0.0152453483674,0.0196878412993,0.0180211505244,0.0164461376125,1,0,0,0,0,0.245672443067,6.81036537875e-05,1.67311910077e-05,0.305463372895
2015-06-03,440.97,442.58,433.21,433.64,1924456.0,440.52,440.52,445.42,459.96,518.17,680.25,414.04,414.04,369.87,369.87,369.87,6.81036537875e-05,0.0146038695455,0.0195941671625,0.0179095166181,0.0164469248984,0,0,0,0,0,0.245672443067,-0.0157411505037,-0.00386716690091,0.301596205994
2015-06-04,433.78,440.37,431.68,439.87,2028616.0,433.64,440.52,441.82,459.96,518.17,678.62,422.65,414.04,369.87,369.87,369.87,-0.0157411505037,0.0136867989785,0.0196050217506,0.0178876381134,0.0164721944117,0,0,0,0,0,0.245672443067,0.0142645319185,0.00350440240561,0.305100608399
2015-06-05,440.09,441.24,432.63,435.3,1658100.0,439.87,440.52,441.82,459.96,511.16,675.61,422.65,414.04,369.87,369.87,369.87,0.0142645319185,0.0128541185764,0.0196695308756,0.0174951837234,0.0165135340672,0,0,0,0,0,0.245672443067,-0.0104437801533,-0.00256574898511,0.302534859414
2015-06-08,436.13,436.13,429.69,432.39,982174.0,435.3,440.52,441.82,459.96,509.33,671.46,428.94,414.04,369.87,369.87,369.87,-0.0104437801533,0.0130194047443,0.0196867479589,0.0174760790809,0.0165231356161,0,0,0,0,0,0.245672443067,-0.00670748979513,-0.00164784540481,0.300887014009
2015-06-09,431.57,438.2,429.52,431.72,1548438.0,432.39,440.52,440.52,459.03,506.91,668.0,429.14,414.04,369.87,369.87,369.87,-0.00670748979513,0.0127986895052,0.0196644410253,0.0174824365159,0.0165238388121,0,0,0,0,0,0.245672443067,-0.00155072880598,-0.000380971334298,0.300506042675
2015-06-10,432.7,448.28,432.7,448.27,2472434.0,431.72,440.52,440.52,459.03,504.01,665.37,429.14,414.04,369.87,369.87,369.87,-0.00155072880598,0.0125811470031,0.0196379945515,0.0174795875039,0.0165225557055,1,1,0,0,0,0.245672443067,0.0376184994915,0.00924182867457,0.30974787135
2015-06-11,449.52,455.0,445.38,452.05,3141450.0,448.27,448.27,448.27,454.68,504.01,665.37,429.14,414.04,369.87,369.87,369.87,0.0376184994915,0.0145039834526,0.0202369584283,0.0177825995998,0.0167523861047,1,1,0,0,0,0.245672443067,0.00839706373476,0.0020629271623,0.311810798512
2015-06-12,450.9,451.85,441.7,442.48,2741576.0,452.05,452.05,452.05,452.05,504.01,665.37,431.23,414.04,369.87,369.87,369.87,0.00839706373476,0.0138238057276,0.020232210873,0.0178029069013,0.01674861478,0,0,0,0,0,0.505895737064,-0.021397527497,-0.0108249179444,0.300985880568
2015-06-15,442.46,447.54,442.46,444.87,1579888.0,442.48,452.05,452.05,452.05,504.01,653.76,431.72,414.04,369.87,369.87,369.87,-0.021397527497,0.0146750523228,0.0198711975743,0.0179126668148,0.0167412872585,0,0,0,0,0,0.438375130041,0.00538683896866,0.0023614562334,0.303347336801
2015-06-16,443.8,444.24,431.85,432.57,2273538.0,444.87,452.05,452.05,452.05,504.01,653.76,431.72,414.04,369.87,369.87,369.87,0.00538683896866,0.0143746983799,0.0198826296,0.0178155425282,0.0166785386419,0,0,0,0,0,0.438375130041,-0.0280379416684,-0.012291136325,0.291056200476
2015-06-17,432.53,433.39,420.38,420.68,2994842.0,432.57,452.05,452.05,452.05,504.01,647.36,431.72,414.04,369.87,369.87,369.87,-0.0280379416684,0.0155039709516,0.0201039812448,0.0180160413296,0.0167708019031,-1,0,0,0,0,0.438375130041,-0.0278717133348,-0.0122182659576,0.278837934518
2015-06-18,421.37,429.74,419.89,425.87,2195356.0,420.68,452.05,452.05,452.05,497.77,647.36,420.68,420.68,369.87,369.87,369.87,-0.0278717133348,0.0167998621861,0.020373352244,0.0182002463794,0.0168542679456,0,0,0,0,0,0.438375130041,0.0122616857262,0.00537521807474,0.284213152593
2015-06-19,426.46,430.05,424.51,428.18,1148652.0,425.87,452.05,452.05,452.05,492.29,647.36,420.68,420.68,369.87,369.87,369.87,0.0122616857262,0.0163602352601,0.0203898525913,0.0182219850966,0.0168835860204,0,0,0,0,0,0.438375130041,0.00540953254056,0.00237140453093,0.286584557124
2015-06-23,427.23,428.87,422.29,427.86,765722.0,428.18,452.05,452.05,452.05,492.29,647.36,420.68,420.68,369.87,369.87,369.87,0.00540953254056,0.0163977329925,0.0202622442663,0.0179649560181,0.0168900837047,0,0,0,0,0,0.438375130041,-0.000747628650309,-0.000327741806802,0.286256815317
2015-06-24,428.68,441.34,427.88,440.83,2170096.0,427.86,452.05,452.05,452.05,492.29,647.36,420.68,420.68,369.87,369.87,369.87,-0.000747628650309,0.0160579325209,0.0202124743149,0.0179619318367,0.0168876305749,0,0,0,0,0,0.438375130041,0.0298632743308,0.0130913167682,0.299348132086
2015-06-25,440.83,441.63,431.96,432.06,1699780.0,440.83,452.05,452.05,452.05,492.29,636.61,420.68,420.68,369.87,369.87,369.87,0.0298632743308,0.0173364460037,0.0204727447765,0.0181052105326,0.017031011117,0,0,0,0,0,0.438375130041,-0.0200948461103,-0.00880908077673,0.290539051309
2015-06-26,431.6,434.44,425.94,431.9,1896898.0,432.06,452.05,452.05,452.05,492.29,627.39,420.68,420.68,369.87,369.87,369.87,-0.0200948461103,0.0179643074027,0.0202686183789,0.0181707535256,0.0170473008736,0,0,0,0,0,0.438375130041,-0.000370387522175,-0.000162368678199,0.290376682631
2015-06-29,431.49,432.3,424.16,424.16,1830588.0,431.9,444.87,452.05,452.05,492.29,627.39,420.68,420.68,369.87,369.87,369.87,-0.000370387522175,0.0179063353927,0.0201055898652,0.0181707933148,0.0170147774506,0,0,0,0,0,0.438375130041,-0.0180833374259,-0.00792728539567,0.282449397235
2015-06-30,423.92,423.92,410.42,410.42,2238216.0,424.16,444.87,452.05,452.05,492.29,627.39,420.68,420.68,369.87,369.87,369.87,-0.0180833374259,0.0183301517615,0.0199838382161,0.018250405685,0.0170512118538,-1,-1,0,0,0,0.438375130041,-0.0329297169281,-0.0144355689406,0.268013828294
2015-07-01,409.98,412.4,405.08,405.91,1783308.0,410.42,440.83,452.05,452.05,492.29,627.39,410.42,410.42,369.87,369.87,369.87,-0.0329297169281,0.0188910358694,0.0200729764719,0.0184922897634,0.0171748466547,-1,-1,0,0,0,0.438375130041,-0.0110495654612,-0.00484385469597,0.263169973598
2015-07-02,405.8,411.96,401.98,410.25,2017080.0,405.91,440.83,452.05,452.05,492.29,604.78,405.91,405.91,369.87,369.87,369.87,-0.0110495654612,0.0189429228961,0.0201352082789,0.0185167590218,0.0171530972013,0,0,0,0,0,-0.346967636546,0.0106352698188,-0.00369009443306,0.259479879165
2015-07-03,407.04,412.39,396.84,401.79,3040730.0,410.25,440.83,452.05,452.05,492.29,596.78,405.91,405.91,369.87,369.87,369.87,0.0106352698188,0.0190072216738,0.0200501892718,0.0185540104493,0.0170002070131,-1,-1,0,0,0,-0.336904228057,-0.0208371659031,0.00702012929346,0.266500008459
2015-07-06,400.19,400.19,388.0,388.0,1799288.0,401.79,440.83,452.05,452.05,492.29,596.78,401.79,401.79,369.87,369.87,369.87,-0.0208371659031,0.0189718453647,0.020192017052,0.0185900642388,0.0170147620497,-1,-1,0,0,0,-0.336904228057,-0.0349242244439,0.0117661188767,0.278266127336
2015-07-07,380.99,380.99,369.06,369.06,2274418.0,388.0,440.83,452.05,452.05,492.29,596.78,388.0,388.0,369.87,369.87,369.87,-0.0349242244439,0.0201281187367,0.020166823825,0.0188482924681,0.017146475984,-1,-1,-1,-1,-1,-0.33542515799,-0.0500461071749,0.016786723406,0.295052850741
2015-07-08,358.67,358.67,340.81,341.15,3766728.0,369.06,440.83,452.05,452.05,492.29,596.78,369.06,369.06,369.06,369.06,369.06,-0.0500461071749,0.0224368918033,0.0210116375003,0.0194317855253,0.0174790397016,-1,-1,-1,-1,-1,-0.336346028717,-0.0786369691869,0.0264492322964,0.321502083038
2015-07-09,332.84,372.18,330.48,362.19,4581478.0,341.15,432.06,452.05,452.05,492.29,596.78,341.15,341.15,341.15,341.15,341.15,-0.0786369691869,0.0273652843194,0.0225273593011,0.0208432649934,0.0182767918926,0,0,0,0,0,-0.802951961643,0.059846672751,-0.0480540032832,0.273448079755
2015-07-10,364.71,370.28,358.56,359.77,3921290.0,362.19,431.9,452.05,452.05,492.29,596.78,341.15,341.15,341.15,341.15,341.15,0.059846672751,0.0298182727996,0.0237017577856,0.0217784772319,0.0188000677795,0,0,0,0,0,-0.755075735612,-0.00670399762761,0.00506202594021,0.278510105695
2015-07-13,362.09,366.76,353.7,358.09,3032948.0,359.77,424.16,444.87,452.05,492.29,596.78,341.15,341.15,341.15,341.15,341.15,-0.00670399762761,0.0294997717879,0.0235656491085,0.0217496839416,0.0187866259755,0,0,0,0,0,-0.755075735612,-0.00468058693089,0.00353419761994,0.282044303315
2015-07-14,360.72,368.56,358.76,362.42,2490864.0,358.09,410.42,444.87,452.05,492.29,596.68,341.15,341.15,341.15,341.15,341.15,-0.00468058693089,0.0294388477668,0.0233925334571,0.021745030354,0.0187532603352,0,0,0,0,0,-0.755075735612,0.0120194088301,-0.00907556396401,0.272968739351
2015-07-15,363.25,367.04,357.99,361.56,2171056.0,362.42,410.25,440.83,452.05,492.29,596.11,341.15,341.15,341.15,341.15,341.15,0.0120194088301,0.0296646789985,0.0234587624277,0.0217942711011,0.0187808322222,0,0,0,0,0,-0.755075735612,-0.0023757573538,0.00179387673156,0.274762616082
2015-07-16,360.51,363.1,353.92,358.61,2713540.0,361.56,410.25,440.83,452.05,492.29,589.77,341.15,341.15,341.15,341.15,341.15,-0.0023757573538,0.0294086277098,0.023363546476,0.0216916122211,0.0187805166014,0,0,0,0,0,-0.755075735612,-0.00819255592379,0.00618600019069,0.280948616273
2015-07-17,357.56,361.54,355.27,360.07,1660998.0,358.61,401.79,440.83,452.05,489.01,574.45,341.15,341.15,341.15,341.15,341.15,-0.00819255592379,0.0290700438074,0.0233783508823,0.0216139628244,0.0187758677053,0,0,0,0,0,-0.755075735612,0.0040630099863,-0.00306788025421,0.277880736019
2015-07-20,357.59,372.31,357.59,372.05,2706154.0,360.07,388.0,440.83,452.05,484.89,573.36,341.15,341.15,341.15,341.15,341.15,0.0040630099863,0.0288263389147,0.0230440039095,0.0216230202034,0.0187048530117,0,0,0,0,0,-0.755075735612,0.0327297968505,-0.0247134754333,0.253167260585
2015-07-21,373.16,379.74,369.86,371.91,2613406.0,372.05,372.05,440.83,452.05,484.89,573.36,341.15,341.15,341.15,341.15,341.15,0.0327297968505,0.0301325027488,0.0234689370178,0.0217666559922,0.0187144861303,0,0,0,0,0,-0.755075735612,-0.000376364325104,0.000284183569636,0.253451444155
2015-07-22,371.54,373.99,358.82,360.62,2770602.0,371.91,372.05,440.83,452.05,482.23,573.36,341.15,341.15,341.15,341.15,341.15,-0.000376364325104,0.0301366880465,0.0226847294557,0.0216531889155,0.018707866746,0,0,0,0,0,-0.755075735612,-0.0308271171699,0.0232768081739,0.276728252329
2015-07-23,360.32,367.23,357.56,363.64,2134812.0,360.62,372.05,432.06,452.05,482.23,573.36,358.09,341.15,341.15,341.15,341.15,-0.0308271171699,0.0292718374161,0.0223649764607,0.0218314738871,0.0188149705139,0,0,0,0,0,-0.755075735612,0.00833959490544,-0.00629702575793,0.270431226571
2015-07-24,363.52,365.78,357.82,360.3,2522054.0,363.64,372.05,431.9,452.05,482.23,573.36,358.09,341.15,341.15,341.15,341.15,0.00833959490544,0.029447858265,0.0223481801646,0.0218591213559,0.0187926173671,0,0,0,0,0,-0.755075735612,-0.00922734949961,0.00696734771116,0.277398574282
2015-07-27,360.93,370.34,360.93,365.7,3187672.0,360.3,372.05,424.16,452.05,475.56,573.36,358.09,341.15,341.15,341.15,341.15,-0.00922734949961,0.0293837953564,0.0219902299698,0.0218625837018,0.01877524415,0,0,0,0,0,-0.755075735612,0.0148763074013,-0.0112327387542,0.266165835528
2015-07-28,365.16,377.06,359.34,371.44,3929560.0,365.7,372.05,410.42,452.05,459.96,573.36,358.61,341.15,341.15,341.15,341.15,0.0148763074013,0.0297729464984,0.0220975332766,0.0219057254035,0.0186476319133,0,0,0,0,0,-0.755075735612,0.0155740185563,-0.0117595635179,0.25440627201
2015-07-29,372.28,380.63,372.28,380.21,3411840.0,371.44,372.05,410.25,452.05,459.96,573.36,358.61,341.15,341.15,341.15,341.15,0.0155740185563,0.0295599209195,0.0219051130498,0.0216925125501,0.0186680797474,1,0,0,0,0,-0.755075735612,0.0233363879431,-0.0176207402927,0.236785531718
2015-07-30,383.62,384.36,372.33,374.08,3316664.0,380.21,380.21,410.25,452.05,459.96,573.36,358.61,341.15,341.15,341.15,341.15,0.0233363879431,0.0301823528746,0.0219596358321,0.0217989572944,0.0187441767735,0,0,0,0,0,-0.755075735612,-0.0162540533711,0.0122730413058,0.249058573023
2015-07-31,373.11,380.94,371.26,377.94,2921988.0,374.08,380.21,401.79,452.05,459.96,573.36,360.07,341.15,341.15,341.15,341.15,-0.0162540533711,0.0301291698338,0.0216985605676,0.0217915511814,0.0186772011422,0,0,0,0,0,-0.755075735612,0.0102657745782,-0.00775143729125,0.241307135732
2015-08-03,378.29,387.83,375.46,375.86,4750550.0,377.94,380.21,388.0,452.05,459.96,573.36,360.3,341.15,341.15,341.15,341.15,0.0102657745782,0.0300503705141,0.0215580258363,0.0218132609296,0.018664124555,0,0,0,0,0,-0.755075735612,-0.00551871923344,0.00416705098482,0.245474186717
2015-08-04,375.89,381.12,373.76,380.07,3040002.0,375.86,380.21,380.21,452.05,459.96,573.36,360.3,341.15,341.15,341.15,341.15,-0.00551871923344,0.0291140548355,0.0215342179325,0.0217986559827,0.0185647359362,0,0,0,0,0,-0.755075735612,0.0111387126536,-0.0084105716507,0.237063615066
2015-08-05,381.85,389.84,381.74,389.34,3959984.0,380.07,380.21,380.21,452.05,459.03,564.23,360.3,341.15,341.15,341.15,341.15,0.0111387126536,0.0268834840423,0.0215310873002,0.021813774876,0.0185794495867,1,1,0,0,0,-0.755075735612,0.0240975515791,-0.018195476485,0.218868138581
2015-08-06,390.32,390.32,384.36,385.01,2748068.0,389.34,389.34,389.34,452.05,459.03,561.84,360.3,358.09,341.15,341.15,341.15,0.0240975515791,0.0195998280847,0.021771158351,0.0219563092363,0.0186442551928,0,0,0,0,0,-0.755075735612,-0.0111836898847,0.00844453286654,0.227312671448
2015-08-07,384.44,386.1,376.76,381.92,2769194.0,385.01,389.34,389.34,452.05,454.68,561.84,360.3,358.09,341.15,341.15,341.15,-0.0111836898847,0.0154385478195,0.021699188095,0.0219606451792,0.0185241788754,0,0,0,0,0,0.254083417735,-0.00805814538592,-0.00204744112026,0.225265230328
2015-08-10,380.66,381.54,375.9,379.46,2044984.0,381.92,389.34,389.34,452.05,452.05,561.84,365.7,358.09,341.15,341.15,341.15,-0.00805814538592,0.0154864945355,0.0216225158249,0.0219559063579,0.0185075337761,0,0,0,0,0,0.254083417735,-0.00646197315453,-0.00164188022442,0.223623350103
2015-08-11,379.97,390.21,379.23,380.93,3387820.0,379.46,389.34,389.34,452.05,452.05,559.61,371.44,358.61,341.15,341.15,341.15,-0.00646197315453,0.0155379541992,0.0215408685726,0.0216840320782,0.0184572277977,0,0,0,0,0,0.254083417735,0.00386644177671,0.000982398741101,0.224605748844
2015-08-12,379.37,385.67,377.48,384.88,2914884.0,380.93,389.34,389.34,452.05,452.05,551.62,374.08,358.61,341.15,341.15,341.15,0.00386644177671,0.0153923264793,0.021519930586,0.0216901819697,0.0184612578961,0,0,0,0,0,0.254083417735,0.0103159661785,0.00262111594387,0.227226864788
2015-08-13,386.01,395.24,386.01,394.22,3876608.0,384.88,389.34,389.34,452.05,452.05,543.9,374.08,358.61,341.15,341.15,341.15,0.0103159661785,0.01544268123,0.0215104545983,0.0216685138402,0.0184601083927,1,1,0,0,0,0.254083417735,0.0239775317076,0.00609229320511,0.233319157993
2015-08-14,394.43,394.79,388.85,390.99,2183240.0,394.22,394.22,394.22,452.05,452.05,543.9,375.86,360.07,341.15,341.15,341.15,0.0239775317076,0.015871250712,0.0217457165028,0.0217826711476,0.0185263605722,0,0,0,0,0,0.254083417735,-0.00822714488805,-0.00209038109136,0.231228776902
2015-08-17,391.28,391.28,386.14,386.7,2498530.0,390.99,394.22,394.22,452.05,452.05,542.6,375.86,360.3,341.15,341.15,341.15,-0.00822714488805,0.0161343312832,0.0215769127752,0.0217626448541,0.0185315198619,0,0,0,0,0,0.442939145513,-0.0110327855975,-0.00488685262518,0.226341924277
2015-08-18,386.17,392.35,386.16,389.66,2221612.0,386.7,394.22,394.22,452.05,452.05,542.6,379.46,360.3,341.15,341.15,341.15,-0.0110327855975,0.0149758971938,0.0216129423897,0.0217130829911,0.0185289721422,0,0,0,0,0,0.442939145513,0.00762536540449,0.00337757283649,0.229719497113
2015-08-19,388.52,390.11,375.66,381.5,3518664.0,389.66,394.22,394.22,452.05,452.05,542.6,379.46,360.3,341.15,341.15,341.15,0.00762536540449,0.0150178353015,0.0215414157209,0.0217073311903,0.0185359300557,0,0,0,0,0,0.442939145513,-0.0211637132932,-0.00937423708199,0.220345260031
2015-08-20,381.0,383.62,376.2,380.09,2554260.0,381.5,394.22,394.22,452.05,452.05,542.6,379.46,360.3,341.15,341.15,341.15,-0.0211637132932,0.0140169846802,0.0216508691373,0.0217547742307,0.0185819421789,0,0,0,0,0,0.442939145513,-0.00370278394148,-0.00164010795506,0.218705152076
2015-08-21,381.13,383.84,378.4,382.38,1941982.0,380.09,394.22,394.22,452.05,452.05,538.53,379.46,360.3,341.15,341.15,341.15,-0.00370278394148,0.0140257919943,0.0216515976411,0.0215635342881,0.0185560956577,0,0,0,0,0,0.442939145513,0.00600681177123,0.00266065207321,0.221365804149
2015-08-24,382.25,382.25,364.6,364.68,2832008.0,382.38,394.22,394.22,452.05,452.05,526.46,379.46,365.7,341.15,341.15,341.15,0.00600681177123,0.0137834115406,0.0216702242565,0.0214971071326,0.0185597052015,-1,-1,0,0,0,0.442939145513,-0.0473946218376,-0.0209929332986,0.200372870851
2015-08-25,361.29,368.08,358.37,362.52,3593566.0,364.68,394.22,394.22,452.05,452.05,524.99,364.68,364.68,341.15,341.15,341.15,-0.0473946218376,0.0174884964179,0.0224297448586,0.0218744356764,0.018781039165,-1,-1,0,0,0,0.442939145513,-0.00594061153012,-0.00263132939498,0.197741541456
2015-08-26,369.81,375.99,362.66,363.13,2500108.0,362.52,394.22,394.22,452.05,452.05,518.26,362.52,362.52,341.15,341.15,341.15,-0.00594061153012,0.0171290616309,0.0222093980169,0.0216846038832,0.0187831632255,0,0,0,0,0,-0.494636410765,0.00168125168797,-0.000831608300527,0.196909933155
2015-08-27,362.98,372.34,361.08,372.19,2105624.0,363.13,394.22,394.22,452.05,452.05,518.26,362.52,362.52,341.15,341.15,341.15,0.00168125168797,0.016151982119,0.0222144547528,0.0216856673534,0.0187527572903,0,0,0,0,0,-0.389551034363,0.024643579697,-0.00959993196138,0.187310001194
2015-08-28,372.71,381.09,370.82,380.88,1644918.0,372.19,390.99,394.22,452.05,452.05,518.26,362.52,362.52,341.15,341.15,341.15,0.024643579697,0.0168652586948,0.0224393151338,0.021751361595,0.0188341304987,0,0,0,0,0,-0.389551034363,0.0230798883147,-0.00899079436597,0.178319206828
2015-08-31,383.34,391.76,379.85,387.23,3068980.0,380.88,389.66,394.22,452.05,452.05,518.26,362.52,362.52,341.15,341.15,341.15,0.0230798883147,0.0175167254127,0.0225796746412,0.021843319094,0.018893922832,0,0,0,0,0,-0.389551034363,0.0165344668536,-0.00644101866547,0.171878188162
2015-09-01,385.9,392.81,382.15,386.21,3023840.0,387.23,389.66,394.22,452.05,452.05,518.17,362.52,362.52,341.15,341.15,341.15,0.0165344668536,0.0178169110618,0.0226851468221,0.021610006454,0.0189328104513,0,0,0,0,0,-0.389551034363,-0.00263756876118,0.00102746763912,0.172905655801
2015-09-02,385.67,390.26,383.77,388.67,1843346.0,386.21,387.23,394.22,452.05,452.05,518.17,362.52,362.52,341.15,341.15,341.15,-0.00263756876118,0.0176901055274,0.0226767642294,0.0215000247586,0.0189274278839,1,0,0,0,0,-0.389551034363,0.00634939155617,-0.00247341204828,0.170432243753
2015-09-07,390.03,390.54,379.74,381.21,1853366.0,388.67,388.67,394.22,452.05,452.05,518.17,362.52,362.52,341.15,341.15,341.15,0.00634939155617,0.0168868878371,0.0227016446119,0.0210327617073,0.0189334815522,0,0,0,0,0,-0.389551034363,-0.0193802501503,0.00754959649227,0.177981840245
2015-09-08,382.46,386.11,375.71,385.67,2517300.0,381.21,388.67,394.22,452.05,452.05,518.17,362.52,362.52,341.15,341.15,341.15,-0.0193802501503,0.0172656045407,0.0222136109861,0.0209967811096,0.0189757763964,0,0,0,0,0,-0.389551034363,0.011631677146,-0.00453113186361,0.173450708382
2015-09-09,388.03,399.19,385.65,395.31,4935036.0,385.67,388.67,394.22,444.87,452.05,518.17,362.52,362.52,341.15,341.15,341.15,0.011631677146,0.0173727384726,0.0222449037866,0.0209207324622,0.0189976589027,1,1,0,0,0,-0.389551034363,0.0246881856947,-0.00961730827392,0.163833400108
2015-09-10,394.43,410.24,392.52,406.67,5088036.0,395.31,395.31,395.31,444.87,452.05,518.17,362.52,362.52,341.15,341.15,341.15,0.0246881856947,0.0180980153419,0.022381714137,0.0209644515932,0.0190870000478,1,1,0,0,0,-0.389551034363,0.0283317785216,-0.0110366736284,0.152796726479
