Wind资讯,ZN1606.SHF,ZN1606.SHF
,沪锌1606,沪锌1606
日期,结算价,持仓量
2015-06-16,16430.00 ,0.00 
2015-06-17,16430.00 ,0.00 
2015-06-18,16090.00 ,0.00 
2015-06-19,16090.00 ,0.00 
2015-06-23,15965.00 ,0.00 
2015-06-24,15985.00 ,0.00 
2015-06-25,15990.00 ,6.00 
2015-06-26,15840.00 ,8.00 
2015-06-29,15600.00 ,10.00 
2015-06-30,15540.00 ,8.00 
2015-07-01,15465.00 ,8.00 
2015-07-02,15680.00 ,14.00 
2015-07-03,15680.00 ,14.00 
2015-07-06,15405.00 ,12.00 
2015-07-07,15405.00 ,12.00 
2015-07-08,14890.00 ,22.00 
2015-07-09,15080.00 ,22.00 
2015-07-10,15390.00 ,32.00 
2015-07-13,15370.00 ,32.00 
2015-07-14,15590.00 ,38.00 
2015-07-15,15670.00 ,38.00 
2015-07-16,15795.00 ,40.00 
2015-07-17,15720.00 ,40.00 
2015-07-20,15610.00 ,40.00 
2015-07-21,15655.00 ,40.00 
2015-07-22,15535.00 ,40.00 
2015-07-23,15235.00 ,40.00 
2015-07-24,15240.00 ,40.00 
2015-07-27,14885.00 ,40.00 
2015-07-28,14885.00 ,40.00 
2015-07-29,15035.00 ,52.00 
2015-07-30,14960.00 ,62.00 
2015-07-31,14865.00 ,56.00 
2015-08-03,14955.00 ,58.00 
2015-08-04,14700.00 ,56.00 
2015-08-05,14790.00 ,56.00 
2015-08-06,14790.00 ,56.00 
2015-08-07,14395.00 ,60.00 
2015-08-10,14440.00 ,58.00 
2015-08-11,14530.00 ,54.00 
2015-08-12,14480.00 ,54.00 
2015-08-13,14720.00 ,52.00 
2015-08-14,14680.00 ,52.00 
2015-08-17,14735.00 ,50.00 
2015-08-18,14735.00 ,50.00 
2015-08-19,14555.00 ,50.00 
2015-08-20,14655.00 ,76.00 
2015-08-21,14685.00 ,96.00 
2015-08-24,14360.00 ,90.00 
2015-08-25,14315.00 ,90.00 
2015-08-26,14390.00 ,90.00 
2015-08-27,14320.00 ,90.00 
2015-08-28,14585.00 ,90.00 
2015-08-31,14720.00 ,86.00 
2015-09-01,14690.00 ,86.00 
2015-09-02,14765.00 ,86.00 
2015-09-07,14735.00 ,76.00 
2015-09-08,14530.00 ,76.00 
2015-09-09,14885.00 ,78.00 
2015-09-10,14885.00 ,78.00 
2015-09-11,14870.00 ,76.00 
2015-09-14,14775.00 ,78.00 
2015-09-15,14530.00 ,92.00 
2015-09-16,14380.00 ,104.00 
2015-09-17,14325.00 ,1782.00 
2015-09-18,14135.00 ,2418.00 
2015-09-21,13495.00 ,2470.00 
2015-09-22,13250.00 ,3470.00 
2015-09-23,13185.00 ,4828.00 
2015-09-24,13320.00 ,4898.00 
2015-09-25,13425.00 ,4894.00 
2015-09-28,13245.00 ,4910.00 
2015-09-29,13120.00 ,4910.00 
2015-09-30,13360.00 ,4890.00 
2015-10-08,13440.00 ,4894.00 
2015-10-09,13850.00 ,4904.00 
2015-10-12,14280.00 ,4906.00 
2015-10-13,14170.00 ,4922.00 
2015-10-14,14175.00 ,4926.00 
2015-10-15,14265.00 ,4946.00 
2015-10-16,14235.00 ,4912.00 
2015-10-19,14155.00 ,4914.00 
2015-10-20,13985.00 ,5022.00 
2015-10-21,14030.00 ,5010.00 
2015-10-22,13775.00 ,5118.00 
2015-10-23,13950.00 ,5252.00 
2015-10-26,13905.00 ,5294.00 
2015-10-27,13955.00 ,5296.00 
2015-10-28,13975.00 ,5276.00 
2015-10-29,13985.00 ,5376.00 
2015-10-30,13720.00 ,5316.00 
2015-11-02,13680.00 ,5500.00 
2015-11-03,13755.00 ,5554.00 
2015-11-04,13665.00 ,5576.00 
2015-11-05,13660.00 ,5620.00 
2015-11-06,13530.00 ,5638.00 
2015-11-09,13565.00 ,5650.00 
2015-11-10,13340.00 ,5750.00 
2015-11-11,12960.00 ,5794.00 
2015-11-12,13035.00 ,6198.00 
2015-11-13,13045.00 ,6324.00 
2015-11-16,13010.00 ,6246.00 
2015-11-17,12755.00 ,6292.00 
2015-11-18,12480.00 ,6548.00 
2015-11-19,12160.00 ,6716.00 
2015-11-20,12220.00 ,6994.00 
2015-11-23,12135.00 ,6990.00 
2015-11-24,12255.00 ,7328.00 
2015-11-25,12675.00 ,7048.00 
2015-11-26,12920.00 ,7026.00 
2015-11-27,12940.00 ,7042.00 
2015-11-30,12705.00 ,6958.00 
2015-12-01,12670.00 ,7200.00 
2015-12-02,12605.00 ,7142.00 
2015-12-03,12400.00 ,7332.00 
2015-12-04,12410.00 ,7564.00 
2015-12-07,12620.00 ,7774.00 
2015-12-08,12505.00 ,7986.00 
2015-12-09,12465.00 ,7876.00 
2015-12-10,12580.00 ,8102.00 
2015-12-11,12670.00 ,8512.00 
2015-12-14,12795.00 ,8790.00 
2015-12-15,12800.00 ,8972.00 
2015-12-16,12640.00 ,9142.00 
2015-12-17,12630.00 ,9200.00 
2015-12-18,12550.00 ,9342.00 
2015-12-21,12755.00 ,9528.00 
2015-12-22,12825.00 ,9704.00 
2015-12-23,12805.00 ,9672.00 
2015-12-24,13045.00 ,9730.00 
2015-12-25,13070.00 ,9712.00 
2015-12-28,13045.00 ,9850.00 
2015-12-29,12995.00 ,9872.00 
2015-12-30,13345.00 ,9774.00 
2015-12-31,13455.00 ,9570.00 
2016-01-04,13270.00 ,9526.00 
2016-01-05,13255.00 ,9086.00 
2016-01-06,13130.00 ,8476.00 
2016-01-07,13030.00 ,8934.00 
2016-01-08,12840.00 ,8958.00 
2016-01-11,12905.00 ,9322.00 
2016-01-12,12595.00 ,9644.00 
2016-01-13,12500.00 ,10168.00 
2016-01-14,12580.00 ,10132.00 
2016-01-15,12710.00 ,10048.00 
2016-01-18,12645.00 ,10004.00 
2016-01-19,12785.00 ,10474.00 
2016-01-20,12825.00 ,10912.00 
2016-01-21,12715.00 ,10984.00 
2016-01-22,12815.00 ,10866.00 
