update_date,open,high,low,close
2008-11-03,1648.55600 ,1684.55900 ,1643.41800 ,1653.54200 
2008-11-04,1646.20100 ,1648.45100 ,1606.73100 ,1627.75900 
2008-11-05,1641.26400 ,1714.66100 ,1641.26400 ,1691.42000 
2008-11-06,1648.12700 ,1661.44100 ,1638.34400 ,1649.77600 
2008-11-07,1618.75300 ,1690.10500 ,1612.73900 ,1677.82700 
2008-11-10,1714.12300 ,1803.11900 ,1714.12300 ,1801.66500 
2008-11-11,1795.30100 ,1824.92900 ,1778.33200 ,1781.36100 
2008-11-12,1758.47900 ,1806.23000 ,1754.28800 ,1801.82300 
2008-11-13,1777.03100 ,1891.94200 ,1765.63500 ,1874.08200 
2008-11-14,1893.30900 ,1943.65400 ,1874.93200 ,1943.65400 
2008-11-17,1934.73700 ,1987.22500 ,1919.96700 ,1987.22500 
2008-11-18,1974.37800 ,1994.82000 ,1831.75700 ,1839.81900 
2008-11-19,1831.59700 ,1959.52200 ,1823.27300 ,1953.16300 
2008-11-20,1916.70000 ,1976.95000 ,1900.26800 ,1932.42800 
2008-11-21,1872.26500 ,1968.89200 ,1835.08600 ,1920.73500 
2008-11-24,1913.99300 ,1923.93300 ,1835.86300 ,1837.64200 
2008-11-25,1870.05500 ,1883.10400 ,1801.56000 ,1834.29400 
2008-11-26,1832.11400 ,1865.65200 ,1815.01500 ,1843.49500 
2008-11-27,1961.89100 ,1969.02400 ,1870.04500 ,1870.47300 
2008-11-28,1851.10300 ,1866.25600 ,1815.44700 ,1829.92400 
2008-12-01,1823.76900 ,1864.30000 ,1799.83900 ,1864.20500 
2008-12-02,1821.54300 ,1891.13300 ,1814.90300 ,1868.63100 
2008-12-03,1884.60100 ,1952.66800 ,1884.60100 ,1952.66800 
2008-12-04,1980.44500 ,2046.47300 ,1978.14100 ,1982.92800 
2008-12-05,1969.74100 ,2014.19700 ,1965.08900 ,2013.17500 
2008-12-08,2040.47400 ,2095.46500 ,2033.97800 ,2095.03600 
2008-12-09,2104.12400 ,2107.59900 ,2038.07200 ,2040.84700 
2008-12-10,2028.51400 ,2096.39300 ,2014.28300 ,2096.39300 
2008-12-11,2087.43000 ,2107.29200 ,2043.62000 ,2046.33700 
2008-12-12,2027.06900 ,2038.18500 ,1936.28000 ,1960.38000 
2008-12-15,1991.55100 ,2006.22500 ,1941.05400 ,1975.03400 
2008-12-16,1956.99500 ,1994.95900 ,1919.86900 ,1994.45000 
2008-12-17,2002.02900 ,2030.38800 ,1995.65000 ,2001.42000 
2008-12-18,2001.04800 ,2045.94500 ,1982.42800 ,2045.10200 
2008-12-19,2037.36900 ,2075.38400 ,2033.11200 ,2052.11400 
2008-12-22,2050.77000 ,2055.36600 ,1993.32600 ,2017.54900 
2008-12-23,2019.23100 ,2019.23100 ,1918.43200 ,1918.95500 
2008-12-24,1893.22500 ,1912.77500 ,1872.64700 ,1887.07500 
2008-12-25,1891.52600 ,1902.71400 ,1848.70800 ,1870.76500 
2008-12-26,1868.34400 ,1881.07700 ,1850.50200 ,1862.09600 
2008-12-29,1852.41300 ,1861.30200 ,1816.05900 ,1854.75700 
2008-12-30,1852.94900 ,1867.40800 ,1824.52800 ,1833.43500 
2008-12-31,1835.10500 ,1844.41600 ,1813.72600 ,1817.72200 
2009-01-05,1848.32600 ,1882.95900 ,1837.83900 ,1882.95900 
2009-01-06,1880.67200 ,1948.48900 ,1873.01100 ,1942.79500 
2009-01-07,1942.67100 ,1959.24600 ,1930.86800 ,1931.17800 
2009-01-08,1894.66400 ,1902.79600 ,1873.64800 ,1887.99100 
2009-01-09,1886.48800 ,1923.42300 ,1886.48800 ,1918.36500 
2009-01-12,1911.73600 ,1947.08300 ,1905.61700 ,1920.68700 
2009-01-13,1892.65500 ,1908.19600 ,1874.97400 ,1876.18500 
2009-01-14,1873.62600 ,1955.24400 ,1873.62600 ,1955.24400 
2009-01-15,1935.38600 ,1977.19100 ,1930.29500 ,1954.87400 
2009-01-16,1965.44000 ,2026.64700 ,1965.44000 ,1990.21400 
2009-01-19,2010.57900 ,2052.19000 ,1993.95000 ,2012.46500 
2009-01-20,2006.52500 ,2025.19000 ,1986.06100 ,2025.19000 
2009-01-21,1993.67000 ,2047.10500 ,1988.24100 ,2021.71000 
2009-01-22,2034.28600 ,2048.48400 ,2012.73800 ,2044.55100 
2009-01-23,2039.52200 ,2054.32600 ,2025.18800 ,2032.68200 
2009-02-02,2052.43900 ,2059.33800 ,2029.71700 ,2057.06300 
2009-02-03,2056.79500 ,2108.94400 ,2049.88900 ,2108.91000 
2009-02-04,2118.56300 ,2166.41400 ,2117.02400 ,2166.41400 
2009-02-05,2164.54600 ,2211.17900 ,2135.67000 ,2150.97100 
2009-02-06,2158.08400 ,2240.02100 ,2158.08400 ,2237.28000 
2009-02-09,2271.59300 ,2307.90700 ,2257.49000 ,2296.67200 
2009-02-10,2288.07100 ,2327.10000 ,2263.53200 ,2326.75500 
2009-02-11,2287.23200 ,2381.19300 ,2275.57400 ,2331.13800 
2009-02-12,2335.40100 ,2344.65900 ,2248.48400 ,2318.34300 
2009-02-13,2321.56000 ,2402.43600 ,2307.09000 ,2399.06500 
2009-02-16,2421.18700 ,2462.38900 ,2397.18100 ,2462.24500 
2009-02-17,2460.56900 ,2470.62300 ,2384.78700 ,2385.29300 
2009-02-18,2331.66200 ,2369.05300 ,2272.50500 ,2275.84300 
2009-02-19,2295.65300 ,2324.67500 ,2259.59300 ,2298.41200 
2009-02-20,2300.80600 ,2344.77000 ,2276.29800 ,2344.32000 
2009-02-23,2333.80900 ,2419.53300 ,2307.92100 ,2410.48100 
2009-02-24,2376.69700 ,2411.90600 ,2294.52200 ,2301.84900 
2009-02-25,2325.03900 ,2337.42300 ,2226.44400 ,2304.25100 
2009-02-26,2295.42600 ,2332.34600 ,2167.14900 ,2190.18500 
2009-02-27,2164.54000 ,2186.81900 ,2117.06100 ,2140.48900 
2009-03-02,2123.36700 ,2177.29400 ,2112.33600 ,2164.66600 
2009-03-03,2109.84100 ,2168.22200 ,2100.64400 ,2142.15400 
2009-03-04,2150.23900 ,2290.94000 ,2150.23900 ,2285.14900 
2009-03-05,2314.07900 ,2340.37100 ,2259.80000 ,2304.91900 
2009-03-06,2260.75600 ,2313.20000 ,2255.81800 ,2286.57600 
2009-03-09,2302.01100 ,2333.98000 ,2198.54500 ,2202.52700 
2009-03-10,2175.30600 ,2241.23800 ,2168.32400 ,2240.78200 
2009-03-11,2288.05300 ,2292.39600 ,2212.88200 ,2220.38000 
2009-03-12,2208.04100 ,2220.30300 ,2156.59800 ,2215.70000 
2009-03-13,2229.25000 ,2250.23900 ,2200.97400 ,2205.42200 
2009-03-16,2197.24800 ,2247.11000 ,2180.05100 ,2241.61400 
2009-03-17,2244.11000 ,2329.29800 ,2239.66800 ,2322.40300 
2009-03-18,2335.41700 ,2370.55800 ,2328.85600 ,2332.65200 
2009-03-19,2337.52400 ,2386.22800 ,2331.25900 ,2382.56400 
2009-03-20,2389.89200 ,2397.20700 ,2343.26900 ,2379.83800 
2009-03-23,2384.67000 ,2448.35100 ,2375.52200 ,2439.39500 
2009-03-24,2477.56700 ,2483.83300 ,2440.52700 ,2451.78300 
2009-03-25,2435.63300 ,2472.93800 ,2401.05200 ,2401.32700 
2009-03-26,2407.76200 ,2479.82600 ,2379.95100 ,2479.78900 
2009-03-27,2500.99800 ,2516.38400 ,2481.68700 ,2498.93100 
2009-03-30,2501.31200 ,2508.13800 ,2471.36700 ,2484.48700 
