Wind资讯,ZN1603.SHF,ZN1603.SHF
2015-09-21,13635.00 ,1424.00 
2015-09-22,13395.00 ,3648.00 
2015-09-23,13340.00 ,4426.00 
2015-09-24,13560.00 ,4426.00 
2015-09-25,13550.00 ,4374.00 
2015-09-28,13385.00 ,4408.00 
2015-09-29,13245.00 ,4560.00 
2015-09-30,13470.00 ,4546.00 
2015-10-08,13550.00 ,4688.00 
2015-10-09,13955.00 ,4924.00 
2015-10-12,14490.00 ,5624.00 
2015-10-13,14345.00 ,5944.00 
2015-10-14,14345.00 ,5978.00 
2015-10-15,14440.00 ,6254.00 
2015-10-16,14375.00 ,6586.00 
2015-10-19,14255.00 ,6996.00 
2015-10-20,14100.00 ,7162.00 
2015-10-21,14145.00 ,7172.00 
2015-10-22,13885.00 ,8524.00 
2015-10-23,14045.00 ,9160.00 
2015-10-26,14020.00 ,9184.00 
2015-10-27,14050.00 ,9278.00 
2015-10-28,14070.00 ,10332.00 
2015-10-29,14060.00 ,11812.00 
2015-10-30,13810.00 ,13800.00 
2015-11-02,13725.00 ,15014.00 
2015-11-03,13745.00 ,15622.00 
2015-11-04,13690.00 ,16164.00 
2015-11-05,13665.00 ,15872.00 
2015-11-06,13505.00 ,17042.00 
2015-11-09,13535.00 ,18060.00 
2015-11-10,13265.00 ,19198.00 
2015-11-11,12925.00 ,21690.00 
2015-11-12,12990.00 ,22814.00 
2015-11-13,12995.00 ,24078.00 
2015-11-16,13005.00 ,26164.00 
2015-11-17,12705.00 ,29530.00 
2015-11-18,12445.00 ,33712.00 
2015-11-19,12120.00 ,41890.00 
2015-11-20,12150.00 ,46380.00 
2015-11-23,12195.00 ,61128.00 
2015-11-24,12345.00 ,66000.00 
2015-11-25,12750.00 ,60208.00 
2015-11-26,13040.00 ,65302.00 
2015-11-27,13020.00 ,71208.00 
2015-11-30,12750.00 ,77164.00 
2015-12-01,12735.00 ,76188.00 
2015-12-02,12680.00 ,79204.00 
2015-12-03,12490.00 ,82104.00 
2015-12-04,12480.00 ,89558.00 
2015-12-07,12625.00 ,93690.00 
2015-12-08,12595.00 ,93540.00 
2015-12-09,12515.00 ,96746.00 
2015-12-10,12635.00 ,98182.00 
2015-12-11,12680.00 ,103238.00 
2015-12-14,12820.00 ,103120.00 
2015-12-15,12800.00 ,106006.00 
2015-12-16,12650.00 ,111552.00 
2015-12-17,12620.00 ,110914.00 
2015-12-18,12550.00 ,116984.00 
2015-12-21,12715.00 ,112136.00 
2015-12-22,12840.00 ,116962.00 
2015-12-23,12815.00 ,119756.00 
2015-12-24,13015.00 ,130102.00 
2015-12-25,13070.00 ,134560.00 
2015-12-28,13045.00 ,140398.00 
2015-12-29,12985.00 ,147168.00 
2015-12-30,13350.00 ,166094.00 
2015-12-31,13430.00 ,169472.00 
2016-01-04,13240.00 ,166822.00 
2016-01-05,13235.00 ,178592.00 
2016-01-06,13140.00 ,180572.00 
2016-01-07,12990.00 ,178146.00 
2016-01-08,12840.00 ,179032.00 
2016-01-11,12875.00 ,186480.00 
2016-01-12,12625.00 ,203130.00 
2016-01-13,12465.00 ,195966.00 
2016-01-14,12555.00 ,190524.00 
2016-01-15,12665.00 ,188468.00 
2016-01-18,12635.00 ,177546.00 
2016-01-19,12750.00 ,175946.00 
2016-01-20,12780.00 ,170376.00 
2016-01-21,12685.00 ,172736.00 
2016-01-22,12755.00 ,171580.00 
2016-01-25,12775.00 ,165132.00 
2016-01-26,12775.00 ,161396.00 
2016-01-27,13025.00 ,154796.00 
2016-01-28,13035.00 ,149988.00 
2016-01-29,12980.00 ,136948.00 
2016-02-01,13110.00 ,122992.00 
2016-02-02,13210.00 ,114302.00 
2016-02-03,13335.00 ,102742.00 
2016-02-04,13670.00 ,90066.00 
2016-02-05,13790.00 ,79084.00 
2016-02-15,13800.00 ,77310.00 
2016-02-16,13665.00 ,71128.00 
2016-02-17,13540.00 ,67120.00 
2016-02-18,13540.00 ,64844.00 
2016-02-19,13750.00 ,64042.00 
2016-02-22,14080.00 ,59322.00 
2016-02-23,14110.00 ,55296.00 
2016-02-24,13935.00 ,50678.00 
2016-02-25,14130.00 ,47372.00 
2016-02-26,13895.00 ,43160.00 
2016-02-29,14000.00 ,38982.00 
2016-03-01,13980.00 ,36970.00 
2016-03-02,14210.00 ,34430.00 
2016-03-03,14260.00 ,32620.00 
2016-03-04,14400.00 ,31770.00 
2016-03-07,14355.00 ,31590.00 
2016-03-08,14150.00 ,30290.00 
2016-03-09,13865.00 ,29420.00 
2016-03-10,13950.00 ,28620.00 
2016-03-11,13955.00 ,28430.00 
2016-03-14,14030.00 ,28070.00 
2016-03-15,13950.00 ,27690.00 
,,
,,
