update_date,open,high,low,close,volume,position_all
2012/11/22,1587.09 ,1587.09 ,1587.09 ,1587.09 ,528258.00 ,159136.00 
2012/11/23,1588.17 ,1588.17 ,1588.17 ,1588.17 ,252440.00 ,139208.00 
2012/11/26,1571.38 ,1571.38 ,1571.38 ,1571.38 ,244480.00 ,149208.00 
2012/11/27,1568.22 ,1568.22 ,1568.22 ,1568.22 ,434552.00 ,147000.00 
2012/11/28,1556.51 ,1556.51 ,1556.51 ,1556.51 ,368252.00 ,144236.00 
2012/11/29,1533.74 ,1533.74 ,1533.74 ,1533.74 ,458130.00 ,158126.00 
2012/11/30,1529.18 ,1529.18 ,1529.18 ,1529.18 ,800124.00 ,148028.00 
2012/12/3,1561.86 ,1561.86 ,1561.86 ,1561.86 ,608094.00 ,133494.00 
2012/12/4,1563.80 ,1563.80 ,1563.80 ,1563.80 ,418054.00 ,119402.00 
2012/12/5,1586.24 ,1586.24 ,1586.24 ,1586.24 ,558130.00 ,123170.00 
2012/12/6,1574.38 ,1574.38 ,1574.38 ,1574.38 ,437554.00 ,114200.00 
2012/12/7,1603.88 ,1603.88 ,1603.88 ,1603.88 ,779514.00 ,141532.00 
2012/12/10,1623.81 ,1623.81 ,1623.81 ,1623.81 ,783900.00 ,141386.00 
2012/12/11,1621.80 ,1621.80 ,1621.80 ,1621.80 ,563262.00 ,139948.00 
2012/12/12,1625.82 ,1625.82 ,1625.82 ,1625.82 ,550532.00 ,141558.00 
2012/12/13,1618.88 ,1618.88 ,1618.88 ,1618.88 ,377344.00 ,128828.00 
2012/12/14,1657.76 ,1657.76 ,1657.76 ,1657.76 ,715058.00 ,137108.00 
2012/12/17,1668.69 ,1668.69 ,1668.69 ,1668.69 ,573694.00 ,132648.00 
2012/12/18,1676.78 ,1676.78 ,1676.78 ,1676.78 ,862980.00 ,121924.00 
2012/12/19,1678.75 ,1678.75 ,1678.75 ,1678.75 ,430264.00 ,127156.00 
2012/12/20,1672.85 ,1672.85 ,1672.85 ,1672.85 ,482130.00 ,128996.00 
2012/12/21,1676.77 ,1676.77 ,1676.77 ,1676.77 ,512080.00 ,123574.00 
2012/12/24,1672.90 ,1672.90 ,1672.90 ,1672.90 ,334050.00 ,126302.00 
2012/12/25,1705.78 ,1705.78 ,1705.78 ,1705.78 ,645702.00 ,141378.00 
2012/12/26,1728.84 ,1728.84 ,1728.84 ,1728.84 ,594226.00 ,160994.00 
2012/12/27,1728.91 ,1728.91 ,1728.91 ,1728.91 ,984518.00 ,127250.00 
2012/12/28,1758.66 ,1758.66 ,1758.66 ,1758.66 ,692110.00 ,125298.00 
2012/12/31,1824.11 ,1824.11 ,1824.11 ,1824.11 ,1020558.00 ,137446.00 
2013/1/4,1840.01 ,1840.01 ,1840.01 ,1840.01 ,915334.00 ,150162.00 
2013/1/7,1817.94 ,1817.94 ,1817.94 ,1817.94 ,1027106.00 ,156320.00 
2013/1/8,1834.35 ,1834.35 ,1834.35 ,1834.35 ,1176070.00 ,149620.00 
2013/1/9,1815.11 ,1815.11 ,1815.11 ,1815.11 ,1035098.00 ,148216.00 
2013/1/10,1811.35 ,1811.35 ,1811.35 ,1811.35 ,925716.00 ,145464.00 
2013/1/11,1765.67 ,1765.67 ,1765.67 ,1765.67 ,1078712.00 ,138014.00 
2013/1/14,1828.74 ,1828.74 ,1828.74 ,1828.74 ,1538134.00 ,167290.00 
2013/1/15,1810.87 ,1810.87 ,1810.87 ,1810.87 ,1119628.00 ,165224.00 
2013/1/16,1790.45 ,1790.45 ,1790.45 ,1790.45 ,1209710.00 ,156412.00 
2013/1/17,1820.95 ,1820.95 ,1820.95 ,1820.95 ,1127354.00 ,202402.00 
2013/1/18,1868.31 ,1868.31 ,1868.31 ,1868.31 ,1496208.00 ,221106.00 
2013/1/21,1867.67 ,1867.67 ,1867.67 ,1867.67 ,1306292.00 ,216306.00 
2013/1/22,1875.33 ,1875.33 ,1875.33 ,1875.33 ,1382228.00 ,191102.00 
2013/1/23,1886.17 ,1886.17 ,1886.17 ,1886.17 ,1065278.00 ,205076.00 
2013/1/24,1870.04 ,1870.04 ,1870.04 ,1870.04 ,1304434.00 ,192420.00 
2013/1/25,1876.93 ,1876.93 ,1876.93 ,1876.93 ,916668.00 ,193876.00 
2013/1/28,1875.81 ,1875.81 ,1875.81 ,1875.81 ,610314.00 ,185234.00 
2013/1/29,1893.28 ,1893.28 ,1893.28 ,1893.28 ,876660.00 ,196620.00 
2013/1/30,1892.79 ,1892.79 ,1892.79 ,1892.79 ,704790.00 ,186058.00 
2013/1/31,1909.23 ,1909.23 ,1909.23 ,1909.23 ,603024.00 ,186356.00 
2013/2/1,1913.45 ,1913.45 ,1913.45 ,1913.45 ,677688.00 ,167368.00 
2013/2/4,1941.85 ,1941.85 ,1941.85 ,1941.85 ,571536.00 ,144074.00 
2013/2/5,1978.72 ,1978.72 ,1978.72 ,1978.72 ,814980.00 ,112836.00 
2013/2/6,1997.28 ,1997.28 ,1997.28 ,1997.28 ,681324.00 ,88118.00 
2013/2/7,1996.50 ,1996.50 ,1996.50 ,1996.50 ,790540.00 ,116528.00 
2013/2/8,1986.54 ,1986.54 ,1986.54 ,1986.54 ,344880.00 ,88146.00 
2013/2/18,1945.70 ,1945.70 ,1945.70 ,1945.70 ,280522.00 ,99948.00 
2013/2/19,1960.63 ,1960.63 ,1960.63 ,1960.63 ,624046.00 ,161538.00 
2013/2/20,1939.45 ,1939.45 ,1939.45 ,1939.45 ,580080.00 ,163966.00 
2013/2/21,1874.89 ,1874.89 ,1874.89 ,1874.89 ,401720.00 ,145650.00 
2013/2/22,1832.92 ,1832.92 ,1832.92 ,1832.92 ,571880.00 ,127776.00 
2013/2/25,1835.31 ,1835.31 ,1835.31 ,1835.31 ,670560.00 ,162602.00 
2013/2/26,1808.59 ,1808.59 ,1808.59 ,1808.59 ,704618.00 ,156078.00 
2013/2/27,1839.18 ,1839.18 ,1839.18 ,1839.18 ,787162.00 ,157118.00 
2013/2/28,1863.72 ,1863.72 ,1863.72 ,1863.72 ,610264.00 ,154382.00 
2013/3/1,1833.52 ,1833.52 ,1833.52 ,1833.52 ,1111522.00 ,161050.00 
2013/3/4,1771.74 ,1771.74 ,1771.74 ,1771.74 ,1162570.00 ,173936.00 
2013/3/5,1802.67 ,1802.67 ,1802.67 ,1802.67 ,810638.00 ,155862.00 
2013/3/6,1788.80 ,1788.80 ,1788.80 ,1788.80 ,1256908.00 ,175520.00 
2013/3/7,1761.14 ,1761.14 ,1761.14 ,1761.14 ,1098778.00 ,198336.00 
2013/3/8,1748.41 ,1748.41 ,1748.41 ,1748.41 ,1398430.00 ,182154.00 
2013/3/11,1732.60 ,1732.60 ,1732.60 ,1732.60 ,961398.00 ,193944.00 
2013/3/12,1733.76 ,1733.76 ,1733.76 ,1733.76 ,941358.00 ,208188.00 
2013/3/13,1713.70 ,1713.70 ,1713.70 ,1713.70 ,1295362.00 ,200602.00 
