update_date,update_date,open,high,low,close,volume,position_all,close_yes,max10,max20,max30,max60,max100,min10,min20,min30,min60,min100,close_return_yes,volatility_20,volatility_60,volatility_100,volatility_200,stop_ma10,p_ma10,p_ma30,p_ma60,p_ma100,position,close_return,daily_return,cum_return
2008-02-20,2008-02-20,19700.0,19870.0,19370.0,19620.0,98338.0,43268.0,19420.0,21265.0,21265.0,21265.0,27125.0,34710.0,19420.0,18500.0,17480.0,17480.0,17480.0,-0.0254207892933,0.0222000898113,0.0229066115583,0.0209111985275,0.0206527053662,0,0,0,0,0,0.397437059605,0.010245991274,0.00407213664469,-0.0683381397283
2008-02-21,2008-02-21,19850.0,20525.0,19785.0,20525.0,212660.0,89558.0,19620.0,21265.0,21265.0,21265.0,27125.0,34710.0,19420.0,18500.0,17480.0,17480.0,17480.0,0.010245991274,0.021814928308,0.0215821759037,0.0208830405143,0.0206726727112,0,0,0,0,0,0.397437059605,0.0450942012013,0.0179221067307,-0.0504160329976
2008-02-22,2008-02-22,20805.0,21325.0,20700.0,20915.0,373418.0,97484.0,20525.0,21265.0,21265.0,21265.0,27125.0,34710.0,19420.0,18500.0,17480.0,17480.0,17480.0,0.0450942012013,0.0236803119673,0.0215304507106,0.021408776174,0.0207618737548,0,0,0,0,0,0.397437059605,0.0188229495557,0.00748093772449,-0.0429350952731
2008-02-25,2008-02-25,21000.0,21805.0,21000.0,21805.0,329464.0,122940.0,20915.0,21265.0,21265.0,21265.0,27125.0,34710.0,19420.0,18500.0,17480.0,17480.0,17480.0,0.0188229495557,0.023830857109,0.0216376937876,0.0213792807123,0.0207266689591,1,1,1,0,0,0.397437059605,0.0416726964006,0.0165622739232,-0.0263728213499
2008-02-26,2008-02-26,21500.0,21720.0,20250.0,20420.0,397244.0,101348.0,21805.0,21805.0,21805.0,21805.0,27125.0,34710.0,19420.0,18500.0,17480.0,17480.0,17480.0,0.0416726964006,0.0252317814711,0.0220460564037,0.021819267333,0.0209484101512,0,0,0,0,0,0.397437059605,-0.0656244885582,-0.0260816037706,-0.0524544251205
2008-02-27,2008-02-27,20890.0,21280.0,20555.0,20725.0,443634.0,107128.0,20420.0,21805.0,21805.0,21805.0,27125.0,34710.0,19420.0,18500.0,17480.0,17480.0,17480.0,-0.0656244885582,0.0291778045416,0.0237638854861,0.0227257743507,0.0213240416001,0,0,0,0,0,0.680844229292,0.0148258882848,0.0100941204829,-0.0423603046377
2008-02-28,2008-02-28,21690.0,21690.0,21440.0,21690.0,217468.0,93048.0,20725.0,21805.0,21805.0,21805.0,27125.0,34710.0,19420.0,18500.0,17480.0,17480.0,17480.0,0.0148258882848,0.0289926695181,0.0237529795879,0.0227915281608,0.02133014951,0,0,0,0,0,0.680844229292,0.0455106238174,0.0309856455976,-0.0113746590401
2008-02-29,2008-02-29,22000.0,22450.0,21850.0,22090.0,409886.0,104782.0,21690.0,21805.0,21805.0,21805.0,27125.0,34710.0,19420.0,18500.0,17480.0,17480.0,17480.0,0.0455106238174,0.0302671543935,0.0243845546778,0.0232832177867,0.0214737531644,1,1,1,0,0,0.680844229292,0.0182736925932,0.01244153815,0.00106687910983
2008-03-03,2008-03-03,21920.0,22880.0,21840.0,22755.0,379666.0,118254.0,22090.0,22090.0,22090.0,22090.0,27125.0,34710.0,19420.0,18500.0,17480.0,17480.0,17480.0,0.0182736925932,0.0303080345703,0.0243061246002,0.0233339621648,0.0214367661536,1,1,1,0,0,0.680844229292,0.0296598840366,0.0201937608878,0.0212606399976
2008-03-04,2008-03-04,22980.0,23275.0,21890.0,22670.0,447078.0,114810.0,22755.0,22755.0,22755.0,22755.0,27125.0,33410.0,19420.0,19195.0,17480.0,17480.0,17480.0,0.0296598840366,0.0301373727507,0.024365551123,0.0235075953373,0.0215500634702,0,0,0,0,0,0.577795303388,-0.00374243694917,-0.00216236249246,0.0190982775051
2008-03-05,2008-03-05,22180.0,22530.0,22055.0,22150.0,376390.0,108026.0,22670.0,22755.0,22755.0,22755.0,26850.0,33410.0,19620.0,19420.0,17480.0,17480.0,17480.0,-0.00374243694917,0.0296198008316,0.0241692214662,0.0234547043986,0.0213764356328,0,0,0,0,0,0.582814677381,-0.0232049680283,-0.013524195955,0.00557408155009
2008-03-06,2008-03-06,22800.0,22980.0,22485.0,22680.0,273466.0,102408.0,22150.0,22755.0,22755.0,22755.0,26850.0,32255.0,20420.0,19420.0,17480.0,17480.0,17480.0,-0.0232049680283,0.0302943826424,0.0242695731212,0.023368482244,0.0214270080973,0,0,0,0,0,0.582814677381,0.0236459823684,0.0137812255854,0.0193553071355
2008-03-07,2008-03-07,22000.0,22250.0,21950.0,22205.0,175352.0,96842.0,22680.0,22755.0,22755.0,22755.0,26850.0,31830.0,20420.0,19420.0,17480.0,17480.0,17480.0,0.0236459823684,0.030442000827,0.0240694467569,0.0234695758351,0.0213736858859,0,0,0,0,0,0.582814677381,-0.0211659901155,-0.0123358497006,0.00701945743489
2008-03-10,2008-03-10,21790.0,22100.0,21300.0,21360.0,204616.0,94372.0,22205.0,22755.0,22755.0,22755.0,26850.0,30895.0,20420.0,19420.0,17480.0,17480.0,17480.0,-0.0211659901155,0.0306177838881,0.024278990161,0.0235355619435,0.0214023412983,0,0,0,0,0,0.582814677381,-0.0387974746521,-0.0226117376725,-0.0155922802377
2008-03-11,2008-03-11,21080.0,21350.0,21035.0,21345.0,121914.0,89734.0,21360.0,22755.0,22755.0,22755.0,26850.0,30895.0,20420.0,19420.0,17480.0,17480.0,17480.0,-0.0387974746521,0.030987521677,0.0247799801364,0.023813341663,0.0213730365998,0,0,0,0,0,0.582814677381,-0.00070249388207,-0.000409423745241,-0.0160017039829
2008-03-12,2008-03-12,21250.0,21580.0,20655.0,20840.0,286328.0,85708.0,21345.0,22755.0,22755.0,22755.0,26850.0,30895.0,20725.0,19420.0,17480.0,17480.0,17480.0,-0.00070249388207,0.0307216456281,0.0247503384953,0.0238097029394,0.0212095776981,0,0,0,0,0,0.582814677381,-0.0239433033248,-0.0139545086027,-0.0299562125856
2008-03-13,2008-03-13,21210.0,21280.0,20750.0,20930.0,210670.0,81106.0,20840.0,22755.0,22755.0,22755.0,26810.0,30895.0,20840.0,19420.0,17480.0,17480.0,17480.0,-0.0239433033248,0.0297313579284,0.024974528858,0.0238091664695,0.0210008645265,0,0,0,0,0,0.582814677381,0.00430931957274,0.00251153469652,-0.027444677889
2008-03-14,2008-03-14,20900.0,21350.0,20600.0,21290.0,207950.0,75462.0,20930.0,22755.0,22755.0,22755.0,26310.0,30705.0,20840.0,19420.0,17480.0,17480.0,17480.0,0.00430931957274,0.0297215034529,0.0249751738002,0.0238187961373,0.0209988816135,0,0,0,0,0,0.582814677381,0.0170539424475,0.0099392879656,-0.0175053899234
2008-03-17,2008-03-17,21145.0,21435.0,20800.0,21275.0,135678.0,63810.0,21290.0,22755.0,22755.0,22755.0,26310.0,30705.0,20840.0,19420.0,17480.0,17480.0,17480.0,0.0170539424475,0.0294645031514,0.0242821555037,0.0238388959706,0.020977016332,0,0,0,0,0,0.582814677381,-0.000704804445951,-0.000410770375783,-0.0179161602992
2008-03-18,2008-03-18,20305.0,20400.0,20295.0,20295.0,21886.0,57040.0,21275.0,22680.0,22755.0,22755.0,26310.0,30705.0,20840.0,19420.0,17480.0,17480.0,17480.0,-0.000704804445951,0.0293964092227,0.0240250834764,0.0238385420994,0.0209434657682,-1,0,0,0,0,0.582814677381,-0.0471581241686,-0.0274844469232,-0.0454006072224
2008-03-19,2008-03-19,20395.0,20435.0,19820.0,19990.0,45980.0,47106.0,20295.0,22680.0,22755.0,22755.0,25910.0,30705.0,20295.0,19620.0,17480.0,17480.0,17480.0,-0.0471581241686,0.0308783054146,0.0247760814848,0.0242515150767,0.021118939506,-1,0,0,0,0,0.582814677381,-0.0151424017786,-0.00882521400734,-0.0542258212298
2008-03-20,2008-03-20,19420.0,19420.0,19420.0,19420.0,8588.0,58536.0,19990.0,22680.0,22755.0,22755.0,25910.0,30705.0,19990.0,19990.0,17480.0,17480.0,17480.0,-0.0151424017786,0.031051653095,0.0247385071097,0.0241349586812,0.0210310451845,-1,-1,0,0,0,0.582814677381,-0.0289286856491,-0.0168600625937,-0.0710858838234
2008-03-21,2008-03-21,18850.0,19500.0,18850.0,19295.0,233036.0,68382.0,19420.0,22205.0,22755.0,22755.0,25910.0,30705.0,19420.0,19420.0,17720.0,17480.0,17480.0,-0.0289286856491,0.0299012455456,0.0250512537551,0.0242663417927,0.0211016430399,-1,-1,0,0,0,0.582814677381,-0.0064574678736,-0.00376350705545,-0.0748493908789
2008-03-24,2008-03-24,19405.0,19495.0,19185.0,19260.0,167292.0,73658.0,19295.0,21360.0,22755.0,22755.0,25910.0,30705.0,19295.0,19295.0,18220.0,17480.0,17480.0,-0.0064574678736,0.0294717914979,0.0250240090666,0.0242600695638,0.021103413259,-1,-1,0,0,0,-0.325606879298,-0.0018155886196,0.000591168144518,-0.0742582227344
2008-03-25,2008-03-25,19450.0,19835.0,19360.0,19800.0,187926.0,80668.0,19260.0,21345.0,22755.0,22755.0,25910.0,30675.0,19260.0,19260.0,18500.0,17480.0,17480.0,-0.0018155886196,0.0274577755948,0.0247853034355,0.02425996303,0.021049099622,0,0,0,0,0,-0.340018412468,0.0276515313305,-0.00940202978531,-0.0836602525197
2008-03-26,2008-03-26,19700.0,19870.0,19185.0,19205.0,258118.0,101984.0,19800.0,21290.0,22755.0,22755.0,25910.0,30675.0,19260.0,19260.0,18500.0,17480.0,17480.0,0.0276515313305,0.0246077765189,0.0248235117342,0.0244063329238,0.0211553142147,-1,-1,0,0,0,-0.346422001477,-0.0305112759026,0.0105697772658,-0.0730904752539
2008-03-27,2008-03-27,19255.0,19365.0,18800.0,19265.0,337688.0,92756.0,19205.0,21290.0,22755.0,22755.0,25355.0,30675.0,19205.0,19205.0,18500.0,17480.0,17480.0,-0.0305112759026,0.0251038696933,0.0250173131429,0.0245307068582,0.0212323782186,0,0,0,0,0,-0.346422001477,0.00311931628025,-0.00108059978905,-0.0741710750429
2008-03-28,2008-03-28,19600.0,19645.0,19260.0,19460.0,215746.0,84334.0,19265.0,21290.0,22755.0,22755.0,25250.0,30675.0,19205.0,19205.0,18500.0,17480.0,17480.0,0.00311931628025,0.0223602661554,0.0250120821155,0.0244653759016,0.0212115792992,0,0,0,0,0,-0.417069062773,0.0100710986797,-0.00420034368746,-0.0783714187304
2008-03-31,2008-03-31,19305.0,19620.0,19180.0,19485.0,227646.0,88506.0,19460.0,21275.0,22755.0,22755.0,24590.0,30270.0,19205.0,19205.0,18500.0,17480.0,17480.0,0.0100710986797,0.0219647235722,0.024981870382,0.0244984470089,0.0212229746974,0,0,0,0,0,-0.417069062773,0.00128386203281,-0.000535459134756,-0.0789068778651
2008-04-01,2008-04-01,19050.0,19190.0,18665.0,18665.0,229808.0,99786.0,19485.0,20295.0,22680.0,22755.0,23745.0,30270.0,19205.0,19205.0,18500.0,17480.0,17480.0,0.00128386203281,0.0203760780314,0.0249697934099,0.0243821205083,0.0211964631593,-1,-1,0,0,0,-0.417069062773,-0.0429948264241,0.0179318119608,-0.0609750659043
2008-04-02,2008-04-02,18940.0,19115.0,18680.0,19075.0,262736.0,88388.0,18665.0,19990.0,22680.0,22755.0,23390.0,30270.0,18665.0,18665.0,18500.0,17480.0,17480.0,-0.0429948264241,0.0218090479775,0.0254287645796,0.0245035751215,0.0213893417964,0,0,0,0,0,-0.417069062773,0.021728464804,-0.0090622704513,-0.0700373363556
2008-04-03,2008-04-03,19375.0,19490.0,19200.0,19420.0,194368.0,83388.0,19075.0,19800.0,22680.0,22755.0,23390.0,29980.0,18665.0,18665.0,18500.0,17480.0,17480.0,0.021728464804,0.0226451266305,0.0255866497651,0.0245205007042,0.0214349482783,0,0,0,0,0,-0.500170790931,0.0179248856927,-0.00896550425424,-0.0790028406098
2008-04-07,2008-04-07,19600.0,19675.0,19425.0,19505.0,148888.0,82334.0,19420.0,19800.0,22205.0,22755.0,23390.0,29965.0,18665.0,18665.0,18500.0,17480.0,17480.0,0.0179248856927,0.0222642728285,0.0252166221894,0.0245909829186,0.0214761765411,0,0,0,0,0,-0.500170790931,0.00436738009544,-0.00218443595663,-0.0811872765665
2008-04-08,2008-04-08,19510.0,19555.0,19010.0,19190.0,189458.0,86074.0,19505.0,19800.0,21360.0,22755.0,22755.0,29780.0,18665.0,18665.0,18500.0,17480.0,17480.0,0.00436738009544,0.0221869605475,0.0250261706051,0.0245917206834,0.0214808373348,0,0,0,0,0,-0.500170790931,-0.016281532939,0.00814354720767,-0.0730437293588
2008-04-09,2008-04-09,19150.0,19335.0,18915.0,19275.0,199378.0,82822.0,19190.0,19800.0,21345.0,22755.0,22755.0,29280.0,18665.0,18665.0,18500.0,17480.0,17480.0,-0.016281532939,0.021000464499,0.025044699096,0.0243377823012,0.0215022212508,0,0,0,0,0,-0.500170790931,0.00441960942979,-0.0022105595441,-0.0752542889029
2008-04-10,2008-04-10,19460.0,19535.0,19155.0,19285.0,148504.0,83394.0,19275.0,19505.0,21290.0,22755.0,22755.0,29280.0,18665.0,18665.0,18500.0,17480.0,17480.0,0.00441960942979,0.0210912451037,0.0249152118841,0.0243142700697,0.0214092328922,0,0,0,0,0,-0.500170790931,0.000518672210797,-0.000259424689908,-0.0755137135928
2008-04-11,2008-04-11,19020.0,19120.0,18680.0,18760.0,209592.0,99972.0,19285.0,19505.0,21290.0,22755.0,22755.0,29230.0,18665.0,18665.0,18500.0,17480.0,17480.0,0.000518672210797,0.0206455969621,0.0248493721964,0.0239859592651,0.0213793576133,0,0,0,0,0,-0.500170790931,-0.0276006480821,0.0138050379814,-0.0617086756114
2008-04-14,2008-04-14,18570.0,18650.0,18135.0,18220.0,139526.0,100312.0,18760.0,19505.0,21290.0,22755.0,22755.0,29230.0,18665.0,18665.0,18500.0,17480.0,17480.0,-0.0276006480821,0.0212050577529,0.0245952375395,0.0239772416478,0.0214249905396,-1,-1,-1,0,0,-0.500170790931,-0.0292070517463,0.0146085141727,-0.0471001614387
2008-04-15,2008-04-15,18300.0,18620.0,18230.0,18580.0,169326.0,87758.0,18220.0,19505.0,21275.0,22755.0,22755.0,29230.0,18220.0,18220.0,18220.0,17480.0,17480.0,-0.0292070517463,0.0211414893547,0.0248349844126,0.0241379446219,0.0215034802395,0,0,0,0,0,-0.500170790931,0.0195658415539,-0.00978626244523,-0.0568864238839
2008-04-16,2008-04-16,18500.0,18665.0,18190.0,18630.0,190556.0,79546.0,18580.0,19505.0,20295.0,22755.0,22755.0,29230.0,18220.0,18220.0,18220.0,17480.0,17480.0,0.0195658415539,0.0219685408217,0.0248974619278,0.0241207059715,0.0215588936215,0,0,0,0,0,-0.759986925066,0.00268745122781,-0.00204242779489,-0.0589288516788
2008-04-17,2008-04-17,18730.0,18860.0,18620.0,18640.0,130734.0,70016.0,18630.0,19505.0,19990.0,22755.0,22755.0,29230.0,18220.0,18220.0,18220.0,17480.0,17480.0,0.00268745122781,0.0198732386202,0.024503236664,0.0239953330499,0.0215116532775,0,0,0,0,0,-0.759986925066,0.000536624643948,-0.000407827713068,-0.0593366793919
2008-04-18,2008-04-18,18500.0,18535.0,18315.0,18405.0,90848.0,64484.0,18640.0,19505.0,19800.0,22755.0,22755.0,29230.0,18220.0,18220.0,18220.0,17480.0,17480.0,0.000536624643948,0.0197309339019,0.0243805176274,0.0232404965578,0.0213538860177,0,0,0,0,0,-0.759986925066,-0.0126874424265,0.00964229035664,-0.0496943890352
2008-04-21,2008-04-21,18500.0,18630.0,18140.0,18270.0,61840.0,56118.0,18405.0,19505.0,19800.0,22755.0,22755.0,29230.0,18220.0,18220.0,18220.0,17480.0,17480.0,-0.0126874424265,0.0189477971431,0.0243248961485,0.0228510394278,0.0213113664811,0,0,0,0,0,-0.759986925066,-0.00736199644107,0.0055950210376,-0.0440993679976
2008-04-22,2008-04-22,17850.0,18185.0,17810.0,18080.0,168726.0,63742.0,18270.0,19285.0,19800.0,22755.0,22755.0,29230.0,18220.0,18220.0,18220.0,17480.0,17480.0,-0.00736199644107,0.0189583544951,0.0243305606439,0.022863250926,0.0212064377765,-1,-1,-1,0,0,-0.759986925066,-0.0104540154259,0.00794491503811,-0.0361544529595
2008-04-23,2008-04-23,18300.0,18335.0,18125.0,18185.0,111370.0,61590.0,18080.0,19285.0,19800.0,22755.0,22755.0,29230.0,18080.0,18080.0,18080.0,17480.0,17480.0,-0.0104540154259,0.0190346919589,0.0243605094813,0.0228108582198,0.0210484312587,0,0,0,0,0,-0.759986925066,0.00579072347492,-0.00440087412761,-0.0405553270871
2008-04-24,2008-04-24,18080.0,18460.0,18035.0,18390.0,177160.0,65536.0,18185.0,19285.0,19505.0,22755.0,22755.0,29230.0,18080.0,18080.0,18080.0,17480.0,17480.0,0.00579072347492,0.0177569676834,0.0241604308717,0.0228048932797,0.0210490507357,0,0,0,0,0,-0.810741123696,0.0112099601773,-0.00908837571071,-0.0496437027978
2008-04-25,2008-04-25,18280.0,18380.0,18180.0,18240.0,98252.0,65520.0,18390.0,18760.0,19505.0,22755.0,22755.0,29230.0,18080.0,18080.0,18080.0,17480.0,17480.0,0.0112099601773,0.0169419517422,0.0241558488345,0.0227763488628,0.0210694045944,0,0,0,0,0,-0.810741123696,-0.00819005397004,0.0066400135588,-0.043003689239
2008-04-28,2008-04-28,18550.0,18650.0,18430.0,18590.0,133160.0,71448.0,18240.0,18640.0,19505.0,22755.0,22755.0,29230.0,18080.0,18080.0,18080.0,17480.0,17480.0,-0.00819005397004,0.0169449186268,0.0240833517342,0.0227659342151,0.0209211142657,0,0,0,0,0,-0.810741123696,0.0190068170872,-0.0154096082431,-0.0584132974822
2008-04-29,2008-04-29,18510.0,18570.0,18385.0,18430.0,78206.0,69376.0,18590.0,18640.0,19505.0,22755.0,22755.0,29230.0,18080.0,18080.0,18080.0,17480.0,17480.0,0.0190068170872,0.0174116854885,0.0242147070953,0.0227145963203,0.0208615846958,0,0,0,0,0,-0.810741123696,-0.00864403005162,0.00700807063731,-0.0514052268449
2008-04-30,2008-04-30,18210.0,18360.0,18210.0,18290.0,59152.0,68976.0,18430.0,18640.0,19505.0,22755.0,22755.0,29230.0,18080.0,18080.0,18080.0,17480.0,17480.0,-0.00864403005162,0.0174460135216,0.0241567021113,0.0225712653894,0.0208664983723,0,0,0,0,0,-0.810741123696,-0.00762530927896,0.00618215181335,-0.0452230750315
2008-05-05,2008-05-05,18200.0,18200.0,17885.0,17965.0,86926.0,79746.0,18290.0,18640.0,19505.0,22755.0,22755.0,29230.0,18080.0,18080.0,18080.0,17480.0,17480.0,-0.00762530927896,0.0147377593841,0.0236817430333,0.0224805014572,0.0208467805388,-1,-1,-1,0,0,-0.810741123696,-0.0179290418373,0.014535811526,-0.0306872635056
2008-05-06,2008-05-06,18100.0,18175.0,17885.0,18145.0,122326.0,80716.0,17965.0,18590.0,19505.0,22755.0,22755.0,29230.0,17965.0,17965.0,17965.0,17480.0,17480.0,-0.0179290418373,0.014173790603,0.0236252949749,0.022487964093,0.0207710621915,0,0,0,0,0,-0.810741123696,0.00996962009955,-0.00808278100233,-0.0387700445079
2008-05-07,2008-05-07,18300.0,18300.0,18000.0,18050.0,97736.0,82038.0,18145.0,18590.0,19505.0,22755.0,22755.0,29230.0,17965.0,17965.0,17965.0,17480.0,17480.0,0.00996962009955,0.0136579716803,0.0235398581031,0.022335178931,0.0207649312489,0,0,0,0,0,-0.948735755487,-0.00524935588614,0.00498025162246,-0.0337897928854
2008-05-08,2008-05-08,18050.0,18195.0,18000.0,18125.0,86204.0,82328.0,18050.0,18590.0,19285.0,22755.0,22755.0,29230.0,17965.0,17965.0,17965.0,17480.0,17480.0,-0.00524935588614,0.0135390575919,0.0232329167139,0.0223412542781,0.020762151843,0,0,0,0,0,-0.948735755487,0.00414651596185,-0.0039339479537,-0.0377237408391
2008-05-09,2008-05-09,18060.0,18065.0,17900.0,17980.0,84358.0,85070.0,18125.0,18590.0,19285.0,22755.0,22755.0,29230.0,17965.0,17965.0,17965.0,17480.0,17480.0,0.00414651596185,0.0133227631123,0.0226650267073,0.0222982136404,0.0206985486373,0,0,0,0,0,-0.948735755487,-0.00803217169726,0.0076204084834,-0.0301033323557
2008-05-12,2008-05-12,17770.0,18080.0,17705.0,17910.0,163678.0,94412.0,17980.0,18590.0,19285.0,22755.0,22755.0,29230.0,17965.0,17965.0,17965.0,17480.0,17480.0,-0.00803217169726,0.0132557013418,0.0225975413094,0.0222760466949,0.0206854455843,-1,-1,-1,0,0,-0.948735755487,-0.00390081297085,0.00370084074092,-0.0264024916148
