Wind资讯,ZN1611.SHF,ZN1611.SHF
,沪锌1611,沪锌1611
日期,结算价,持仓量
2015-11-17,12740.00 ,6.00 
2015-11-18,12700.00 ,10.00 
2015-11-19,12115.00 ,12.00 
2015-11-20,12070.00 ,10.00 
2015-11-23,12405.00 ,28.00 
2015-11-24,12175.00 ,38.00 
2015-11-25,12745.00 ,38.00 
2015-11-26,13175.00 ,64.00 
2015-11-27,12925.00 ,72.00 
2015-11-30,12745.00 ,74.00 
2015-12-01,12800.00 ,74.00 
2015-12-02,12675.00 ,78.00 
2015-12-03,12400.00 ,78.00 
2015-12-04,12555.00 ,78.00 
2015-12-07,12660.00 ,78.00 
2015-12-08,12730.00 ,78.00 
2015-12-09,12485.00 ,76.00 
2015-12-10,12620.00 ,76.00 
2015-12-11,12620.00 ,80.00 
2015-12-14,12775.00 ,76.00 
2015-12-15,12790.00 ,74.00 
2015-12-16,12790.00 ,74.00 
2015-12-17,12650.00 ,80.00 
2015-12-18,12650.00 ,80.00 
2015-12-21,12910.00 ,82.00 
2015-12-22,12910.00 ,82.00 
2015-12-23,12915.00 ,82.00 
2015-12-24,12990.00 ,82.00 
2015-12-25,13060.00 ,80.00 
2015-12-28,13100.00 ,80.00 
2015-12-29,13070.00 ,78.00 
2015-12-30,13440.00 ,82.00 
2015-12-31,13560.00 ,82.00 
2016-01-04,13285.00 ,82.00 
2016-01-05,13405.00 ,80.00 
2016-01-06,13180.00 ,80.00 
2016-01-07,13160.00 ,84.00 
2016-01-08,12830.00 ,86.00 
2016-01-11,12955.00 ,86.00 
2016-01-12,12625.00 ,88.00 
2016-01-13,12595.00 ,96.00 
2016-01-14,12675.00 ,104.00 
2016-01-15,12740.00 ,110.00 
2016-01-18,12615.00 ,108.00 
2016-01-19,12835.00 ,112.00 
2016-01-20,12880.00 ,114.00 
2016-01-21,12800.00 ,114.00 
2016-01-22,12940.00 ,112.00 
2016-01-25,12940.00 ,110.00 
2016-01-26,12940.00 ,110.00 
2016-01-27,13235.00 ,110.00 
2016-01-28,13160.00 ,114.00 
2016-01-29,13125.00 ,114.00 
2016-02-01,13280.00 ,114.00 
2016-02-02,13280.00 ,114.00 
2016-02-03,13530.00 ,110.00 
2016-02-04,14060.00 ,114.00 
2016-02-05,13965.00 ,118.00 
2016-02-15,13985.00 ,110.00 
2016-02-16,13875.00 ,114.00 
2016-02-17,13725.00 ,112.00 
2016-02-18,13815.00 ,112.00 
2016-02-19,14000.00 ,118.00 
2016-02-22,14250.00 ,116.00 
2016-02-23,14230.00 ,118.00 
2016-02-24,14055.00 ,128.00 
2016-02-25,14370.00 ,136.00 
2016-02-26,14150.00 ,136.00 
2016-02-29,14270.00 ,146.00 
2016-03-01,14265.00 ,146.00 
2016-03-02,14415.00 ,148.00 
2016-03-03,14585.00 ,150.00 
2016-03-04,14715.00 ,154.00 
2016-03-07,14730.00 ,172.00 
2016-03-08,14485.00 ,178.00 
2016-03-09,14125.00 ,142.00 
2016-03-10,14285.00 ,146.00 
2016-03-11,14235.00 ,148.00 
2016-03-14,14355.00 ,148.00 
2016-03-15,14285.00 ,148.00 
2016-03-16,14285.00 ,148.00 
2016-03-17,14265.00 ,148.00 
2016-03-18,14575.00 ,154.00 
2016-03-21,14595.00 ,158.00 
2016-03-22,14595.00 ,158.00 
2016-03-23,14530.00 ,154.00 
2016-03-24,14420.00 ,156.00 
2016-03-25,14310.00 ,156.00 
2016-03-28,14365.00 ,156.00 
2016-03-29,14315.00 ,154.00 
2016-03-30,14255.00 ,154.00 
2016-03-31,14220.00 ,152.00 
2016-04-01,14420.00 ,152.00 
2016-04-05,14520.00 ,152.00 
2016-04-06,14370.00 ,154.00 
2016-04-07,14330.00 ,152.00 
2016-04-08,14070.00 ,152.00 
2016-04-11,14155.00 ,152.00 
2016-04-12,14125.00 ,152.00 
2016-04-13,14710.00 ,190.00 
2016-04-14,14965.00 ,192.00 
2016-04-15,14945.00 ,202.00 
2016-04-18,15215.00 ,200.00 
2016-04-19,15205.00 ,196.00 
2016-04-20,15255.00 ,178.00 
2016-04-21,15305.00 ,166.00 
2016-04-22,15155.00 ,162.00 
2016-04-25,15160.00 ,142.00 
2016-04-26,15045.00 ,144.00 
2016-04-27,15025.00 ,140.00 
2016-04-28,14990.00 ,146.00 
2016-04-29,15315.00 ,150.00 
2016-05-03,15330.00 ,182.00 
2016-05-04,15165.00 ,216.00 
2016-05-05,15045.00 ,214.00 
2016-05-06,14890.00 ,214.00 
2016-05-09,14995.00 ,218.00 
2016-05-10,14690.00 ,216.00 
2016-05-11,14900.00 ,218.00 
2016-05-12,15165.00 ,224.00 
2016-05-13,15010.00 ,228.00 
2016-05-16,15140.00 ,244.00 
2016-05-17,15170.00 ,248.00 
2016-05-18,15130.00 ,254.00 
2016-05-19,15050.00 ,254.00 
2016-05-20,15005.00 ,260.00 
2016-05-23,14945.00 ,348.00 
2016-05-24,14680.00 ,330.00 
2016-05-25,14690.00 ,274.00 
2016-05-26,14790.00 ,438.00 
2016-05-27,15000.00 ,460.00 
2016-05-30,15080.00 ,508.00 
2016-05-31,15130.00 ,506.00 
2016-06-01,15105.00 ,518.00 
2016-06-02,15565.00 ,1070.00 
2016-06-03,15570.00 ,1066.00 
2016-06-06,15840.00 ,1468.00 
2016-06-07,15785.00 ,1494.00 
2016-06-08,15630.00 ,1586.00 
2016-06-13,16005.00 ,2694.00 
2016-06-14,15885.00 ,2808.00 
2016-06-15,15705.00 ,2828.00 
2016-06-16,15735.00 ,3100.00 
2016-06-17,15630.00 ,3452.00 
2016-06-20,15650.00 ,4004.00 
2016-06-21,15790.00 ,4320.00 
2016-06-22,15785.00 ,4464.00 
2016-06-23,15840.00 ,4562.00 
2016-06-24,15700.00 ,4918.00 
2016-06-27,15695.00 ,5038.00 
2016-06-28,15940.00 ,5334.00 
2016-06-29,16220.00 ,8364.00 
2016-06-30,16450.00 ,10072.00 
2016-07-01,16500.00 ,11304.00 
2016-07-04,16790.00 ,14272.00 
2016-07-05,16540.00 ,15198.00 
2016-07-06,16470.00 ,16212.00 
2016-07-07,16485.00 ,16014.00 
2016-07-08,16430.00 ,15766.00 
2016-07-11,16730.00 ,17570.00 
2016-07-12,16785.00 ,17620.00 
2016-07-13,17075.00 ,21838.00 
2016-07-14,16960.00 ,23000.00 
2016-07-15,17025.00 ,24144.00 
2016-07-18,17110.00 ,25952.00 
2016-07-19,17225.00 ,33112.00 
2016-07-20,17285.00 ,36364.00 
2016-07-21,17295.00 ,39630.00 
2016-07-22,17470.00 ,43242.00 
2016-07-25,17400.00 ,47104.00 
2016-07-26,17335.00 ,51668.00 
2016-07-27,17160.00 ,58976.00 
2016-07-28,16980.00 ,63060.00 
2016-07-29,17050.00 ,67824.00 
2016-08-01,17280.00 ,75780.00 
2016-08-02,17415.00 ,80902.00 
2016-08-03,17465.00 ,87756.00 
2016-08-04,17365.00 ,89954.00 
2016-08-05,17395.00 ,91034.00 
2016-08-08,17470.00 ,95602.00 
2016-08-09,17465.00 ,100020.00 
2016-08-10,17565.00 ,109644.00 
2016-08-11,17735.00 ,112258.00 
2016-08-12,17590.00 ,111552.00 
2016-08-15,17300.00 ,114132.00 
2016-08-16,17335.00 ,121902.00 
2016-08-17,17310.00 ,124978.00 
2016-08-18,17470.00 ,135592.00 
2016-08-19,17525.00 ,139876.00 
2016-08-22,17515.00 ,144824.00 
2016-08-23,17560.00 ,156022.00 
2016-08-24,17615.00 ,165996.00 
2016-08-25,17465.00 ,184674.00 
2016-08-26,17805.00 ,227970.00 
2016-08-29,17945.00 ,241520.00 
2016-08-30,17865.00 ,256038.00 
2016-08-31,18015.00 ,290696.00 
2016-09-01,18170.00 ,332138.00 
2016-09-02,18410.00 ,348710.00 
2016-09-05,18440.00 ,331278.00 
2016-09-06,18310.00 ,321234.00 
2016-09-07,18205.00 ,310582.00 
2016-09-08,18140.00 ,308286.00 
2016-09-09,18095.00 ,308740.00 
2016-09-12,17880.00 ,283614.00 
2016-09-13,17770.00 ,276084.00 
2016-09-14,17620.00 ,263898.00 
2016-09-19,17530.00 ,265858.00 
2016-09-20,17820.00 ,266488.00 
2016-09-21,18005.00 ,252536.00 
2016-09-22,17900.00 ,240630.00 
2016-09-23,17950.00 ,226092.00 
2016-09-26,17715.00 ,222622.00 
2016-09-27,17840.00 ,210684.00 
2016-09-28,18020.00 ,199662.00 
2016-09-29,18180.00 ,181506.00 
2016-09-30,18225.00 ,167862.00 
2016-10-10,18270.00 ,159598.00 
2016-10-11,18210.00 ,145384.00 
2016-10-12,17840.00 ,127726.00 
2016-10-13,17845.00 ,120790.00 
2016-10-14,17765.00 ,114708.00 
2016-10-17,17955.00 ,108232.00 
2016-10-18,18080.00 ,102334.00 
2016-10-19,18200.00 ,99268.00 
2016-10-20,18255.00 ,93586.00 
2016-10-21,18245.00 ,89018.00 
2016-10-24,18175.00 ,76450.00 
2016-10-25,18780.00 ,69142.00 
2016-10-26,18900.00 ,65030.00 
2016-10-27,18855.00 ,62746.00 
2016-10-28,19090.00 ,57898.00 
2016-10-31,19270.00 ,52926.00 
2016-11-01,19825.00 ,49700.00 
2016-11-02,19645.00 ,43900.00 
2016-11-03,19505.00 ,37740.00 
2016-11-04,19795.00 ,32480.00 
2016-11-07,19895.00 ,29940.00 
2016-11-08,19985.00 ,26740.00 
2016-11-09,20005.00 ,23530.00 
2016-11-10,20605.00 ,22310.00 
2016-11-11,20715.00 ,22390.00 
2016-11-14,20685.00 ,21880.00 
2016-11-15,21725.00 ,21000.00 
