一德期货,万达期货,三五九,上海东亚,上海东方,上海东证,上海中期,上海久恒,上海五矿,上海众鑫,上海南都,上海大陆,上海恒洋,上海普民,上海浙石,上海良茂,上海通联,上海金城,上海金源,上海金鹏,东兴期货,东吴期货,东方汇金,东海期货,东航期货,东证期货,东银期货,中信建投,中信新际,中信期货,中信汇理,中化物产,中原期货,中国国际,中大期货,中天期货,中山期货,中州期货,中投期货,中晟期货,中期嘉合,中期期货,中电投,中粮期货,中航期货,中融汇信,中衍期货,中证期货,中诚期货,中谷期货,中财期货,中辉期货,中金期货,中钢期货,中铝国贸,中银国际,乾坤期货,云南国资,云晨期货,五矿实达,五矿期货,五矿海勤,五矿经易,京都期货,信达期货,倍特期货,先融期货,光大期货,兴业期货,兴证期货,冠通期货,创元期货,北京中期,北京首创,北方期货,华信万达,华元期货,华创期货,华安期货,华泰期货,华泰长城,华煜期货,华联期货,华融期货,华西期货,华证期货,华金期货,华鑫期货,华闻期货,华龙期货,南华期货,南粤期货,南证期货,同信久恒,和合期货,和融期货,四川天元,国信期货,国元安泰,国元期货,国元海勤,国富期货,国投安信,国投期货,国民期货,国泰君安,国海良时,国联期货,国贸期货,国都期货,国金期货,国际期货,大华期货,大地期货,大有期货,大越期货,大连良运,大通期货,天富期货,天津金谷,天琪期货,天风期货,天鸿期货,宁波杉立,安信期货,安徽华物,安粮期货,宏源期货,宝利华,宝城期货,山东泉鑫,山西三立,山西物产,山金期货,平安期货,广发期货,广州期货,广晟期货,广永期货,建信期货,建证期货,弘业期货,弘信期货,德盛期货,德邦期货,徽商期货,恒泰期货,成都倍特,招商期货,招金期货,摩根大通,新天期货,新晟期货,新湖期货,新疆天利,新纪元,方正中期,方正期货,无锡国联,晟鑫期货,株冶火炬,株冶集团,格林大华,格林期货,民安期货,民生期货,永安期货,汇鑫期货,江南期货,江海汇鑫,江苏东华,江苏弘业,江苏文峰,江苏苏物,江西瑞奇,河北恒银,河南万达,津投期货,浙商期货,浙新世纪,浙江中大,浙江大地,浙江大越,浙江天地,浙江天马,浙江新华,浙江永安,浙江良时,浙江金达,浙江金迪,海南星海,海富期货,海航东银,海航期货,海证期货,海通期货,深圳金汇,深圳金牛,混沌天成,渤海期货,湖南大有,湖南泰阳,湘财祈年,烟台中州,珠江期货,瑞达期货,瑞龙期货,甘肃陇达,申万期货,盛达期货,神华期货,福能期货,科信期货,紫金矿业,红塔期货,经易期货,美尔雅,苏州中辰,英大期货,葫芦岛锌,西南期货,西部期货,象屿期货,豫粮期货,财富期货,财达期货,辽宁中期,迈科期货,通惠期货,道通期货,重庆先融,金信期货,金元期货,金友期货,金川集团,金昌期货,金瑞期货,金石期货,金鹏期货,鑫国联,鑫德投资,铜冠金源,银建期货,银河期货,锌业股份,锦泰期货,长城伟业,长安期货,长江期货,陕西长安,集成利,集成期货,青铜峡,首创京都,鲁能金穗,鲁证期货,鸿海期货,鼎鑫期货
-1114,0,0,1361,0,0,-6045,-1282,-95,0,0,3132,0,0,700,0,-1089,0,230,1304,0,339,0,0,-134,-1165,0,408,-2226,0,0,0,0,0,0,0,0,0,0,501,0,0,0,-2636,35,0,0,-6455,0,0,0,0,0,-1993,0,0,0,0,3428,-3527,0,0,0,0,0,0,0,0,0,0,0,0,227,-260,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,3057,0,0,0,0,-500,0,0,0,0,0,0,0,0,0,0,282,0,731,0,0,5276,0,0,-1604,0,0,0,0,0,0,0,0,-172,0,0,0,-1631,0,-1303,0,0,0,0,-507,236,0,0,-31,0,0,0,0,227,0,0,0,0,0,-1945,0,0,0,0,0,0,0,13,0,-558,0,0,0,0,0,0,0,0,0,0,-1133,5621,0,75,0,0,0,0,0,1069,1349,449,3203,0,2255,0,3096,0,0,0,0,0,-1183,0,0,0,-678,0,0,0,0,0,0,0,1095,1542,0,0,0,0,0,0,400,0,0,1722,0,0,0,0,0,0,0,0,0,0,0,-4239,0,0,0,0,0,0,800,-1655,-3457,0,0,0,0,0,0,618,-500,0,-2186,0,0,0,0,360,0,0,0,951,0,0
-994,702,0,1539,0,0,-4976,-1292,-95,0,0,3934,0,0,0,0,-1317,0,-54,2271,0,-180,0,0,-134,-732,0,0,-2155,0,0,0,0,0,0,0,0,0,0,574,0,0,0,-2551,44,0,0,-6789,0,0,0,2457,0,-2174,-100,0,0,0,1499,-3113,0,3059,0,0,0,0,0,0,0,0,661,0,205,-257,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,2293,0,0,0,0,-500,0,0,0,0,0,0,0,0,0,0,-130,0,685,0,0,5121,0,0,-1598,0,1521,0,0,0,0,0,0,-162,0,0,0,-1652,0,0,0,0,0,0,0,312,0,0,-21,0,0,0,0,247,0,0,0,0,0,-2357,0,0,0,0,0,0,0,-995,0,-728,0,0,0,0,0,0,0,0,0,0,-1144,2457,0,20,0,0,0,0,0,0,605,0,2932,0,720,0,3172,0,0,0,0,0,-1224,0,0,0,-678,0,0,0,0,0,0,0,-204,1168,0,0,0,0,0,0,400,0,0,2009,0,0,0,0,0,0,0,0,0,0,0,-3347,0,0,0,0,0,0,0,-1212,-3384,0,0,0,0,0,0,1646,-500,0,-1419,0,0,0,0,341,0,0,0,926,0,0
-948,641,0,2039,0,0,-5701,-732,-10,0,0,4591,0,0,0,0,-1855,0,-108,1764,0,519,0,0,-134,-1515,0,0,-1894,0,0,0,0,0,0,0,0,0,0,0,0,521,0,-2675,39,0,0,-6392,0,0,0,2893,0,-1921,-1716,0,0,0,1499,-3634,0,3573,0,0,0,0,0,0,0,0,706,0,205,-245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3642,0,0,0,0,-500,0,0,0,0,0,0,0,0,0,0,544,0,43,0,0,4274,0,0,-1554,0,1539,0,0,0,0,0,0,-161,0,0,0,-1470,0,0,0,0,0,0,0,1486,0,0,-65,0,0,0,0,250,0,0,0,0,0,-2700,0,0,0,0,0,0,0,-734,0,-647,0,0,0,0,0,0,0,0,0,0,-921,2004,0,40,0,0,0,0,0,-799,96,1476,2437,0,3796,0,2593,0,0,0,0,0,-1247,0,0,0,-678,0,0,0,0,0,0,0,-292,1094,0,0,0,0,0,0,400,0,0,2244,0,0,0,0,0,0,0,0,0,0,0,-3375,0,0,0,0,0,0,0,-1212,-3531,0,0,0,0,0,0,218,-500,0,-1623,0,0,0,0,142,0,0,0,930,0,0
-308,0,0,3110,0,0,-5951,-530,-80,0,0,4398,0,0,0,0,-1935,0,565,0,0,-181,0,0,0,-1524,0,0,-1543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1594,39,0,0,-6059,0,0,0,2423,0,-1919,-1716,0,0,0,1717,-3744,0,3583,0,0,0,0,0,0,0,0,1016,0,205,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3430,0,0,0,0,-500,0,0,0,0,0,0,0,0,0,0,-120,0,-476,0,0,817,0,0,-1543,0,1630,0,0,0,0,0,0,-162,0,0,0,-962,0,0,0,0,0,0,0,-281,0,966,9,0,0,0,0,300,0,0,0,2054,0,-1851,0,0,0,0,0,0,0,0,0,-1134,0,-46,0,0,0,0,0,0,0,0,-695,5238,0,40,0,0,0,0,0,-145,-896,0,-1255,0,3115,0,2615,0,0,0,0,0,-1077,0,0,619,-555,0,0,0,0,0,0,0,1401,1764,0,0,0,0,0,0,400,0,0,2004,0,0,0,0,0,0,0,0,0,0,0,-4257,0,0,0,0,0,0,500,-1212,-3558,0,0,0,0,0,0,1462,-500,0,-1725,0,0,0,0,254,0,0,0,886,0,0
-420,0,0,3110,0,0,-5659,-474,-110,0,0,4669,0,10,0,0,-1912,0,510,0,0,-130,0,-432,0,-1637,0,0,-1384,0,0,0,0,0,0,0,0,0,0,489,0,0,0,-1798,35,0,0,-5682,0,0,0,3023,0,-1939,-1716,0,0,0,1901,-3768,0,3644,0,0,0,0,0,0,0,0,978,0,0,-243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974,0,0,0,0,-500,0,0,0,0,0,0,0,0,0,0,-120,0,43,0,0,2145,0,0,-646,0,1600,0,0,0,0,0,0,-144,0,0,0,0,0,0,0,0,0,0,0,805,0,1181,9,0,0,0,0,320,0,0,0,2181,0,-1043,0,0,0,0,0,0,0,0,0,-1041,0,0,0,0,0,0,0,0,0,0,-1460,1990,0,40,0,0,0,0,0,1070,208,117,-1355,0,2608,0,824,0,0,0,0,0,-1069,0,0,603,-555,0,0,0,0,0,0,0,1478,-446,0,0,0,0,0,0,400,0,0,3361,0,0,0,0,0,0,0,0,0,0,0,-3747,0,0,0,0,0,0,0,-1212,-3337,0,0,0,0,0,0,2037,-500,0,-1819,0,0,0,0,254,0,0,0,-495,0,0
-439,0,0,3510,0,0,-6524,-474,-140,0,0,5368,0,0,0,0,-2252,0,440,-25,0,-100,0,0,0,-1598,0,0,-1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2798,123,0,0,-5954,0,0,0,0,0,-1974,-1716,0,0,0,1355,-3474,0,3848,0,0,0,0,0,0,0,0,1098,0,0,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-60,0,1298,0,0,0,0,-500,0,0,0,0,0,0,0,0,0,0,2310,0,-520,0,0,-233,0,0,-647,0,1418,0,0,0,0,0,0,-139,0,0,0,-958,0,1057,0,0,0,0,0,292,0,0,55,0,0,0,0,325,0,0,0,2668,0,-1339,0,0,0,0,0,0,0,1504,0,-655,0,0,0,0,0,0,0,0,0,0,-688,1112,0,-337,0,0,0,0,0,1626,-680,117,-1289,0,3923,1110,2111,0,0,0,0,0,-1066,0,0,371,-555,0,0,0,0,0,0,0,-739,-472,0,0,0,0,0,0,400,0,0,4068,0,0,0,0,0,0,0,0,0,0,0,-3418,0,0,25,0,0,0,308,-1212,-3444,0,0,0,0,0,0,3597,-500,0,-1602,0,0,0,0,254,0,0,0,-469,0,0
-485,0,0,3519,-270,0,-7571,-474,-140,0,0,7192,0,10,0,0,-2124,0,276,-25,0,0,0,280,0,-1595,0,0,-1837,0,0,0,0,0,0,0,0,0,0,989,0,0,0,-3073,35,0,0,-6615,0,0,0,0,0,-1999,-2116,0,0,0,2254,-3934,0,3692,0,0,0,0,0,0,0,0,1436,0,-262,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-60,0,1775,0,210,0,0,-500,0,0,0,0,0,0,0,0,0,0,232,0,-494,0,0,5674,0,0,-521,0,1332,0,0,200,0,0,0,-136,0,0,0,-853,0,0,0,0,0,0,-1101,-1162,0,1039,82,0,0,0,0,318,0,0,0,3057,0,-3267,0,0,0,0,0,0,0,0,0,-1048,0,0,0,0,0,0,0,0,0,0,-688,2491,0,-337,0,0,0,-58,0,1599,-349,87,-754,0,4229,-343,792,0,0,0,0,0,-1057,0,0,363,-555,0,0,0,0,0,0,0,288,1975,0,0,0,0,0,0,92,0,0,3312,0,0,0,0,0,0,0,0,0,0,0,-4479,0,0,0,0,0,0,0,-1212,-3886,0,0,0,0,0,0,3673,-500,0,-2568,0,0,0,0,134,0,0,0,-78,0,0
-484,0,0,4241,-270,0,-8277,-1513,-140,0,0,7599,0,0,0,0,-2092,0,78,0,0,0,0,2778,0,-1775,0,0,-2865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4188,124,0,0,-6660,0,0,0,0,0,-2140,-2116,0,0,0,2991,-4240,0,3681,0,0,0,0,0,0,0,0,1370,0,-347,1339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-60,0,1479,0,208,0,0,-500,0,0,0,0,0,0,0,0,0,0,89,0,-325,0,0,6425,0,0,-460,0,1504,0,0,200,0,0,0,-114,0,0,0,-1017,0,0,0,0,0,0,-1135,1623,0,-90,133,0,0,0,0,378,0,0,0,2839,0,-3283,0,0,0,0,0,0,0,0,0,-42,0,0,0,0,0,0,0,0,0,0,-635,3695,0,-239,0,0,0,-58,0,1641,-510,0,-940,0,2922,-345,904,0,0,0,0,0,-1033,0,0,435,-675,0,0,0,0,0,0,0,17,2116,0,0,0,0,0,0,92,0,0,2935,0,0,0,0,0,0,0,0,0,0,0,-3681,0,0,40,0,0,0,0,-1212,-3944,0,0,0,0,0,0,3019,-500,0,-3321,0,0,0,0,-25,0,0,0,-85,0,0
-999,0,0,4580,0,0,-8901,-1513,-140,0,0,8789,0,0,0,0,-2313,0,-127,719,0,0,0,3329,0,-1810,0,0,-2785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2884,80,0,0,-7149,0,0,0,0,0,-2260,-2516,0,0,0,2944,-4304,0,3681,0,0,0,0,0,1432,0,0,0,0,-350,1244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-60,0,1552,0,0,0,0,-500,0,0,0,0,0,0,0,0,0,0,0,0,-320,0,0,5492,0,0,-277,0,1425,0,0,0,0,0,0,103,0,0,0,-1502,0,0,0,0,0,0,-1175,696,0,0,133,0,0,0,0,328,0,0,0,2600,0,-3360,0,0,0,0,0,0,0,-371,0,-121,0,0,0,0,0,0,0,0,0,0,-423,4066,0,-278,0,0,0,-58,0,1542,-437,0,2400,0,5431,-384,1912,0,0,0,0,0,-832,0,0,1867,-675,0,0,0,0,0,0,0,-290,-370,0,0,0,0,0,0,22,0,0,3344,0,0,0,0,0,0,-270,0,0,0,0,-3739,0,0,0,0,0,0,0,-1212,-4130,0,0,0,0,0,0,2888,-500,0,-2427,0,0,0,0,-85,0,0,0,1232,0,0
-815,0,0,4742,0,0,-9026,-1276,-140,0,0,7236,0,0,0,0,-2105,0,340,-25,0,0,0,2971,-250,-1751,0,0,-2992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3619,115,0,0,-7235,0,0,0,0,0,-2267,-2516,0,0,0,3116,-4185,0,3678,0,0,0,0,0,1493,0,0,0,0,0,-225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-60,0,1312,0,0,0,0,-500,0,0,0,0,0,0,0,0,0,0,0,0,-45,0,0,8428,0,0,-217,0,1557,0,0,0,0,0,0,112,0,0,0,-1524,0,0,0,0,0,0,-1274,1143,0,1411,95,0,0,0,0,509,0,0,0,-117,0,-3282,0,0,0,0,0,0,0,-165,0,-201,0,0,0,0,0,0,0,0,0,0,-410,3930,0,-297,0,0,0,-58,0,1542,-352,1908,2771,0,5243,-393,2171,0,0,0,0,0,-847,0,0,1877,-675,0,0,0,0,0,0,0,-506,2185,0,0,0,0,0,0,21,0,0,3435,0,0,0,0,0,0,-221,0,0,0,0,-3752,0,0,0,0,0,0,0,-1208,-3969,0,0,0,0,0,0,-346,-500,0,-3227,0,0,0,0,386,0,0,0,-310,0,0
-930,0,0,4844,-270,0,-8233,0,-140,0,0,4524,0,0,0,0,-2197,0,270,0,0,0,0,4231,-250,-1846,0,0,-2669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1555,170,0,0,-6865,0,0,0,0,0,-2375,-2516,0,0,0,3486,-4142,0,4608,0,0,0,0,0,1418,0,0,509,0,0,-120,0,0,0,0,50,0,0,0,0,0,0,0,0,0,-60,0,511,0,0,0,0,-400,0,0,0,0,0,0,0,0,0,0,0,0,-316,0,0,8134,0,0,-55,0,2126,0,0,0,0,0,0,115,0,0,0,-2893,0,0,0,0,0,0,-1312,1054,0,229,36,0,0,0,0,587,0,0,0,-506,0,-3678,0,0,0,0,0,0,0,1198,0,340,0,0,0,0,0,0,0,0,0,0,-281,3727,0,-300,0,0,0,0,0,0,-640,2526,2562,0,2728,-435,778,0,0,0,0,0,-1030,0,0,1812,-675,0,0,0,0,0,0,0,-501,2190,0,0,0,0,0,0,-1,0,0,3977,0,0,0,0,0,0,-220,0,0,0,0,-3495,0,0,0,0,0,0,0,-1384,-3789,0,0,0,0,0,0,23,-500,0,-3143,0,0,0,0,360,0,0,0,-222,0,0
-1802,0,0,0,0,0,-7938,0,-140,0,0,7952,0,0,0,0,-1341,0,-172,0,0,0,0,3179,-249,-1939,0,0,-2525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-53,134,0,0,-6659,0,0,0,0,0,-1309,0,0,0,0,3375,-3629,0,2871,0,0,0,0,0,1932,0,0,508,414,0,-61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-60,0,1039,0,0,0,0,-400,0,0,0,0,0,0,0,0,0,0,0,0,-312,0,0,4493,0,0,-1021,0,0,0,0,0,0,0,0,120,0,0,0,-3540,0,0,0,0,0,0,-1499,1451,0,-120,36,0,0,0,0,301,0,0,0,-473,0,-3361,0,0,0,-171,0,0,0,-406,0,423,0,0,0,0,0,0,0,0,0,0,-255,3880,0,-301,0,0,0,0,0,1276,1508,2100,3782,0,3399,0,-1165,0,0,0,0,0,-1043,0,0,1746,-670,0,0,0,0,0,0,0,-493,1708,0,0,0,0,0,0,400,0,0,2040,0,0,0,0,0,0,-199,0,0,0,0,-3956,0,0,0,0,0,0,0,-1384,-3817,0,0,0,0,0,0,4924,-500,0,-2267,0,0,0,0,345,0,0,0,-1128,0,0
-1800,0,0,0,0,0,-7993,0,-140,0,0,8112,0,0,0,0,-1350,0,-175,2002,0,0,0,1893,-249,-1849,0,0,-2631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2358,127,0,0,-6959,0,0,0,0,0,-2725,0,0,0,0,3928,-3580,0,3034,0,0,0,0,0,1902,0,0,519,0,0,-61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-60,0,1276,0,0,0,0,-400,0,245,0,0,0,0,0,0,0,-1158,0,0,308,0,0,6814,0,0,-12,0,0,0,0,0,0,0,0,129,0,0,0,-3647,0,0,0,0,0,0,-1504,2441,0,-140,49,0,0,0,0,704,0,0,0,418,0,-3365,0,0,0,-1423,0,0,0,923,0,370,0,0,0,0,0,0,0,0,0,0,-255,3959,0,-311,0,0,0,0,0,0,1526,821,3599,0,3585,0,629,0,0,0,0,0,-1027,0,0,2329,-1291,0,0,0,0,0,0,0,-473,2257,0,0,0,0,0,0,400,0,0,3104,0,0,0,0,0,0,-199,0,0,0,0,-3288,0,0,0,0,0,0,0,-1384,-4024,0,0,0,0,0,0,1392,-500,0,-2732,0,0,0,0,80,0,0,0,-207,0,0
-1391,0,0,0,0,0,-8068,0,-140,0,0,9299,0,0,0,0,-1656,0,455,2211,0,0,0,1724,-249,-2064,0,0,-1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-661,121,0,0,-7380,0,0,0,0,0,-1559,0,0,0,0,4347,-3665,0,3030,0,0,0,0,0,2407,0,0,1700,0,0,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-60,0,2354,0,0,0,0,-400,0,-377,0,0,0,0,0,0,0,-1657,0,0,-165,0,0,5032,0,0,-970,0,0,0,0,0,0,0,0,120,0,0,0,-2691,0,0,0,0,0,0,-1503,578,0,0,49,0,0,0,0,285,0,0,0,-320,0,-2871,0,0,0,-165,0,0,0,1077,0,497,0,0,0,0,0,0,0,0,0,0,-252,4374,0,-306,0,0,0,0,0,0,795,2064,4486,0,1770,0,-93,0,0,0,0,0,-1026,0,0,1893,-670,0,0,0,0,0,0,0,-536,2418,0,0,0,0,0,0,400,0,0,1361,0,0,0,0,0,0,-197,0,0,0,0,-3280,0,0,0,0,0,0,0,-1384,-3795,0,0,0,0,0,0,4827,-500,0,-2286,0,0,0,0,80,0,0,0,-1308,0,0
-1846,0,0,0,0,0,-7104,0,-140,0,0,10364,0,0,155,0,-1399,0,435,0,0,0,0,1817,-249,-1979,0,0,-1868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1781,150,0,0,-7346,0,0,0,0,0,-1209,0,0,0,0,4462,-3564,0,5014,0,0,0,0,0,2682,0,0,514,0,0,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-60,0,1239,0,0,0,0,-400,0,-350,0,0,0,0,0,0,0,-1872,0,0,-83,0,0,4399,0,0,-398,0,1265,0,0,0,0,0,0,122,0,0,0,-4153,0,0,0,0,0,0,-1285,799,0,0,-45,0,0,0,0,606,0,-955,0,-1423,0,-4340,0,0,0,-164,0,0,0,955,0,340,0,0,0,0,0,0,0,0,0,0,-230,4538,0,-306,0,0,0,0,0,1174,1565,816,3733,0,3430,0,315,0,0,0,0,0,-1025,0,0,1803,-1311,0,0,0,0,0,0,0,-534,1018,0,40,0,0,0,0,400,0,0,989,0,0,0,0,0,0,-197,0,0,0,0,-3840,0,0,0,0,0,0,0,-1384,-3209,0,0,0,0,0,0,4294,-500,0,-1698,0,0,0,0,74,0,0,0,-1120,0,0
-1820,0,0,0,0,0,-7670,0,-140,0,0,8381,0,0,155,0,-1204,0,435,897,0,0,0,938,-249,-2002,0,0,-2012,0,0,0,0,0,0,0,0,0,0,1075,0,0,0,-1456,120,0,0,-7213,0,0,0,0,0,-1059,80,0,0,0,4560,-3482,0,3168,0,0,1107,0,0,2954,0,0,0,0,0,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-60,0,1507,0,0,0,0,-400,0,295,0,0,0,0,0,0,0,-736,0,0,67,0,0,6564,0,0,340,0,1264,0,0,0,0,0,0,727,0,0,0,-4320,0,0,0,0,0,0,-1242,1819,0,-140,-40,0,0,0,0,982,0,-1062,0,-1402,0,-4140,0,0,0,-164,0,0,0,1352,0,340,0,0,0,0,0,0,0,0,0,0,-230,4105,0,-336,0,0,0,0,0,-109,1948,1146,1903,0,409,0,256,0,0,0,0,0,-1025,0,0,1769,-1315,0,0,0,0,0,0,0,-512,1079,0,40,0,0,0,0,400,0,0,-953,0,0,0,0,0,0,-197,0,0,0,0,-2957,0,0,0,0,-1136,0,0,-1376,-3351,0,0,0,0,0,0,4715,-500,0,-2005,0,0,0,0,74,0,0,0,-202,0,0
-1827,0,0,0,0,0,-6719,0,-140,0,0,5992,0,0,155,0,-1169,0,-587,2223,0,0,0,920,-249,-1979,0,0,-1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1374,117,0,0,-7056,0,0,0,0,0,-1635,1165,0,0,0,4813,-3426,0,3321,0,0,0,0,0,2912,0,0,1164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-60,0,2228,0,0,0,0,-400,0,294,0,0,0,0,0,0,0,-2007,0,0,144,0,0,8173,-20,0,371,0,1314,0,0,0,0,0,0,131,-33,0,0,-4453,0,0,0,0,0,0,-1255,363,0,-140,-37,0,0,0,0,1181,0,0,0,-1460,0,-4356,0,0,0,-164,0,0,0,0,0,354,0,0,0,0,0,0,0,0,0,0,-203,4196,0,-371,0,0,0,0,0,-13,1998,1081,3423,0,-37,0,-230,0,0,0,0,0,-1068,0,0,1797,-670,0,0,0,0,0,0,0,-485,2010,0,40,-1039,0,0,0,400,0,0,-676,0,0,0,0,0,0,-187,0,0,0,0,-3798,0,0,0,0,0,0,0,-1381,-3371,0,0,0,0,0,0,4853,-500,0,-872,0,0,0,0,74,0,0,0,-200,0,0
-1887,911,0,0,0,0,-7662,0,0,0,0,1964,0,0,155,0,-1074,0,-679,0,0,0,0,615,-249,-1947,0,0,-2051,0,0,0,0,0,0,0,0,0,0,818,0,0,0,-1194,80,0,0,-6976,0,0,0,0,0,-1799,1000,0,0,0,4868,-3141,0,3131,0,0,0,0,0,2772,0,0,74,0,0,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-60,0,2281,0,0,0,0,0,0,295,0,0,0,0,0,0,0,-2047,0,0,-30,0,0,7483,0,0,360,0,1016,0,0,0,0,0,0,135,-33,0,0,-4247,0,0,0,0,0,0,-1241,563,0,0,-170,0,0,0,0,1137,0,0,0,-1521,0,-3413,0,0,0,-2794,0,0,0,0,0,353,0,0,0,0,0,0,0,0,0,0,-203,3373,0,-371,0,0,0,0,0,0,1885,935,3677,0,3563,0,813,0,0,0,0,0,-768,0,0,1621,-670,0,0,0,0,0,0,0,-250,913,0,40,0,0,0,0,300,0,0,-523,0,0,0,0,0,0,-186,0,0,0,0,-2726,0,0,0,0,0,0,0,-1300,-4085,0,0,0,0,0,0,4514,-300,0,-1157,0,0,0,0,62,0,0,0,-199,0,0
-2018,892,0,0,0,0,-7333,0,0,0,0,30,0,0,155,0,0,0,310,0,0,747,0,1026,-1732,-1821,0,0,-2102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-989,86,0,0,-7222,0,0,0,0,0,838,1000,0,0,0,4715,-3019,0,1716,0,0,0,0,0,2519,0,0,-858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-60,0,2431,0,0,0,0,0,0,294,0,0,0,0,0,0,0,-2258,0,0,-30,0,0,8915,0,0,-882,0,0,0,0,0,0,0,0,45,-33,0,0,-4259,0,661,0,0,0,0,-1242,722,0,0,-203,0,0,0,0,1349,0,0,0,-1896,0,-3745,0,0,0,-163,0,0,0,-861,0,404,0,0,0,0,0,0,0,0,0,0,-203,3440,0,-371,0,0,0,0,0,-664,1134,758,3007,0,5191,773,3090,0,0,0,0,0,-768,0,0,919,-670,0,0,27,0,0,0,0,-232,1089,0,40,0,0,0,0,300,0,0,-639,0,0,0,0,0,0,-186,0,0,0,0,-1726,0,0,0,0,0,0,0,-1308,-3460,0,0,0,0,0,0,4849,-300,0,-1402,0,0,0,0,62,0,0,0,-985,0,0
-2115,777,0,0,0,0,-7336,0,0,0,0,30,0,0,181,0,-1806,0,310,0,0,740,0,1739,-249,-2035,0,0,-2103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1133,-35,0,0,-7203,0,0,0,0,0,768,1000,0,0,0,4808,-3575,0,150,0,0,820,0,0,1989,0,0,-643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-60,0,2074,0,0,0,0,0,0,-1615,0,0,0,0,0,0,0,-974,0,0,794,0,0,9138,0,0,-745,0,0,0,0,0,0,0,0,136,-33,0,0,-4593,0,0,0,0,0,0,-1241,1844,0,0,-203,0,0,0,0,284,0,0,0,-1758,0,-1618,0,0,0,-163,0,0,0,0,0,340,0,-500,0,0,0,0,0,0,0,0,-203,4024,0,-371,0,0,0,0,0,1214,1977,2002,3099,0,4036,0,659,0,0,0,0,0,-768,0,0,971,-670,0,0,0,0,0,0,0,-260,1355,0,40,0,0,0,0,300,0,0,-1019,0,0,0,0,0,0,-185,0,0,0,0,-2234,0,0,0,0,0,0,0,-1308,-3502,0,0,0,0,0,0,5414,-300,0,-2501,0,0,0,0,62,0,0,0,-953,0,0
-2055,680,0,0,0,0,-7400,0,0,0,0,30,0,0,181,0,-1459,0,310,0,0,775,0,1729,-249,-2016,0,0,-2349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-743,96,0,0,-6973,0,0,0,0,0,748,1000,0,0,0,4146,-3879,0,150,0,0,0,0,0,1847,0,0,-651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-60,0,3105,0,0,0,0,0,0,-1724,0,0,0,0,0,0,0,-2500,0,0,-30,0,0,4889,0,0,-1943,0,0,0,0,0,0,0,0,46,-33,0,0,-4305,0,45,0,0,0,0,0,1950,0,0,-159,0,0,0,0,1852,0,0,0,-1720,0,-1319,0,0,0,-163,0,0,0,933,0,370,0,0,0,0,0,0,0,0,0,0,-203,4184,0,-281,0,0,0,0,0,1041,2303,2001,2772,0,5099,0,2254,0,0,0,0,0,-768,0,0,939,-670,0,0,0,0,0,0,0,-210,1475,0,40,0,0,1058,0,300,0,0,-995,0,0,0,0,0,0,-185,0,0,0,0,-3086,0,0,-29,0,-1019,0,0,-1130,-3316,0,0,0,0,0,0,5609,-300,0,-2170,0,0,0,0,62,0,0,0,-198,0,0
