category_buy,buy_sum,buy_chg,category_sell,sell_sum,update_date
期货公司  ,23787,-619,期货公司  ,23566,2014-01-10
非期货公司,0,0,非期货公司,221,2014-01-10
期货公司  ,27416,201,期货公司  ,27692,2014-01-10
非期货公司,1028,0,非期货公司,752,2014-01-10
期货公司  ,17434,289,期货公司  ,16874,2014-01-10
非期货公司,1288,0,非期货公司,1848,2014-01-10
期货公司  ,3560,-695,期货公司  ,2945,2014-01-13
非期货公司,0,0,非期货公司,615,2014-01-13
期货公司  ,18217,-224,期货公司  ,18217,2014-01-13
非期货公司,0,0,非期货公司,0,2014-01-13
期货公司  ,23686,-101,期货公司  ,23465,2014-01-13
非期货公司,0,0,非期货公司,221,2014-01-13
期货公司  ,28228,812,期货公司  ,28554,2014-01-13
非期货公司,1078,50,非期货公司,752,2014-01-13
期货公司  ,18071,637,期货公司  ,17511,2014-01-13
非期货公司,1288,0,非期货公司,1848,2014-01-13
期货公司  ,2735,-825,期货公司  ,2120,2014-01-14
非期货公司,0,0,非期货公司,615,2014-01-14
期货公司  ,17663,-554,期货公司  ,17663,2014-01-14
非期货公司,0,0,非期货公司,0,2014-01-14
期货公司  ,23155,-531,期货公司  ,22934,2014-01-14
非期货公司,0,0,非期货公司,221,2014-01-14
期货公司  ,29147,919,期货公司  ,29703,2014-01-14
非期货公司,1308,230,非期货公司,752,2014-01-14
期货公司  ,18376,305,期货公司  ,17886,2014-01-14
非期货公司,1358,70,非期货公司,1848,2014-01-14
期货公司  ,2445,-290,期货公司  ,1830,2014-01-15
非期货公司,0,0,非期货公司,615,2014-01-15
期货公司  ,17237,-426,期货公司  ,17737,2014-01-15
非期货公司,500,500,非期货公司,0,2014-01-15
期货公司  ,23206,51,期货公司  ,22485,2014-01-15
非期货公司,0,0,非期货公司,721,2014-01-15
期货公司  ,29798,651,期货公司  ,31354,2014-01-15
非期货公司,2308,1000,非期货公司,752,2014-01-15
期货公司  ,19143,767,期货公司  ,18653,2014-01-15
非期货公司,1358,0,非期货公司,1848,2014-01-15
期货公司  ,15482,-1755,期货公司  ,15982,2014-01-16
非期货公司,500,0,非期货公司,0,2014-01-16
期货公司  ,22178,-1028,期货公司  ,21457,2014-01-16
非期货公司,0,0,非期货公司,721,2014-01-16
期货公司  ,28313,-1485,期货公司  ,29699,2014-01-16
非期货公司,2138,-170,非期货公司,752,2014-01-16
期货公司  ,19327,184,期货公司  ,18837,2014-01-16
非期货公司,1358,0,非期货公司,1848,2014-01-16
期货公司  ,14451,-1031,期货公司  ,14951,2014-01-17
非期货公司,500,0,非期货公司,0,2014-01-17
期货公司  ,22478,300,期货公司  ,22037,2014-01-17
非期货公司,0,0,非期货公司,441,2014-01-17
期货公司  ,28269,-44,期货公司  ,29375,2014-01-17
非期货公司,2138,0,非期货公司,1032,2014-01-17
期货公司  ,19043,-284,期货公司  ,18653,2014-01-17
非期货公司,1458,100,非期货公司,1848,2014-01-17
期货公司  ,13446,-1005,期货公司  ,13946,2014-01-20
非期货公司,500,0,非期货公司,0,2014-01-20
期货公司  ,22088,-390,期货公司  ,21867,2014-01-20
非期货公司,0,0,非期货公司,221,2014-01-20
期货公司  ,28263,-6,期货公司  ,29149,2014-01-20
非期货公司,2138,0,非期货公司,1252,2014-01-20
期货公司  ,19530,487,期货公司  ,19140,2014-01-20
非期货公司,1458,0,非期货公司,1848,2014-01-20
期货公司  ,13075,-371,期货公司  ,13575,2014-01-21
非期货公司,500,0,非期货公司,0,2014-01-21
期货公司  ,22330,242,期货公司  ,22109,2014-01-21
非期货公司,0,0,非期货公司,221,2014-01-21
期货公司  ,27236,-1027,期货公司  ,28122,2014-01-21
非期货公司,2138,0,非期货公司,1252,2014-01-21
期货公司  ,19825,295,期货公司  ,19435,2014-01-21
非期货公司,1458,0,非期货公司,1848,2014-01-21
期货公司  ,12350,-725,期货公司  ,12850,2014-01-22
非期货公司,500,0,非期货公司,0,2014-01-22
期货公司  ,21899,-431,期货公司  ,21678,2014-01-22
非期货公司,0,0,非期货公司,221,2014-01-22
期货公司  ,26742,-494,期货公司  ,27628,2014-01-22
非期货公司,2138,0,非期货公司,1252,2014-01-22
期货公司  ,19963,138,期货公司  ,19573,2014-01-22
非期货公司,1458,0,非期货公司,1848,2014-01-22
期货公司  ,11635,-715,期货公司  ,12135,2014-01-23
非期货公司,500,0,非期货公司,0,2014-01-23
期货公司  ,21907,8,期货公司  ,21686,2014-01-23
非期货公司,0,0,非期货公司,221,2014-01-23
期货公司  ,26452,-290,期货公司  ,27618,2014-01-23
非期货公司,2418,280,非期货公司,1252,2014-01-23
期货公司  ,20284,321,期货公司  ,19894,2014-01-23
非期货公司,1458,0,非期货公司,1848,2014-01-23
期货公司  ,10923,-712,期货公司  ,11423,2014-01-24
非期货公司,500,0,非期货公司,0,2014-01-24
期货公司  ,21990,83,期货公司  ,21769,2014-01-24
非期货公司,0,0,非期货公司,221,2014-01-24
期货公司  ,27218,766,期货公司  ,28744,2014-01-24
非期货公司,2778,360,非期货公司,1252,2014-01-24
期货公司  ,21098,814,期货公司  ,20701,2014-01-24
非期货公司,1451,-7,非期货公司,1848,2014-01-24
期货公司  ,9199,-1724,期货公司  ,9699,2014-01-27
非期货公司,500,0,非期货公司,0,2014-01-27
期货公司  ,21921,-69,期货公司  ,21700,2014-01-27
非期货公司,0,0,非期货公司,221,2014-01-27
期货公司  ,28136,918,期货公司  ,30642,2014-01-27
非期货公司,3758,980,非期货公司,1252,2014-01-27
期货公司  ,22391,1293,期货公司  ,22414,2014-01-27
非期货公司,1871,420,非期货公司,1848,2014-01-27
期货公司  ,8056,-1143,期货公司  ,8556,2014-01-28
非期货公司,500,0,非期货公司,0,2014-01-28
期货公司  ,22417,496,期货公司  ,22196,2014-01-28
非期货公司,0,0,非期货公司,221,2014-01-28
期货公司  ,28073,-63,期货公司  ,31345,2014-01-28
非期货公司,4524,766,非期货公司,1252,2014-01-28
期货公司  ,24486,2095,期货公司  ,25091,2014-01-28
非期货公司,2453,582,非期货公司,1848,2014-01-28
期货公司  ,14390,421,期货公司  ,13819,2014-01-28
非期货公司,772,152,非期货公司,1343,2014-01-28
期货公司  ,7789,-267,期货公司  ,8289,2014-01-29
非期货公司,500,0,非期货公司,0,2014-01-29
期货公司  ,21736,-681,期货公司  ,21515,2014-01-29
非期货公司,0,0,非期货公司,221,2014-01-29
期货公司  ,28142,69,期货公司  ,31714,2014-01-29
非期货公司,4824,300,非期货公司,1252,2014-01-29
期货公司  ,24694,208,期货公司  ,25499,2014-01-29
非期货公司,2653,200,非期货公司,1848,2014-01-29
期货公司  ,14624,234,期货公司  ,14053,2014-01-29
非期货公司,772,0,非期货公司,1343,2014-01-29
期货公司  ,7640,-149,期货公司  ,8140,2014-01-30
非期货公司,500,0,非期货公司,0,2014-01-30
期货公司  ,21891,155,期货公司  ,21670,2014-01-30
非期货公司,0,0,非期货公司,221,2014-01-30
期货公司  ,27551,-591,期货公司  ,32254,2014-01-30
非期货公司,5955,1131,非期货公司,1252,2014-01-30
期货公司  ,25538,844,期货公司  ,26818,2014-01-30
非期货公司,3128,475,非期货公司,1848,2014-01-30
期货公司  ,15083,459,期货公司  ,14762,2014-01-30
非期货公司,1022,250,非期货公司,1343,2014-01-30
期货公司  ,10040,-633,期货公司  ,6765,2013-12-02
非期货公司,0,0,非期货公司,3275,2013-12-02
期货公司  ,22515,-366,期货公司  ,22751,2013-12-02
非期货公司,620,0,非期货公司,384,2013-12-02
期货公司  ,31289,1222,期货公司  ,31911,2013-12-02
非期货公司,702,100,非期货公司,80,2013-12-02
期货公司  ,24215,203,期货公司  ,23394,2013-12-02
非期货公司,0,0,非期货公司,821,2013-12-02
期货公司  ,9110,-930,期货公司  ,5945,2013-12-03
非期货公司,0,0,非期货公司,3165,2013-12-03
期货公司  ,21835,-680,期货公司  ,22071,2013-12-03
非期货公司,620,0,非期货公司,384,2013-12-03
期货公司  ,31476,187,期货公司  ,32156,2013-12-03
非期货公司,760,58,非期货公司,80,2013-12-03
期货公司  ,24813,598,期货公司  ,23992,2013-12-03
非期货公司,0,0,非期货公司,821,2013-12-03
期货公司  ,7910,-1200,期货公司  ,5205,2013-12-04
非期货公司,0,0,非期货公司,2705,2013-12-04
期货公司  ,21994,159,期货公司  ,22230,2013-12-04
非期货公司,620,0,非期货公司,384,2013-12-04
期货公司  ,30622,-854,期货公司  ,31302,2013-12-04
非期货公司,760,0,非期货公司,80,2013-12-04
期货公司  ,25660,847,期货公司  ,24839,2013-12-04
非期货公司,0,0,非期货公司,821,2013-12-04
期货公司  ,6635,-1275,期货公司  ,4250,2013-12-05
非期货公司,0,0,非期货公司,2385,2013-12-05
期货公司  ,21443,-551,期货公司  ,21679,2013-12-05
非期货公司,620,0,非期货公司,384,2013-12-05
期货公司  ,29281,-1341,期货公司  ,29961,2013-12-05
非期货公司,760,0,非期货公司,80,2013-12-05
期货公司  ,24656,-1004,期货公司  ,23835,2013-12-05
非期货公司,0,0,非期货公司,821,2013-12-05
期货公司  ,5815,-820,期货公司  ,3810,2013-12-06
非期货公司,0,0,非期货公司,2005,2013-12-06
期货公司  ,21555,112,期货公司  ,21731,2013-12-06
非期货公司,560,-60,非期货公司,384,2013-12-06
期货公司  ,28891,-390,期货公司  ,29571,2013-12-06
非期货公司,760,0,非期货公司,80,2013-12-06
期货公司  ,25268,612,期货公司  ,24567,2013-12-06
非期货公司,60,60,非期货公司,761,2013-12-06
期货公司  ,3990,-1825,期货公司  ,2160,2013-12-09
非期货公司,0,0,非期货公司,1830,2013-12-09
期货公司  ,20672,-883,期货公司  ,20828,2013-12-09
非期货公司,560,0,非期货公司,404,2013-12-09
期货公司  ,28478,-413,期货公司  ,29158,2013-12-09
非期货公司,760,0,非期货公司,80,2013-12-09
期货公司  ,25291,23,期货公司  ,24590,2013-12-09
非期货公司,60,0,非期货公司,761,2013-12-09
期货公司  ,2670,-1320,期货公司  ,1680,2013-12-10
非期货公司,0,0,非期货公司,990,2013-12-10
期货公司  ,20198,-474,期货公司  ,19996,2013-12-10
非期货公司,220,-340,非期货公司,422,2013-12-10
期货公司  ,26651,-1827,期货公司  ,27331,2013-12-10
非期货公司,760,0,非期货公司,80,2013-12-10
期货公司  ,24812,-479,期货公司  ,24451,2013-12-10
非期货公司,60,0,非期货公司,421,2013-12-10
期货公司  ,2285,-385,期货公司  ,1495,2013-12-11
非期货公司,0,0,非期货公司,790,2013-12-11
期货公司  ,19722,-476,期货公司  ,19320,2013-12-11
非期货公司,20,-200,非期货公司,422,2013-12-11
期货公司  ,25306,-1345,期货公司  ,25986,2013-12-11
非期货公司,760,0,非期货公司,80,2013-12-11
期货公司  ,24563,-249,期货公司  ,24402,2013-12-11
非期货公司,60,0,非期货公司,221,2013-12-11
期货公司  ,15464,1171,期货公司  ,13952,2013-12-11
非期货公司,0,0,非期货公司,1512,2013-12-11
期货公司  ,2060,-225,期货公司  ,1340,2013-12-12
非期货公司,0,0,非期货公司,720,2013-12-12
期货公司  ,18939,-783,期货公司  ,18317,2013-12-12
非期货公司,20,0,非期货公司,642,2013-12-12
期货公司  ,23150,-2156,期货公司  ,23070,2013-12-12
非期货公司,0,-760,非期货公司,80,2013-12-12
期货公司  ,23911,-652,期货公司  ,23850,2013-12-12
非期货公司,160,100,非期货公司,221,2013-12-12
期货公司  ,16424,960,期货公司  ,15672,2013-12-12
非期货公司,0,0,非期货公司,752,2013-12-12
期货公司  ,1675,-385,期货公司  ,955,2013-12-13
非期货公司,0,0,非期货公司,720,2013-12-13
期货公司  ,18336,-603,期货公司  ,17714,2013-12-13
非期货公司,20,0,非期货公司,642,2013-12-13
期货公司  ,22438,-712,期货公司  ,22358,2013-12-13
非期货公司,0,0,非期货公司,80,2013-12-13
期货公司  ,24209,298,期货公司  ,24148,2013-12-13
非期货公司,160,0,非期货公司,221,2013-12-13
期货公司  ,17837,1413,期货公司  ,17085,2013-12-13
非期货公司,0,0,非期货公司,752,2013-12-13
期货公司  ,1245,-430,期货公司  ,525,2013-12-16
非期货公司,0,0,非期货公司,720,2013-12-16
期货公司  ,17370,-966,期货公司  ,16748,2013-12-16
非期货公司,20,0,非期货公司,642,2013-12-16
期货公司  ,21777,-661,期货公司  ,21697,2013-12-16
非期货公司,0,0,非期货公司,80,2013-12-16
期货公司  ,24214,5,期货公司  ,24093,2013-12-16
非期货公司,100,-60,非期货公司,221,2013-12-16
期货公司  ,18789,952,期货公司  ,18037,2013-12-16
非期货公司,0,0,非期货公司,752,2013-12-16
期货公司  ,16791,-579,期货公司  ,16169,2013-12-17
非期货公司,20,0,非期货公司,642,2013-12-17
期货公司  ,21721,-56,期货公司  ,21641,2013-12-17
非期货公司,0,0,非期货公司,80,2013-12-17
期货公司  ,24513,299,期货公司  ,24392,2013-12-17
非期货公司,100,0,非期货公司,221,2013-12-17
期货公司  ,19445,656,期货公司  ,18793,2013-12-17
非期货公司,100,100,非期货公司,752,2013-12-17
期货公司  ,16154,-637,期货公司  ,15532,2013-12-18
非期货公司,20,0,非期货公司,642,2013-12-18
期货公司  ,21614,-107,期货公司  ,21534,2013-12-18
非期货公司,0,0,非期货公司,80,2013-12-18
期货公司  ,24502,-11,期货公司  ,24381,2013-12-18
非期货公司,100,0,非期货公司,221,2013-12-18
期货公司  ,20061,616,期货公司  ,19409,2013-12-18
非期货公司,100,0,非期货公司,752,2013-12-18
期货公司  ,15329,-825,期货公司  ,14707,2013-12-19
非期货公司,20,0,非期货公司,642,2013-12-19
期货公司  ,21284,-330,期货公司  ,21204,2013-12-19
非期货公司,0,0,非期货公司,80,2013-12-19
期货公司  ,24421,-81,期货公司  ,24300,2013-12-19
非期货公司,100,0,非期货公司,221,2013-12-19
期货公司  ,21614,1553,期货公司  ,20962,2013-12-19
非期货公司,100,0,非期货公司,752,2013-12-19
期货公司  ,14435,-894,期货公司  ,13813,2013-12-20
非期货公司,20,0,非期货公司,642,2013-12-20
期货公司  ,21122,-162,期货公司  ,21042,2013-12-20
非期货公司,0,0,非期货公司,80,2013-12-20
期货公司  ,24198,-223,期货公司  ,24077,2013-12-20
非期货公司,100,0,非期货公司,221,2013-12-20
期货公司  ,21915,301,期货公司  ,21263,2013-12-20
非期货公司,100,0,非期货公司,752,2013-12-20
期货公司  ,13623,-812,期货公司  ,12981,2013-12-23
非期货公司,0,-20,非期货公司,642,2013-12-23
期货公司  ,21703,581,期货公司  ,21623,2013-12-23
非期货公司,0,0,非期货公司,80,2013-12-23
期货公司  ,24880,682,期货公司  ,24699,2013-12-23
非期货公司,40,-60,非期货公司,221,2013-12-23
期货公司  ,22024,109,期货公司  ,21492,2013-12-23
非期货公司,220,120,非期货公司,752,2013-12-23
期货公司  ,12710,-913,期货公司  ,12068,2013-12-24
非期货公司,0,0,非期货公司,642,2013-12-24
期货公司  ,20638,-1065,期货公司  ,20558,2013-12-24
非期货公司,0,0,非期货公司,80,2013-12-24
期货公司  ,26149,1269,期货公司  ,25968,2013-12-24
非期货公司,40,0,非期货公司,221,2013-12-24
期货公司  ,22791,767,期货公司  ,22480,2013-12-24
非期货公司,441,221,非期货公司,752,2013-12-24
期货公司  ,11614,-1096,期货公司  ,10972,2013-12-25
非期货公司,0,0,非期货公司,642,2013-12-25
期货公司  ,19694,-944,期货公司  ,19636,2013-12-25
非期货公司,0,0,非期货公司,58,2013-12-25
期货公司  ,25592,-557,期货公司  ,25411,2013-12-25
非期货公司,40,0,非期货公司,221,2013-12-25
期货公司  ,22583,-208,期货公司  ,22282,2013-12-25
非期货公司,451,10,非期货公司,752,2013-12-25
期货公司  ,11421,-193,期货公司  ,10779,2013-12-26
非期货公司,0,0,非期货公司,642,2013-12-26
期货公司  ,19730,36,期货公司  ,19730,2013-12-26
非期货公司,0,0,非期货公司,0,2013-12-26
期货公司  ,25857,265,期货公司  ,25676,2013-12-26
非期货公司,40,0,非期货公司,221,2013-12-26
期货公司  ,22790,207,期货公司  ,22549,2013-12-26
非期货公司,511,60,非期货公司,752,2013-12-26
期货公司  ,10016,-1405,期货公司  ,9374,2013-12-27
非期货公司,0,0,非期货公司,642,2013-12-27
期货公司  ,19252,-478,期货公司  ,19252,2013-12-27
非期货公司,0,0,非期货公司,0,2013-12-27
期货公司  ,26510,653,期货公司  ,26529,2013-12-27
非期货公司,240,200,非期货公司,221,2013-12-27
期货公司  ,23009,219,期货公司  ,22780,2013-12-27
非期货公司,523,12,非期货公司,752,2013-12-27
期货公司  ,9334,-682,期货公司  ,8682,2013-12-30
非期货公司,0,0,非期货公司,652,2013-12-30
期货公司  ,19529,277,期货公司  ,19529,2013-12-30
非期货公司,0,0,非期货公司,0,2013-12-30
期货公司  ,26577,67,期货公司  ,26746,2013-12-30
非期货公司,390,150,非期货公司,221,2013-12-30
期货公司  ,23810,801,期货公司  ,23681,2013-12-30
非期货公司,623,100,非期货公司,752,2013-12-30
期货公司  ,8955,-379,期货公司  ,8300,2013-12-31
非期货公司,0,0,非期货公司,655,2013-12-31
期货公司  ,19254,-275,期货公司  ,19254,2013-12-31
非期货公司,0,0,非期货公司,0,2013-12-31
期货公司  ,25870,-707,期货公司  ,26289,2013-12-31
非期货公司,640,250,非期货公司,221,2013-12-31
期货公司  ,26677,2867,期货公司  ,26598,2013-12-31
非期货公司,673,50,非期货公司,752,2013-12-31
期货公司  ,14409,1518,期货公司  ,12653,2013-12-31
非期货公司,692,0,非期货公司,2448,2013-12-31
期货公司  ,8665,-426,期货公司  ,5815,2013-11-01
非期货公司,0,0,非期货公司,2850,2013-11-01
期货公司  ,19599,-1186,期货公司  ,16264,2013-11-01
非期货公司,0,0,非期货公司,3335,2013-11-01
期货公司  ,26793,-388,期货公司  ,26359,2013-11-01
非期货公司,20,-120,非期货公司,454,2013-11-01
期货公司  ,16063,-124,期货公司  ,16268,2013-11-01
非期货公司,285,-80,非期货公司,80,2013-11-01
期货公司  ,7705,-960,期货公司  ,5215,2013-11-04
非期货公司,0,0,非期货公司,2490,2013-11-04
期货公司  ,19518,-81,期货公司  ,16183,2013-11-04
非期货公司,0,0,非期货公司,3335,2013-11-04
期货公司  ,25473,-1320,期货公司  ,25039,2013-11-04
非期货公司,20,0,非期货公司,454,2013-11-04
期货公司  ,16993,930,期货公司  ,17053,2013-11-04
非期货公司,140,-145,非期货公司,80,2013-11-04
期货公司  ,7395,-310,期货公司  ,5315,2013-11-05
非期货公司,0,0,非期货公司,2080,2013-11-05
期货公司  ,19727,209,期货公司  ,16392,2013-11-05
非期货公司,0,0,非期货公司,3335,2013-11-05
期货公司  ,23723,-1750,期货公司  ,23289,2013-11-05
非期货公司,20,0,非期货公司,454,2013-11-05
期货公司  ,17331,338,期货公司  ,17251,2013-11-05
非期货公司,0,-140,非期货公司,80,2013-11-05
期货公司  ,6450,-945,期货公司  ,4670,2013-11-06
非期货公司,0,0,非期货公司,1780,2013-11-06
期货公司  ,19311,-416,期货公司  ,16001,2013-11-06
非期货公司,0,0,非期货公司,3310,2013-11-06
期货公司  ,22258,-1465,期货公司  ,21864,2013-11-06
非期货公司,20,0,非期货公司,414,2013-11-06
期货公司  ,17253,-78,期货公司  ,17173,2013-11-06
非期货公司,0,0,非期货公司,80,2013-11-06
期货公司  ,5790,-660,期货公司  ,4430,2013-11-07
非期货公司,0,0,非期货公司,1360,2013-11-07
期货公司  ,19476,165,期货公司  ,16166,2013-11-07
非期货公司,0,0,非期货公司,3310,2013-11-07
期货公司  ,21544,-714,期货公司  ,21150,2013-11-07
非期货公司,20,0,非期货公司,414,2013-11-07
期货公司  ,16939,-314,期货公司  ,16859,2013-11-07
非期货公司,0,0,非期货公司,80,2013-11-07
期货公司  ,5470,-320,期货公司  ,4290,2013-11-08
非期货公司,0,0,非期货公司,1180,2013-11-08
期货公司  ,19428,-48,期货公司  ,16118,2013-11-08
非期货公司,0,0,非期货公司,3310,2013-11-08
期货公司  ,21283,-261,期货公司  ,20889,2013-11-08
非期货公司,20,0,非期货公司,414,2013-11-08
期货公司  ,17028,89,期货公司  ,16948,2013-11-08
非期货公司,0,0,非期货公司,80,2013-11-08
期货公司  ,4405,-1065,期货公司  ,3595,2013-11-11
非期货公司,0,0,非期货公司,810,2013-11-11
期货公司  ,19618,190,期货公司  ,16343,2013-11-11
非期货公司,0,0,非期货公司,3275,2013-11-11
期货公司  ,21547,264,期货公司  ,21183,2013-11-11
非期货公司,20,0,非期货公司,384,2013-11-11
期货公司  ,17647,619,期货公司  ,17567,2013-11-11
非期货公司,0,0,非期货公司,80,2013-11-11
期货公司  ,2800,-1605,期货公司  ,2490,2013-11-12
非期货公司,0,0,非期货公司,310,2013-11-12
期货公司  ,20397,779,期货公司  ,17122,2013-11-12
非期货公司,0,0,非期货公司,3275,2013-11-12
期货公司  ,21462,-85,期货公司  ,21098,2013-11-12
非期货公司,20,0,非期货公司,384,2013-11-12
期货公司  ,18117,470,期货公司  ,18037,2013-11-12
非期货公司,0,0,非期货公司,80,2013-11-12
期货公司  ,2035,-765,期货公司  ,1725,2013-11-13
非期货公司,0,0,非期货公司,310,2013-11-13
期货公司  ,20267,-130,期货公司  ,16992,2013-11-13
非期货公司,0,0,非期货公司,3275,2013-11-13
期货公司  ,21305,-157,期货公司  ,20941,2013-11-13
非期货公司,20,0,非期货公司,384,2013-11-13
期货公司  ,19023,906,期货公司  ,18943,2013-11-13
非期货公司,0,0,非期货公司,80,2013-11-13
期货公司  ,1485,-550,期货公司  ,1185,2013-11-14
非期货公司,0,0,非期货公司,300,2013-11-14
期货公司  ,20424,157,期货公司  ,17149,2013-11-14
非期货公司,0,0,非期货公司,3275,2013-11-14
期货公司  ,22159,854,期货公司  ,21795,2013-11-14
非期货公司,20,0,非期货公司,384,2013-11-14
期货公司  ,19610,587,期货公司  ,19530,2013-11-14
非期货公司,0,0,非期货公司,80,2013-11-14
期货公司  ,1125,-360,期货公司  ,825,2013-11-15
非期货公司,0,0,非期货公司,300,2013-11-15
期货公司  ,20291,-133,期货公司  ,17016,2013-11-15
非期货公司,0,0,非期货公司,3275,2013-11-15
期货公司  ,22728,569,期货公司  ,22444,2013-11-15
非期货公司,100,80,非期货公司,384,2013-11-15
期货公司  ,21010,1400,期货公司  ,20930,2013-11-15
非期货公司,0,0,非期货公司,80,2013-11-15
期货公司  ,19712,-579,期货公司  ,16437,2013-11-18
非期货公司,0,0,非期货公司,3275,2013-11-18
期货公司  ,22115,-613,期货公司  ,21961,2013-11-18
非期货公司,230,130,非期货公司,384,2013-11-18
期货公司  ,21570,560,期货公司  ,21490,2013-11-18
非期货公司,0,0,非期货公司,80,2013-11-18
期货公司  ,19456,-256,期货公司  ,16181,2013-11-19
非期货公司,0,0,非期货公司,3275,2013-11-19
期货公司  ,22165,50,期货公司  ,22151,2013-11-19
非期货公司,370,140,非期货公司,384,2013-11-19
期货公司  ,22174,604,期货公司  ,22094,2013-11-19
非期货公司,0,0,非期货公司,80,2013-11-19
期货公司  ,15281,483,期货公司  ,14710,2013-11-19
非期货公司,0,0,非期货公司,571,2013-11-19
期货公司  ,17402,-2054,期货公司  ,14127,2013-11-20
非期货公司,0,0,非期货公司,3275,2013-11-20
期货公司  ,21479,-686,期货公司  ,21615,2013-11-20
非期货公司,520,150,非期货公司,384,2013-11-20
期货公司  ,21734,-440,期货公司  ,21854,2013-11-20
非期货公司,200,200,非期货公司,80,2013-11-20
期货公司  ,16407,1126,期货公司  ,15686,2013-11-20
非期货公司,0,0,非期货公司,721,2013-11-20
期货公司  ,16409,-993,期货公司  ,13134,2013-11-21
非期货公司,0,0,非期货公司,3275,2013-11-21
期货公司  ,22125,646,期货公司  ,22361,2013-11-21
非期货公司,620,100,非期货公司,384,2013-11-21
期货公司  ,22452,718,期货公司  ,22722,2013-11-21
非期货公司,350,150,非期货公司,80,2013-11-21
期货公司  ,18282,1875,期货公司  ,17461,2013-11-21
非期货公司,0,0,非期货公司,821,2013-11-21
期货公司  ,16252,-157,期货公司  ,12977,2013-11-22
非期货公司,0,0,非期货公司,3275,2013-11-22
期货公司  ,22318,193,期货公司  ,22554,2013-11-22
非期货公司,620,0,非期货公司,384,2013-11-22
期货公司  ,23177,725,期货公司  ,23447,2013-11-22
非期货公司,350,0,非期货公司,80,2013-11-22
期货公司  ,18715,433,期货公司  ,17894,2013-11-22
非期货公司,0,0,非期货公司,821,2013-11-22
期货公司  ,16127,-125,期货公司  ,12852,2013-11-25
非期货公司,0,0,非期货公司,3275,2013-11-25
期货公司  ,22218,-100,期货公司  ,22454,2013-11-25
非期货公司,620,0,非期货公司,384,2013-11-25
期货公司  ,24569,1392,期货公司  ,24839,2013-11-25
非期货公司,350,0,非期货公司,80,2013-11-25
期货公司  ,19805,1090,期货公司  ,18984,2013-11-25
非期货公司,0,0,非期货公司,821,2013-11-25
期货公司  ,15116,-1011,期货公司  ,11841,2013-11-26
非期货公司,0,0,非期货公司,3275,2013-11-26
期货公司  ,22304,86,期货公司  ,22540,2013-11-26
非期货公司,620,0,非期货公司,384,2013-11-26
期货公司  ,24771,202,期货公司  ,25151,2013-11-26
非期货公司,460,110,非期货公司,80,2013-11-26
期货公司  ,20466,661,期货公司  ,19645,2013-11-26
非期货公司,0,0,非期货公司,821,2013-11-26
期货公司  ,13923,-1193,期货公司  ,10648,2013-11-27
非期货公司,0,0,非期货公司,3275,2013-11-27
期货公司  ,22591,287,期货公司  ,22827,2013-11-27
非期货公司,620,0,非期货公司,384,2013-11-27
期货公司  ,25331,560,期货公司  ,25711,2013-11-27
非期货公司,460,0,非期货公司,80,2013-11-27
期货公司  ,20564,98,期货公司  ,19743,2013-11-27
非期货公司,0,0,非期货公司,821,2013-11-27
期货公司  ,11528,-2395,期货公司  ,8253,2013-11-28
非期货公司,0,0,非期货公司,3275,2013-11-28
期货公司  ,22828,237,期货公司  ,23064,2013-11-28
非期货公司,620,0,非期货公司,384,2013-11-28
期货公司  ,29263,3932,期货公司  ,29683,2013-11-28
非期货公司,500,40,非期货公司,80,2013-11-28
期货公司  ,23110,2546,期货公司  ,22289,2013-11-28
非期货公司,0,0,非期货公司,821,2013-11-28
期货公司  ,10673,-855,期货公司  ,7398,2013-11-29
非期货公司,0,0,非期货公司,3275,2013-11-29
期货公司  ,22881,53,期货公司  ,23117,2013-11-29
非期货公司,620,0,非期货公司,384,2013-11-29
期货公司  ,30067,804,期货公司  ,30589,2013-11-29
非期货公司,602,102,非期货公司,80,2013-11-29
期货公司  ,24012,902,期货公司  ,23191,2013-11-29
非期货公司,0,0,非期货公司,821,2013-11-29
期货公司  ,7870,-894,期货公司  ,6875,2013-10-08
非期货公司,0,0,非期货公司,995,2013-10-08
期货公司  ,15789,-457,期货公司  ,13755,2013-10-08
非期货公司,900,0,非期货公司,2934,2013-10-08
期货公司  ,34284,-1179,期货公司  ,32467,2013-10-08
非期货公司,1458,0,非期货公司,3275,2013-10-08
期货公司  ,25986,245,期货公司  ,26086,2013-10-08
非期货公司,100,100,非期货公司,0,2013-10-08
期货公司  ,7345,-525,期货公司  ,6350,2013-10-09
非期货公司,0,0,非期货公司,995,2013-10-09
期货公司  ,15656,-133,期货公司  ,13622,2013-10-09
非期货公司,900,0,非期货公司,2934,2013-10-09
期货公司  ,33477,-807,期货公司  ,31660,2013-10-09
非期货公司,1458,0,非期货公司,3275,2013-10-09
期货公司  ,27106,1120,期货公司  ,27306,2013-10-09
非期货公司,200,100,非期货公司,0,2013-10-09
期货公司  ,6900,-445,期货公司  ,6125,2013-10-10
非期货公司,0,0,非期货公司,775,2013-10-10
期货公司  ,15651,-5,期货公司  ,13617,2013-10-10
非期货公司,900,0,非期货公司,2934,2013-10-10
期货公司  ,33265,-212,期货公司  ,31448,2013-10-10
非期货公司,1458,0,非期货公司,3275,2013-10-10
期货公司  ,27876,770,期货公司  ,28076,2013-10-10
非期货公司,200,0,非期货公司,0,2013-10-10
