category_buy,buy_sum,buy_chg,category_sell,sell_sum,update_date
非期货公司,3700,0,非期货公司,6195,2016-08-04
期货公司  ,61259,-2785,期货公司  ,50133,2016-08-04
非期货公司,0,0,非期货公司,11126,2016-08-04
期货公司  ,90508,1354,期货公司  ,79448,2016-08-04
非期货公司,1000,0,非期货公司,12060,2016-08-04
期货公司  ,35510,621,期货公司  ,27986,2016-08-04
非期货公司,30,10,非期货公司,7554,2016-08-04
期货公司  ,24468,1143,期货公司  ,21139,2016-08-04
非期货公司,0,0,非期货公司,3329,2016-08-04
期货公司  ,225110,-597,期货公司  ,189576,2016-08-04
非期货公司,4730,10,非期货公司,40264,2016-08-04
期货公司  ,12465,-900,期货公司  ,9970,2016-08-05
非期货公司,3700,0,非期货公司,6195,2016-08-05
期货公司  ,58211,-3048,期货公司  ,47115,2016-08-05
非期货公司,0,0,非期货公司,11096,2016-08-05
期货公司  ,88067,-2441,期货公司  ,77184,2016-08-05
非期货公司,1000,0,非期货公司,11883,2016-08-05
期货公司  ,36505,995,期货公司  ,28804,2016-08-05
非期货公司,0,-30,非期货公司,7701,2016-08-05
期货公司  ,24581,113,期货公司  ,21252,2016-08-05
非期货公司,0,0,非期货公司,3329,2016-08-05
期货公司  ,219829,-5281,期货公司  ,184325,2016-08-05
非期货公司,4700,-30,非期货公司,40204,2016-08-05
期货公司  ,11775,-690,期货公司  ,9260,2016-08-08
非期货公司,3600,-100,非期货公司,6115,2016-08-08
期货公司  ,54894,-3317,期货公司  ,43798,2016-08-08
非期货公司,0,0,非期货公司,11096,2016-08-08
期货公司  ,96504,8437,期货公司  ,85081,2016-08-08
非期货公司,1000,0,非期货公司,12423,2016-08-08
期货公司  ,39453,2948,期货公司  ,31352,2016-08-08
非期货公司,0,0,非期货公司,8101,2016-08-08
期货公司  ,24289,-292,期货公司  ,20960,2016-08-08
非期货公司,0,0,非期货公司,3329,2016-08-08
期货公司  ,226915,7086,期货公司  ,190451,2016-08-08
非期货公司,4600,-100,非期货公司,41064,2016-08-08
期货公司  ,10540,-1235,期货公司  ,8230,2016-08-09
非期货公司,3485,-115,非期货公司,5795,2016-08-09
期货公司  ,52796,-2098,期货公司  ,41700,2016-08-09
非期货公司,0,0,非期货公司,11096,2016-08-09
期货公司  ,98910,2406,期货公司  ,87287,2016-08-09
非期货公司,1000,0,非期货公司,12623,2016-08-09
期货公司  ,41676,2223,期货公司  ,33603,2016-08-09
非期货公司,0,0,非期货公司,8073,2016-08-09
期货公司  ,24067,-222,期货公司  ,20738,2016-08-09
非期货公司,0,0,非期货公司,3329,2016-08-09
期货公司  ,227989,1074,期货公司  ,191558,2016-08-09
非期货公司,4485,-115,非期货公司,40916,2016-08-09
期货公司  ,9325,-1215,期货公司  ,8365,2016-08-10
非期货公司,3000,-485,非期货公司,3960,2016-08-10
期货公司  ,52387,-409,期货公司  ,41291,2016-08-10
非期货公司,0,0,非期货公司,11096,2016-08-10
期货公司  ,104578,5668,期货公司  ,92955,2016-08-10
非期货公司,1000,0,非期货公司,12623,2016-08-10
期货公司  ,46398,4722,期货公司  ,37340,2016-08-10
非期货公司,0,0,非期货公司,9058,2016-08-10
期货公司  ,25363,1296,期货公司  ,21954,2016-08-10
非期货公司,0,0,非期货公司,3409,2016-08-10
期货公司  ,238051,10062,期货公司  ,201905,2016-08-10
非期货公司,4000,-485,非期货公司,40146,2016-08-10
期货公司  ,7115,-2210,期货公司  ,6705,2016-08-11
非期货公司,2700,-300,非期货公司,3110,2016-08-11
期货公司  ,50640,-1747,期货公司  ,39544,2016-08-11
非期货公司,0,0,非期货公司,11096,2016-08-11
期货公司  ,100482,-4096,期货公司  ,87859,2016-08-11
非期货公司,1000,0,非期货公司,13623,2016-08-11
期货公司  ,47788,1390,期货公司  ,38730,2016-08-11
非期货公司,0,0,非期货公司,9058,2016-08-11
期货公司  ,25821,458,期货公司  ,22412,2016-08-11
非期货公司,0,0,非期货公司,3409,2016-08-11
期货公司  ,231846,-6205,期货公司  ,195250,2016-08-11
非期货公司,3700,-300,非期货公司,40296,2016-08-11
期货公司  ,4680,-2435,期货公司  ,4810,2016-08-12
非期货公司,1660,-1040,非期货公司,1530,2016-08-12
期货公司  ,49078,-1562,期货公司  ,38027,2016-08-12
非期货公司,0,0,非期货公司,11051,2016-08-12
期货公司  ,99997,-485,期货公司  ,87394,2016-08-12
非期货公司,1020,20,非期货公司,13623,2016-08-12
期货公司  ,47800,12,期货公司  ,38692,2016-08-12
非期货公司,0,0,非期货公司,9108,2016-08-12
期货公司  ,25724,-97,期货公司  ,22295,2016-08-12
非期货公司,0,0,非期货公司,3429,2016-08-12
期货公司  ,227279,-4567,期货公司  ,191218,2016-08-12
非期货公司,2680,-1020,非期货公司,38741,2016-08-12
期货公司  ,1495,-3185,期货公司  ,1495,2016-08-15
非期货公司,0,-1660,非期货公司,0,2016-08-15
期货公司  ,47488,-1590,期货公司  ,36437,2016-08-15
非期货公司,0,0,非期货公司,11051,2016-08-15
期货公司  ,98184,-1813,期货公司  ,85591,2016-08-15
非期货公司,1030,10,非期货公司,13623,2016-08-15
期货公司  ,49157,1357,期货公司  ,40049,2016-08-15
非期货公司,0,0,非期货公司,9108,2016-08-15
期货公司  ,25476,-248,期货公司  ,22037,2016-08-15
非期货公司,0,0,非期货公司,3439,2016-08-15
期货公司  ,221800,-5479,期货公司  ,185609,2016-08-15
非期货公司,1030,-1650,非期货公司,37221,2016-08-15
期货公司  ,45450,-2038,期货公司  ,34999,2016-08-16
非期货公司,0,0,非期货公司,10451,2016-08-16
期货公司  ,104343,6159,期货公司  ,91971,2016-08-16
非期货公司,1311,281,非期货公司,13683,2016-08-16
期货公司  ,53479,4322,期货公司  ,44371,2016-08-16
非期货公司,0,0,非期货公司,9108,2016-08-16
期货公司  ,27841,2365,期货公司  ,24462,2016-08-16
非期货公司,60,60,非期货公司,3439,2016-08-16
期货公司  ,17077,2113,期货公司  ,14877,2016-08-16
非期货公司,0,0,非期货公司,2200,2016-08-16
期货公司  ,248190,12921,期货公司  ,210680,2016-08-16
非期货公司,1371,341,非期货公司,38881,2016-08-16
期货公司  ,42623,-2827,期货公司  ,33112,2016-08-17
非期货公司,0,0,非期货公司,9511,2016-08-17
期货公司  ,100216,-4127,期货公司  ,87744,2016-08-17
非期货公司,1211,-100,非期货公司,13683,2016-08-17
期货公司  ,56753,3274,期货公司  ,47645,2016-08-17
非期货公司,0,0,非期货公司,9108,2016-08-17
期货公司  ,28532,691,期货公司  ,25153,2016-08-17
非期货公司,60,0,非期货公司,3439,2016-08-17
期货公司  ,16174,-903,期货公司  ,13974,2016-08-17
非期货公司,0,0,非期货公司,2200,2016-08-17
期货公司  ,244298,-3892,期货公司  ,207628,2016-08-17
非期货公司,1271,-100,非期货公司,37941,2016-08-17
期货公司  ,42088,-535,期货公司  ,32577,2016-08-18
非期货公司,0,0,非期货公司,9511,2016-08-18
期货公司  ,125469,25253,期货公司  ,112636,2016-08-18
非期货公司,830,-381,非期货公司,13663,2016-08-18
期货公司  ,66309,9556,期货公司  ,56721,2016-08-18
非期货公司,20,20,非期货公司,9608,2016-08-18
期货公司  ,35551,7019,期货公司  ,30952,2016-08-18
非期货公司,40,-20,非期货公司,4639,2016-08-18
期货公司  ,17653,1479,期货公司  ,15333,2016-08-18
非期货公司,0,0,非期货公司,2320,2016-08-18
期货公司  ,287070,42772,期货公司  ,248219,2016-08-18
非期货公司,890,-381,非期货公司,39741,2016-08-18
期货公司  ,37898,-4190,期货公司  ,29046,2016-08-19
非期货公司,0,0,非期货公司,8852,2016-08-19
期货公司  ,121320,-4149,期货公司  ,108687,2016-08-19
非期货公司,1030,200,非期货公司,13663,2016-08-19
期货公司  ,66393,84,期货公司  ,56785,2016-08-19
非期货公司,20,0,非期货公司,9628,2016-08-19
期货公司  ,36409,858,期货公司  ,31410,2016-08-19
非期货公司,40,0,非期货公司,5039,2016-08-19
期货公司  ,18050,397,期货公司  ,15570,2016-08-19
非期货公司,0,0,非期货公司,2480,2016-08-19
期货公司  ,280070,-7000,期货公司  ,241498,2016-08-19
非期货公司,1090,200,非期货公司,39662,2016-08-19
期货公司  ,34233,-3665,期货公司  ,26368,2016-08-22
非期货公司,0,0,非期货公司,7865,2016-08-22
期货公司  ,101822,-19498,期货公司  ,89459,2016-08-22
非期货公司,1300,270,非期货公司,13663,2016-08-22
期货公司  ,65818,-575,期货公司  ,56210,2016-08-22
非期货公司,20,0,非期货公司,9628,2016-08-22
期货公司  ,36829,420,期货公司  ,31660,2016-08-22
非期货公司,40,0,非期货公司,5209,2016-08-22
期货公司  ,18490,440,期货公司  ,16010,2016-08-22
非期货公司,0,0,非期货公司,2480,2016-08-22
期货公司  ,257192,-22878,期货公司  ,219707,2016-08-22
非期货公司,1360,270,非期货公司,38845,2016-08-22
期货公司  ,32769,-1464,期货公司  ,25154,2016-08-23
非期货公司,0,0,非期货公司,7615,2016-08-23
期货公司  ,96794,-5028,期货公司  ,84531,2016-08-23
非期货公司,1400,100,非期货公司,13663,2016-08-23
期货公司  ,65054,-764,期货公司  ,55446,2016-08-23
非期货公司,20,0,非期货公司,9628,2016-08-23
期货公司  ,36853,24,期货公司  ,31884,2016-08-23
非期货公司,40,0,非期货公司,5009,2016-08-23
期货公司  ,18353,-137,期货公司  ,15723,2016-08-23
非期货公司,0,0,非期货公司,2630,2016-08-23
期货公司  ,249823,-7369,期货公司  ,212738,2016-08-23
非期货公司,1460,100,非期货公司,38545,2016-08-23
期货公司  ,30627,-2142,期货公司  ,23712,2016-08-24
非期货公司,0,0,非期货公司,6915,2016-08-24
期货公司  ,94095,-2699,期货公司  ,81882,2016-08-24
非期货公司,1400,0,非期货公司,13613,2016-08-24
期货公司  ,64633,-421,期货公司  ,55125,2016-08-24
非期货公司,120,100,非期货公司,9628,2016-08-24
期货公司  ,37786,933,期货公司  ,32817,2016-08-24
非期货公司,40,0,非期货公司,5009,2016-08-24
期货公司  ,18527,174,期货公司  ,15797,2016-08-24
非期货公司,0,0,非期货公司,2730,2016-08-24
期货公司  ,245668,-4155,期货公司  ,209333,2016-08-24
非期货公司,1560,100,非期货公司,37895,2016-08-24
期货公司  ,27497,-3130,期货公司  ,21022,2016-08-25
非期货公司,0,0,非期货公司,6475,2016-08-25
期货公司  ,90574,-3521,期货公司  ,78561,2016-08-25
非期货公司,1450,50,非期货公司,13463,2016-08-25
期货公司  ,65416,783,期货公司  ,55633,2016-08-25
非期货公司,170,50,非期货公司,9953,2016-08-25
期货公司  ,40407,2621,期货公司  ,35438,2016-08-25
非期货公司,40,0,非期货公司,5009,2016-08-25
期货公司  ,18675,148,期货公司  ,15945,2016-08-25
非期货公司,0,0,非期货公司,2730,2016-08-25
期货公司  ,242569,-3099,期货公司  ,206599,2016-08-25
非期货公司,1660,100,非期货公司,37630,2016-08-25
期货公司  ,25764,-1733,期货公司  ,19289,2016-08-26
非期货公司,0,0,非期货公司,6475,2016-08-26
期货公司  ,85855,-4719,期货公司  ,74082,2016-08-26
非期货公司,1500,50,非期货公司,13273,2016-08-26
期货公司  ,67626,2210,期货公司  ,58103,2016-08-26
非期货公司,430,260,非期货公司,9953,2016-08-26
期货公司  ,40765,358,期货公司  ,34956,2016-08-26
非期货公司,0,-40,非期货公司,5809,2016-08-26
期货公司  ,18579,-96,期货公司  ,15839,2016-08-26
非期货公司,0,0,非期货公司,2740,2016-08-26
期货公司  ,238589,-3980,期货公司  ,202269,2016-08-26
非期货公司,1930,270,非期货公司,38250,2016-08-26
期货公司  ,23705,-2059,期货公司  ,18439,2016-08-29
非期货公司,0,0,非期货公司,5266,2016-08-29
期货公司  ,83955,-1900,期货公司  ,72232,2016-08-29
非期货公司,1550,50,非期货公司,13273,2016-08-29
期货公司  ,69917,2291,期货公司  ,60364,2016-08-29
非期货公司,500,70,非期货公司,10053,2016-08-29
期货公司  ,41516,751,期货公司  ,35507,2016-08-29
非期货公司,0,0,非期货公司,6009,2016-08-29
期货公司  ,18900,321,期货公司  ,15940,2016-08-29
非期货公司,0,0,非期货公司,2960,2016-08-29
期货公司  ,237993,-596,期货公司  ,202482,2016-08-29
非期货公司,2050,120,非期货公司,37561,2016-08-29
期货公司  ,21908,-1797,期货公司  ,17232,2016-08-30
非期货公司,0,0,非期货公司,4676,2016-08-30
期货公司  ,81317,-2638,期货公司  ,69749,2016-08-30
非期货公司,1630,80,非期货公司,13198,2016-08-30
期货公司  ,71649,1732,期货公司  ,62156,2016-08-30
非期货公司,560,60,非期货公司,10053,2016-08-30
期货公司  ,42940,1424,期货公司  ,36901,2016-08-30
非期货公司,0,0,非期货公司,6039,2016-08-30
期货公司  ,19606,706,期货公司  ,16486,2016-08-30
非期货公司,0,0,非期货公司,3120,2016-08-30
期货公司  ,237420,-573,期货公司  ,202524,2016-08-30
非期货公司,2190,140,非期货公司,37086,2016-08-30
期货公司  ,20061,-1847,期货公司  ,15746,2016-08-31
非期货公司,0,0,非期货公司,4315,2016-08-31
期货公司  ,78763,-2554,期货公司  ,67250,2016-08-31
非期货公司,1650,20,非期货公司,13163,2016-08-31
期货公司  ,75934,4285,期货公司  ,66471,2016-08-31
非期货公司,590,30,非期货公司,10053,2016-08-31
期货公司  ,44119,1179,期货公司  ,38100,2016-08-31
非期货公司,40,40,非期货公司,6059,2016-08-31
期货公司  ,20800,1194,期货公司  ,17660,2016-08-31
非期货公司,0,0,非期货公司,3140,2016-08-31
期货公司  ,239677,2257,期货公司  ,205227,2016-08-31
非期货公司,2280,90,非期货公司,36730,2016-08-31
期货公司  ,23400,-1064,期货公司  ,19810,2016-07-01
非期货公司,0,0,非期货公司,3590,2016-07-01
期货公司  ,69805,-4757,期货公司  ,60781,2016-07-01
非期货公司,7800,0,非期货公司,16824,2016-07-01
期货公司  ,82854,6854,期货公司  ,72618,2016-07-01
非期货公司,700,-300,非期货公司,10936,2016-07-01
期货公司  ,40232,3089,期货公司  ,31242,2016-07-01
非期货公司,50,0,非期货公司,9040,2016-07-01
期货公司  ,20895,2195,期货公司  ,14881,2016-07-01
非期货公司,0,0,非期货公司,6014,2016-07-01
期货公司  ,237186,6317,期货公司  ,199332,2016-07-01
非期货公司,8550,-300,非期货公司,46404,2016-07-01
期货公司  ,21800,-1600,期货公司  ,18280,2016-07-04
非期货公司,0,0,非期货公司,3520,2016-07-04
期货公司  ,61776,-8029,期货公司  ,52732,2016-07-04
非期货公司,7800,0,非期货公司,16844,2016-07-04
期货公司  ,95533,12679,期货公司  ,85147,2016-07-04
非期货公司,650,-50,非期货公司,11036,2016-07-04
期货公司  ,43003,2771,期货公司  ,33933,2016-07-04
非期货公司,70,20,非期货公司,9140,2016-07-04
期货公司  ,21999,1104,期货公司  ,15219,2016-07-04
非期货公司,0,0,非期货公司,6780,2016-07-04
期货公司  ,17401,3830,期货公司  ,14772,2016-07-04
非期货公司,0,0,非期货公司,2629,2016-07-04
期货公司  ,261512,10755,期货公司  ,220083,2016-07-04
非期货公司,8520,-30,非期货公司,49949,2016-07-04
期货公司  ,19705,-2095,期货公司  ,16500,2016-07-05
非期货公司,0,0,非期货公司,3205,2016-07-05
期货公司  ,56085,-5691,期货公司  ,48051,2016-07-05
非期货公司,7800,0,非期货公司,15834,2016-07-05
期货公司  ,91719,-3814,期货公司  ,81083,2016-07-05
非期货公司,600,-50,非期货公司,11236,2016-07-05
期货公司  ,41681,-1322,期货公司  ,32476,2016-07-05
非期货公司,60,-10,非期货公司,9265,2016-07-05
期货公司  ,21440,-559,期货公司  ,14660,2016-07-05
非期货公司,0,0,非期货公司,6780,2016-07-05
期货公司  ,17718,317,期货公司  ,15089,2016-07-05
非期货公司,0,0,非期货公司,2629,2016-07-05
期货公司  ,248348,-13164,期货公司  ,207859,2016-07-05
非期货公司,8460,-60,非期货公司,48949,2016-07-05
期货公司  ,19110,-595,期货公司  ,16240,2016-07-06
非期货公司,0,0,非期货公司,2870,2016-07-06
期货公司  ,53340,-2745,期货公司  ,45916,2016-07-06
非期货公司,7800,0,非期货公司,15224,2016-07-06
期货公司  ,94443,2724,期货公司  ,83507,2016-07-06
非期货公司,600,0,非期货公司,11536,2016-07-06
期货公司  ,42503,822,期货公司  ,33438,2016-07-06
非期货公司,250,190,非期货公司,9315,2016-07-06
期货公司  ,21799,359,期货公司  ,15019,2016-07-06
非期货公司,0,0,非期货公司,6780,2016-07-06
期货公司  ,17821,103,期货公司  ,15192,2016-07-06
非期货公司,0,0,非期货公司,2629,2016-07-06
期货公司  ,249016,668,期货公司  ,209312,2016-07-06
非期货公司,8650,190,非期货公司,48354,2016-07-06
期货公司  ,17465,-1645,期货公司  ,14955,2016-07-07
非期货公司,0,0,非期货公司,2510,2016-07-07
期货公司  ,50751,-2589,期货公司  ,43527,2016-07-07
非期货公司,7800,0,非期货公司,15024,2016-07-07
期货公司  ,97706,3263,期货公司  ,86750,2016-07-07
非期货公司,600,0,非期货公司,11556,2016-07-07
期货公司  ,44922,2419,期货公司  ,35457,2016-07-07
非期货公司,250,0,非期货公司,9715,2016-07-07
期货公司  ,22941,1142,期货公司  ,16181,2016-07-07
非期货公司,20,20,非期货公司,6780,2016-07-07
期货公司  ,18484,663,期货公司  ,15655,2016-07-07
非期货公司,0,0,非期货公司,2829,2016-07-07
期货公司  ,252269,3253,期货公司  ,212525,2016-07-07
非期货公司,8670,20,非期货公司,48414,2016-07-07
期货公司  ,15685,-1780,期货公司  ,13675,2016-07-08
非期货公司,0,0,非期货公司,2010,2016-07-08
期货公司  ,50128,-623,期货公司  ,43404,2016-07-08
非期货公司,7600,-200,非期货公司,14324,2016-07-08
期货公司  ,103129,5423,期货公司  ,92193,2016-07-08
非期货公司,600,0,非期货公司,11536,2016-07-08
期货公司  ,46003,1081,期货公司  ,36238,2016-07-08
非期货公司,250,0,非期货公司,10015,2016-07-08
期货公司  ,23019,78,期货公司  ,16239,2016-07-08
非期货公司,0,-20,非期货公司,6780,2016-07-08
期货公司  ,18453,-31,期货公司  ,15624,2016-07-08
非期货公司,0,0,非期货公司,2829,2016-07-08
期货公司  ,256417,4148,期货公司  ,217373,2016-07-08
非期货公司,8450,-220,非期货公司,47494,2016-07-08
期货公司  ,14735,-950,期货公司  ,13155,2016-07-11
非期货公司,0,0,非期货公司,1580,2016-07-11
期货公司  ,48850,-1278,期货公司  ,42426,2016-07-11
非期货公司,7600,0,非期货公司,14024,2016-07-11
期货公司  ,109393,6264,期货公司  ,98447,2016-07-11
非期货公司,600,0,非期货公司,11546,2016-07-11
期货公司  ,49985,3982,期货公司  ,39895,2016-07-11
非期货公司,250,0,非期货公司,10340,2016-07-11
期货公司  ,24621,1602,期货公司  ,17851,2016-07-11
非期货公司,10,10,非期货公司,6780,2016-07-11
期货公司  ,18880,427,期货公司  ,16051,2016-07-11
非期货公司,0,0,非期货公司,2829,2016-07-11
期货公司  ,266464,10047,期货公司  ,227825,2016-07-11
非期货公司,8460,10,非期货公司,47099,2016-07-11
期货公司  ,12865,-1870,期货公司  ,11650,2016-07-12
非期货公司,0,0,非期货公司,1215,2016-07-12
期货公司  ,48089,-761,期货公司  ,40934,2016-07-12
非期货公司,6600,-1000,非期货公司,13755,2016-07-12
期货公司  ,106950,-2443,期货公司  ,97004,2016-07-12
非期货公司,1600,1000,非期货公司,11546,2016-07-12
期货公司  ,51581,1596,期货公司  ,41191,2016-07-12
非期货公司,250,0,非期货公司,10640,2016-07-12
期货公司  ,24536,-85,期货公司  ,17766,2016-07-12
非期货公司,10,0,非期货公司,6780,2016-07-12
期货公司  ,19055,175,期货公司  ,16226,2016-07-12
非期货公司,0,0,非期货公司,2829,2016-07-12
期货公司  ,263076,-3388,期货公司  ,224771,2016-07-12
非期货公司,8460,0,非期货公司,46765,2016-07-12
期货公司  ,8510,-4355,期货公司  ,7835,2016-07-13
非期货公司,0,0,非期货公司,675,2016-07-13
期货公司  ,44944,-3145,期货公司  ,38350,2016-07-13
非期货公司,6600,0,非期货公司,13194,2016-07-13
期货公司  ,109330,2380,期货公司  ,99144,2016-07-13
非期货公司,1600,0,非期货公司,11786,2016-07-13
期货公司  ,56468,4887,期货公司  ,45578,2016-07-13
非期货公司,270,20,非期货公司,11160,2016-07-13
期货公司  ,24733,197,期货公司  ,18003,2016-07-13
非期货公司,50,40,非期货公司,6780,2016-07-13
期货公司  ,19750,695,期货公司  ,16921,2016-07-13
非期货公司,0,0,非期货公司,2829,2016-07-13
期货公司  ,263735,659,期货公司  ,225831,2016-07-13
非期货公司,8520,60,非期货公司,46424,2016-07-13
期货公司  ,5550,-2960,期货公司  ,4875,2016-07-14
非期货公司,0,0,非期货公司,675,2016-07-14
期货公司  ,42238,-2706,期货公司  ,36225,2016-07-14
非期货公司,6600,0,非期货公司,12613,2016-07-14
期货公司  ,106094,-3236,期货公司  ,96198,2016-07-14
非期货公司,1690,90,非期货公司,11586,2016-07-14
期货公司  ,56044,-424,期货公司  ,45134,2016-07-14
非期货公司,270,0,非期货公司,11180,2016-07-14
期货公司  ,24383,-350,期货公司  ,17653,2016-07-14
非期货公司,50,0,非期货公司,6780,2016-07-14
期货公司  ,19642,-108,期货公司  ,16813,2016-07-14
非期货公司,0,0,非期货公司,2829,2016-07-14
期货公司  ,253951,-9784,期货公司  ,216898,2016-07-14
非期货公司,8610,90,非期货公司,45663,2016-07-14
期货公司  ,3680,-1870,期货公司  ,3080,2016-07-15
非期货公司,0,0,非期货公司,600,2016-07-15
期货公司  ,41071,-1167,期货公司  ,35772,2016-07-15
非期货公司,6600,0,非期货公司,11899,2016-07-15
期货公司  ,106247,153,期货公司  ,96251,2016-07-15
非期货公司,1600,-90,非期货公司,11596,2016-07-15
期货公司  ,56677,633,期货公司  ,45587,2016-07-15
非期货公司,270,0,非期货公司,11360,2016-07-15
期货公司  ,24701,318,期货公司  ,17981,2016-07-15
非期货公司,60,10,非期货公司,6780,2016-07-15
期货公司  ,19812,170,期货公司  ,16983,2016-07-15
非期货公司,0,0,非期货公司,2829,2016-07-15
期货公司  ,252188,-1763,期货公司  ,215654,2016-07-15
非期货公司,8530,-80,非期货公司,45064,2016-07-15
期货公司  ,37570,-3501,期货公司  ,33007,2016-07-18
非期货公司,6600,0,非期货公司,11163,2016-07-18
期货公司  ,101759,-4488,期货公司  ,91763,2016-07-18
非期货公司,1600,0,非期货公司,11596,2016-07-18
期货公司  ,58305,1628,期货公司  ,47065,2016-07-18
非期货公司,270,0,非期货公司,11510,2016-07-18
期货公司  ,25252,551,期货公司  ,18532,2016-07-18
非期货公司,60,0,非期货公司,6780,2016-07-18
期货公司  ,19967,155,期货公司  ,16938,2016-07-18
非期货公司,0,0,非期货公司,3029,2016-07-18
期货公司  ,242853,-5655,期货公司  ,207305,2016-07-18
非期货公司,8530,0,非期货公司,44078,2016-07-18
期货公司  ,33639,-3931,期货公司  ,29476,2016-07-19
非期货公司,6600,0,非期货公司,10763,2016-07-19
期货公司  ,100427,-1332,期货公司  ,89391,2016-07-19
非期货公司,500,-1100,非期货公司,11536,2016-07-19
期货公司  ,64505,6200,期货公司  ,54325,2016-07-19
非期货公司,1470,1200,非期货公司,11650,2016-07-19
期货公司  ,25793,541,期货公司  ,18713,2016-07-19
非期货公司,0,-60,非期货公司,7080,2016-07-19
期货公司  ,20357,390,期货公司  ,17128,2016-07-19
非期货公司,0,0,非期货公司,3229,2016-07-19
期货公司  ,244721,1868,期货公司  ,209033,2016-07-19
非期货公司,8570,40,非期货公司,44258,2016-07-19
期货公司  ,30462,-3177,期货公司  ,26938,2016-07-20
非期货公司,6600,0,非期货公司,10124,2016-07-20
期货公司  ,93237,-7190,期货公司  ,82401,2016-07-20
非期货公司,550,50,非期货公司,11386,2016-07-20
期货公司  ,59770,-4735,期货公司  ,49880,2016-07-20
非期货公司,1460,-10,非期货公司,11350,2016-07-20
期货公司  ,27013,1220,期货公司  ,19933,2016-07-20
非期货公司,0,0,非期货公司,7080,2016-07-20
期货公司  ,20781,424,期货公司  ,17452,2016-07-20
非期货公司,0,0,非期货公司,3329,2016-07-20
期货公司  ,231263,-13458,期货公司  ,196604,2016-07-20
非期货公司,8610,40,非期货公司,43269,2016-07-20
期货公司  ,30225,-237,期货公司  ,26761,2016-07-21
非期货公司,6600,0,非期货公司,10064,2016-07-21
期货公司  ,91270,-1967,期货公司  ,80284,2016-07-21
非期货公司,400,-150,非期货公司,11386,2016-07-21
期货公司  ,61109,1339,期货公司  ,50959,2016-07-21
非期货公司,1400,-60,非期货公司,11550,2016-07-21
期货公司  ,26508,-505,期货公司  ,19428,2016-07-21
非期货公司,0,0,非期货公司,7080,2016-07-21
期货公司  ,20514,-267,期货公司  ,17185,2016-07-21
非期货公司,0,0,非期货公司,3329,2016-07-21
期货公司  ,229626,-1637,期货公司  ,194617,2016-07-21
非期货公司,8400,-210,非期货公司,43409,2016-07-21
期货公司  ,28576,-1649,期货公司  ,24712,2016-07-22
非期货公司,6000,-600,非期货公司,9864,2016-07-22
期货公司  ,92466,1196,期货公司  ,81440,2016-07-22
非期货公司,400,0,非期货公司,11426,2016-07-22
期货公司  ,62904,1795,期货公司  ,52704,2016-07-22
非期货公司,1400,0,非期货公司,11600,2016-07-22
期货公司  ,27176,668,期货公司  ,20136,2016-07-22
非期货公司,40,40,非期货公司,7080,2016-07-22
期货公司  ,21419,905,期货公司  ,18090,2016-07-22
非期货公司,0,0,非期货公司,3329,2016-07-22
期货公司  ,232541,2915,期货公司  ,197082,2016-07-22
非期货公司,7840,-560,非期货公司,43299,2016-07-22
期货公司  ,26649,-1927,期货公司  ,21685,2016-07-25
非期货公司,4600,-1400,非期货公司,9564,2016-07-25
期货公司  ,90887,-1579,期货公司  ,79781,2016-07-25
非期货公司,400,0,非期货公司,11506,2016-07-25
期货公司  ,65286,2382,期货公司  ,55186,2016-07-25
非期货公司,1400,0,非期货公司,11500,2016-07-25
期货公司  ,27592,416,期货公司  ,20552,2016-07-25
非期货公司,40,0,非期货公司,7080,2016-07-25
期货公司  ,22151,732,期货公司  ,18822,2016-07-25
非期货公司,0,0,非期货公司,3329,2016-07-25
期货公司  ,232565,24,期货公司  ,196026,2016-07-25
非期货公司,6440,-1400,非期货公司,42979,2016-07-25
期货公司  ,25066,-1583,期货公司  ,20142,2016-07-26
非期货公司,4600,0,非期货公司,9524,2016-07-26
期货公司  ,90185,-702,期货公司  ,79079,2016-07-26
非期货公司,400,0,非期货公司,11506,2016-07-26
期货公司  ,65783,497,期货公司  ,55733,2016-07-26
非期货公司,1550,150,非期货公司,11600,2016-07-26
期货公司  ,28541,949,期货公司  ,21451,2016-07-26
非期货公司,40,0,非期货公司,7130,2016-07-26
期货公司  ,22152,1,期货公司  ,18823,2016-07-26
非期货公司,0,0,非期货公司,3329,2016-07-26
期货公司  ,231727,-838,期货公司  ,195228,2016-07-26
非期货公司,6590,150,非期货公司,43089,2016-07-26
期货公司  ,22524,-2542,期货公司  ,19130,2016-07-27
非期货公司,4600,0,非期货公司,7994,2016-07-27
期货公司  ,88902,-1283,期货公司  ,77996,2016-07-27
非期货公司,400,0,非期货公司,11306,2016-07-27
期货公司  ,66817,1034,期货公司  ,57017,2016-07-27
非期货公司,1600,50,非期货公司,11400,2016-07-27
期货公司  ,30395,1854,期货公司  ,23345,2016-07-27
非期货公司,40,0,非期货公司,7090,2016-07-27
期货公司  ,22840,688,期货公司  ,19511,2016-07-27
非期货公司,0,0,非期货公司,3329,2016-07-27
期货公司  ,231478,-249,期货公司  ,196999,2016-07-27
非期货公司,6640,50,非期货公司,41119,2016-07-27
期货公司  ,18653,-3871,期货公司  ,15459,2016-07-28
非期货公司,4400,-200,非期货公司,7594,2016-07-28
期货公司  ,80145,-8757,期货公司  ,69079,2016-07-28
非期货公司,200,-200,非期货公司,11266,2016-07-28
期货公司  ,69048,2231,期货公司  ,59548,2016-07-28
