Wind资讯,ZN1602.SHF,ZN1602.SHF
2015-05-06,17575.00 ,158.00 
2015-05-07,17395.00 ,160.00 
2015-05-08,17370.00 ,156.00 
2015-05-11,17225.00 ,294.00 
2015-05-12,17065.00 ,358.00 
2015-05-13,17180.00 ,428.00 
2015-05-14,17150.00 ,436.00 
2015-05-15,17190.00 ,424.00 
2015-05-18,17020.00 ,424.00 
2015-05-19,16995.00 ,470.00 
2015-05-20,16855.00 ,484.00 
2015-05-21,16745.00 ,480.00 
2015-05-22,16805.00 ,476.00 
2015-05-25,16635.00 ,482.00 
2015-05-26,16785.00 ,518.00 
2015-05-27,16725.00 ,518.00 
2015-05-28,16790.00 ,534.00 
2015-05-29,16950.00 ,586.00 
2015-06-01,16810.00 ,616.00 
2015-06-02,16650.00 ,636.00 
2015-06-03,16700.00 ,662.00 
2015-06-04,16520.00 ,686.00 
2015-06-05,16445.00 ,714.00 
2015-06-08,16370.00 ,746.00 
2015-06-09,16440.00 ,784.00 
2015-06-10,16550.00 ,774.00 
2015-06-11,16445.00 ,774.00 
2015-06-12,16325.00 ,774.00 
2015-06-15,16345.00 ,776.00 
2015-06-16,16210.00 ,780.00 
2015-06-17,16120.00 ,770.00 
2015-06-18,15970.00 ,772.00 
2015-06-19,15920.00 ,772.00 
2015-06-23,15725.00 ,778.00 
2015-06-24,15830.00 ,808.00 
2015-06-25,15755.00 ,824.00 
2015-06-26,15685.00 ,828.00 
2015-06-29,15625.00 ,954.00 
2015-06-30,15405.00 ,958.00 
2015-07-01,15255.00 ,938.00 
2015-07-02,15575.00 ,926.00 
2015-07-03,15605.00 ,908.00 
2015-07-06,15260.00 ,900.00 
2015-07-07,15350.00 ,892.00 
2015-07-08,14760.00 ,866.00 
2015-07-09,14990.00 ,762.00 
2015-07-10,15300.00 ,776.00 
2015-07-13,15210.00 ,776.00 
2015-07-14,15545.00 ,778.00 
2015-07-15,15610.00 ,782.00 
2015-07-16,15690.00 ,768.00 
2015-07-17,15660.00 ,766.00 
2015-07-20,15540.00 ,774.00 
2015-07-21,15550.00 ,790.00 
2015-07-22,15345.00 ,796.00 
2015-07-23,15145.00 ,778.00 
2015-07-24,15055.00 ,792.00 
2015-07-27,14840.00 ,788.00 
2015-07-28,14775.00 ,860.00 
2015-07-29,15015.00 ,922.00 
2015-07-30,14905.00 ,972.00 
2015-07-31,14810.00 ,1182.00 
2015-08-03,14660.00 ,1204.00 
2015-08-04,14570.00 ,1226.00 
2015-08-05,14720.00 ,1226.00 
2015-08-06,14585.00 ,1236.00 
2015-08-07,14350.00 ,1320.00 
2015-08-10,14265.00 ,1440.00 
2015-08-11,14515.00 ,1432.00 
2015-08-12,14555.00 ,1438.00 
2015-08-13,14755.00 ,1524.00 
2015-08-14,14740.00 ,1460.00 
2015-08-17,14740.00 ,1444.00 
2015-08-18,14630.00 ,1568.00 
2015-08-19,14465.00 ,1714.00 
2015-08-20,14565.00 ,1710.00 
2015-08-21,14650.00 ,1732.00 
2015-08-24,14355.00 ,1730.00 
2015-08-25,14325.00 ,1768.00 
2015-08-26,14380.00 ,1818.00 
2015-08-27,14270.00 ,2072.00 
2015-08-28,14535.00 ,2096.00 
2015-08-31,14660.00 ,1998.00 
2015-09-01,14630.00 ,2384.00 
2015-09-02,14650.00 ,2582.00 
2015-09-07,14700.00 ,2862.00 
2015-09-08,14520.00 ,3148.00 
2015-09-09,14830.00 ,4158.00 
2015-09-10,14815.00 ,4862.00 
2015-09-11,14870.00 ,5016.00 
2015-09-14,14765.00 ,5072.00 
2015-09-15,14415.00 ,8802.00 
2015-09-16,14295.00 ,13160.00 
2015-09-17,14365.00 ,13646.00 
2015-09-18,14260.00 ,15700.00 
2015-09-21,13715.00 ,16002.00 
2015-09-22,13470.00 ,17112.00 
2015-09-23,13405.00 ,17396.00 
2015-09-24,13575.00 ,17220.00 
2015-09-25,13630.00 ,17142.00 
2015-09-28,13440.00 ,17740.00 
2015-09-29,13295.00 ,18296.00 
2015-09-30,13530.00 ,18498.00 
2015-10-08,13605.00 ,19076.00 
2015-10-09,13970.00 ,19226.00 
2015-10-12,14450.00 ,21240.00 
2015-10-13,14410.00 ,22252.00 
2015-10-14,14400.00 ,23280.00 
2015-10-15,14480.00 ,23294.00 
2015-10-16,14415.00 ,23522.00 
2015-10-19,14295.00 ,23972.00 
2015-10-20,14135.00 ,23908.00 
2015-10-21,14165.00 ,24140.00 
2015-10-22,13905.00 ,25668.00 
2015-10-23,14035.00 ,27612.00 
2015-10-26,14050.00 ,29160.00 
2015-10-27,14095.00 ,30868.00 
2015-10-28,14085.00 ,35616.00 
2015-10-29,14060.00 ,38536.00 
2015-10-30,13825.00 ,43774.00 
2015-11-02,13730.00 ,47604.00 
2015-11-03,13735.00 ,52068.00 
2015-11-04,13665.00 ,52816.00 
2015-11-05,13655.00 ,56182.00 
2015-11-06,13495.00 ,59416.00 
2015-11-09,13520.00 ,62418.00 
2015-11-10,13260.00 ,69228.00 
2015-11-11,12925.00 ,79870.00 
2015-11-12,12950.00 ,79770.00 
2015-11-13,12970.00 ,76686.00 
2015-11-16,13010.00 ,78772.00 
2015-11-17,12675.00 ,82386.00 
2015-11-18,12460.00 ,92958.00 
2015-11-19,12150.00 ,100678.00 
2015-11-20,12160.00 ,132672.00 
2015-11-23,12255.00 ,190040.00 
2015-11-24,12440.00 ,202694.00 
2015-11-25,12800.00 ,172532.00 
2015-11-26,13030.00 ,171426.00 
2015-11-27,13045.00 ,178322.00 
2015-11-30,12785.00 ,193590.00 
2015-12-01,12770.00 ,201242.00 
2015-12-02,12715.00 ,232494.00 
2015-12-03,12550.00 ,225810.00 
2015-12-04,12530.00 ,236400.00 
2015-12-07,12655.00 ,226564.00 
2015-12-08,12650.00 ,221024.00 
2015-12-09,12560.00 ,228988.00 
2015-12-10,12680.00 ,223524.00 
2015-12-11,12690.00 ,209314.00 
2015-12-14,12845.00 ,208238.00 
2015-12-15,12825.00 ,204214.00 
2015-12-16,12675.00 ,197680.00 
2015-12-17,12635.00 ,199522.00 
2015-12-18,12555.00 ,194038.00 
2015-12-21,12725.00 ,186346.00 
2015-12-22,12850.00 ,181262.00 
2015-12-23,12825.00 ,183704.00 
2015-12-24,13010.00 ,174086.00 
2015-12-25,13075.00 ,172160.00 
2015-12-28,13065.00 ,151994.00 
2015-12-29,12995.00 ,138206.00 
2015-12-30,13330.00 ,128610.00 
2015-12-31,13415.00 ,115492.00 
2016-01-04,13230.00 ,101214.00 
2016-01-05,13200.00 ,95760.00 
2016-01-06,13125.00 ,85738.00 
2016-01-07,12970.00 ,70586.00 
2016-01-08,12835.00 ,63370.00 
2016-01-11,12840.00 ,62044.00 
2016-01-12,12605.00 ,55978.00 
2016-01-13,12460.00 ,51558.00 
2016-01-14,12555.00 ,49402.00 
2016-01-15,12630.00 ,46840.00 
2016-01-18,12610.00 ,44806.00 
2016-01-19,12725.00 ,41364.00 
2016-01-20,12730.00 ,37316.00 
2016-01-21,12635.00 ,35490.00 
2016-01-22,12730.00 ,32706.00 
2016-01-25,12705.00 ,29638.00 
2016-01-26,12720.00 ,28098.00 
2016-01-27,12970.00 ,25194.00 
2016-01-28,12985.00 ,21500.00 
2016-01-29,12920.00 ,19002.00 
2016-02-01,13040.00 ,15940.00 
2016-02-02,13175.00 ,14260.00 
2016-02-03,13290.00 ,13980.00 
2016-02-04,13700.00 ,13660.00 
2016-02-05,13625.00 ,13760.00 
2016-02-15,13645.00 ,13920.00 
,,
,,
,,
,,
,,
,,
,,
