Wind资讯,ZN1605.SHF,ZN1605.SHF
2015-10-27,13980.00 ,1112.00 
2015-10-28,13965.00 ,1074.00 
2015-10-29,14020.00 ,1142.00 
2015-10-30,13810.00 ,1234.00 
2015-11-02,13755.00 ,1362.00 
2015-11-03,13755.00 ,1448.00 
2015-11-04,13635.00 ,1466.00 
2015-11-05,13670.00 ,2088.00 
2015-11-06,13500.00 ,2094.00 
2015-11-09,13555.00 ,1940.00 
2015-11-10,13420.00 ,2062.00 
2015-11-11,12950.00 ,2192.00 
2015-11-12,12995.00 ,2200.00 
2015-11-13,13015.00 ,2208.00 
2015-11-16,13025.00 ,2270.00 
2015-11-17,12740.00 ,2542.00 
2015-11-18,12425.00 ,4006.00 
2015-11-19,12160.00 ,4728.00 
2015-11-20,12170.00 ,5100.00 
2015-11-23,12130.00 ,6894.00 
2015-11-24,12280.00 ,8418.00 
2015-11-25,12690.00 ,7078.00 
2015-11-26,13015.00 ,8244.00 
2015-11-27,12985.00 ,9026.00 
2015-11-30,12705.00 ,9028.00 
2015-12-01,12695.00 ,9634.00 
2015-12-02,12605.00 ,9932.00 
2015-12-03,12450.00 ,10174.00 
2015-12-04,12430.00 ,10450.00 
2015-12-07,12585.00 ,10380.00 
2015-12-08,12545.00 ,11260.00 
2015-12-09,12480.00 ,13026.00 
2015-12-10,12590.00 ,13072.00 
2015-12-11,12655.00 ,12660.00 
2015-12-14,12790.00 ,13476.00 
2015-12-15,12815.00 ,14062.00 
2015-12-16,12645.00 ,15302.00 
2015-12-17,12645.00 ,15086.00 
2015-12-18,12535.00 ,15704.00 
2015-12-21,12745.00 ,15248.00 
2015-12-22,12835.00 ,16054.00 
2015-12-23,12835.00 ,15544.00 
2015-12-24,13015.00 ,18384.00 
2015-12-25,13065.00 ,18992.00 
2015-12-28,13050.00 ,20316.00 
2015-12-29,12985.00 ,19632.00 
2015-12-30,13360.00 ,20124.00 
2015-12-31,13440.00 ,21450.00 
2016-01-04,13275.00 ,22600.00 
2016-01-05,13245.00 ,22864.00 
2016-01-06,13130.00 ,20514.00 
2016-01-07,13005.00 ,21422.00 
2016-01-08,12850.00 ,22672.00 
2016-01-11,12880.00 ,23268.00 
2016-01-12,12615.00 ,28186.00 
2016-01-13,12475.00 ,28454.00 
2016-01-14,12590.00 ,30080.00 
2016-01-15,12690.00 ,30598.00 
2016-01-18,12670.00 ,29270.00 
2016-01-19,12785.00 ,31144.00 
2016-01-20,12795.00 ,33388.00 
2016-01-21,12705.00 ,37824.00 
2016-01-22,12805.00 ,37436.00 
2016-01-25,12805.00 ,39102.00 
2016-01-26,12825.00 ,39352.00 
2016-01-27,13085.00 ,43762.00 
2016-01-28,13085.00 ,46522.00 
2016-01-29,13035.00 ,48296.00 
2016-02-01,13180.00 ,47774.00 
2016-02-02,13295.00 ,49806.00 
2016-02-03,13430.00 ,53994.00 
2016-02-04,13785.00 ,59326.00 
2016-02-05,13865.00 ,57624.00 
2016-02-15,13895.00 ,59588.00 
2016-02-16,13750.00 ,65088.00 
2016-02-17,13640.00 ,71018.00 
2016-02-18,13630.00 ,75164.00 
2016-02-19,13830.00 ,79344.00 
2016-02-22,14155.00 ,84616.00 
2016-02-23,14215.00 ,92924.00 
2016-02-24,14035.00 ,100648.00 
2016-02-25,14220.00 ,113906.00 
2016-02-26,14025.00 ,124888.00 
2016-02-29,14135.00 ,134812.00 
2016-03-01,14120.00 ,150584.00 
2016-03-02,14285.00 ,173068.00 
2016-03-03,14395.00 ,196780.00 
2016-03-04,14505.00 ,190326.00 
2016-03-07,14535.00 ,199524.00 
2016-03-08,14355.00 ,181098.00 
2016-03-09,14060.00 ,171398.00 
2016-03-10,14150.00 ,179150.00 
2016-03-11,14075.00 ,175018.00 
2016-03-14,14210.00 ,182740.00 
2016-03-15,14115.00 ,177030.00 
2016-03-16,13930.00 ,168932.00 
2016-03-17,14060.00 ,159360.00 
2016-03-18,14380.00 ,170160.00 
2016-03-21,14420.00 ,166358.00 
2016-03-22,14480.00 ,163904.00 
2016-03-23,14425.00 ,151282.00 
2016-03-24,14255.00 ,136934.00 
2016-03-25,14170.00 ,131068.00 
2016-03-28,14280.00 ,122722.00 
2016-03-29,14235.00 ,112960.00 
2016-03-30,14145.00 ,103018.00 
2016-03-31,14145.00 ,95844.00 
2016-04-01,14305.00 ,85680.00 
2016-04-05,14430.00 ,78676.00 
2016-04-06,14290.00 ,71724.00 
2016-04-07,14210.00 ,66724.00 
2016-04-08,13975.00 ,59654.00 
2016-04-11,14075.00 ,53868.00 
2016-04-12,14050.00 ,52802.00 
2016-04-13,14575.00 ,49530.00 
2016-04-14,14930.00 ,46986.00 
2016-04-15,14855.00 ,44546.00 
2016-04-18,15015.00 ,41374.00 
2016-04-19,15050.00 ,38270.00 
2016-04-20,15095.00 ,36140.00 
2016-04-21,15150.00 ,33634.00 
2016-04-22,14990.00 ,31862.00 
2016-04-25,15125.00 ,31038.00 
2016-04-26,14930.00 ,30662.00 
2016-04-27,14915.00 ,29468.00 
2016-04-28,14815.00 ,27428.00 
2016-04-29,15095.00 ,25854.00 
2016-05-03,15145.00 ,24720.00 
2016-05-04,14935.00 ,23950.00 
2016-05-05,14840.00 ,23700.00 
2016-05-06,14710.00 ,23250.00 
2016-05-09,14710.00 ,21650.00 
2016-05-10,14590.00 ,21240.00 
2016-05-11,14735.00 ,21590.00 
2016-05-12,15055.00 ,20460.00 
2016-05-13,14900.00 ,19720.00 
2016-05-16,15030.00 ,19400.00 
,,
,,
