update_date,open,high,low,close,amt,volume
2015/8/5 10:00,80752.75,80877.19,80742.94,80812.26,0,4172
2015/8/5 10:05,80812.26,80884.67,80786.56,80852.01,0,2900
2015/8/5 10:10,80845.53,80881.37,80770.37,80770.4,0,2690
2015/8/5 10:15,80763.94,80814.21,80747.48,80814.21,0,1376
2015/8/5 10:30,80788.19,80818,80759.27,80759.27,0,934
2015/8/5 10:35,80749.48,80778.8,80718.66,80738.12,0,2130
2015/8/5 10:40,80738.12,80781.12,80725.19,80774.01,0,1962
2015/8/5 10:45,80774.01,80862.47,80767.5,80816.88,0,2188
2015/8/5 10:50,80823.35,80843.22,80758.56,80765.03,0,1324
2015/8/5 10:55,80765.03,80804.88,80735.85,80785.13,0,1630
2015/8/5 11:00,80785.13,80824.45,80778.98,80798.63,0,1172
2015/8/5 11:05,80798.63,80972.33,80795.33,80946.55,0,4212
2015/8/5 11:10,80943.19,81015.69,80891.38,80904.42,0,4678
2015/8/5 11:15,80897.97,80947.08,80846.16,80846.16,0,2712
2015/8/5 11:20,80846.16,80888.7,80751.37,80751.37,0,2420
2015/8/5 11:25,80751.38,80810.11,80741.6,80777.59,0,1464
2015/8/5 11:30,80784.05,80797.2,80601.51,80673.01,0,3874
2015/8/5 13:30,80646.76,80683.06,80614.25,80683.05,0,1124
2015/8/5 13:35,80692.85,80748.02,80659.67,80659.67,0,2302
2015/8/5 13:40,80659.67,80760.67,80600.82,80760.67,0,3212
2015/8/5 13:45,80754.21,80831.44,80741.31,80824.77,0,3028
2015/8/5 13:50,80818.31,80867.51,80752.98,80815.45,0,3680
2015/8/5 13:55,80815.21,80870.68,80792.48,80860.59,0,2804
2015/8/5 14:00,80867.3,81008.74,80837.93,81002.07,0,4516
2015/8/5 14:05,80995.62,80995.62,80913.95,80927.45,0,3810
2015/8/5 14:10,80927.45,81102.5,80911.29,81096.06,0,5844
2015/8/5 14:15,81070.04,81338.55,81063.65,81332.57,0,10104
2015/8/5 14:20,81351.95,81433.97,81268.22,81284.3,0,7832
2015/8/5 14:25,81274.49,81369.1,81216.01,81353.21,0,4490
2015/8/5 14:30,81359.6,81701.84,81359.6,81555.51,0,12320
2015/8/5 14:35,81552.06,81601.55,81416.8,81435.89,0,6186
2015/8/5 14:40,81455.96,81455.96,81232.84,81258.84,0,6614
2015/8/5 14:45,81272.06,81333.98,81220.64,81255.61,0,3970
2015/8/5 14:50,81269.39,81406.62,81259.89,81299.09,0,4406
2015/8/5 14:55,81276.03,81325.65,81236.72,81274.87,0,3382
2015/8/5 15:00,81265.6,81457.39,81255.81,81457.39,0,4156
2015/8/6 8:55,81146.63,81146.63,81146.63,81146.63,0,194056
2015/8/6 9:00,81102.24,81282.16,81102.24,81281.53,0,2754
2015/8/6 9:05,81262.61,81330.79,80990.77,80990.77,0,7798
2015/8/6 9:10,81006.76,81021.44,80900.66,80969.41,0,7408
2015/8/6 9:15,80969.4,81067.49,80898.42,80914.68,0,4224
2015/8/6 9:20,80914.68,80953.29,80797.51,80862.43,0,6318
2015/8/6 9:25,80875.14,81011.38,80855.96,80855.98,0,3124
2015/8/6 9:30,80849.65,80970.92,80817.56,80830.29,0,4662
2015/8/6 9:35,80836.62,81016.22,80836.61,80977.77,0,3726
2015/8/6 9:40,80977.75,81095.91,80958.61,81054.45,0,3986
2015/8/6 9:45,81054.45,81078.49,80987.35,81061.04,0,2142
2015/8/6 9:50,81054.74,81189.6,81012.68,81141.45,0,4354
2015/8/6 9:55,81173.68,81173.68,81076.65,81124.95,0,2428
2015/8/6 10:00,81106.08,81145.3,81082.99,81115.25,0,1454
2015/8/6 10:05,81121.55,81145.19,81090.04,81096.35,0,1190
2015/8/6 10:10,81096.35,81170.2,81027.54,81128.7,0,2434
2015/8/6 10:15,81128.7,81156.99,81106.52,81125.54,0,1258
2015/8/6 10:30,81145.85,81249.75,81145.85,81188.26,0,1560
2015/8/6 10:35,81220.43,81220.43,81123.65,81123.65,0,2230
2015/8/6 10:40,81117.38,81353.27,81101.29,81353.27,0,4184
2015/8/6 10:45,81347.62,81448.19,81324.59,81388.14,0,8196
2015/8/6 10:50,81400.65,81501.17,81394.37,81421.75,0,5594
2015/8/6 10:55,81404.88,81499.65,81362.92,81371.22,0,3698
2015/8/6 11:00,81381.81,81505.31,81313.42,81420.62,0,4542
2015/8/6 11:05,81414.36,81469.72,81395.71,81424.27,0,2806
2015/8/6 11:10,81430.53,81521.52,81402.02,81440.75,0,3182
2015/8/6 11:15,81434.49,81628.11,81434.49,81611.4,0,6754
2015/8/6 11:20,81608.69,81625.65,81499.92,81522.33,0,3684
2015/8/6 11:25,81516.09,81574.97,81477.14,81516.42,0,1918
2015/8/6 11:30,81516.42,81570.12,81474.21,81522.33,0,2424
2015/8/6 13:30,81554.41,81615.9,81549.83,81586.5,0,1254
2015/8/6 13:35,81576.7,81576.76,81445.5,81449.07,0,3132
2015/8/6 13:40,81458.87,81458.88,81375.03,81413.22,0,2864
2015/8/6 13:45,81406.98,81422.1,81318.35,81318.35,0,2962
2015/8/6 13:50,81318.36,81394.11,81295.6,81298.23,0,4416
2015/8/6 13:55,81301.78,81321.47,81136.6,81184.14,0,7028
2015/8/6 14:00,81184.12,81217,81122.94,81144.24,0,3962
2015/8/6 14:05,81122,81206.5,81089.01,81206.5,0,3682
2015/8/6 14:10,81199.35,81217.38,81145.27,81181.77,0,2254
2015/8/6 14:15,81187.97,81187.97,80935.95,80991.27,0,10074
2015/8/6 14:20,81010.95,81150.68,80986.82,81118.63,0,3856
2015/8/6 14:25,81108.8,81174.34,81050.68,81053.3,0,4038
2015/8/6 14:30,81079.11,81133.38,80953.15,81029.59,0,3740
2015/8/6 14:35,81023.38,81059.83,80940.48,81004.45,0,4160
2015/8/6 14:40,81004.45,81141.11,81001.71,81141.11,0,3424
2015/8/6 14:45,81147.35,81160.77,81077.32,81111.92,0,2290
2015/8/6 14:50,81127.88,81249.72,81126.28,81188.32,0,5690
2015/8/6 14:55,81185.7,81217.73,81106.63,81106.63,0,2256
2015/8/6 15:00,81112.87,81122.87,80984.36,81062.75,0,5416
2015/10/15 8:55,79630.73,79630.73,79630.73,79630.73,0,231664
2015/10/15 9:00,79630.75,79630.78,79533.15,79552.7,0,5426
2015/10/15 9:05,79542.94,79663.23,79474.61,79604.66,0,12848
2015/10/15 9:10,79604.66,79956.67,79604.66,79902.09,0,25732
2015/10/15 9:15,79879.72,80006.82,79869.96,79943.18,0,16992
2015/10/15 9:20,79962.73,80141.57,79962.73,80102.53,0,21232
2015/10/15 9:25,80092.76,80112.31,79985.22,80053.69,0,9854
2015/10/15 9:30,80043.91,80073.24,79838.43,79838.43,0,14800
2015/10/15 9:35,79828.65,79897.08,79769.99,79818.87,0,13736
2015/10/15 9:40,79809.09,80002.17,79809.09,80002.17,0,13390
2015/10/15 9:45,80002.17,80002.21,79904.43,80002.21,0,8532
2015/10/15 9:50,79992.44,79992.44,79855.76,79965.37,0,6366
2015/10/15 9:55,79955.59,79955.59,79848.04,79916.48,0,4342
2015/10/15 10:00,79916.48,79985.16,79867.59,79955.84,0,5680
2015/10/15 10:05,79936.64,79956.19,79877.48,79916.59,0,3644
2015/10/15 10:10,79916.59,80044.4,79906.81,80005.29,0,7740
2015/10/15 10:15,80015.06,80093.67,79966.5,80083.85,0,8960
2015/10/15 10:30,80054.52,80133.29,80044.74,80123.51,0,5392
2015/10/15 10:35,80123.51,80192.65,80026.01,80055.36,0,12338
2015/10/15 10:40,80065.14,80251.07,80045.58,80182.58,0,15856
2015/10/15 10:45,80182.58,80342.91,80163.05,80333.12,0,18388
2015/10/15 10:50,80313.56,80470.72,80273.9,80402.21,0,24002
2015/10/15 10:55,80412,80412,80284.66,80323.53,0,11472
2015/10/15 11:00,80333.32,80362.82,80244.46,80274.08,0,10348
2015/10/15 11:05,80274.08,80441.11,80254.49,80441.11,0,9026
2015/10/15 11:10,80411.75,80421.55,80303.65,80303.65,0,10786
2015/10/15 11:15,80313.44,80313.45,80000.03,80137,0,23424
2015/10/15 11:20,80156.57,80176.13,79958.06,80015.87,0,17200
2015/10/15 11:25,80035.44,80123.49,80025.66,80084.58,0,7370
2015/10/15 11:30,80074.79,80192.14,80074.79,80182.36,0,7058
2015/10/15 13:30,80250.85,80378.03,80250.85,80283.61,0,5696
2015/10/15 13:35,80273.82,80362.02,80264.15,80293.58,0,12462
2015/10/15 13:40,80293.58,80362.26,80274.18,80285.23,0,6652
2015/10/15 13:45,80275.45,80304.8,80187.38,80295.02,0,10372
2015/10/15 13:50,80304.8,80471.4,80285.24,80402.93,0,18462
2015/10/15 13:55,80402.93,80619.55,80363.78,80570.59,0,26560
2015/10/15 14:00,80600.28,80640.35,80493.22,80532.58,0,17784
2015/10/15 14:05,80532.58,80689.69,80483.8,80483.8,0,19622
2015/10/15 14:10,80474.01,80610.45,80473.74,80590.12,0,13890
2015/10/15 14:15,80599.92,80658.89,80503.5,80571.59,0,13730
2015/10/15 14:20,80591.18,80689.7,80571.87,80650.5,0,14124
2015/10/15 14:25,80650.51,80660.31,80503.2,80522.8,0,10934
2015/10/15 14:30,80513,80522.8,80443.42,80512.2,0,19654
2015/10/15 14:35,80531.8,80600.23,80492.6,80570.83,0,11034
2015/10/15 14:40,80570.83,80590.95,80472.81,80521.66,0,13300
2015/10/15 14:45,80521.66,80639.67,80482.44,80610.3,0,12900
2015/10/15 14:50,80620.1,80679.03,80551.51,80590.81,0,17052
2015/10/15 14:55,80600.61,80600.61,80344.28,80393.59,0,29162
2015/10/15 15:00,80393.59,80432.31,80334.32,80334.32,0,19922
2015/10/16 8:55,80558.13,80558.13,80558.13,80558.13,0,282610
2015/10/16 9:00,80558.14,80647.28,80469.55,80607.91,0,8812
2015/10/16 9:05,80607.91,80875.65,80519.18,80850.08,0,28392
2015/10/16 9:10,80859.92,80881.27,80763.05,80813.38,0,19932
2015/10/16 9:15,80803.54,80880.68,80724.48,80870.83,0,13268
2015/10/16 9:20,80870.83,80870.83,80743.18,80743.18,0,7130
2015/10/16 9:25,80753.02,80782.6,80624.34,80693.27,0,14968
2015/10/16 9:30,80693.27,80693.27,80535.25,80614.02,0,11354
2015/10/16 9:35,80594.33,80604.18,80427.04,80564.01,0,16646
2015/10/16 9:40,80554.16,80603.39,80514.77,80544.31,0,6384
2015/10/16 9:45,80544.31,80633.26,80504.92,80534.8,0,9078
2015/10/16 9:50,80534.8,80534.8,80425.04,80464.42,0,10906
2015/10/16 9:55,80454.58,80552.46,80434.89,80542.61,0,8446
2015/10/16 10:00,80542.61,80641.77,80532.77,80582.68,0,11936
2015/10/16 10:05,80582.68,80661.65,80562.98,80641.96,0,8280
2015/10/16 10:10,80651.8,80681.35,80563.98,80583.67,0,6742
2015/10/16 10:15,80583.67,80622.58,80533.95,80533.95,0,3558
2015/10/16 10:30,80533.95,80552.96,80503.73,80523.42,0,1978
2015/10/16 10:35,80533.27,80553.5,80375.8,80434.87,0,12244
2015/10/16 10:40,80425.03,80484.1,80384.94,80384.94,0,7952
2015/10/16 10:45,80375.1,80434.17,80315.04,80374.12,0,10894
2015/10/16 10:50,80383.96,80630.86,80383.96,80630.86,0,16168
2015/10/16 10:55,80621.01,80621.01,80542.22,80591.29,0,8224
2015/10/16 11:00,80601.13,80610.98,80503.65,80572.77,0,7966
2015/10/16 11:05,80562.92,80572.77,80454.61,80483.88,0,6738
2015/10/16 11:10,80483.88,80493.72,80284.31,80304,0,15442
2015/10/16 11:15,80274.47,80372.55,80274.47,80333.17,0,11144
2015/10/16 11:20,80333.17,80372.55,80204.35,80204.35,0,12466
2015/10/16 11:25,80214.19,80292.61,80144.67,80282.77,0,14216
2015/10/16 11:30,80302.45,80352.1,80174.93,80174.93,0,9976
2015/10/16 13:30,80263.45,80263.45,80204.43,80204.43,0,4576
2015/10/16 13:35,80204.43,80263.21,80125.74,80223.86,0,10736
2015/10/16 13:40,80223.86,80312.38,80145.16,80282.87,0,7428
2015/10/16 13:45,80292.71,80312.39,80213.66,80233.33,0,5898
2015/10/16 13:50,80253,80351.53,80253,80292.75,0,10532
2015/10/16 13:55,80302.59,80351.66,80273.06,80341.83,0,6324
2015/10/16 14:00,80341.83,80490.1,80331.99,80421.22,0,15922
2015/10/16 14:05,80431.06,80558.98,80401.55,80490.22,0,14980
2015/10/16 14:10,80500.06,80581.54,80460.7,80562.89,0,11260
2015/10/16 14:15,80553.05,80622.09,80474.81,80493.77,0,11322
2015/10/16 14:20,80493.77,80513.35,80424.23,80473.44,0,9706
2015/10/16 14:25,80483.28,80493.12,80402.62,80402.62,0,7190
2015/10/16 14:30,80373.1,80570.02,80373.1,80520.82,0,11172
2015/10/16 14:35,80530.66,80570.02,80471.62,80570.02,0,9934
2015/10/16 14:40,80560.18,80640.11,80560.18,80571.21,0,15288
2015/10/16 14:45,80571.21,80659.8,80571.21,80650.11,0,10104
2015/10/16 14:50,80669.79,80679.63,80463.19,80541.92,0,14376
2015/10/16 14:55,80541.93,80541.93,80304.89,80354.09,0,18818
2015/10/16 15:00,80354.09,80390.18,80203.63,80390.18,0,22160
2015/10/19 8:55,80560.04,80560.04,80560.04,80560.04,0,195252
2015/10/19 9:00,80491.21,80550.21,80461.7,80501.04,0,5546
2015/10/19 9:05,80501.04,80651.37,80481.37,80484.16,0,16840
2015/10/19 9:10,80474.32,80493.99,80124.41,80212.88,0,28836
2015/10/19 9:15,80212.88,80291.54,80163.6,80222.36,0,14174
2015/10/19 9:20,80212.53,80281.73,80104.47,80133.97,0,11192
2015/10/19 9:25,80143.8,80183.14,80033.19,80083.63,0,21294
2015/10/19 9:30,80103.3,80152.47,79649.22,79737.38,0,29152
2015/10/19 9:35,79737.38,79772.81,79674.49,79723.65,0,15288
2015/10/19 9:40,79713.82,79833.61,79713.82,79833.61,0,9234
2015/10/19 9:45,79823.78,79843.68,79745.02,79745.02,0,9156
2015/10/19 9:50,79735.19,79784.36,79646.35,79734.58,0,9988
2015/10/19 9:55,79744.42,79794.15,79656.71,79696.04,0,11616
2015/10/19 10:00,79696.04,79820.55,79565.87,79800.88,0,18112
2015/10/19 10:05,79800.88,79997.55,79800.88,79891.16,0,18972
2015/10/19 10:10,79891.16,79990.54,79853.02,79951.21,0,9328
2015/10/19 10:15,79951.21,79990.54,79902.04,79921.71,0,6152
2015/10/19 10:30,79892.2,79892.2,79813.39,79813.39,0,3332
2015/10/19 10:35,79813.39,79862.56,79793.58,79803.56,0,6008
2015/10/19 10:40,79813.4,79893.41,79765.58,79795.08,0,5780
2015/10/19 10:45,79785.25,79893.4,79785.25,79834.35,0,4700
2015/10/19 10:50,79844.19,79883.52,79814.68,79824.62,0,2848
2015/10/19 10:55,79824.62,79893.67,79814.79,79883.83,0,3036
2015/10/19 11:00,79883.83,79883.83,79795.08,79804.91,0,3652
2015/10/19 11:05,79795.08,79922.71,79785.25,79883.37,0,6660
2015/10/19 11:10,79883.37,79922.7,79824.33,79824.33,0,3648
2015/10/19 11:15,79814.5,79844.01,79695.74,79735.07,0,10616
2015/10/19 11:20,79725.24,79784.24,79685.92,79744.92,0,7122
2015/10/19 11:25,79744.92,79744.92,79676.11,79695.67,0,4710
2015/10/19 11:30,79695.67,79725.17,79656.37,79676.04,0,4816
2015/10/19 13:30,79646.55,79646.55,79518.75,79528.59,0,7200
2015/10/19 13:35,79527.59,79605.94,79527.3,79576.45,0,9962
2015/10/19 13:40,79586.28,79626.06,79546.96,79606.39,0,5402
2015/10/19 13:45,79616.22,79685.03,79576.84,79576.84,0,5880
2015/10/19 13:50,79576.84,79625,79526.68,79545.51,0,7622
2015/10/19 13:55,79545.51,79604.49,79416.1,79435.81,0,18352
2015/10/19 14:00,79425.98,79475.14,79178.69,79296.12,0,21152
2015/10/19 14:05,79315.77,79364.9,79276.45,79345.24,0,7408
2015/10/19 14:10,79347.67,79384.77,79315.96,79315.97,0,6158
2015/10/19 14:15,79286.48,79335.91,79218.06,79296.58,0,11456
2015/10/19 14:20,79306.4,79375.28,79275.39,79334.36,0,7488
2015/10/19 14:25,79324.53,79384.49,79295.04,79374.66,0,3928
2015/10/19 14:30,79374.66,79433.63,79306.27,79306.27,0,8770
2015/10/19 14:35,79306.27,79384.27,79285.97,79354.78,0,6740
2015/10/19 14:40,79354.78,79434.23,79276.16,79355.61,0,10842
2015/10/19 14:45,79365.44,79404.84,79316.38,79345.86,0,4310
2015/10/19 14:50,79375.35,79404.84,79326.21,79345.89,0,7216
2015/10/19 14:55,79355.72,79375.37,79285.44,79323.97,0,11158
2015/10/19 15:00,79333.79,79334.28,79126.8,79156.26,0,19010
2015/10/20 8:55,78799.14,78799.14,78799.14,78799.14,0,304924
2015/10/20 9:00,78759.93,78759.93,78642.09,78642.1,0,5098
2015/10/20 9:05,78622.49,78648.44,78510.9,78550.12,0,13886
2015/10/20 9:10,78530.5,78547.62,78410.27,78439.68,0,12256
2015/10/20 9:15,78439.68,78508.33,78439.68,78488.36,0,7248
2015/10/20 9:20,78488.36,78605.98,78488.24,78566.79,0,9168
2015/10/20 9:25,78566.79,78596.21,78517.43,78527.24,0,3784
2015/10/20 9:30,78527.24,78527.24,78377.95,78495.68,0,14408
2015/10/20 9:35,78485.87,78554.6,78436.82,78515.36,0,4708
2015/10/20 9:40,78525.17,78583.96,78466.52,78554.53,0,5952
2015/10/20 9:45,78554.53,78583.96,78466.57,78486.19,0,4166
2015/10/20 9:50,78486.19,78505.81,78407.71,78407.71,0,4522
2015/10/20 9:55,78387.63,78524.95,78358.12,78456.28,0,7532
2015/10/20 10:00,78466.09,78486.56,78417.82,78447.24,0,3606
2015/10/20 10:05,78437.43,78447.24,78229.3,78238.75,0,18322
2015/10/20 10:10,78239.05,78386.09,78209.44,78317.42,0,13726
2015/10/20 10:15,78327.23,78337.04,78209.4,78268.21,0,7050
2015/10/20 10:30,78238.78,78258.39,78219.16,78238.76,0,2632
2015/10/20 10:35,78248.57,78336.9,78238.75,78317.27,0,7566
2015/10/20 10:40,78307.46,78317.27,78238.77,78258.39,0,4102
2015/10/20 10:45,78238.77,78317.26,78228.94,78248.56,0,4916
2015/10/20 10:50,78248.56,78325.24,78238.73,78315.43,0,4790
2015/10/20 10:55,78305.61,78305.61,78236.92,78256.54,0,3098
2015/10/20 11:00,78256.54,78325.25,78236.91,78276.19,0,4604
2015/10/20 11:05,78295.81,78404.62,78246.75,78365.4,0,6684
2015/10/20 11:10,78385.02,78404.65,78267.8,78297.23,0,5104
2015/10/20 11:15,78297.23,78297.23,78070.27,78148.75,0,17254
2015/10/20 11:20,78138.94,78227.5,78138.94,78227.49,0,8258
2015/10/20 11:25,78217.68,78237.32,78168.46,78168.46,0,4096
2015/10/20 11:30,78168.46,78227.33,78139.03,78168.5,0,4394
2015/10/20 13:30,78139.07,78207.73,78108.67,78118.48,0,4290
2015/10/20 13:35,78108.67,78225.3,78108.67,78176.2,0,6258
2015/10/20 13:40,78156.58,78284.17,78156.58,78186.07,0,8292
2015/10/20 13:45,78195.88,78353.01,78186.07,78323.58,0,9628
2015/10/20 13:50,78333.39,78432.14,78323.57,78353.99,0,11936
2015/10/20 13:55,78363.8,78412.42,78304.47,78314.03,0,6944
