update_date,open,high,low,close,volume,position_all
2007/3/26,29175.38,29175.38,29175.38,29175.38,21600,6068
2007/3/27,29670.83,29670.83,29670.83,29670.83,17200,7962
2007/3/28,29523.15,29523.15,29523.15,29523.15,9000,8666
2007/3/29,29041.87,29041.87,29041.87,29041.87,9200,9566
2007/3/30,29388.87,29388.87,29388.87,29388.87,14100,10736
2007/4/2,29288.37,29288.37,29288.37,29288.37,6000,11042
2007/4/3,28777.28,28777.28,28777.28,28777.28,12700,11870
2007/4/4,28977.29,28977.29,28977.29,28977.29,9200,12292
2007/4/5,30238.85,30238.85,30238.85,30238.85,19800,14856
2007/4/6,31372.12,31372.12,31372.12,31372.12,62900,18620
2007/4/9,32179.64,32179.64,32179.64,32179.64,34100,21114
2007/4/10,32706.44,32706.44,32706.44,32706.44,133000,27646
2007/4/11,32370.76,32370.76,32370.76,32370.76,118100,29340
2007/4/12,32937.69,32937.69,32937.69,32937.69,114100,32888
2007/4/13,31692.37,31692.37,31692.37,31692.37,59800,29552
2007/4/16,32223.77,32223.77,32223.77,32223.77,59700,31364
2007/4/17,32142.19,32142.19,32142.19,32142.19,76400,32702
2007/4/18,33560.74,33560.74,33560.74,33560.74,25500,31066
2007/4/19,32766.56,32766.56,32766.56,32766.56,146200,32622
2007/4/20,32933.33,32933.33,32933.33,32933.33,129200,32214
2007/4/23,32824.77,32824.77,32824.77,32824.77,110800,34920
2007/4/24,34024.07,34024.07,34024.07,34024.07,102700,38560
2007/4/25,33041.85,33041.85,33041.85,33041.85,125900,36504
2007/4/26,33285.55,33285.55,33285.55,33285.55,67700,37978
2007/4/27,32253.98,32253.98,32253.98,32253.98,73900,34952
2007/4/30,32676.27,32676.27,32676.27,32676.27,51000,32224
2007/5/8,33693.58,33693.58,33693.58,33693.58,700,31922
2007/5/9,34552.93,34552.93,34552.93,34552.93,100200,39332
2007/5/10,34702.58,34702.58,34702.58,34702.58,110300,43922
2007/5/11,33313.56,33313.56,33313.56,33313.56,87800,39636
2007/5/14,33396.07,33396.07,33396.07,33396.07,73000,39144
