update_date,open,high,low,close
2011/11/2,1950.4952,1950.4952,1950.4952,1950.4952
2011/11/3,1938.428,1938.428,1938.428,1938.428
2011/11/4,1970.4494,1970.4494,1970.4494,1970.4494
2011/11/7,1965.7728,1965.7728,1965.7728,1965.7728
2011/11/8,1981.9873,1981.9873,1981.9873,1981.9873
2011/11/9,1982.8134,1982.8134,1982.8134,1982.8134
2011/11/10,1950.7693,1950.7693,1950.7693,1950.7693
2011/11/11,2043.5182,2043.5182,2043.5182,2043.5182
2011/11/14,2033.4401,2033.4401,2033.4401,2033.4401
2011/11/15,2042.7202,2042.7202,2042.7202,2042.7202
2011/11/16,2021.8825,2021.8825,2021.8825,2021.8825
2011/11/17,2031.495,2031.495,2031.495,2031.495
2011/11/18,2018.6553,2018.6553,2018.6553,2018.6553
2011/11/21,2001.8048,2001.8048,2001.8048,2001.8048
2011/11/22,2000.1528,2000.1528,2000.1528,2000.1528
2011/11/23,1983.9615,1983.9615,1983.9615,1983.9615
2011/11/24,1982.6211,1982.6211,1982.6211,1982.6211
2011/11/25,1973.5667,1973.5667,1973.5667,1973.5667
2011/11/28,1971.5156,1971.5156,1971.5156,1971.5156
2011/11/29,1982.0296,1982.0296,1982.0296,1982.0296
2011/11/30,1990.8883,1990.8883,1990.8883,1990.8883
2011/12/1,2019.3351,2019.3351,2019.3351,2019.3351
2011/12/2,2008.994,2008.994,2008.994,2008.994
2011/12/5,2014.1473,2014.1473,2014.1473,2014.1473
2011/12/6,1985.228,1985.228,1985.228,1985.228
2011/12/7,1988.2905,1988.2905,1988.2905,1988.2905
2011/12/8,1980.3489,1980.3489,1980.3489,1980.3489
2011/12/9,1979.2784,1979.2784,1979.2784,1979.2784
2011/12/12,1950.2215,1950.2215,1950.2215,1950.2215
2011/12/13,1957.7687,1957.7687,1957.7687,1957.7687
2011/12/14,1946.0098,1946.0098,1946.0098,1946.0098
2011/12/15,1923.6172,1923.6172,1923.6172,1923.6172
2011/12/16,1960.1972,1960.1972,1960.1972,1960.1972
2011/12/19,1961.4512,1961.4512,1961.4512,1961.4512
2011/12/20,1965.8696,1965.8696,1965.8696,1965.8696
2011/12/21,1969.3206,1969.3206,1969.3206,1969.3206
2011/12/22,1968.8279,1968.8279,1968.8279,1968.8279
2011/12/23,1957.9156,1957.9156,1957.9156,1957.9156
2011/12/26,1948.7556,1948.7556,1948.7556,1948.7556
2011/12/27,1948.8093,1948.8093,1948.8093,1948.8093
2011/12/28,1971.5937,1971.5937,1971.5937,1971.5937
2011/12/29,1969.0523,1969.0523,1969.0523,1969.0523
2011/12/30,1980.8806,1980.8806,1980.8806,1980.8806
2012/1/4,1968.3758,1968.3758,1968.3758,1968.3758
2012/1/5,1975.9263,1975.9263,1975.9263,1975.9263
2012/1/6,2010.1889,2010.1889,2010.1889,2010.1889
2012/1/9,2019.5796,2019.5796,2019.5796,2019.5796
2012/1/10,2026.5131,2026.5131,2026.5131,2026.5131
2012/1/11,2055.6405,2055.6405,2055.6405,2055.6405
2012/1/12,2056.5371,2056.5371,2056.5371,2056.5371
2012/1/13,2032.0604,2032.0604,2032.0604,2032.0604
2012/1/16,2035.2582,2035.2582,2035.2582,2035.2582
2012/1/17,2066.7789,2066.7789,2066.7789,2066.7789
2012/1/18,2066.136,2066.136,2066.136,2066.136
2012/1/19,2074.0225,2074.0225,2074.0225,2074.0225
2012/1/20,2073.2288,2073.2288,2073.2288,2073.2288
2012/1/30,2090.4132,2090.4132,2090.4132,2090.4132
2012/1/31,2097.1808,2097.1808,2097.1808,2097.1808
2012/2/1,2082.1964,2082.1964,2082.1964,2082.1964
2012/2/2,2084.3704,2084.3704,2084.3704,2084.3704
2012/2/3,2086.258,2086.258,2086.258,2086.258
2012/2/6,2112.9359,2112.9359,2112.9359,2112.9359
2012/2/7,2094.2808,2094.2808,2094.2808,2094.2808
2012/2/8,2113.0691,2113.0691,2113.0691,2113.0691
2012/2/9,2085.3606,2085.3606,2085.3606,2085.3606
2012/2/10,2078.1007,2078.1007,2078.1007,2078.1007
2012/2/13,2073.7346,2073.7346,2073.7346,2073.7346
2012/2/14,2065.8683,2065.8683,2065.8683,2065.8683
2012/2/15,2062.4778,2062.4778,2062.4778,2062.4778
2012/2/16,2047.6476,2047.6476,2047.6476,2047.6476
2012/2/17,2045.3917,2045.3917,2045.3917,2045.3917
2012/2/20,2052.1925,2052.1925,2052.1925,2052.1925
2012/2/21,2063.3535,2063.3535,2063.3535,2063.3535
2012/2/22,2068.929,2068.929,2068.929,2068.929
2012/2/23,2067.4121,2067.4121,2067.4121,2067.4121
2012/2/24,2067.2233,2067.2233,2067.2233,2067.2233
2012/2/27,2083.5504,2083.5504,2083.5504,2083.5504
2012/2/28,2087.5364,2087.5364,2087.5364,2087.5364
2012/2/29,2093.3079,2093.3079,2093.3079,2093.3079
2012/3/1,2076.1975,2076.1975,2076.1975,2076.1975
2012/3/2,2092.7166,2092.7166,2092.7166,2092.7166
2012/3/5,2069.1726,2069.1726,2069.1726,2069.1726
2012/3/6,2067.4653,2067.4653,2067.4653,2067.4653
2012/3/7,2046.9882,2046.9882,2046.9882,2046.9882
2012/3/8,2056.6348,2056.6348,2056.6348,2056.6348
2012/3/9,2069.7606,2069.7606,2069.7606,2069.7606
2012/3/12,2058.3951,2058.3951,2058.3951,2058.3951
2012/3/13,2064.8533,2064.8533,2064.8533,2064.8533
2012/3/14,2036.863,2036.863,2036.863,2036.863
2012/3/15,2025.6741,2025.6741,2025.6741,2025.6741
2012/3/16,2022.8988,2022.8988,2022.8988,2022.8988
2012/3/19,2011.5945,2011.5945,2011.5945,2011.5945
2012/3/20,2028.3042,2028.3042,2028.3042,2028.3042
2012/3/21,2042.4405,2042.4405,2042.4405,2042.4405
2012/3/22,2042.8361,2042.8361,2042.8361,2042.8361
2012/3/23,2051.8367,2051.8367,2051.8367,2051.8367
2012/3/26,2048.7574,2048.7574,2048.7574,2048.7574
2012/3/27,2046.6162,2046.6162,2046.6162,2046.6162
2012/3/28,2032.7068,2032.7068,2032.7068,2032.7068
2012/3/29,2031.5992,2031.5992,2031.5992,2031.5992
2012/3/30,2033.2127,2033.2127,2033.2127,2033.2127
2012/4/5,2029.7311,2029.7311,2029.7311,2029.7311
2012/4/6,2023.2829,2023.2829,2023.2829,2023.2829
2012/4/9,2014.6253,2014.6253,2014.6253,2014.6253
2012/4/10,2020.986,2020.986,2020.986,2020.986
2012/4/11,2038.4914,2038.4914,2038.4914,2038.4914
2012/4/12,2049.162,2049.162,2049.162,2049.162
2012/4/13,2040.3329,2040.3329,2040.3329,2040.3329
2012/4/16,2033.5396,2033.5396,2033.5396,2033.5396
2012/4/17,2029.4425,2029.4425,2029.4425,2029.4425
2012/4/18,2018.8822,2018.8822,2018.8822,2018.8822
2012/4/19,2014.3892,2014.3892,2014.3892,2014.3892
2012/4/20,2013.3381,2013.3381,2013.3381,2013.3381
2012/4/23,1990.0622,1990.0622,1990.0622,1990.0622
2012/4/24,1993.9004,1993.9004,1993.9004,1993.9004
2012/4/25,1996.746,1996.746,1996.746,1996.746
2012/4/26,2001.8006,2001.8006,2001.8006,2001.8006
2012/4/27,1993.5795,1993.5795,1993.5795,1993.5795
2012/5/2,1992.7738,1992.7738,1992.7738,1992.7738
2012/5/3,1985.6197,1985.6197,1985.6197,1985.6197
2012/5/4,1992.6264,1992.6264,1992.6264,1992.6264
2012/5/7,1988.6633,1988.6633,1988.6633,1988.6633
2012/5/8,1964.3481,1964.3481,1964.3481,1964.3481
2012/5/9,1969.1358,1969.1358,1969.1358,1969.1358
2012/5/10,1973.9637,1973.9637,1973.9637,1973.9637
2012/5/11,1967.0505,1967.0505,1967.0505,1967.0505
2012/5/14,1898.7527,1898.7527,1898.7527,1898.7527
2012/5/15,1898.9204,1898.9204,1898.9204,1898.9204
2012/5/16,1871.4371,1871.4371,1871.4371,1871.4371
2012/5/17,1885.1266,1885.1266,1885.1266,1885.1266
2012/5/18,1871.3415,1871.3415,1871.3415,1871.3415
2012/5/21,1885.9571,1885.9571,1885.9571,1885.9571
2012/5/22,1885.7867,1885.7867,1885.7867,1885.7867
2012/5/23,1859.9636,1859.9636,1859.9636,1859.9636
2012/5/24,1864.6346,1864.6346,1864.6346,1864.6346
2012/5/25,1868.9399,1868.9399,1868.9399,1868.9399
2012/5/28,1885.0514,1885.0514,1885.0514,1885.0514
2012/5/29,1888.0001,1888.0001,1888.0001,1888.0001
2012/5/30,1876.0768,1876.0768,1876.0768,1876.0768
2012/5/31,1868.931,1868.931,1868.931,1868.931
2012/6/1,1860.9528,1860.9528,1860.9528,1860.9528
2012/6/4,1793.3937,1793.3937,1793.3937,1793.3937
2012/6/5,1807.1474,1807.1474,1807.1474,1807.1474
2012/6/6,1818.2638,1818.2638,1818.2638,1818.2638
2012/6/7,1814.3499,1814.3499,1814.3499,1814.3499
2012/6/8,1787.7957,1787.7957,1787.7957,1787.7957
2012/6/11,1803.5316,1803.5316,1803.5316,1803.5316
2012/6/12,1758.2307,1758.2307,1758.2307,1758.2307
2012/6/13,1749.4689,1749.4689,1749.4689,1749.4689
2012/6/14,1734.7224,1734.7224,1734.7224,1734.7224
2012/6/15,1749.4421,1749.4421,1749.4421,1749.4421
2012/6/18,1751.644,1751.644,1751.644,1751.644
2012/6/19,1750.704,1750.704,1750.704,1750.704
2012/6/20,1767.7878,1767.7878,1767.7878,1767.7878
2012/6/21,1735.0529,1735.0529,1735.0529,1735.0529
2012/6/25,1701.2957,1701.2957,1701.2957,1701.2957
2012/6/26,1693.7599,1693.7599,1693.7599,1693.7599
2012/6/27,1681.0477,1681.0477,1681.0477,1681.0477
2012/6/28,1662.5456,1662.5456,1662.5456,1662.5456
2012/6/29,1669.067,1669.067,1669.067,1669.067
2012/7/2,1716.5579,1716.5579,1716.5579,1716.5579
2012/7/3,1729.3702,1729.3702,1729.3702,1729.3702
2012/7/4,1749.6258,1749.6258,1749.6258,1749.6258
2012/7/5,1765.3451,1765.3451,1765.3451,1765.3451
2012/7/6,1756.8665,1756.8665,1756.8665,1756.8665
2012/7/9,1733.2557,1733.2557,1733.2557,1733.2557
2012/7/10,1723.4269,1723.4269,1723.4269,1723.4269
2012/7/11,1710.5297,1710.5297,1710.5297,1710.5297
2012/7/12,1759.1822,1759.1822,1759.1822,1759.1822
2012/7/13,1774.3935,1774.3935,1774.3935,1774.3935
2012/7/16,1737.1358,1737.1358,1737.1358,1737.1358
2012/7/17,1709.3681,1709.3681,1709.3681,1709.3681
2012/7/18,1719.585,1719.585,1719.585,1719.585
2012/7/19,1714.1871,1714.1871,1714.1871,1714.1871
2012/7/20,1654.0817,1654.0817,1654.0817,1654.0817
2012/7/23,1603.1214,1603.1214,1603.1214,1603.1214
2012/7/24,1618.0723,1618.0723,1618.0723,1618.0723
2012/7/25,1568.2052,1568.2052,1568.2052,1568.2052
2012/7/26,1584.9212,1584.9212,1584.9212,1584.9212
2012/7/27,1601.9301,1601.9301,1601.9301,1601.9301
2012/7/30,1563.769,1563.769,1563.769,1563.769
2012/7/31,1569.3617,1569.3617,1569.3617,1569.3617
2012/8/1,1585.561,1585.561,1585.561,1585.561
2012/8/2,1589.9035,1589.9035,1589.9035,1589.9035
2012/8/3,1569.1914,1569.1914,1569.1914,1569.1914
2012/8/6,1566.1574,1566.1574,1566.1574,1566.1574
2012/8/7,1569.8697,1569.8697,1569.8697,1569.8697
2012/8/8,1578.6691,1578.6691,1578.6691,1578.6691
2012/8/9,1586.6936,1586.6936,1586.6936,1586.6936
2012/8/10,1583.2991,1583.2991,1583.2991,1583.2991
2012/8/13,1564.0527,1564.0527,1564.0527,1564.0527
2012/8/14,1515.0786,1515.0786,1515.0786,1515.0786
2012/8/15,1522.4227,1522.4227,1522.4227,1522.4227
2012/8/16,1520.925,1520.925,1520.925,1520.925
2012/8/17,1527.3937,1527.3937,1527.3937,1527.3937
2012/8/20,1525.0851,1525.0851,1525.0851,1525.0851
2012/8/21,1493.9406,1493.9406,1493.9406,1493.9406
2012/8/22,1492.2146,1492.2146,1492.2146,1492.2146
2012/8/23,1500.4093,1500.4093,1500.4093,1500.4093
2012/8/24,1479.5296,1479.5296,1479.5296,1479.5296
2012/8/27,1480.0774,1480.0774,1480.0774,1480.0774
2012/8/28,1446.7669,1446.7669,1446.7669,1446.7669
2012/8/29,1419.8009,1419.8009,1419.8009,1419.8009
2012/8/30,1403.8607,1403.8607,1403.8607,1403.8607
2012/8/31,1397.9514,1397.9514,1397.9514,1397.9514
2012/9/3,1384.062,1384.062,1384.062,1384.062
2012/9/4,1335.7432,1335.7432,1335.7432,1335.7432
2012/9/5,1299.2818,1299.2818,1299.2818,1299.2818
2012/9/6,1316.8143,1316.8143,1316.8143,1316.8143
2012/9/7,1361.0892,1361.0892,1361.0892,1361.0892
2012/9/10,1421.3221,1421.3221,1421.3221,1421.3221
2012/9/11,1427.2856,1427.2856,1427.2856,1427.2856
2012/9/12,1453.5127,1453.5127,1453.5127,1453.5127
2012/9/13,1441.0943,1441.0943,1441.0943,1441.0943
2012/9/14,1451.0042,1451.0042,1451.0042,1451.0042
2012/9/17,1441.3498,1441.3498,1441.3498,1441.3498
2012/9/18,1472.806,1472.806,1472.806,1472.806
2012/9/19,1467.9755,1467.9755,1467.9755,1467.9755
2012/9/20,1431.9141,1431.9141,1431.9141,1431.9141
2012/9/21,1434.8338,1434.8338,1434.8338,1434.8338
2012/9/24,1445.7865,1445.7865,1445.7865,1445.7865
2012/9/25,1447.8927,1447.8927,1447.8927,1447.8927
2012/9/26,1440.1587,1440.1587,1440.1587,1440.1587
2012/9/27,1458.161,1458.161,1458.161,1458.161
2012/9/28,1467.8929,1467.8929,1467.8929,1467.8929
2012/10/8,1471.7076,1471.7076,1471.7076,1471.7076
2012/10/9,1526.6347,1526.6347,1526.6347,1526.6347
2012/10/10,1543.9693,1543.9693,1543.9693,1543.9693
2012/10/11,1529.2446,1529.2446,1529.2446,1529.2446
2012/10/12,1556.9128,1556.9128,1556.9128,1556.9128
2012/10/15,1530.5569,1530.5569,1530.5569,1530.5569
2012/10/16,1551.5276,1551.5276,1551.5276,1551.5276
2012/10/17,1572.2023,1572.2023,1572.2023,1572.2023
2012/10/18,1593.4692,1593.4692,1593.4692,1593.4692
2012/10/19,1574.0649,1574.0649,1574.0649,1574.0649
2012/10/22,1612.8437,1612.8437,1612.8437,1612.8437
2012/10/23,1573.18,1573.18,1573.18,1573.18
2012/10/24,1595.1919,1595.1919,1595.1919,1595.1919
2012/10/25,1600.5731,1600.5731,1600.5731,1600.5731
2012/10/26,1594.4692,1594.4692,1594.4692,1594.4692
2012/10/29,1560.1351,1560.1351,1560.1351,1560.1351
2012/10/30,1561.4459,1561.4459,1561.4459,1561.4459
2012/10/31,1572.8431,1572.8431,1572.8431,1572.8431
2012/11/1,1588.8283,1588.8283,1588.8283,1588.8283
2012/11/2,1586.8901,1586.8901,1586.8901,1586.8901
2012/11/5,1581.8694,1581.8694,1581.8694,1581.8694
2012/11/6,1576.6061,1576.6061,1576.6061,1576.6061
2012/11/7,1549.3457,1549.3457,1549.3457,1549.3457
2012/11/8,1544.4242,1544.4242,1544.4242,1544.4242
2012/11/9,1558.1428,1558.1428,1558.1428,1558.1428
2012/11/12,1574.3851,1574.3851,1574.3851,1574.3851
2012/11/13,1567.5477,1567.5477,1567.5477,1567.5477
2012/11/14,1566.746,1566.746,1566.746,1566.746
2012/11/15,1572.9694,1572.9694,1572.9694,1572.9694
2012/11/16,1587.6523,1587.6523,1587.6523,1587.6523
2012/11/19,1566.2032,1566.2032,1566.2032,1566.2032
2012/11/20,1570.2594,1570.2594,1570.2594,1570.2594
2012/11/21,1593.0257,1593.0257,1593.0257,1593.0257
2012/11/22,1587.0928,1587.0928,1587.0928,1587.0928
2012/11/23,1588.1679,1588.1679,1588.1679,1588.1679
2012/11/26,1571.3809,1571.3809,1571.3809,1571.3809
2012/11/27,1568.219,1568.219,1568.219,1568.219
2012/11/28,1556.5068,1556.5068,1556.5068,1556.5068
2012/11/29,1533.744,1533.744,1533.744,1533.744
2012/11/30,1529.1786,1529.1786,1529.1786,1529.1786
2012/12/3,1561.863,1561.863,1561.863,1561.863
2012/12/4,1563.7987,1563.7987,1563.7987,1563.7987
2012/12/5,1586.2351,1586.2351,1586.2351,1586.2351
2012/12/6,1574.3766,1574.3766,1574.3766,1574.3766
2012/12/7,1603.8776,1603.8776,1603.8776,1603.8776
2012/12/10,1623.8103,1623.8103,1623.8103,1623.8103
2012/12/11,1621.8011,1621.8011,1621.8011,1621.8011
2012/12/12,1625.8216,1625.8216,1625.8216,1625.8216
2012/12/13,1618.875,1618.875,1618.875,1618.875
2012/12/14,1657.7605,1657.7605,1657.7605,1657.7605
2012/12/17,1668.6897,1668.6897,1668.6897,1668.6897
2012/12/18,1676.7754,1676.7754,1676.7754,1676.7754
2012/12/19,1678.7473,1678.7473,1678.7473,1678.7473
2012/12/20,1672.8486,1672.8486,1672.8486,1672.8486
2012/12/21,1676.7736,1676.7736,1676.7736,1676.7736
2012/12/24,1672.9032,1672.9032,1672.9032,1672.9032
2012/12/25,1705.7794,1705.7794,1705.7794,1705.7794
2012/12/26,1728.8367,1728.8367,1728.8367,1728.8367
2012/12/27,1728.9141,1728.9141,1728.9141,1728.9141
2012/12/28,1758.6574,1758.6574,1758.6574,1758.6574
2012/12/31,1824.1079,1824.1079,1824.1079,1824.1079
2013/1/4,1840.0112,1840.0112,1840.0112,1840.0112
2013/1/7,1817.9405,1817.9405,1817.9405,1817.9405
2013/1/8,1834.3529,1834.3529,1834.3529,1834.3529
2013/1/9,1815.1061,1815.1061,1815.1061,1815.1061
2013/1/10,1811.3515,1811.3515,1811.3515,1811.3515
2013/1/11,1765.6711,1765.6711,1765.6711,1765.6711
2013/1/14,1828.7439,1828.7439,1828.7439,1828.7439
2013/1/15,1810.8711,1810.8711,1810.8711,1810.8711
2013/1/16,1790.449,1790.449,1790.449,1790.449
2013/1/17,1820.9457,1820.9457,1820.9457,1820.9457
2013/1/18,1868.3063,1868.3063,1868.3063,1868.3063
2013/1/21,1867.6652,1867.6652,1867.6652,1867.6652
2013/1/22,1875.3334,1875.3334,1875.3334,1875.3334
2013/1/23,1886.1684,1886.1684,1886.1684,1886.1684
2013/1/24,1870.0366,1870.0366,1870.0366,1870.0366
2013/1/25,1876.9326,1876.9326,1876.9326,1876.9326
2013/1/28,1875.8097,1875.8097,1875.8097,1875.8097
2013/1/29,1893.2846,1893.2846,1893.2846,1893.2846
2013/1/30,1892.7866,1892.7866,1892.7866,1892.7866
2013/1/31,1909.2277,1909.2277,1909.2277,1909.2277
2013/2/1,1913.4548,1913.4548,1913.4548,1913.4548
2013/2/4,1941.8493,1941.8493,1941.8493,1941.8493
2013/2/5,1978.7234,1978.7234,1978.7234,1978.7234
2013/2/6,1997.2789,1997.2789,1997.2789,1997.2789
2013/2/7,1996.5014,1996.5014,1996.5014,1996.5014
2013/2/8,1986.5405,1986.5405,1986.5405,1986.5405
2013/2/18,1945.7001,1945.7001,1945.7001,1945.7001
2013/2/19,1960.627,1960.627,1960.627,1960.627
2013/2/20,1939.451,1939.451,1939.451,1939.451
2013/2/21,1874.8889,1874.8889,1874.8889,1874.8889
2013/2/22,1832.9154,1832.9154,1832.9154,1832.9154
2013/2/25,1835.3131,1835.3131,1835.3131,1835.3131
2013/2/26,1808.5881,1808.5881,1808.5881,1808.5881
2013/2/27,1839.1806,1839.1806,1839.1806,1839.1806
2013/2/28,1863.7168,1863.7168,1863.7168,1863.7168
