Wind资讯,ZN1609.SHF,ZN1609.SHF
2016-03-24,14350.00 ,1066.00 
2016-03-25,14290.00 ,1092.00 
2016-03-28,14375.00 ,1194.00 
2016-03-29,14385.00 ,1136.00 
2016-03-30,14225.00 ,1302.00 
2016-03-31,14195.00 ,1444.00 
2016-04-01,14390.00 ,1694.00 
2016-04-05,14500.00 ,2044.00 
2016-04-06,14345.00 ,1892.00 
2016-04-07,14270.00 ,1978.00 
2016-04-08,14035.00 ,2508.00 
2016-04-11,14120.00 ,2488.00 
2016-04-12,14105.00 ,2456.00 
2016-04-13,14665.00 ,4450.00 
2016-04-14,15035.00 ,5916.00 
2016-04-15,14925.00 ,6092.00 
2016-04-18,15120.00 ,6710.00 
2016-04-19,15180.00 ,6892.00 
2016-04-20,15220.00 ,6986.00 
2016-04-21,15335.00 ,10844.00 
2016-04-22,15110.00 ,10224.00 
2016-04-25,15305.00 ,11370.00 
2016-04-26,15025.00 ,11504.00 
2016-04-27,15010.00 ,11676.00 
2016-04-28,14950.00 ,10494.00 
2016-04-29,15240.00 ,11862.00 
2016-05-03,15305.00 ,12166.00 
2016-05-04,15110.00 ,12324.00 
2016-05-05,15010.00 ,12028.00 
2016-05-06,14865.00 ,11602.00 
2016-05-09,14930.00 ,14116.00 
2016-05-10,14670.00 ,13648.00 
2016-05-11,14820.00 ,14768.00 
2016-05-12,15135.00 ,16490.00 
2016-05-13,14990.00 ,16066.00 
2016-05-16,15095.00 ,17128.00 
2016-05-17,15150.00 ,17728.00 
2016-05-18,15130.00 ,18920.00 
2016-05-19,15040.00 ,19444.00 
2016-05-20,14965.00 ,19206.00 
2016-05-23,14975.00 ,19202.00 
2016-05-24,14695.00 ,20424.00 
2016-05-25,14625.00 ,23122.00 
2016-05-26,14790.00 ,23250.00 
2016-05-27,14975.00 ,25548.00 
2016-05-30,15055.00 ,29078.00 
2016-05-31,15095.00 ,32974.00 
2016-06-01,15095.00 ,41074.00 
2016-06-02,15450.00 ,54940.00 
2016-06-03,15540.00 ,59542.00 
2016-06-06,15770.00 ,69076.00 
2016-06-07,15765.00 ,72464.00 
2016-06-08,15600.00 ,71960.00 
2016-06-13,15925.00 ,78068.00 
2016-06-14,15875.00 ,83282.00 
2016-06-15,15675.00 ,82624.00 
2016-06-16,15730.00 ,87940.00 
2016-06-17,15575.00 ,90716.00 
2016-06-20,15605.00 ,95452.00 
2016-06-21,15725.00 ,101442.00 
2016-06-22,15720.00 ,105018.00 
2016-06-23,15800.00 ,113908.00 
2016-06-24,15670.00 ,119610.00 
2016-06-27,15665.00 ,129798.00 
2016-06-28,15775.00 ,154210.00 
2016-06-29,16190.00 ,175738.00 
2016-06-30,16365.00 ,192138.00 
2016-07-01,16445.00 ,219258.00 
2016-07-04,16775.00 ,243674.00 
2016-07-05,16505.00 ,226580.00 
2016-07-06,16430.00 ,229296.00 
2016-07-07,16420.00 ,227466.00 
2016-07-08,16390.00 ,235612.00 
2016-07-11,16640.00 ,247458.00 
2016-07-12,16740.00 ,248244.00 
2016-07-13,17025.00 ,251686.00 
2016-07-14,16900.00 ,243374.00 
2016-07-15,16970.00 ,247128.00 
2016-07-18,17045.00 ,255604.00 
2016-07-19,17160.00 ,275322.00 
2016-07-20,17215.00 ,267430.00 
2016-07-21,17195.00 ,275840.00 
2016-07-22,17395.00 ,277190.00 
2016-07-25,17305.00 ,270778.00 
2016-07-26,17260.00 ,251700.00 
2016-07-27,17080.00 ,223808.00 
2016-07-28,16860.00 ,179326.00 
2016-07-29,16945.00 ,167602.00 
2016-08-01,17140.00 ,150976.00 
2016-08-02,17320.00 ,140588.00 
2016-08-03,17375.00 ,128724.00 
2016-08-04,17275.00 ,123522.00 
2016-08-05,17300.00 ,118878.00 
2016-08-08,17360.00 ,114890.00 
2016-08-09,17375.00 ,110108.00 
2016-08-10,17460.00 ,110180.00 
2016-08-11,17645.00 ,104434.00 
2016-08-12,17500.00 ,96542.00 
2016-08-15,17230.00 ,83352.00 
2016-08-16,17275.00 ,77684.00 
2016-08-17,17235.00 ,75136.00 
2016-08-18,17400.00 ,73082.00 
2016-08-19,17430.00 ,71098.00 
2016-08-22,17450.00 ,68134.00 
2016-08-23,17500.00 ,64472.00 
2016-08-24,17555.00 ,61160.00 
2016-08-25,17440.00 ,55564.00 
2016-08-26,17855.00 ,53718.00 
2016-08-29,17945.00 ,49024.00 
2016-08-30,17880.00 ,43728.00 
2016-08-31,18065.00 ,39380.00 
2016-09-01,18230.00 ,36530.00 
2016-09-02,18495.00 ,34350.00 
2016-09-05,18420.00 ,31070.00 
2016-09-06,18315.00 ,27190.00 
2016-09-07,18255.00 ,25960.00 
2016-09-08,18140.00 ,22790.00 
2016-09-09,18140.00 ,21190.00 
2016-09-12,17805.00 ,17480.00 
2016-09-13,17805.00 ,16960.00 
2016-09-14,17570.00 ,16670.00 
2016-09-19,17540.00 ,16530.00 
