update_date,company_name,cum_return,max_drawdown,length
2011/4/15,[新湖期货],0,0,249
2012/7/17,[新湖期货],0.105912268,-0.046730431,17
2012/10/31,[新湖期货],0.133221053,-0.065266751,48
2013/3/29,[新湖期货],0.046242756,-0.014739684,18
2013/8/16,[新湖期货],-0.010849347,-0.038605979,7
2013/11/7,[新湖期货],-0.017736852,-0.036045851,17
2013/12/11,[新湖期货],-0.015209889,-0.012105261,3
2014/1/7,[新湖期货],0.154861787,-0.066883641,147
2015/2/26,[新湖期货],-0.007822067,-0.00293686,3
2015/3/4,[新湖期货],0.26411607,-0.092332808,180
2016/2/25,[新湖期货],0.025889118,-0.10285088,28
2016/6/28,[新湖期货],0.019755317,-0.02280352,6
2016/7/28,[新湖期货],0.335595731,-0.107555805,42
2012/11/15,[永安期货],0,0,71
2013/3/29,[永安期货],0.046242756,-0.014739684,18
2013/8/16,[永安期货],-0.010849347,-0.038605979,7
2013/11/8,[永安期货],-0.033114206,-0.024242158,16
2013/12/11,[永安期货],-0.015209889,-0.012105261,3
2014/1/7,[永安期货],0.154861787,-0.066883641,147
2015/2/26,[永安期货],-0.007822067,-0.00293686,3
2015/3/4,[永安期货],0.26411607,-0.092332808,180
2016/2/25,[永安期货],0.025889118,-0.10285088,28
2016/6/28,[永安期货],0.019755317,-0.02280352,6
2016/7/28,[永安期货],0.335595731,-0.107555805,42
2011/4/15,[浙商期货],0,0,249
2012/7/17,[浙商期货],0.105912268,-0.046730431,17
2012/10/30,[浙商期货],0.139729447,-0.065427498,49
2013/3/28,[浙商期货],0.047647989,-0.030817226,14
2013/8/16,[浙商期货],-0.010849347,-0.038605979,7
2013/11/7,[浙商期货],-0.017736852,-0.036045851,17
2013/12/11,[浙商期货],-0.015209889,-0.012105261,3
2014/1/7,[浙商期货],0.154861787,-0.066883641,147
2015/2/26,[浙商期货],-0.007822067,-0.00293686,3
2015/3/4,[浙商期货],0.270514954,-0.092332808,181
2016/2/26,[浙商期货],0.012143758,-0.084430451,24
2016/6/24,[浙商期货],0.01840271,-0.018820585,6
2016/7/28,[浙商期货],0.335595731,-0.107555805,42
