SPGCCCP Index,,,SPGCCNP Index,,,SPGCCTP Index,,,SPGCKCP Index,,,SPGCSBP Index,,,SPGCKWP Index,,,SPGCWHP Index,,,SPGCSOP Index,,,SPGCLCP Index,,,SPGCLHP Index,,,SPGCFCP Index,,,SPGCIAP Index,,,SPGCICP Index,,,SPGCIKP Index,,,SPGCILP Index,,,SPGCIZP Index,,,SPGCBRP Index,,,SPGCCLP Index,,,SPGCGOP Index,,,SPGCHOP Index,,,SPGCHUP Index,,,SPGCNGP Index,,,SPGCGCP Index,,,SPGCSIP Index,,,SPGSCI Index,
Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST
2001/11/19,6.992473,,2001/11/19,24.28706,,2001/11/19,73.98123,,2001/11/19,31.75781,,2001/11/19,16.45448,,2001/11/19,49.3864,,2001/11/19,42.42888,,2001/11/19,119.9549,,2001/11/19,418.5283,,2001/11/19,149.01559,,2003/2/24,85.5645,,2001/11/19,41.0072,,2001/11/19,105.1032,,2001/11/19,69.8065,,2001/11/19,50.7927,,2001/11/19,35.9687,,2001/11/19,205.7934,,2001/11/19,305.0665,,2001/11/19,163.5898,,2001/11/19,150.701,,2001/11/19,394.401,,2001/11/19,2144.47192,,2001/11/19,30.3819,,2001/11/19,22.16984,,2003/2/18,489.4554
2001/11/20,6.954203,,2001/11/20,24.232109,,2001/11/20,73.71393,,2001/11/20,31.91708,,2001/11/20,16.27707,,2001/11/20,48.9721,,2001/11/20,42.10772,,2001/11/20,118.9602,,2001/11/20,420.2213,,2001/11/20,147.7251,,2003/2/25,84.6843,,2001/11/20,40.8432,,2001/11/20,104.012,,2001/11/20,68.9041,,2001/11/20,51.204,,2001/11/20,35.5004,,2001/11/20,214.6115,,2001/11/20,316.9845,,2001/11/20,176.3337,,2001/11/20,154.6579,,2001/11/20,408.941,,2001/11/20,2176.68188,,2001/11/20,30.4152,,2001/11/20,22.1265,,2003/2/19,493.3791
2001/11/21,6.926867,,2001/11/21,24.232109,,2001/11/21,74.28966,,2001/11/21,32.07635,,2001/11/21,16.67624,,2001/11/21,49.1378,,2001/11/21,42.17909,,2001/11/21,119.3581,,2001/11/21,420.2213,,2001/11/21,147.1759,,2003/2/26,84.8219,,2001/11/21,40.9401,,2001/11/21,104.2584,,2001/11/21,67.4989,,2001/11/21,51.4096,,2001/11/21,35.5673,,2001/11/21,212.5501,,2001/11/21,313.8395,,2001/11/21,173.7329,,2001/11/21,153.6122,,2001/11/21,407.563,,2001/11/21,2140.89307,,2001/11/21,30.4152,,2001/11/21,22.03981,,2003/2/20,487.1665
2001/11/23,6.926867,,2001/11/23,24.204639,,2001/11/23,74.28966,,2001/11/23,32.07635,,2001/11/23,16.67624,,2001/11/23,49.4693,,2001/11/23,42.28614,,2001/11/23,119.6897,,2001/11/23,423.8491,,2001/11/23,148.8783,,2003/2/27,83.3642,,2001/11/23,40.2318,,2001/11/23,103.924,,2001/11/23,66.661,,2001/11/23,51.4096,,2001/11/23,35.4447,,2001/11/23,220.223,,2001/11/23,313.8395,,2001/11/23,176.5938,,2001/11/23,153.6122,,2001/11/23,407.563,,2001/11/23,2140.89307,,2001/11/23,30.4152,,2001/11/23,22.03981,,2003/2/21,497.9911
2001/11/26,7.134618,,2001/11/26,23.682631,,2001/11/26,74.63921,,2001/11/26,31.69411,,2001/11/26,16.78712,,2001/11/26,48.3092,,2001/11/26,40.78739,,2001/11/26,117.0373,,2001/11/26,420.9469,,2001/11/26,148.6861,,2003/2/28,83.5842,,2001/11/26,41.544,,2001/11/26,106.1767,,2001/11/26,69.2908,,2001/11/26,52.335,,2001/11/26,35.5339,,2001/11/26,209.5726,,2001/11/26,309.3703,,2001/11/26,170.8721,,2001/11/26,150.2488,,2001/11/26,403.125,,2001/11/26,2100.80908,,2001/11/26,30.3597,,2001/11/26,21.98021,,2003/2/24,518.6329
2001/11/27,7.030742,,2001/11/27,23.7101,,2001/11/27,76.32527,,2001/11/27,29.62364,,2001/11/27,16.78712,,2001/11/27,48.3506,,2001/11/27,40.85876,,2001/11/27,117.7667,,2001/11/27,424.4538,,2001/11/27,149.15289,,2003/3/3,83.7217,,2001/11/27,41.6484,,2001/11/27,107.831,,2001/11/27,70.3221,,2001/11/27,52.0265,,2001/11/27,35.0099,,2001/11/27,217.0164,,2001/11/27,322.4469,,2001/11/27,176.3338,,2001/11/27,155.2232,,2001/11/27,416.593,,2001/11/27,2112.26099,,2001/11/27,30.4485,,2001/11/27,22.03439,,2003/2/25,502.6139
2001/11/28,7.079946,,2001/11/28,23.13315,,2001/11/28,77.68235,,2001/11/28,29.46437,,2001/11/28,16.76494,,2001/11/28,47.5634,,2001/11/28,40.25212,,2001/11/28,115.5122,,2001/11/28,425.6631,,2001/11/28,150.6082,,2003/3/4,83.8317,,2001/11/28,42.0361,,2001/11/28,107.7958,,2001/11/28,67.5505,,2001/11/28,51.5638,,2001/11/28,35.1214,,2001/11/28,215.7567,,2001/11/28,318.1432,,2001/11/28,170.0919,,2001/11/28,152.7643,,2001/11/28,410.165,,2001/11/28,1955.50598,,2001/11/28,30.5373,,2001/11/28,22.44073,,2003/2/26,520.3789
2001/11/29,7.375172,,2001/11/29,23.270519,,2001/11/29,80.10864,,2001/11/29,29.05028,,2001/11/29,17.0754,,2001/11/29,47.6877,,2001/11/29,40.21644,,2001/11/29,115.7774,,2001/11/29,426.691,,2001/11/29,149.42751,,2003/3/5,83.3642,,2001/11/29,43.4826,,2001/11/29,109.9605,,2001/11/29,68.672,,2001/11/29,51.8209,,2001/11/29,34.8315,,2001/11/29,211.9775,,2001/11/29,308.2116,,2001/11/29,169.3117,,2001/11/29,149.9097,,2001/11/29,402.513,,2001/11/29,1833.10803,,2001/11/29,30.4929,,2001/11/29,22.19693,,2003/2/27,517.5505
2001/11/30,7.320501,,2001/11/30,24.232109,,2001/11/30,80.74605,,2001/11/30,29.43252,,2001/11/30,17.03105,,2001/11/30,48.6821,,2001/11/30,41.32266,,2001/11/30,117.8993,,2001/11/30,424.2725,,2001/11/30,151.7065,,2003/3/6,83.1991,,2001/11/30,43.7062,,2001/11/30,110.1189,,2001/11/30,67.7697,,2001/11/30,51.7181,,2001/11/30,35.5005,,2001/11/30,220.6811,,2001/11/30,321.7848,,2001/11/30,170.352,,2001/11/30,154.2905,,2001/11/30,412.231,,2001/11/30,1933.31702,,2001/11/30,30.5151,,2001/11/30,22.522,,2003/2/28,522.1992
2001/12/3,7.145553,,2001/12/3,24.28706,,2001/12/3,77.6001,,2001/12/3,29.36881,,2001/12/3,16.94235,,2001/12/3,48.5578,,2001/12/3,41.0015,,2001/12/3,118.6287,,2001/12/3,423.2446,,2001/12/3,148.3291,,2003/3/7,83.2266,,2001/12/3,41.9019,,2001/12/3,107.9331,,2001/12/3,69.6776,,2001/12/3,50.8955,,2001/12/3,34.3186,,2001/12/3,226.6362,,2001/12/3,332.5441,,2001/12/3,178.1544,,2001/12/3,157.6256,,2001/12/3,428.684,,2001/12/3,1885.35999,,2001/12/3,30.8482,,2001/12/3,22.90125,,2003/3/3,508.1813
2001/12/4,6.948736,,2001/12/4,24.314529,,2001/12/4,76.2019,,2001/12/4,28.92286,,2001/12/4,17.07541,,2001/12/4,48.0606,,2001/12/4,40.50192,,2001/12/4,117.9656,,2001/12/4,422.3376,,2001/12/4,146.0775,,2003/3/10,82.9854,,2001/12/4,41.4322,,2001/12/4,107.4086,,2001/12/4,68.6463,,2001/12/4,49.3018,,2001/12/4,34.8092,,2001/12/4,223.0861,,2001/12/4,325.2609,,2001/12/4,174.7734,,2001/12/4,153.1317,,2001/12/4,421.108,,2001/12/4,1834.54004,,2001/12/4,30.6705,,2001/12/4,22.50033,,2003/3/4,513.2497
2001/12/5,6.992473,,2001/12/5,24.09474,,2001/12/5,75.62617,,2001/12/5,29.3051,,2001/12/5,17.27499,,2001/12/5,48.1849,,2001/12/5,40.71603,,2001/12/5,117.3688,,2001/12/5,422.4585,,2001/12/5,144.56731,,2003/3/11,81.5258,,2001/12/5,41.723,,2001/12/5,106.3878,,2001/12/5,68.8396,,2001/12/5,50.2272,,2001/12/5,34.7534,,2001/12/5,223.4297,,2001/12/5,322.6125,,2001/12/5,175.0335,,2001/12/5,150.1923,,2001/12/5,414.757,,2001/12/5,1783.00403,,2001/12/5,30.4818,,2001/12/5,22.75497,,2003/3/5,510.5107
2001/12/6,6.987006,,2001/12/6,23.79253,,2001/12/6,77.99077,,2001/12/6,29.17769,,2001/12/6,17.38587,,2001/12/6,47.7706,,2001/12/6,40.21645,,2001/12/6,117.1036,,2001/12/6,419.0121,,2001/12/6,145.6656,,2003/3/12,81.8264,,2001/12/6,41.1712,,2001/12/6,106.0006,,2001/12/6,67.963,,2001/12/6,49.9187,,2001/12/6,34.5304,,2001/12/6,212.4357,,2001/12/6,306.8874,,2001/12/6,167.7513,,2001/12/6,143.1829,,2001/12/6,396.008,,2001/12/6,1835.97205,,2001/12/6,30.5262,,2001/12/6,22.96085,,2003/3/6,511.9909
2001/12/7,6.812057,,2001/12/7,24.06727,,2001/12/7,76.77763,,2001/12/7,29.7829,,2001/12/7,17.18629,,2001/12/7,47.9777,,2001/12/7,40.53761,,2001/12/7,118.0983,,2001/12/7,414.7797,,2001/12/7,145.25369,,2003/3/13,83.0827,,2001/12/7,40.3138,,2001/12/7,104.0647,,2001/12/7,66.068,,2001/12/7,49.4303,,2001/12/7,34.1179,,2001/12/7,219.3069,,2001/12/7,315.1638,,2001/12/7,161.5094,,2001/12/7,146.0658,,2001/12/7,401.748,,2001/12/7,1838.11902,,2001/12/7,30.4929,,2001/12/7,23.12339,,2003/3/7,521.5898
2001/12/10,6.675378,,2001/12/10,24.122219,,2001/12/10,74.72145,,2001/12/10,29.84661,,2001/12/10,16.65407,,2001/12/10,47.6463,,2001/12/10,40.46624,,2001/12/10,117.5156,,2001/12/10,412.3612,,2001/12/10,141.6841,,2003/3/14,83.4352,,2001/12/10,39.904,,2001/12/10,103.808,,2001/12/10,63.928,,2001/12/10,49.1366,,2001/12/10,33.4525,,2001/12/10,210.3369,,2001/12/10,304.154,,2001/12/10,161.7682,,2001/12/10,143.2212,,2001/12/10,391.108,,2001/12/10,1960.44299,,2001/12/10,30.3042,,2001/12/10,22.98794,,2003/3/10,513.4648
2001/12/11,7.052611,,2001/12/11,24.122219,,2001/12/11,76.30471,,2001/12/11,30.45182,,2001/12/11,16.29926,,2001/12/11,47.6877,,2001/12/11,40.93014,,2001/12/11,116.0609,,2001/12/11,414.1751,,2001/12/11,142.91969,,2003/3/17,82.8116,,2001/12/11,40.4594,,2001/12/11,104.9212,,2001/12/11,64.5727,,2001/12/11,49.787,,2001/12/11,33.5458,,2001/12/11,207.366,,2001/12/11,299.1334,,2001/12/11,158.8316,,2001/12/11,141.3486,,2001/12/11,387.719,,2001/12/11,1995.71497,,2001/12/11,30.2931,,2001/12/11,23.16131,,2003/3/11,502.3106
2001/12/12,7.069012,,2001/12/12,23.737579,,2001/12/12,74.24853,,2001/12/12,30.48367,,2001/12/12,16.29926,,2001/12/12,47.3562,,2001/12/12,40.82309,,2001/12/12,114.8592,,2001/12/12,410.9705,,2001/12/12,140.9976,,2003/3/18,83.4623,,2001/12/12,40.0057,,2001/12/12,102.8938,,2001/12/12,62.7783,,2001/12/12,48.8401,,2001/12/12,33.5901,,2001/12/12,210.6771,,2001/12/12,303.7083,,2001/12/12,162.319,,2001/12/12,142.8547,,2001/12/12,395.704,,2001/12/12,1940.52002,,2001/12/12,30.4707,,2001/12/12,23.10713,,2003/3/12,506.3301
2001/12/13,7.085413,,2001/12/13,23.79253,,2001/12/13,72.2746,,2001/12/13,30.51552,,2001/12/13,16.41014,,2001/12/13,46.9419,,2001/12/13,40.32351,,2001/12/13,115.136,,2001/12/13,406.3148,,2001/12/13,144.4848,,2003/3/19,84.1673,,2001/12/13,39.8243,,2001/12/13,102.6486,,2001/12/13,62.9721,,2001/12/13,48.6226,,2001/12/13,33.579,,2001/12/13,207.9603,,2001/12/13,300.1935,,2001/12/13,161.8596,,2001/12/13,143.6397,,2001/12/13,396.542,,2001/12/13,1961.89404,,2001/12/13,30.4818,,2001/12/13,23.1884,,2003/3/13,488.001
2001/12/14,7.293164,,2001/12/14,23.82,,2001/12/14,76.69538,,2001/12/14,30.29255,,2001/12/14,16.43232,,2001/12/14,47.522,,2001/12/14,40.93015,,2001/12/14,115.465,,2001/12/14,408.431,,2001/12/14,146.07739,,2003/3/20,83.7877,,2001/12/14,39.4902,,2001/12/14,102.7361,,2001/12/14,64.1371,,2001/12/14,49.2433,,2001/12/14,33.4356,,2001/12/14,217.999,,2001/12/14,315.7459,,2001/12/14,169.7366,,2001/12/14,152.0324,,2001/12/14,417.455,,2001/12/14,2021.68201,,2001/12/14,30.9258,,2001/12/14,23.63266,,2003/3/14,477.1153
2001/12/17,7.238493,,2001/12/17,23.682631,,2001/12/17,77.00381,,2001/12/17,29.52807,,2001/12/17,16.34362,,2001/12/17,47.3148,,2001/12/17,40.85878,,2001/12/17,115.5308,,2001/12/17,411.5751,,2001/12/17,146.9561,,2003/3/21,84.3029,,2001/12/17,40.2328,,2001/12/17,103.6984,,2001/12/17,64.7196,,2001/12/17,49.0364,,2001/12/17,33.6231,,2001/12/17,217.6568,,2001/12/17,316.2319,,2001/12/17,170.2448,,2001/12/17,150.9317,,2001/12/17,414.702,,2001/12/17,1919.48596,,2001/12/17,30.8925,,2001/12/17,23.64891,,2003/3/17,469.0186
2001/12/18,7.118216,,2001/12/18,23.51779,,2001/12/18,75.68786,,2001/12/18,29.3688,,2001/12/18,15.58964,,2001/12/18,47.3148,,2001/12/18,40.78741,,2001/12/18,114.1492,,2001/12/18,420.5237,,2001/12/18,146.40691,,2003/3/24,84.4114,,2001/12/18,40.463,,2001/12/18,104.1008,,2001/12/18,70.9326,,2001/12/18,50.0709,,2001/12/18,33.9761,,2001/12/18,217.3146,,2001/12/18,317.5279,,2001/12/18,173.294,,2001/12/18,152.8854,,2001/12/18,416.116,,2001/12/18,1885.42102,,2001/12/18,31.1812,,2001/12/18,23.94689,,2003/3/18,449.0025
2001/12/19,7.030742,,2001/12/19,23.545259,,2001/12/19,74.94764,,2001/12/19,29.87845,,2001/12/19,15.41223,,2001/12/19,47.8948,,2001/12/19,41.82226,,2001/12/19,114.7413,,2001/12/19,417.0168,,2001/12/19,144.5672,,2003/3/25,84.7639,,2001/12/19,40.2773,,2001/12/19,103.2435,,2001/12/19,70.609,,2001/12/19,50.7434,,2001/12/19,34.1968,,2001/12/19,220.1665,,2001/12/19,320.768,,2001/12/19,176.5973,,2001/12/19,156.27,,2001/12/19,422.442,,2001/12/19,1842.31799,,2001/12/19,30.6372,,2001/12/19,23.34009,,2003/3/19,444.0386
2001/12/20,7.003406,,2001/12/20,23.32547,,2001/12/20,73.8373,,2001/12/20,31.59853,,2001/12/20,15.67834,,2001/12/20,47.0248,,2001/12/20,41.0372,,2001/12/20,114.8071,,2001/12/20,413.6913,,2001/12/20,145.6655,,2003/3/26,84.5741,,2001/12/20,39.8763,,2001/12/20,102.9461,,2001/12/20,71.774,,2001/12/20,50.5365,,2001/12/20,34.4284,,2001/12/20,214.6909,,2001/12/20,312.3438,,2001/12/20,174.5645,,2001/12/20,151.7847,,2001/12/20,414.329,,2001/12/20,1882.64001,,2001/12/20,30.6927,,2001/12/20,23.83853,,2003/3/20,434.2138
2001/12/21,7.01434,,2001/12/21,23.24305,,2001/12/21,74.49528,,2001/12/21,29.71918,,2001/12/21,15.78922,,2001/12/21,46.9005,,2001/12/21,41.21562,,2001/12/21,114.4123,,2001/12/21,422.4585,,2001/12/21,150.05881,,2003/3/27,84.1402,,2001/12/21,40.5744,,2001/12/21,103.436,,2001/12/21,72.2918,,2001/12/21,51.7779,,2001/12/21,34.8145,,2001/12/21,217.6569,,2001/12/21,317.8519,,2001/12/21,169.7367,,2001/12/21,151.5095,,2001/12/21,416.041,,2001/12/21,2008.474,,2001/12/21,30.8925,,2001/12/21,24.22862,,2003/3/21,420.1772
2001/12/24,7.01434,,2001/12/24,23.24305,,2001/12/24,74.49528,,2001/12/24,29.71918,,2001/12/24,15.78922,,2001/12/24,46.9005,,2001/12/24,41.21562,,2001/12/24,114.4123,,2001/12/24,426.0863,,2001/12/24,153.13409,,2003/3/28,84.2487,,2001/12/24,40.5744,,2001/12/24,103.436,,2001/12/24,72.2918,,2001/12/24,51.7779,,2001/12/24,34.8145,,2001/12/24,218.1132,,2001/12/24,317.8519,,2001/12/24,169.7367,,2001/12/24,151.5095,,2001/12/24,416.041,,2001/12/24,2008.474,,2001/12/24,30.8925,,2001/12/24,24.22862,,2003/3/24,433.0264
2001/12/26,7.01434,,2001/12/26,22.94084,,2001/12/26,75.05045,,2001/12/26,29.71918,,2001/12/26,15.78922,,2001/12/26,46.7348,,2001/12/26,40.60898,,2001/12/26,112.7017,,2001/12/26,427.7793,,2001/12/26,152.31039,,2003/3/31,84.6012,,2001/12/26,40.5744,,2001/12/26,103.436,,2001/12/26,72.2918,,2001/12/26,51.7779,,2001/12/26,34.8145,,2001/12/26,218.1132,,2001/12/26,344.5826,,2001/12/26,169.7367,,2001/12/26,164.2224,,2001/12/26,451.542,,2001/12/26,2041.84399,,2001/12/26,31.0369,,2001/12/26,24.61329,,2003/3/25,424.9403
2001/12/27,7.156486,,2001/12/27,23.02326,,2001/12/27,74.7009,,2001/12/27,29.62362,,2001/12/27,16.18839,,2001/12/27,47.1905,,2001/12/27,41.53678,,2001/12/27,112.7017,,2001/12/27,424.1515,,2001/12/27,154.0952,,2003/4/1,84.6825,,2001/12/27,40.2402,,2001/12/27,103.8384,,2001/12/27,71.5151,,2001/12/27,52.2952,,2001/12/27,34.5056,,2001/12/27,228.266,,2001/12/27,338.5885,,2001/12/27,178.376,,2001/12/27,161.1405,,2001/12/27,445.216,,2001/12/27,1820.76599,,2001/12/27,30.826,,2001/12/27,24.20695,,2003/3/26,428.8674
2001/12/28,7.161953,,2001/12/28,23.05073,,2001/12/28,73.17933,,2001/12/28,29.4325,,2001/12/28,16.38797,,2001/12/28,47.3148,,2001/12/28,41.42973,,2001/12/28,112.0438,,2001/12/28,428.3839,,2001/12/28,154.5894,,2003/4/2,85.4418,,2001/12/28,40.0843,,2001/12/28,103.1736,,2001/12/28,72.6542,,2001/12/28,51.4158,,2001/12/28,34.5498,,2001/12/28,226.8971,,2001/12/28,330.6503,,2001/12/28,175.3268,,2001/12/28,156.9854,,2001/12/28,437.848,,2001/12/28,1928.52405,,2001/12/28,30.726,,2001/12/28,24.36949,,2003/3/27,442.9572
2001/12/31,7.161953,,2001/12/31,22.968309,,2001/12/31,73.17933,,2001/12/31,29.4325,,2001/12/31,16.38797,,2001/12/31,47.0662,,2001/12/31,41.25131,,2001/12/31,111.1227,,2001/12/31,427.4769,,2001/12/31,156.6488,,2003/4/3,85.0893,,2001/12/31,40.0843,,2001/12/31,103.1736,,2001/12/31,72.6542,,2001/12/31,51.4158,,2001/12/31,34.5498,,2001/12/31,222.4481,,2001/12/31,321.4161,,2001/12/31,172.0235,,2001/12/31,152.2524,,2001/12/31,428.619,,2001/12/31,1786.69995,,2001/12/31,30.9703,,2001/12/31,24.8571,,2003/3/28,440.1951
2002/1/2,7.085413,,2002/1/2,22.913361,,2002/1/2,74.9682,,2002/1/2,30.16513,,2002/1/2,17.0976,,2002/1/2,47.0248,,2002/1/2,41.67952,,2002/1/2,110.07,,2002/1/2,426.3886,,2002/1/2,155.3308,,2003/4/4,85.0893,,2002/1/2,39.5942,,2002/1/2,100.3742,,2002/1/2,72.1623,,2002/1/2,52.7607,,2002/1/2,34.4615,,2002/1/2,233.1712,,2002/1/2,340.3706,,2002/1/2,177.6136,,2002/1/2,159.2142,,2002/1/2,454.445,,2002/1/2,1713.703,,2002/1/2,30.9925,,2002/1/2,24.56995,,2003/3/31,446.5079
2002/1/3,7.074479,,2002/1/3,23.13315,,2002/1/3,74.31022,,2002/1/3,30.26069,,2002/1/3,16.96454,,2002/1/3,47.812,,2002/1/3,42.82142,,2002/1/3,111.5832,,2002/1/3,426.6909,,2002/1/3,152.6674,,2003/4/7,85.6316,,2002/1/3,39.7872,,2002/1/3,100.7941,,2002/1/3,72.0976,,2002/1/3,53.9763,,2002/1/3,35.4654,,2002/1/3,229.2926,,2002/1/3,330.0023,,2002/1/3,175.8349,,2002/1/3,154.096,,2002/1/3,449.905,,2002/1/3,1576.74597,,2002/1/3,30.9148,,2002/1/3,24.96545,,2003/4/1,437.0529
2002/1/4,7.577456,,2002/1/4,23.13315,,2002/1/4,75.29718,,2002/1/4,30.92961,,2002/1/4,16.94236,,2002/1/4,48.2263,,2002/1/4,43.82059,,2002/1/4,111.7148,,2002/1/4,423.6677,,2002/1/4,151.8437,,2003/4/8,85.4113,,2002/1/4,39.9357,,2002/1/4,102.0538,,2002/1/4,74.9453,,2002/1/4,53.3556,,2002/1/4,36.1272,,2002/1/4,243.6662,,2002/1/4,350.2528,,2002/1/4,177.3595,,2002/1/4,161.2229,,2002/1/4,467.693,,2002/1/4,1581.61304,,2002/1/4,30.9925,,2002/1/4,25.193,,2003/4/2,427.1304
2002/1/7,7.714134,,2002/1/7,23.24305,,2002/1/7,77.22999,,2002/1/7,30.73849,,2002/1/7,17.09759,,2002/1/7,48.1434,,2002/1/7,43.49943,,2002/1/7,113.3596,,2002/1/7,425.7839,,2002/1/7,151.8437,,2003/4/9,85.1663,,2002/1/7,42.0224,,2002/1/7,106.9352,,2002/1/7,79.7992,,2002/1/7,54.4935,,2002/1/7,37.0208,,2002/1/7,241.0425,,2002/1/7,347.9847,,2002/1/7,176.8513,,2002/1/7,157.3705,,2002/1/7,463.971,,2002/1/7,1579.52698,,2002/1/7,30.9592,,2002/1/7,25.2851,,2003/4/3,428.1585
2002/1/8,7.593857,,2002/1/8,23.24305,,2002/1/8,79.05999,,2002/1/8,30.92961,,2002/1/8,17.29717,,2002/1/8,48.1434,,2002/1/8,43.53511,,2002/1/8,114.4781,,2002/1/8,423.97,,2002/1/8,150.1138,,2003/4/10,84.7916,,2002/1/8,41.8887,,2002/1/8,107.6,,2002/1/8,79.0873,,2002/1/8,53.6142,,2002/1/8,36.2817,,2002/1/8,238.6469,,2002/1/8,344.2586,,2002/1/8,176.5972,,2002/1/8,156.3524,,2002/1/8,453.924,,2002/1/8,1585.78406,,2002/1/8,30.9925,,2002/1/8,25.13882,,2003/4/4,425.7461
2002/1/9,7.643061,,2002/1/9,23.078211,,2002/1/9,77.57954,,2002/1/9,32.39486,,2002/1/9,17.80721,,2002/1/9,47.9777,,2002/1/9,43.21395,,2002/1/9,115.6624,,2002/1/9,427.6822,,2002/1/9,149.53661,,2003/4/11,85.4245,,2002/1/9,42.2553,,2002/1/9,108.6836,,2002/1/9,79.2946,,2002/1/9,54.1309,,2002/1/9,36.1495,,2002/1/9,229.5121,,2002/1/9,327.4608,,2002/1/9,169.3488,,2002/1/9,148.143,,2002/1/9,432.665,,2002/1/9,1548.95105,,2002/1/9,31.494,,2002/1/9,25.51807,,2003/4/7,424.5965
2002/1/10,7.495448,,2002/1/10,22.94084,,2002/1/10,76.901,,2002/1/10,32.68154,,2002/1/10,17.56328,,2002/1/10,48.0191,,2002/1/10,43.321,,2002/1/10,113.8202,,2002/1/10,425.5471,,2002/1/10,153.34779,,2003/4/14,85.2949,,2002/1/10,41.3331,,2002/1/10,107.2414,,2002/1/10,75.8329,,2002/1/10,54.0122,,2002/1/10,36.1209,,2002/1/10,231.6816,,2002/1/10,330.9978,,2002/1/10,168.4899,,2002/1/10,152.3749,,2002/1/10,438.837,,2002/1/10,1520.745,,2002/1/10,31.9088,,2002/1/10,25.46389,,2003/4/8,424.3415
2002/1/11,7.418908,,2002/1/11,23.380421,,2002/1/11,76.16078,,2002/1/11,31.56667,,2002/1/11,17.20847,,2002/1/11,48.5578,,2002/1/11,43.99901,,2002/1/11,116.5835,,2002/1/11,422.7156,,2002/1/11,153.5042,,2003/4/15,85.4245,,2002/1/11,41.0694,,2002/1/11,106.4391,,2002/1/11,77.6489,,2002/1/11,54.1153,,2002/1/11,36.1209,,2002/1/11,228.098,,2002/1/11,320.9521,,2002/1/11,169.7995,,2002/1/11,148.771,,2002/1/11,427.894,,2002/1/11,1529.35205,,2002/1/11,31.942,,2002/1/11,25.45305,,2003/4/9,432.8798
2002/1/14,7.112748,,2002/1/14,23.188101,,2002/1/14,75.35887,,2002/1/14,32.10818,,2002/1/14,16.89801,,2002/1/14,48.8063,,2002/1/14,43.7849,,2002/1/14,117.5704,,2002/1/14,426.9978,,2002/1/14,152.49451,,2003/4/16,84.7506,,2002/1/14,41.4275,,2002/1/14,107.4496,,2002/1/14,78.5712,,2002/1/14,53.8063,,2002/1/14,36.7784,,2002/1/14,217.1765,,2002/1/14,306.8691,,2002/1/14,161.1537,,2002/1/14,142.6854,,2002/1/14,411.764,,2002/1/14,1556.28503,,2002/1/14,31.7116,,2002/1/14,24.46158,,2003/4/10,425.7702
2002/1/15,7.151018,,2002/1/15,23.380421,,2002/1/15,76.77763,,2002/1/15,32.01262,,2002/1/15,17.3637,,2002/1/15,48.5163,,2002/1/15,43.10689,,2002/1/15,117.373,,2002/1/15,430.3414,,2002/1/15,154.38271,,2003/4/17,84.3878,,2002/1/15,41.117,,2002/1/15,106.5794,,2002/1/15,76.4898,,2002/1/15,52.9318,,2002/1/15,35.9798,,2002/1/15,218.0871,,2002/1/15,307.3434,,2002/1/15,163.1587,,2002/1/15,143.1746,,2002/1/15,412.347,,2002/1/15,1579.21204,,2002/1/15,31.6009,,2002/1/15,24.67829,,2003/4/11,428.9636
2002/1/16,7.309565,,2002/1/16,23.60021,,2002/1/16,77.47673,,2002/1/16,31.37555,,2002/1/16,17.43023,,2002/1/16,48.6821,,2002/1/16,43.321,,2002/1/16,119.0836,,2002/1/16,427.1708,,2002/1/16,153.4512,,2003/4/21,84.8543,,2002/1/16,41.5236,,2002/1/16,107.4496,,2002/1/16,78.311,,2002/1/16,53.2919,,2002/1/16,36.3627,,2002/1/16,219.2253,,2002/1/16,307.9758,,2002/1/16,162.9081,,2002/1/16,145.5663,,2002/1/16,416.423,,2002/1/16,1641.74097,,2002/1/16,31.933,,2002/1/16,24.71621,,2003/4/14,429.6097
2002/1/17,7.216624,,2002/1/17,23.462839,,2002/1/17,78.05246,,2002/1/17,31.12072,,2002/1/17,16.58755,,2002/1/17,48.9721,,2002/1/17,42.92847,,2002/1/17,118.6231,,2002/1/17,426.3061,,2002/1/17,153.8288,,2003/4/22,85.1135,,2002/1/17,41.1836,,2002/1/17,106.9797,,2002/1/17,75.0589,,2002/1/17,52.8804,,2002/1/17,35.6954,,2002/1/17,211.8267,,2002/1/17,294.5374,,2002/1/17,159.3993,,2002/1/17,140.7829,,2002/1/17,400.191,,2002/1/17,1566.01099,,2002/1/17,31.6119,,2002/1/17,24.08232,,2003/4/15,435.8206
