update_date,open,high,low,close,volume,position_all
2013/10/18,976.15 ,976.15 ,976.15 ,976.15 ,338700.00 ,65042.00 
2013/10/21,967.01 ,967.01 ,967.01 ,967.01 ,104026.00 ,68130.00 
2013/10/22,946.35 ,946.35 ,946.35 ,946.35 ,98812.00 ,76004.00 
2013/10/23,937.54 ,937.54 ,937.54 ,937.54 ,122456.00 ,81162.00 
2013/10/24,924.67 ,924.67 ,924.67 ,924.67 ,177400.00 ,87872.00 
2013/10/25,916.63 ,916.63 ,916.63 ,916.63 ,108826.00 ,86472.00 
2013/10/28,921.33 ,921.33 ,921.33 ,921.33 ,86858.00 ,93480.00 
2013/10/29,919.34 ,919.34 ,919.34 ,919.34 ,108908.00 ,99058.00 
2013/10/30,922.03 ,922.03 ,922.03 ,922.03 ,124214.00 ,91262.00 
2013/10/31,920.13 ,920.13 ,920.13 ,920.13 ,77154.00 ,84820.00 
2013/11/1,941.06 ,941.06 ,941.06 ,941.06 ,329152.00 ,107582.00 
2013/11/4,948.77 ,948.77 ,948.77 ,948.77 ,177942.00 ,122298.00 
2013/11/5,944.83 ,944.83 ,944.83 ,944.83 ,110230.00 ,121942.00 
2013/11/6,942.82 ,942.82 ,942.82 ,942.82 ,71754.00 ,123650.00 
2013/11/7,943.80 ,943.80 ,943.80 ,943.80 ,94728.00 ,124958.00 
2013/11/8,937.48 ,937.48 ,937.48 ,937.48 ,71884.00 ,120532.00 
2013/11/11,940.15 ,940.15 ,940.15 ,940.15 ,60720.00 ,112342.00 
2013/11/12,941.07 ,941.07 ,941.07 ,941.07 ,47886.00 ,107938.00 
2013/11/13,940.88 ,940.88 ,940.88 ,940.88 ,99902.00 ,110812.00 
2013/11/14,935.00 ,935.00 ,935.00 ,935.00 ,57574.00 ,103446.00 
2013/11/15,929.13 ,929.13 ,929.13 ,929.13 ,79910.00 ,102752.00 
2013/11/18,930.29 ,930.29 ,930.29 ,930.29 ,56586.00 ,99378.00 
2013/11/19,939.98 ,939.98 ,939.98 ,939.98 ,63546.00 ,106904.00 
2013/11/20,939.93 ,939.93 ,939.93 ,939.93 ,44890.00 ,104228.00 
2013/11/21,930.26 ,930.26 ,930.26 ,930.26 ,43236.00 ,105090.00 
2013/11/22,929.34 ,929.34 ,929.34 ,929.34 ,54496.00 ,106092.00 
2013/11/25,931.09 ,931.09 ,931.09 ,931.09 ,40540.00 ,104188.00 
2013/11/26,939.07 ,939.07 ,939.07 ,939.07 ,75276.00 ,108162.00 
2013/11/27,934.30 ,934.30 ,934.30 ,934.30 ,31592.00 ,106536.00 
2013/11/28,937.07 ,937.07 ,937.07 ,937.07 ,28536.00 ,105728.00 
2013/11/29,937.27 ,937.27 ,937.27 ,937.27 ,34138.00 ,106418.00 
2013/12/2,934.64 ,934.64 ,934.64 ,934.64 ,43020.00 ,108744.00 
2013/12/3,937.24 ,937.24 ,937.24 ,937.24 ,36684.00 ,105336.00 
2013/12/4,949.89 ,949.89 ,949.89 ,949.89 ,97470.00 ,114382.00 
2013/12/5,942.81 ,942.81 ,942.81 ,942.81 ,55270.00 ,114538.00 
2013/12/6,938.95 ,938.95 ,938.95 ,938.95 ,44522.00 ,108430.00 
2013/12/9,942.83 ,942.83 ,942.83 ,942.83 ,20184.00 ,112378.00 
2013/12/10,940.18 ,940.18 ,940.18 ,940.18 ,17184.00 ,109726.00 
2013/12/11,935.03 ,935.03 ,935.03 ,935.03 ,41416.00 ,108132.00 
2013/12/12,928.49 ,928.49 ,928.49 ,928.49 ,37364.00 ,108944.00 
2013/12/13,911.88 ,911.88 ,911.88 ,911.88 ,100498.00 ,116740.00 
2013/12/16,915.79 ,915.79 ,915.79 ,915.79 ,42230.00 ,121312.00 
2013/12/17,908.20 ,908.20 ,908.20 ,908.20 ,26784.00 ,124712.00 
2013/12/18,904.28 ,904.28 ,904.28 ,904.28 ,76142.00 ,128188.00 
2013/12/19,905.53 ,905.53 ,905.53 ,905.53 ,33700.00 ,128266.00 
2013/12/20,902.42 ,902.42 ,902.42 ,902.42 ,37540.00 ,127190.00 
2013/12/23,889.20 ,889.20 ,889.20 ,889.20 ,143740.00 ,135724.00 
2013/12/24,895.38 ,895.38 ,895.38 ,895.38 ,100328.00 ,121156.00 
2013/12/25,897.95 ,897.95 ,897.95 ,897.95 ,51462.00 ,114208.00 
2013/12/26,892.63 ,892.63 ,892.63 ,892.63 ,89600.00 ,124116.00 
2013/12/27,902.53 ,902.53 ,902.53 ,902.53 ,92094.00 ,107922.00 
2013/12/30,906.56 ,906.56 ,906.56 ,906.56 ,91510.00 ,104050.00 
2013/12/31,906.60 ,906.60 ,906.60 ,906.60 ,77816.00 ,98646.00 
2014/1/2,903.08 ,903.08 ,903.08 ,903.08 ,59526.00 ,107880.00 
2014/1/3,897.68 ,897.68 ,897.68 ,897.68 ,139438.00 ,122358.00 
2014/1/6,888.98 ,888.98 ,888.98 ,888.98 ,118280.00 ,142642.00 
2014/1/7,892.72 ,892.72 ,892.72 ,892.72 ,94584.00 ,149034.00 
2014/1/8,888.11 ,888.11 ,888.11 ,888.11 ,111804.00 ,157264.00 
2014/1/9,883.93 ,883.93 ,883.93 ,883.93 ,111906.00 ,161606.00 
2014/1/10,875.71 ,875.71 ,875.71 ,875.71 ,202396.00 ,163378.00 
