index,update_date,open,return_rate,volume,high,low,invest_signal,min5,max5,out,record,accu_return,max_draw
2015-09-08,2015-09-08,381.55,0.0157061761545,2517300.0,386.11,375.71,1.0,370.82,392.81,1.0,2,-0.0150534034505,0.0712774633593
2015-09-09,2015-09-09,396.1,-0.0374248008922,4935000.0,399.19,385.65,1.0,375.71,392.81,1.0,2,-0.0524782043427,0.108702264252
2015-10-19,2015-10-19,364.88,-0.00277187141455,2467200.0,365.65,361.0,1.0,360.53,381.99,1.0,1,-0.0552500757573,0.111474135666
2015-10-20,2015-10-20,363.91,0.00266194808596,2395300.0,367.46,361.28,1.0,360.53,372.53,1.0,2,-0.0525881276713,0.10881218758
2015-10-21,2015-10-21,361.81,0.00578737215838,2929800.0,365.02,356.87,1.0,360.53,372.53,1.0,2,-0.046800755513,0.103024815422
2015-10-22,2015-10-22,358.46,0.00930213435566,2262200.0,362.33,354.85,1.0,356.87,371.36,1.0,2,-0.0374986211573,0.0937226810661
2015-10-23,2015-10-23,357.86,0.00167522933974,2011600.0,361.48,355.76,1.0,354.85,367.46,1.0,2,-0.0358233918176,0.0920474517263
2015-10-26,2015-10-26,360.29,-0.00676741425626,2071800.0,362.33,356.04,1.0,354.85,367.46,1.0,2,-0.0425908060738,0.0988148659826
2015-10-27,2015-10-27,355.28,0.0140030517361,2811600.0,358.7,351.09,1.0,354.85,367.46,1.0,2,-0.0285877543377,0.0848118142465
2015-10-28,2015-10-28,354.61,0.00188761695175,2537000.0,356.96,347.76,1.0,351.09,365.02,1.0,2,-0.0267001373859,0.0829241972947
2015-10-29,2015-10-29,349.03,0.0158607156386,2605500.0,350.7,346.76,1.0,347.76,362.33,1.0,2,-0.0108394217473,0.0670634816561
2015-10-30,2015-10-30,353.19,-0.0118482773647,3116900.0,355.34,349.26,1.0,346.76,362.33,1.0,2,-0.0226876991121,0.0789117590208
2015-11-02,2015-11-02,352.68,0.00144502553939,2127800.0,353.68,349.69,1.0,346.76,362.33,1.0,2,-0.0212426735727,0.0774667334815
2015-11-03,2015-11-03,344.73,0.0227996282812,4088500.0,349.99,337.95,1.0,346.76,358.7,1.0,2,0.0015569547085,0.0546671052003
2015-11-04,2015-11-04,341.25,0.0101461554385,2481400.0,345.61,340.15,1.0,337.95,356.96,1.0,2,0.011703110147,0.0445209497618
2015-11-05,2015-11-05,343.43,-0.00636795982574,2765200.0,349.03,340.35,1.0,337.95,355.34,1.0,2,0.00533515032124,0.0508889095875
2015-11-06,2015-11-06,338.88,0.0133372439119,2703300.0,344.07,337.56,1.0,337.95,355.34,1.0,2,0.0186723942331,0.0375516656757
2015-11-09,2015-11-09,339.35,-0.00138596073673,2675900.0,345.09,339.22,1.0,337.56,353.68,1.0,2,0.0172864334964,0.0389376264124
2015-11-10,2015-11-10,341.84,-0.007310768186,1727100.0,344.41,339.11,1.0,337.56,349.99,1.0,2,0.00997566531039,0.0462483945984
2015-11-11,2015-11-11,340.98,0.00251896679868,1402800.0,342.23,337.91,0.5,337.56,349.03,1.0,2,0.0124946321091,0.0437294277997
2015-11-13,2015-11-13,338.13,0.00348370687705,1972500.0,342.41,336.47,0.5,335.81,345.09,1.0,1,0.0159783389861,0.0402457209227
2015-11-16,2015-11-16,341.14,-0.00886251329063,2146100.0,342.69,334.43,1.0,335.81,345.09,1.0,2,0.00711582569549,0.0491082342133
2015-11-17,2015-11-17,334.77,0.018849221347,2920200.0,336.5,328.48,1.0,334.43,344.41,1.0,2,0.0259650470425,0.0302590128663
2015-11-18,2015-11-18,327.52,0.0218946069527,2126800.0,329.78,324.44,1.0,328.48,342.69,1.0,2,0.0478596539952,0.00836440591354
2015-11-19,2015-11-19,324.75,0.00849346636227,3103200.0,326.86,314.22,1.0,324.44,342.69,1.0,2,0.0563531203575,-0.000129060448726
2015-11-20,2015-11-20,319.51,0.0162670833184,2682300.0,321.43,315.33,1.0,314.22,342.69,1.0,2,0.0726202036759,-0.0162670833184
2015-11-23,2015-11-23,317.21,0.00722455711737,2453200.0,318.39,313.07,1.0,314.22,342.69,1.0,2,0.0798447607933,-0.00722455711737
2015-11-24,2015-11-24,312.65,0.0144796611017,3481300.0,316.19,308.91,1.0,313.07,336.5,1.0,2,0.0943244218949,-0.0144796611017
2015-11-25,2015-11-25,316.76,-0.0130600353289,2825400.0,317.51,310.84,1.0,308.91,329.78,1.0,2,0.081264386566,0.0130600353289
2015-12-18,2015-12-18,295.57,-0.00220156230432,2887900.0,302.33,293.7,0.5,283.26,298.82,1.0,1,0.0790628242617,0.0152615976332
2015-12-21,2015-12-21,305.28,-0.0323236928342,4384500.0,311.31,301.77,1.0,286.26,302.33,1.0,2,0.0467391314275,0.0475852904674
2015-12-22,2015-12-22,305.94,-0.0021596160352,3276900.0,311.32,304.41,1.0,288.41,311.31,1.0,2,0.0445795153923,0.0497449065026
2015-12-23,2015-12-23,306.52,-0.00189400180708,2462100.0,309.41,303.25,1.0,288.41,311.32,1.0,2,0.0426855135853,0.0516389083097
2015-12-24,2015-12-24,307.24,-0.00234619502828,2561200.0,309.78,304.21,1.0,292.74,311.32,1.0,2,0.040339318557,0.0539851033379
2015-12-25,2015-12-25,306.1,0.00371735517911,1045800.0,307.57,305.07,0.5,293.7,311.32,1.0,2,0.0440566737361,0.0502677481588
2016-01-04,2016-01-04,325.72,-0.00925304239303,3263300.0,326.6,318.48,0.5,305.07,328.73,1.0,1,0.0348036313431,0.0595207905519
2016-01-05,2016-01-05,320.17,0.0171860118685,2786400.0,324.61,318.22,1.0,305.07,328.73,1.0,2,0.0519896432115,0.0423347786834
2016-01-06,2016-01-06,319.91,0.000812398494875,3084100.0,324.24,315.13,1.0,308.93,328.73,1.0,2,0.0528020417064,0.0415223801885
2016-01-07,2016-01-07,320.75,-0.00262229726017,2538700.0,321.72,315.77,1.0,315.13,328.73,1.0,2,0.0501797444462,0.0441446774487
2016-01-08,2016-01-08,313.5,0.0228626434228,2974800.0,317.8,309.43,1.0,315.13,328.73,1.0,2,0.073042387869,0.0212820340259
2016-01-11,2016-01-11,308.36,0.0165314284819,2443900.0,309.97,302.95,1.0,309.43,326.6,1.0,2,0.0895738163509,0.00475060554398
2016-01-12,2016-01-12,302.79,0.0182284356722,2068600.0,305.02,297.33,1.0,302.95,324.61,1.0,2,0.107802252023,-0.0134778301282
2016-01-13,2016-01-13,300.95,0.0060953579251,2138400.0,303.9,296.36,1.0,297.33,324.24,1.0,2,0.113897609948,-0.0060953579251
2016-01-14,2016-01-14,298.09,0.00954868366243,2548300.0,302.89,296.15,1.0,296.36,321.72,1.0,2,0.123446293611,-0.00954868366243
2016-01-15,2016-01-15,308.03,-0.0328017264963,3116400.0,308.64,301.83,1.0,296.15,317.8,1.0,2,0.0906445671143,0.0328017264963
2016-01-26,2016-01-26,309.97,0.0168270125169,2685800.0,315.71,307.07,0.5,308.38,320.45,1.0,1,0.107471579631,0.0159747139794
2016-01-27,2016-01-27,319.48,-0.0302191554465,3607500.0,322.62,314.91,1.0,307.07,320.26,1.0,2,0.0772524241847,0.0461938694259
2016-01-28,2016-01-28,320.78,-0.00406085586004,3570900.0,323.21,315.01,1.0,307.07,322.62,1.0,2,0.0731915683247,0.0502547252859
2016-01-29,2016-01-29,316.53,0.0133375060871,2529300.0,319.0,315.04,1.0,307.07,323.21,1.0,2,0.0865290744118,0.0369172191988
2016-02-02,2016-02-02,323.65,-0.0222446611694,2855500.0,324.71,319.78,1.0,307.07,325.79,1.0,1,0.0642844132424,0.0591618803682
2016-02-03,2016-02-03,321.43,0.0068828944138,2372500.0,327.06,320.93,1.0,314.91,325.79,1.0,2,0.0711673076562,0.0522789859544
2016-02-04,2016-02-04,332.96,-0.0352425720676,3726900.0,337.34,326.01,1.0,315.01,327.06,1.0,2,0.0359247355886,0.087521558022
2016-02-05,2016-02-05,330.27,0.0081118608949,1904400.0,336.59,328.65,1.0,315.04,337.34,1.0,2,0.0440365964835,0.0794096971271
2016-06-03,2016-06-03,341.95,-0.00504266804876,1186900.0,345.95,337.32,0.5,330.11,348.53,1.0,1,0.0389939284348,0.0844523651759
2016-07-01,2016-07-01,415.56,-0.0121292840475,1851900.0,422.1,403.86,0.5,372.9,422.08,1.0,1,0.0268646443872,0.0965816492234
2016-09-30,2016-09-30,400.95,0.0282055163191,1131000.0,408.8,396.3,0.5,396.2,420.13,1.0,1,0.0550701607063,0.0683761329043
2016-10-10,2016-10-10,401.03,-0.000199506222762,1311100.0,406.72,391.59,1.0,396.2,420.13,1.0,2,0.0548706544835,0.0685756391271
2016-10-11,2016-10-11,409.34,-0.0205098690755,1587700.0,415.6,405.93,1.0,391.59,420.13,1.0,2,0.034360785408,0.0890855082026
