update_date,open,high,low,close,volume,MA5,MA10,trend,company_name,position,position_lag,position_diff
2011/10/24,15042.6,15042.6,15042.6,15042.6,741300,14401.05667,14466.184,-65.12733333,新湖期货  ,-120,-120,0
2011/10/25,15039.81,15039.81,15039.81,15039.81,1220600,14794.77667,14568.7,226.0766667,新湖期货  ,-120,-120,0
2011/10/26,14949.24,14949.24,14949.24,14949.24,728200,15010.55,14638.444,372.106,新湖期货  ,-120,-120,0
2011/10/27,15148.34,15148.34,15148.34,15148.34,512900,15045.79667,14896.382,149.4146667,新湖期货  ,-120,-120,0
2011/10/28,15423.72,15423.72,15423.72,15423.72,670300,15173.76667,15120.742,53.02466667,新湖期货  ,-60,-120,60
2011/10/31,15331.07,15331.07,15331.07,15331.07,765600,15301.04333,15178.436,122.6073333,新湖期货  ,414,-60,474
2011/11/1,15305.44,15305.44,15305.44,15305.44,598600,15353.41,15231.562,121.848,新湖期货  ,4,414,-410
2011/11/2,15328.99,15328.99,15328.99,15328.99,506500,15321.83333,15307.512,14.32133333,新湖期货  ,403,4,399
2011/11/3,15055.23,15055.23,15055.23,15055.23,397600,15229.88667,15288.89,-59.00333333,新湖期货  ,87,403,-316
2011/11/4,15551.11,15551.11,15551.11,15551.11,438300,15311.77667,15314.368,-2.591333333,新湖期货  ,451,87,364
2011/11/7,15352.77,15352.77,15352.77,15352.77,298900,15319.70333,15318.708,0.995333333,新湖期货  ,445,451,-6
2011/11/8,15334.74,15334.74,15334.74,15334.74,295300,15412.87333,15324.568,88.30533333,新湖期货  ,446,445,1
2011/11/9,15459.92,15459.92,15459.92,15459.92,321200,15382.47667,15350.754,31.72266667,新湖期货  ,121,446,-325
2011/11/10,14531.21,14531.21,14531.21,14531.21,701600,15108.62333,15245.95,-137.3266667,新湖期货  ,-322,121,-443
2011/11/11,14775.86,14775.86,14775.86,14775.86,364300,14922.33,15090.9,-168.57,新湖期货  ,-320,-322,2
2011/11/14,15437.81,15437.81,15437.81,15437.81,470800,14914.96,15107.908,-192.948,新湖期货  ,-311,-320,9
2011/11/15,15308.94,15308.94,15308.94,15308.94,253000,15174.20333,15102.748,71.45533333,新湖期货  ,-311,-311,0
2011/11/16,15123.89,15123.89,15123.89,15123.89,325700,15290.21333,15035.542,254.6713333,新湖期货  ,-313,-311,-2
2011/11/17,15252.33,15252.33,15252.33,15252.33,348500,15228.38667,15179.766,48.62066667,新湖期货  ,-313,-313,0
2011/11/18,15044.72,15044.72,15044.72,15044.72,348200,15140.31333,15233.538,-93.22466667,新湖期货  ,-307,-313,6
2011/11/21,15160.64,15160.64,15160.64,15160.64,340100,15152.56333,15178.104,-25.54066667,新湖期货  ,-246,-307,61
2011/11/22,15171.2,15171.2,15171.2,15171.2,344600,15125.52,15150.556,-25.036,新湖期货  ,-231,-246,15
2011/11/23,15078.55,15078.55,15078.55,15078.55,293900,15136.79667,15141.488,-4.691333333,新湖期货  ,-672,-231,-441
2011/11/24,15031.2,15031.2,15031.2,15031.2,592700,15093.65,15097.262,-3.612,新湖期货  ,-616,-672,56
2011/11/25,14850.84,14850.84,14850.84,14850.84,311500,14986.86333,15058.486,-71.62266667,新湖期货  ,-620,-616,-4
2011/11/28,15176.55,15176.55,15176.55,15176.55,321600,15019.53,15061.668,-42.138,新湖期货  ,-658,-620,-38
2011/11/29,15255.88,15255.88,15255.88,15255.88,327100,15094.42333,15078.604,15.81933333,新湖期货  ,-592,-658,66
2011/11/30,15124.86,15124.86,15124.86,15124.86,281800,15185.76333,15087.866,97.89733333,新湖期货  ,-588,-592,4
2011/12/1,15805.28,15805.28,15805.28,15805.28,420800,15395.34,15242.682,152.658,新湖期货  ,-95,-588,493
2011/12/2,15797.61,15797.61,15797.61,15797.61,196400,15575.91667,15432.036,143.8806667,新湖期货  ,-70,-95,25
2011/12/5,15719.52,15719.52,15719.52,15719.52,270000,15774.13667,15540.63,233.5066667,新湖期货  ,-3486,-70,-3416
2011/12/6,15677.22,15677.22,15677.22,15677.22,223700,15731.45,15624.898,106.552,新湖期货  ,-50,-3486,3436
2011/12/8,15779.16,15779.16,15779.16,15779.16,225000,15759.86667,15759.346,0.520666667,新湖期货  ,-200,-50,-150
2011/12/9,15653.66,15653.66,15653.66,15653.66,204900,15752.01333,15730.556,21.45733333,新湖期货  ,-190,-200,10
2011/12/12,15584.11,15584.11,15584.11,15584.11,216100,15672.31,15703.474,-31.164,新湖期货  ,-190,-190,0
2011/12/13,15362.96,15362.96,15362.96,15362.96,183800,15533.57667,15640.622,-107.0453333,新湖期货  ,-190,-190,0
2011/12/14,14978.25,14978.25,14978.25,14978.25,372100,15308.44,15471.628,-163.188,新湖期货  ,-180,-190,10
2011/12/15,14710.47,14710.47,14710.47,14710.47,516400,15017.22667,15257.89,-240.6633333,新湖期货  ,-119,-180,61
2011/12/16,14957.64,14957.64,14957.64,14957.64,265600,14882.12,15118.686,-236.566,新湖期货  ,-119,-119,0
2011/12/19,14789.18,14789.18,14789.18,14789.18,392800,14819.09667,14959.7,-140.6033333,新湖期货  ,-119,-119,0
2011/12/26,14645.66,14645.66,14645.66,14645.66,454900,14835.17667,14837.25,-2.073333333,新湖期货  ,-2538,-119,-2419
2011/12/27,14714.66,14714.66,14714.66,14714.66,288000,14785.30667,14823.722,-38.41533333,新湖期货  ,-2405,-2538,133
2011/12/28,14756.15,14756.15,14756.15,14756.15,239100,14705.49,14795.268,-89.778,新湖期货  ,-2334,-2405,71
2011/12/29,14575.97,14575.97,14575.97,14575.97,244500,14682.26,14737.608,-55.348,新湖期货  ,-2446,-2334,-112
2012/1/5,14866.19,14866.19,14866.19,14866.19,207500,14812.75333,14754.076,58.67733333,新湖期货  ,-305,-2446,2141
2012/1/6,14732.9,14732.9,14732.9,14732.9,363000,14791.11667,14749.426,41.69066667,新湖期货  ,-293,-305,12
2012/1/9,14741.9,14741.9,14741.9,14741.9,286900,14780.33,14782.612,-2.282,新湖期货  ,-265,-293,28
2012/1/10,14926.93,14926.93,14926.93,14926.93,256300,14800.57667,14808.436,-7.859333333,新湖期货  ,-205,-265,60
2012/1/11,15102.06,15102.06,15102.06,15102.06,253000,14923.63,14873.996,49.634,新湖期货  ,-145,-205,60
2012/1/12,15234.01,15234.01,15234.01,15234.01,350100,15087.66667,14947.56,140.1066667,新湖期货  ,-115,-145,30
2012/1/13,15330.71,15330.71,15330.71,15330.71,305900,15222.26,15067.122,155.138,新湖期货  ,-115,-115,0
2012/1/16,15280.94,15280.94,15280.94,15280.94,309000,15281.88667,15174.93,106.9566667,新湖期货  ,-90,-115,25
2012/1/17,15503.19,15503.19,15503.19,15503.19,411000,15371.61333,15290.182,81.43133333,新湖期货  ,73,-90,163
2012/1/18,15486.26,15486.26,15486.26,15486.26,235100,15423.46333,15367.022,56.44133333,新湖期货  ,51,73,-22
2012/1/19,15644.14,15644.14,15644.14,15644.14,220100,15544.53,15449.048,95.482,新湖期货  ,119,51,68
2012/1/20,15831.88,15831.88,15831.88,15831.88,197100,15654.09333,15549.282,104.8113333,新湖期货  ,50,119,-69
2012/1/30,15932.03,15932.03,15932.03,15932.03,386800,15802.68333,15679.5,123.1833333,新湖期货  ,-376,50,-426
2012/1/31,16051.91,16051.91,16051.91,16051.91,242100,15938.60667,15789.244,149.3626667,新湖期货  ,-277,-376,99
2012/2/1,15777.08,15777.08,15777.08,15777.08,285000,15920.34,15847.408,72.932,新湖期货  ,90,-277,367
2012/2/6,16209.33,16209.33,16209.33,16209.33,222400,16040.72333,15990.232,50.49133333,新湖期货  ,-294,90,-384
2012/2/7,16026.15,16026.15,16026.15,16026.15,254200,16067.35667,15985.08,82.27666667,新湖期货  ,-294,-294,0
2012/2/8,16300.21,16300.21,16300.21,16300.21,249900,16178.56333,16089.706,88.85733333,新湖期货  ,-292,-294,2
2012/2/9,16167.2,16167.2,16167.2,16167.2,302500,16164.52,16133.896,30.624,新湖期货  ,-262,-292,30
2012/2/28,16122.94,16122.94,16122.94,16122.94,266000,15952.66,15903.568,49.092,新湖期货  ,-293,-262,-31
2012/2/29,16144.97,16144.97,16144.97,16144.97,174200,16069.40333,15970.154,99.24933333,新湖期货  ,-255,-293,38
2012/3/5,16044,16044,16044,16044,149100,16013.44333,16061.648,-48.20466667,新湖期货  ,-184,-255,71
2012/3/23,15644.11,15644.11,15644.11,15644.11,294300,15679.88333,15750.08,-70.19666667,新湖期货  ,582,-184,766
2012/3/26,15491,15491,15491,15491,249400,15576.15667,15678.902,-102.7453333,新湖期货  ,582,582,0
2012/3/27,15645.04,15645.04,15645.04,15645.04,321700,15593.38333,15635.138,-41.75466667,新湖期货  ,581,582,-1
2012/3/28,15466.7,15466.7,15466.7,15466.7,340700,15534.24667,15568.042,-33.79533333,新湖期货  ,579,581,-2
2012/4/25,15496.04,15496.04,15496.04,15496.04,136700,15482.24667,15484.59,-2.343333333,新湖期货  ,-376,579,-955
2012/4/26,15606.28,15606.28,15606.28,15606.28,179700,15526.37667,15513.28,13.09666667,新湖期货  ,-376,-376,0
2012/5/2,15695.32,15695.32,15695.32,15695.32,160600,15638.10667,15577.434,60.67266667,新湖期货  ,-375,-376,1
2012/5/7,15410.4,15410.4,15410.4,15410.4,132800,15508.67,15566.81,-58.14,新湖期货  ,-315,-375,60
2012/5/9,15307.55,15307.55,15307.55,15307.55,177800,15383.42,15453.174,-69.754,新湖期货  ,-285,-315,30
2012/5/10,15295.65,15295.65,15295.65,15295.65,178700,15345.17,15400.26,-55.09,新湖期货  ,-285,-285,0
2012/5/11,15086.92,15086.92,15086.92,15086.92,206000,15230.04,15306.566,-76.526,新湖期货  ,-255,-285,30
2012/5/14,14967.08,14967.08,14967.08,14967.08,228200,15116.55,15217.902,-101.352,新湖期货  ,-255,-255,0
2012/5/15,15008.99,15008.99,15008.99,15008.99,172500,15020.99667,15133.238,-112.2413333,新湖期货  ,-255,-255,0
2012/5/16,14857.66,14857.66,14857.66,14857.66,168400,14944.57667,15043.26,-98.68333333,新湖期货  ,-225,-255,30
2012/5/17,14977.29,14977.29,14977.29,14977.29,181200,14947.98,14979.588,-31.608,新湖期货  ,-225,-225,0
2012/5/18,14862.29,14862.29,14862.29,14862.29,172400,14899.08,14934.662,-35.582,新湖期货  ,-175,-225,50
2012/5/21,14992.06,14992.06,14992.06,14992.06,163100,14943.88,14939.658,4.222,新湖期货  ,-175,-175,0
2012/5/22,14942.14,14942.14,14942.14,14942.14,103800,14932.16333,14926.288,5.875333333,新湖期货  ,-175,-175,0
2012/5/23,14744.93,14744.93,14744.93,14744.93,187300,14893.04333,14903.742,-10.69866667,新湖期货  ,-115,-175,60
2012/5/24,14727.63,14727.63,14727.63,14727.63,166200,14804.9,14853.81,-48.91,新湖期货  ,-115,-115,0
2012/5/25,14775.48,14775.48,14775.48,14775.48,109900,14749.34667,14836.448,-87.10133333,新湖期货  ,-115,-115,0
2012/5/28,14972.65,14972.65,14972.65,14972.65,161600,14825.25333,14832.566,-7.312666667,新湖期货  ,-115,-115,0
2012/5/29,14997.26,14997.26,14997.26,14997.26,132400,14915.13,14843.59,71.54,新湖期货  ,-115,-115,0
2012/5/30,14884.31,14884.31,14884.31,14884.31,126200,14951.40667,14871.466,79.94066667,新湖期货  ,-90,-115,25
2012/5/31,14787.62,14787.62,14787.62,14787.62,112400,14889.73,14883.464,6.266,新湖期货  ,-90,-90,0
2012/6/1,14766.34,14766.34,14766.34,14766.34,131800,14812.75667,14881.636,-68.87933333,新湖期货  ,-90,-90,0
2012/6/4,14537.68,14537.68,14537.68,14537.68,257500,14697.21333,14794.642,-97.42866667,新湖期货  ,-70,-90,20
2012/6/5,14686.86,14686.86,14686.86,14686.86,136700,14663.62667,14732.562,-68.93533333,新湖期货  ,-70,-70,0
2012/6/6,14806.76,14806.76,14806.76,14806.76,147900,14677.1,14717.052,-39.952,新湖期货  ,-70,-70,0
2012/6/7,14722.54,14722.54,14722.54,14722.54,121500,14738.72,14704.036,34.684,新湖期货  ,-50,-70,20
2012/6/11,14880.34,14880.34,14880.34,14880.34,150900,14769.83,14760.622,9.208,新湖期货  ,-190,-50,-140
2012/6/13,14809.95,14809.95,14809.95,14809.95,86800,14817.27333,14776.194,41.07933333,新湖期货  ,-150,-190,40
2012/6/15,14910.25,14910.25,14910.25,14910.25,107000,14832.57,14827.916,4.654,新湖期货  ,-150,-150,0
2012/6/18,14977.44,14977.44,14977.44,14977.44,130600,14888.4,14847.336,41.064,新湖期货  ,-150,-150,0
2012/6/20,14924.34,14924.34,14924.34,14924.34,87700,14921.37333,14890.376,30.99733333,新湖期货  ,-110,-150,40
2012/6/29,14578.35,14578.35,14578.35,14578.35,315900,14387.95,14408.132,-20.182,新湖期货  ,-50,-110,60
2012/7/2,14675.4,14675.4,14675.4,14675.4,201500,14533.81333,14431.534,102.2793333,新湖期货  ,-50,-50,0
2012/7/3,14840.6,14840.6,14840.6,14840.6,219200,14698.11667,14535.97,162.1466667,新湖期货  ,-350,-50,-300
2012/7/4,14824.96,14824.96,14824.96,14824.96,192200,14780.32,14653.4,126.92,新湖期货  ,-340,-350,10
2012/7/5,14846.33,14846.33,14846.33,14846.33,127500,14837.29667,14753.128,84.16866667,新湖期货  ,-340,-340,0
2012/7/6,14738.51,14738.51,14738.51,14738.51,215600,14803.26667,14785.16,18.10666667,新湖期货  ,-300,-340,40
2012/7/9,14693.7,14693.7,14693.7,14693.7,143900,14759.51333,14788.82,-29.30666667,新湖期货  ,-300,-300,0
2012/7/10,14651.14,14651.14,14651.14,14651.14,122200,14694.45,14750.928,-56.478,新湖期货  ,-300,-300,0
2012/7/11,14658.49,14658.49,14658.49,14658.49,122900,14667.77667,14717.634,-49.85733333,新湖期货  ,-300,-300,0
2012/7/12,14647.81,14647.81,14647.81,14647.81,128200,14652.48,14677.93,-25.45,新湖期货  ,-300,-300,0
2012/7/13,14784.13,14784.13,14784.13,14784.13,143100,14696.81,14687.054,9.756,新湖期货  ,-300,-300,0
2012/7/16,14804.21,14804.21,14804.21,14804.21,137200,14745.38333,14709.156,36.22733333,新湖期货  ,-300,-300,0
2012/7/17,14807.62,14807.62,14807.62,14807.62,142800,14798.65333,14740.452,58.20133333,新湖期货  ,-300,-300,0
2012/7/18,14787.68,14787.68,14787.68,14787.68,98200,14799.83667,14766.29,33.54666667,新湖期货  ,-300,-300,0
2012/7/19,14842.11,14842.11,14842.11,14842.11,105300,14812.47,14805.15,7.32,新湖期货  ,-300,-300,0
2012/7/20,14709.68,14709.68,14709.68,14709.68,154800,14779.82333,14790.26,-10.43666667,新湖期货  ,-300,-300,0
2012/7/23,14460.63,14460.63,14460.63,14460.63,234000,14670.80667,14721.544,-50.73733333,新湖期货  ,87,-300,387
2012/7/24,14542.19,14542.19,14542.19,14542.19,164600,14570.83333,14668.458,-97.62466667,新湖期货  ,125,87,38
2012/7/25,14375.34,14375.34,14375.34,14375.34,170600,14459.38667,14585.99,-126.6033333,新湖期货  ,-150,125,-275
2012/7/26,14467.84,14467.84,14467.84,14467.84,92300,14461.79,14511.136,-49.346,新湖期货  ,-150,-150,0
2012/7/27,14634.33,14634.33,14634.33,14634.33,152400,14492.50333,14496.066,-3.562666667,新湖期货  ,-150,-150,0
2012/7/30,14635.81,14635.81,14635.81,14635.81,114700,14579.32667,14531.102,48.22466667,新湖期货  ,-150,-150,0
2012/7/31,14714.81,14714.81,14714.81,14714.81,124200,14661.65,14565.626,96.024,新湖期货  ,-150,-150,0
2012/8/1,14606.04,14606.04,14606.04,14606.04,131800,14652.22,14611.766,40.454,新湖期货  ,-150,-150,0
2012/8/2,14572.08,14572.08,14572.08,14572.08,88900,14630.97667,14632.614,-1.637333333,新湖期货  ,-150,-150,0
2012/8/3,14566.66,14566.66,14566.66,14566.66,104700,14581.59333,14619.08,-37.48666667,新湖期货  ,474,-150,624
2012/8/6,14641.5,14641.5,14641.5,14641.5,88100,14593.41333,14620.218,-26.80466667,新湖期货  ,-150,474,-624
2012/8/7,14635.16,14635.16,14635.16,14635.16,54100,14614.44,14604.288,10.152,新湖期货  ,-150,-150,0
2012/8/8,14683.16,14683.16,14683.16,14683.16,100200,14653.27333,14619.712,33.56133333,新湖期货  ,-75,-150,75
2012/8/23,14669.82,14669.82,14669.82,14669.82,147700,14573.2,14529.356,43.844,新湖期货  ,-90,-75,-15
2012/8/27,14784.94,14784.94,14784.94,14784.94,170200,14701.91333,14631.104,70.80933333,新湖期货  ,-70,-90,20
2012/8/28,14732.04,14732.04,14732.04,14732.04,99000,14722.65333,14673.498,49.15533333,新湖期货  ,-70,-70,0
2012/8/29,14762.26,14762.26,14762.26,14762.26,117300,14759.74667,14720.008,39.73866667,新湖期货  ,-330,-70,-260
2012/8/30,14787.01,14787.01,14787.01,14787.01,105700,14760.43667,14743.446,16.99066667,新湖期货  ,-330,-330,0
2012/8/31,14691.58,14691.58,14691.58,14691.58,103700,14746.95,14751.566,-4.616,新湖期货  ,-290,-330,40
2012/9/3,14832.62,14832.62,14832.62,14832.62,141700,14770.40333,14761.102,9.301333333,新湖期货  ,-290,-290,0
2012/9/4,14841.07,14841.07,14841.07,14841.07,101200,14788.42333,14782.908,5.515333333,新湖期货  ,-260,-290,30
2012/9/5,14794.3,14794.3,14794.3,14794.3,85400,14822.66333,14789.316,33.34733333,新湖期货  ,-240,-260,20
2012/9/6,14964.6,14964.6,14964.6,14964.6,184600,14866.65667,14824.834,41.82266667,新湖期货  ,-240,-240,0
2012/9/7,15056.72,15056.72,15056.72,15056.72,193100,14938.54,14897.862,40.678,新湖期货  ,-240,-240,0
2012/9/10,15393.31,15393.31,15393.31,15393.31,233000,15138.21,15010,128.21,新湖期货  ,-180,-240,60
2012/9/11,15385.61,15385.61,15385.61,15385.61,189900,15278.54667,15118.908,159.6386667,新湖期货  ,-571,-180,-391
2012/9/12,15499.26,15499.26,15499.26,15499.26,216100,15426.06,15259.9,166.16,新湖期货  ,-571,-571,0
2012/9/13,15307.24,15307.24,15307.24,15307.24,144400,15397.37,15328.428,68.942,新湖期货  ,-491,-571,80
2012/9/14,15837.24,15837.24,15837.24,15837.24,254400,15547.91333,15484.532,63.38133333,新湖期货  ,294,-491,785
2012/9/17,15712.32,15712.32,15712.32,15712.32,148400,15618.93333,15548.334,70.59933333,新湖期货  ,312,294,18
2012/9/18,15637.16,15637.16,15637.16,15637.16,116000,15728.90667,15598.644,130.2626667,新湖期货  ,-462,312,-774
2012/9/19,15843.79,15843.79,15843.79,15843.79,175100,15731.09,15667.55,63.54,新湖期货  ,-490,-462,-28
2012/9/20,15562.64,15562.64,15562.64,15562.64,191900,15681.19667,15718.63,-37.43333333,新湖期货  ,-420,-490,70
2012/9/21,15689.29,15689.29,15689.29,15689.29,126500,15698.57333,15689.04,9.533333333,新湖期货  ,-420,-420,0
2012/9/24,15507.02,15507.02,15507.02,15507.02,162800,15586.31667,15647.98,-61.66333333,新湖期货  ,-400,-420,20
2012/9/25,15539.96,15539.96,15539.96,15539.96,78000,15578.75667,15628.54,-49.78333333,新湖期货  ,-400,-400,0
2012/9/26,15591.36,15591.36,15591.36,15591.36,169000,15546.11333,15578.054,-31.94066667,新湖期货  ,-279,-400,121
2012/9/27,15616.81,15616.81,15616.81,15616.81,138500,15582.71,15588.888,-6.178,新湖期货  ,-229,-279,50
2012/9/28,15738.47,15738.47,15738.47,15738.47,92700,15648.88,15598.724,50.156,新湖期货  ,-200,-229,29
2012/10/8,15494.62,15494.62,15494.62,15494.62,88900,15616.63333,15596.244,20.38933333,新湖期货  ,-200,-200,0
2012/10/9,15549.96,15549.96,15549.96,15549.96,115000,15594.35,15598.244,-3.894,新湖期货  ,-175,-200,25
2012/10/10,15383.78,15383.78,15383.78,15383.78,138000,15476.12,15556.728,-80.608,新湖期货  ,-120,-175,55
2012/10/11,15307.46,15307.46,15307.46,15307.46,129900,15413.73333,15494.858,-81.12466667,新湖期货  ,-1,-120,119
2012/10/12,15255.21,15255.21,15255.21,15255.21,112000,15315.48333,15398.206,-82.72266667,新湖期货  ,-1,-1,0
2012/10/15,15161.33,15161.33,15161.33,15161.33,109300,15241.33333,15331.548,-90.21466667,新湖期货  ,-120,-1,-119
2012/10/16,15191.32,15191.32,15191.32,15191.32,100300,15202.62,15259.82,-57.2,新湖期货  ,330,-120,450
2012/10/17,15120.55,15120.55,15120.55,15120.55,169600,15157.73333,15207.174,-49.44066667,新湖期货  ,112,330,-218
2012/10/18,15210.3,15210.3,15210.3,15210.3,102400,15174.05667,15187.742,-13.68533333,新湖期货  ,95,112,-17
2012/10/19,15068.27,15068.27,15068.27,15068.27,106200,15133.04,15150.354,-17.314,新湖期货  ,140,95,45
2012/10/22,14973.27,14973.27,14973.27,14973.27,133400,15083.94667,15112.742,-28.79533333,新湖期货  ,142,140,2
2012/10/23,14797.09,14797.09,14797.09,14797.09,158400,14946.21,15033.896,-87.686,新湖期货  ,181,142,39
2012/10/24,14890.38,14890.38,14890.38,14890.38,121800,14886.91333,14987.862,-100.9486667,新湖期货  ,-348,181,-529
2012/10/25,14871.71,14871.71,14871.71,14871.71,111300,14853.06,14920.144,-67.084,新湖期货  ,-348,-348,0
2012/10/26,14656.3,14656.3,14656.3,14656.3,161300,14806.13,14837.75,-31.62,新湖期货  ,-305,-348,43
2012/10/29,14702.33,14702.33,14702.33,14702.33,86400,14743.44667,14783.562,-40.11533333,新湖期货  ,-304,-305,1
2012/10/30,14691.24,14691.24,14691.24,14691.24,119300,14683.29,14762.392,-79.102,新湖期货  ,-291,-304,13
2012/10/31,14827.84,14827.84,14827.84,14827.84,148600,14740.47,14749.884,-9.414,新湖期货  ,-285,-291,6
2012/11/1,14864.67,14864.67,14864.67,14864.67,108400,14794.58333,14748.476,46.10733333,新湖期货  ,-284,-285,1
2012/11/2,14852.97,14852.97,14852.97,14852.97,114600,14848.49333,14787.81,60.68333333,新湖期货  ,-281,-284,3
2012/11/5,14748.16,14748.16,14748.16,14748.16,132800,14821.93333,14796.976,24.95733333,新湖期货  ,-281,-281,0
2012/11/6,14848.78,14848.78,14848.78,14848.78,96600,14816.63667,14828.484,-11.84733333,新湖期货  ,-281,-281,0
2012/11/7,14958.45,14958.45,14958.45,14958.45,129600,14851.79667,14854.606,-2.809333333,新湖期货  ,-281,-281,0
2012/11/8,14905.95,14905.95,14905.95,14905.95,91200,14904.39333,14862.862,41.53133333,新湖期货  ,-281,-281,0
2012/11/9,14951.06,14951.06,14951.06,14951.06,106200,14938.48667,14882.48,56.00666667,新湖期货  ,-281,-281,0
2012/11/12,14845.54,14845.54,14845.54,14845.54,114300,14900.85,14901.956,-1.106,新湖期货  ,-281,-281,0
2012/11/13,14961.87,14961.87,14961.87,14961.87,147100,14919.49,14924.574,-5.084,新湖期货  ,-260,-281,21
2012/11/19,15032.66,15032.66,15032.66,15032.66,104500,15044.83333,15030.074,14.75933333,新湖期货  ,997,-260,1257
2012/11/20,14989.3,14989.3,14989.3,14989.3,83600,15014.39667,15035.56,-21.16333333,新湖期货  ,1022,997,25
2012/11/21,14944.52,14944.52,14944.52,14944.52,130300,14988.82667,15013.664,-24.83733333,新湖期货  ,986,1022,-36
2012/11/22,14985.09,14985.09,14985.09,14985.09,56300,14972.97,14994.56,-21.59,新湖期货  ,965,986,-21
2012/11/23,15035.24,15035.24,15035.24,15035.24,94900,14988.28333,14997.362,-9.078666667,新湖期货  ,970,965,5
2012/11/26,15129.4,15129.4,15129.4,15129.4,122500,15049.91,15016.71,33.2,新湖期货  ,964,970,-6
2012/11/27,15143.69,15143.69,15143.69,15143.69,100100,15102.77667,15047.588,55.18866667,新湖期货  ,985,964,21
2012/11/28,15085.34,15085.34,15085.34,15085.34,70600,15119.47667,15075.752,43.72466667,新湖期货  ,562,985,-423
2012/11/29,15157.42,15157.42,15157.42,15157.42,89100,15128.81667,15110.218,18.59866667,新湖期货  ,573,562,11
2012/11/30,15465.49,15465.49,15465.49,15465.49,270400,15236.08333,15196.268,39.81533333,新湖期货  ,552,573,-21
2012/12/3,15449.5,15449.5,15449.5,15449.5,179700,15357.47,15260.288,97.182,新湖期货  ,905,552,353
2012/12/4,15299.43,15299.43,15299.43,15299.43,188100,15404.80667,15291.436,113.3706667,新湖期货  ,871,905,-34
2012/12/5,15369.75,15369.75,15369.75,15369.75,151800,15372.89333,15348.318,24.57533333,新湖期货  ,846,871,-25
2012/12/6,15302.31,15302.31,15302.31,15302.31,131300,15323.83,15377.296,-53.466,新湖期货  ,850,846,4
2012/12/7,15374.98,15374.98,15374.98,15374.98,134300,15349.01333,15359.194,-10.18066667,新湖期货  ,836,850,-14
2012/12/10,15516.9,15516.9,15516.9,15516.9,206800,15398.06333,15372.674,25.38933333,新湖期货  ,520,836,-316
2012/12/11,15482.21,15482.21,15482.21,15482.21,153100,15458.03,15409.23,48.8,新湖期货  ,513,520,-7
2012/12/12,15493.7,15493.7,15493.7,15493.7,101200,15497.60333,15434.02,63.58333333,新湖期货  ,500,513,-13
2012/12/13,15402.37,15402.37,15402.37,15402.37,140800,15459.42667,15454.032,5.394666667,新湖期货  ,-203,500,-703
2012/12/14,15500.27,15500.27,15500.27,15500.27,142500,15465.44667,15479.09,-13.64333333,新湖期货  ,-203,-203,0
2012/12/17,15573.57,15573.57,15573.57,15573.57,155500,15492.07,15490.424,1.646,新湖期货  ,-203,-203,0
2012/12/18,15516.58,15516.58,15516.58,15516.58,130400,15530.14,15497.298,32.842,新湖期货  ,-203,-203,0
2012/12/19,15436.79,15436.79,15436.79,15436.79,114600,15508.98,15485.916,23.064,新湖期货  ,293,-203,496
2012/12/20,15356.73,15356.73,15356.73,15356.73,127100,15436.7,15476.788,-40.088,新湖期货  ,295,293,2
2012/12/21,15368.34,15368.34,15368.34,15368.34,92500,15387.28667,15450.402,-63.11533333,新湖期货  ,281,295,-14
2012/12/24,15473.5,15473.5,15473.5,15473.5,139800,15399.52333,15430.388,-30.86466667,新湖期货  ,-101,281,-382
2012/12/25,15509.68,15509.68,15509.68,15509.68,75600,15450.50667,15429.008,21.49866667,新湖期货  ,-101,-101,0
2012/12/26,15474.49,15474.49,15474.49,15474.49,60800,15485.89,15436.548,49.342,新湖期货  ,340,-101,441
2012/12/27,15582.03,15582.03,15582.03,15582.03,131600,15522.06667,15481.608,40.45866667,新湖期货  ,286,340,-54
2012/12/28,15554.82,15554.82,15554.82,15554.82,117500,15537.11333,15518.904,18.20933333,新湖期货  ,97,286,-189
2012/12/31,15539.77,15539.77,15539.77,15539.77,108500,15558.87333,15532.158,26.71533333,新湖期货  ,104,97,7
2013/1/4,15561.28,15561.28,15561.28,15561.28,133800,15551.95667,15542.478,9.478666667,新湖期货  ,82,104,-22
2013/1/7,15407.88,15407.88,15407.88,15407.88,144300,15502.97667,15529.156,-26.17933333,新湖期货  ,144,82,62
2013/1/8,15356.52,15356.52,15356.52,15356.52,142600,15441.89333,15484.054,-42.16066667,新湖期货  ,170,144,26
2013/1/9,15364.89,15364.89,15364.89,15364.89,83800,15376.43,15446.068,-69.638,新湖期货  ,148,170,-22
2013/1/10,15467.09,15467.09,15467.09,15467.09,101500,15396.16667,15431.532,-35.36533333,新湖期货  ,-219,148,-367
2013/1/11,15411.17,15411.17,15411.17,15411.17,112000,15414.38333,15401.51,12.87333333,新湖期货  ,-188,-219,31
2013/1/14,15414.82,15414.82,15414.82,15414.82,124600,15431.02667,15402.898,28.12866667,新湖期货  ,-184,-188,4
2013/1/15,15153.65,15153.65,15153.65,15153.65,193900,15326.54667,15362.324,-35.77733333,新湖期货  ,-1186,-184,-1002
2013/1/16,15249.9,15249.9,15249.9,15249.9,113500,15272.79,15339.326,-66.536,新湖期货  ,-1008,-1186,178
2013/1/17,15248.83,15248.83,15248.83,15248.83,89200,15217.46,15295.674,-78.214,新湖期货  ,-51,-1008,957
