update_date,open,high,low,close,volume,position_all
2013/10/20,978.00 ,984.00 ,962.00 ,977.00 ,300818.00 ,65042.00 
2013/10/27,976.00 ,977.00 ,916.00 ,918.00 ,576306.00 ,86472.00 
2013/11/3,920.00 ,954.00 ,913.00 ,942.00 ,703852.00 ,107582.00 
2013/11/10,943.00 ,957.00 ,936.00 ,939.00 ,510842.00 ,120532.00 
2013/11/17,940.00 ,952.00 ,930.00 ,931.00 ,331408.00 ,102752.00 
2013/11/24,931.00 ,946.00 ,925.00 ,931.00 ,250234.00 ,106092.00 
2013/12/1,933.00 ,945.00 ,928.00 ,939.00 ,202044.00 ,106418.00 
2013/12/8,940.00 ,956.00 ,934.00 ,941.00 ,264400.00 ,108430.00 
2013/12/15,941.00 ,947.00 ,905.00 ,914.00 ,202162.00 ,116740.00 
2013/12/22,913.00 ,923.00 ,901.00 ,905.00 ,200528.00 ,127190.00 
2013/12/29,904.00 ,910.00 ,885.00 ,907.00 ,444800.00 ,107922.00 
2014/1/5,908.00 ,920.00 ,887.00 ,902.00 ,347050.00 ,122358.00 
2014/1/12,900.00 ,900.00 ,870.00 ,881.00 ,578606.00 ,163378.00 
2014/1/19,879.00 ,885.00 ,866.00 ,876.00 ,421372.00 ,184412.00 
2014/1/26,872.00 ,885.00 ,843.00 ,877.00 ,617104.00 ,176300.00 
2014/2/2,871.00 ,874.00 ,856.00 ,868.00 ,232810.00 ,181866.00 
2014/2/9,865.00 ,868.00 ,853.00 ,856.00 ,85620.00 ,168784.00 
2014/2/16,856.00 ,865.00 ,844.00 ,861.00 ,383166.00 ,177852.00 
2014/2/23,862.00 ,878.00 ,846.00 ,851.00 ,403812.00 ,156434.00 
2014/3/2,846.00 ,846.00 ,805.00 ,808.00 ,518478.00 ,191914.00 
2014/3/9,808.00 ,811.00 ,764.00 ,764.00 ,738842.00 ,301544.00 
2014/3/16,741.00 ,752.00 ,705.00 ,740.00 ,3065834.00 ,527610.00 
2014/3/23,744.00 ,762.00 ,722.00 ,733.00 ,3894572.00 ,545010.00 
2014/3/30,730.00 ,784.00 ,714.00 ,781.00 ,4522948.00 ,481464.00 
2014/4/6,781.00 ,810.00 ,777.00 ,808.00 ,4596252.00 ,509074.00 
2014/4/13,809.00 ,833.00 ,808.00 ,814.00 ,2676760.00 ,541278.00 
2014/4/20,812.00 ,819.00 ,774.00 ,781.00 ,3609468.00 ,460442.00 
2014/4/27,782.00 ,802.00 ,768.00 ,795.00 ,2609572.00 ,471276.00 
2014/5/4,787.00 ,788.00 ,755.00 ,765.00 ,2201366.00 ,496962.00 
2014/5/11,759.00 ,775.00 ,732.00 ,735.00 ,2748148.00 ,526686.00 
2014/5/18,734.00 ,749.00 ,712.00 ,717.00 ,3446910.00 ,522544.00 
2014/5/25,713.00 ,725.00 ,695.00 ,707.00 ,4012600.00 ,560460.00 
2014/6/1,706.00 ,729.00 ,677.00 ,680.00 ,4032210.00 ,652828.00 
2014/6/8,685.00 ,695.00 ,675.00 ,689.00 ,2757576.00 ,635192.00 
2014/6/15,688.00 ,693.00 ,659.00 ,667.00 ,3088570.00 ,638650.00 
2014/6/22,664.00 ,683.00 ,656.00 ,677.00 ,3377138.00 ,547032.00 
2014/6/29,681.00 ,719.00 ,681.00 ,707.00 ,3938560.00 ,380574.00 
2014/7/6,704.00 ,724.00 ,691.00 ,711.00 ,3795174.00 ,341392.00 
2014/7/13,710.00 ,722.00 ,694.00 ,712.00 ,4728782.00 ,383842.00 
2014/7/20,714.00 ,725.00 ,684.00 ,684.00 ,2932240.00 ,377362.00 
2014/7/27,684.00 ,696.00 ,662.00 ,669.00 ,2258888.00 ,399964.00 
2014/8/3,672.00 ,690.00 ,670.00 ,672.00 ,2734074.00 ,414626.00 
2014/8/10,672.00 ,692.00 ,669.00 ,675.00 ,3339530.00 ,462780.00 
