,company_name,update_date,position_signal,open,high,low,close,volume,position_all,MA5,MA10,trend,return_rate,index_signal,index_position_signal,daily_return,cum_return
0,新湖期货,2008-05-14,,18675.0,18920.0,18470.0,18845.0,259518.0,107788.0,18587.3333333,19673.9166667,-1086.58333333,0.0359809868188,-1.0,,,
1,新湖期货,2008-05-14,,18675.0,18920.0,18470.0,18845.0,259518.0,107788.0,18587.3333333,19673.9166667,-1086.58333333,0.0359809868188,-1.0,,,
2,新湖期货,2008-05-14,,18675.0,18920.0,18470.0,18845.0,259518.0,107788.0,18587.3333333,19673.9166667,-1086.58333333,0.0359809868188,-1.0,,,
3,新湖期货,2008-05-15,,18700.0,18780.0,18380.0,18475.0,220840.0,127170.0,18566.8333333,19660.4166667,-1093.58333333,0.00133779284166,-1.0,,,
4,新湖期货,2008-05-15,,18700.0,18780.0,18380.0,18475.0,220840.0,127170.0,18566.8333333,19660.4166667,-1093.58333333,0.00133779284166,-1.0,,,
5,新湖期货,2008-05-15,,18700.0,18780.0,18380.0,18475.0,220840.0,127170.0,18566.8333333,19660.4166667,-1093.58333333,0.00133779284166,-1.0,,,
6,新湖期货,2008-05-16,,18550.0,18850.0,18495.0,18805.0,205146.0,123302.0,18533.1666667,19636.3333333,-1103.16666667,-0.0080537348071,-1.0,,,
7,新湖期货,2008-05-16,,18550.0,18850.0,18495.0,18805.0,205146.0,123302.0,18533.1666667,19636.3333333,-1103.16666667,-0.0080537348071,-1.0,,,
8,新湖期货,2008-05-16,,18550.0,18850.0,18495.0,18805.0,205146.0,123302.0,18533.1666667,19636.3333333,-1103.16666667,-0.0080537348071,-1.0,,,
11,新湖期货,2008-05-19,,18985.0,19190.0,18715.0,18790.0,181498.0,123632.0,18537.8333333,19626.0833333,-1088.25,0.0231794046303,-1.0,,,
9,新湖期货,2008-05-19,,18985.0,19190.0,18715.0,18790.0,181498.0,123632.0,18537.8333333,19626.0833333,-1088.25,0.0231794046303,-1.0,,,
10,新湖期货,2008-05-19,,18985.0,19190.0,18715.0,18790.0,181498.0,123632.0,18537.8333333,19626.0833333,-1088.25,0.0231794046303,-1.0,,,
14,新湖期货,2008-05-20,,18600.0,18645.0,18450.0,18515.0,99852.0,114342.0,18528.3333333,19612.25,-1083.91666667,-0.0204876129646,-1.0,,,
13,新湖期货,2008-05-20,,18600.0,18645.0,18450.0,18515.0,99852.0,114342.0,18528.3333333,19612.25,-1083.91666667,-0.0204876129646,-1.0,,,
12,新湖期货,2008-05-20,,18600.0,18645.0,18450.0,18515.0,99852.0,114342.0,18528.3333333,19612.25,-1083.91666667,-0.0204876129646,-1.0,,,
17,新湖期货,2008-05-21,,18430.0,18520.0,18120.0,18120.0,111192.0,103560.0,18498.1666667,19578.75,-1080.58333333,-0.00918180903743,-1.0,,,
15,新湖期货,2008-05-21,,18430.0,18520.0,18120.0,18120.0,111192.0,103560.0,18498.1666667,19578.75,-1080.58333333,-0.00918180903743,-1.0,,,
16,新湖期货,2008-05-21,,18430.0,18520.0,18120.0,18120.0,111192.0,103560.0,18498.1666667,19578.75,-1080.58333333,-0.00918180903743,-1.0,,,
20,新湖期货,2008-05-22,,18000.0,18285.0,17990.0,18240.0,54342.0,89792.0,18452.0,19532.1666667,-1080.16666667,-0.0236080137856,-1.0,,,
18,新湖期货,2008-05-22,,18000.0,18285.0,17990.0,18240.0,54342.0,89792.0,18452.0,19532.1666667,-1080.16666667,-0.0236080137856,-1.0,,,
19,新湖期货,2008-05-22,,18000.0,18285.0,17990.0,18240.0,54342.0,89792.0,18452.0,19532.1666667,-1080.16666667,-0.0236080137856,-1.0,,,
21,新湖期货,2008-05-23,,17770.0,18035.0,17770.0,17795.0,42598.0,81406.0,18420.3333333,19472.75,-1052.41666667,-0.0128601157296,-1.0,,,
22,新湖期货,2008-05-23,,17770.0,18035.0,17770.0,17795.0,42598.0,81406.0,18420.3333333,19472.75,-1052.41666667,-0.0128601157296,-1.0,,,
23,新湖期货,2008-05-23,,17770.0,18035.0,17770.0,17795.0,42598.0,81406.0,18420.3333333,19472.75,-1052.41666667,-0.0128601157296,-1.0,,,
24,新湖期货,2008-05-26,,17980.0,18095.0,17915.0,17960.0,19274.0,70868.0,18371.0,19429.0,-1058.0,0.0117483868769,-1.0,,,
25,新湖期货,2008-05-26,,17980.0,18095.0,17915.0,17960.0,19274.0,70868.0,18371.0,19429.0,-1058.0,0.0117483868769,-1.0,,,
26,新湖期货,2008-05-26,,17980.0,18095.0,17915.0,17960.0,19274.0,70868.0,18371.0,19429.0,-1058.0,0.0117483868769,-1.0,,,
27,新湖期货,2008-05-27,,17970.0,17980.0,17640.0,17645.0,16746.0,66806.0,18326.8333333,19382.9166667,-1056.08333333,-0.000556328248006,-1.0,,,
29,新湖期货,2008-05-27,,17970.0,17980.0,17640.0,17645.0,16746.0,66806.0,18326.8333333,19382.9166667,-1056.08333333,-0.000556328248006,-1.0,,,
28,新湖期货,2008-05-27,,17970.0,17980.0,17640.0,17645.0,16746.0,66806.0,18326.8333333,19382.9166667,-1056.08333333,-0.000556328248006,-1.0,,,
30,新湖期货,2008-05-28,,17680.0,17815.0,17620.0,17660.0,102412.0,60026.0,18289.6666667,19315.5,-1025.83333333,-0.016269643586,-1.0,,,
31,新湖期货,2008-05-28,,17680.0,17815.0,17620.0,17660.0,102412.0,60026.0,18289.6666667,19315.5,-1025.83333333,-0.016269643586,-1.0,,,
32,新湖期货,2008-05-28,,17680.0,17815.0,17620.0,17660.0,102412.0,60026.0,18289.6666667,19315.5,-1025.83333333,-0.016269643586,-1.0,,,
34,新湖期货,2008-05-29,,17630.0,17690.0,17090.0,17120.0,146314.0,88812.0,18271.0,19241.6666667,-970.666666667,-0.00283206079972,-1.0,,,
35,新湖期货,2008-05-29,,17630.0,17690.0,17090.0,17120.0,146314.0,88812.0,18271.0,19241.6666667,-970.666666667,-0.00283206079972,-1.0,,,
33,新湖期货,2008-05-29,,17630.0,17690.0,17090.0,17120.0,146314.0,88812.0,18271.0,19241.6666667,-970.666666667,-0.00283206079972,-1.0,,,
38,新湖期货,2008-07-15,,15900.0,15950.0,15630.0,15715.0,173334.0,102042.0,15925.0,17040.8333333,-1115.83333333,-0.00282619123583,-1.0,,,
37,新湖期货,2008-07-15,,15900.0,15950.0,15630.0,15715.0,173334.0,102042.0,15925.0,17040.8333333,-1115.83333333,-0.00282619123583,-1.0,,,
36,新湖期货,2008-07-15,,15900.0,15950.0,15630.0,15715.0,173334.0,102042.0,15925.0,17040.8333333,-1115.83333333,-0.00282619123583,-1.0,,,
41,新湖期货,2008-07-16,,15210.0,15395.0,15210.0,15275.0,113768.0,103806.0,15899.0,16992.0833333,-1093.08333333,-0.044366002955,-1.0,,,
40,新湖期货,2008-07-16,,15210.0,15395.0,15210.0,15275.0,113768.0,103806.0,15899.0,16992.0833333,-1093.08333333,-0.044366002955,-1.0,,,
39,新湖期货,2008-07-16,,15210.0,15395.0,15210.0,15275.0,113768.0,103806.0,15899.0,16992.0833333,-1093.08333333,-0.044366002955,-1.0,,,
42,新湖期货,2008-07-25,,15350.0,15400.0,15170.0,15220.0,150676.0,108112.0,15653.3333333,16643.9166667,-990.583333333,-0.00357665801542,-1.0,,,
43,新湖期货,2008-07-25,,15350.0,15400.0,15170.0,15220.0,150676.0,108112.0,15653.3333333,16643.9166667,-990.583333333,-0.00357665801542,-1.0,,,
44,新湖期货,2008-07-25,,15350.0,15400.0,15170.0,15220.0,150676.0,108112.0,15653.3333333,16643.9166667,-990.583333333,-0.00357665801542,-1.0,,,
47,新湖期货,2008-10-09,,12400.0,12485.0,12285.0,12285.0,90834.0,66668.0,14079.0,14476.75,-397.75,-0.0167936773658,-1.0,,,
46,新湖期货,2008-10-09,,12400.0,12485.0,12285.0,12285.0,90834.0,66668.0,14079.0,14476.75,-397.75,-0.0167936773658,-1.0,,,
45,新湖期货,2008-10-09,,12400.0,12485.0,12285.0,12285.0,90834.0,66668.0,14079.0,14476.75,-397.75,-0.0167936773658,-1.0,,,
48,新湖期货,2008-10-10,,11825.0,11825.0,11825.0,11825.0,3566.0,71558.0,14023.0,14431.6666667,-408.666666667,-0.047480538233,-1.0,,,
49,新湖期货,2008-10-10,,11825.0,11825.0,11825.0,11825.0,3566.0,71558.0,14023.0,14431.6666667,-408.666666667,-0.047480538233,-1.0,,,
50,新湖期货,2008-10-10,,11825.0,11825.0,11825.0,11825.0,3566.0,71558.0,14023.0,14431.6666667,-408.666666667,-0.047480538233,-1.0,,,
52,新湖期货,2008-10-27,,9000.0,9390.0,8840.0,8840.0,183680.0,60778.0,12703.1666667,13555.5,-852.333333333,-0.023065272931,-1.0,,,
53,新湖期货,2008-10-27,,9000.0,9390.0,8840.0,8840.0,183680.0,60778.0,12703.1666667,13555.5,-852.333333333,-0.023065272931,-1.0,,,
51,新湖期货,2008-10-27,,9000.0,9390.0,8840.0,8840.0,183680.0,60778.0,12703.1666667,13555.5,-852.333333333,-0.023065272931,-1.0,,,
55,新湖期货,2008-10-29,,9240.0,9310.0,8950.0,9225.0,183816.0,72884.0,12349.3333333,13347.5833333,-998.25,0.0043384015986,-1.0,,,
54,新湖期货,2008-10-29,,9240.0,9310.0,8950.0,9225.0,183816.0,72884.0,12349.3333333,13347.5833333,-998.25,0.0043384015986,-1.0,,,
56,新湖期货,2008-10-29,,9240.0,9310.0,8950.0,9225.0,183816.0,72884.0,12349.3333333,13347.5833333,-998.25,0.0043384015986,-1.0,,,
57,新湖期货,2008-10-30,,9515.0,9515.0,9450.0,9515.0,35092.0,65618.0,12194.1666667,13244.0833333,-1049.91666667,0.0293276150945,-1.0,,,
58,新湖期货,2008-10-30,,9515.0,9515.0,9450.0,9515.0,35092.0,65618.0,12194.1666667,13244.0833333,-1049.91666667,0.0293276150945,-1.0,,,
59,新湖期货,2008-10-30,,9515.0,9515.0,9450.0,9515.0,35092.0,65618.0,12194.1666667,13244.0833333,-1049.91666667,0.0293276150945,-1.0,,,
60,新湖期货,2008-10-31,,9020.0,9210.0,8940.0,9095.0,150050.0,61642.0,12049.6666667,13146.9166667,-1097.25,-0.0534251666736,-1.0,,,
61,新湖期货,2008-10-31,,9020.0,9210.0,8940.0,9095.0,150050.0,61642.0,12049.6666667,13146.9166667,-1097.25,-0.0534251666736,-1.0,,,
62,新湖期货,2008-10-31,,9020.0,9210.0,8940.0,9095.0,150050.0,61642.0,12049.6666667,13146.9166667,-1097.25,-0.0534251666736,-1.0,,,
65,新湖期货,2008-11-03,,9205.0,9445.0,9165.0,9445.0,75284.0,64184.0,11888.8333333,13038.8333333,-1150.0,0.0203024806105,-1.0,,,
64,新湖期货,2008-11-03,,9205.0,9445.0,9165.0,9445.0,75284.0,64184.0,11888.8333333,13038.8333333,-1150.0,0.0203024806105,-1.0,,,
63,新湖期货,2008-11-03,,9205.0,9445.0,9165.0,9445.0,75284.0,64184.0,11888.8333333,13038.8333333,-1150.0,0.0203024806105,-1.0,,,
67,新湖期货,2008-11-04,,9395.0,9650.0,9350.0,9515.0,166520.0,61820.0,11720.3333333,12942.0,-1221.66666667,0.0204308181804,-1.0,,,
68,新湖期货,2008-11-04,,9395.0,9650.0,9350.0,9515.0,166520.0,61820.0,11720.3333333,12942.0,-1221.66666667,0.0204308181804,-1.0,,,
66,新湖期货,2008-11-04,,9395.0,9650.0,9350.0,9515.0,166520.0,61820.0,11720.3333333,12942.0,-1221.66666667,0.0204308181804,-1.0,,,
69,新湖期货,2008-11-20,,9500.0,9535.0,9250.0,9270.0,58454.0,48410.0,9968.5,12023.75,-2055.25,-0.0177365108587,-1.0,,,
70,新湖期货,2008-11-20,,9500.0,9535.0,9250.0,9270.0,58454.0,48410.0,9968.5,12023.75,-2055.25,-0.0177365108587,-1.0,,,
71,新湖期货,2008-11-20,,9500.0,9535.0,9250.0,9270.0,58454.0,48410.0,9968.5,12023.75,-2055.25,-0.0177365108587,-1.0,,,
73,新湖期货,2008-12-04,,9400.0,9400.0,9165.0,9165.0,64666.0,52366.0,9446.0,11246.25,-1800.25,-0.0153077679018,-1.0,,,
74,新湖期货,2008-12-04,,9400.0,9400.0,9165.0,9165.0,64666.0,52366.0,9446.0,11246.25,-1800.25,-0.0153077679018,-1.0,,,
72,新湖期货,2008-12-04,,9400.0,9400.0,9165.0,9165.0,64666.0,52366.0,9446.0,11246.25,-1800.25,-0.0153077679018,-1.0,,,
77,新湖期货,2008-12-09,,9220.0,9385.0,8990.0,9140.0,189238.0,53746.0,9438.5,10978.4166667,-1539.91666667,0.0955271230745,-1.0,,,
75,新湖期货,2008-12-09,,9220.0,9385.0,8990.0,9140.0,189238.0,53746.0,9438.5,10978.4166667,-1539.91666667,0.0955271230745,-1.0,,,
76,新湖期货,2008-12-09,,9220.0,9385.0,8990.0,9140.0,189238.0,53746.0,9438.5,10978.4166667,-1539.91666667,0.0955271230745,-1.0,,,
80,新湖期货,2008-12-10,,9200.0,9440.0,9180.0,9340.0,162020.0,47638.0,9436.16666667,10892.75,-1456.58333333,-0.00217155351351,-1.0,,,
78,新湖期货,2008-12-10,,9200.0,9440.0,9180.0,9340.0,162020.0,47638.0,9436.16666667,10892.75,-1456.58333333,-0.00217155351351,-1.0,,,
79,新湖期货,2008-12-10,,9200.0,9440.0,9180.0,9340.0,162020.0,47638.0,9436.16666667,10892.75,-1456.58333333,-0.00217155351351,-1.0,,,
82,新湖期货,2008-12-11,,9280.0,9290.0,9130.0,9240.0,110068.0,45248.0,9440.0,10817.0833333,-1377.08333333,0.00865806274311,-1.0,,,
83,新湖期货,2008-12-11,,9280.0,9290.0,9130.0,9240.0,110068.0,45248.0,9440.0,10817.0833333,-1377.08333333,0.00865806274311,-1.0,,,
81,新湖期货,2008-12-11,,9280.0,9290.0,9130.0,9240.0,110068.0,45248.0,9440.0,10817.0833333,-1377.08333333,0.00865806274311,-1.0,,,
86,新湖期货,2008-12-12,,9150.0,9210.0,8845.0,9040.0,100412.0,42514.0,9430.83333333,10740.25,-1309.41666667,-0.0141076675107,-1.0,,,
85,新湖期货,2008-12-12,,9150.0,9210.0,8845.0,9040.0,100412.0,42514.0,9430.83333333,10740.25,-1309.41666667,-0.0141076675107,-1.0,,,
84,新湖期货,2008-12-12,,9150.0,9210.0,8845.0,9040.0,100412.0,42514.0,9430.83333333,10740.25,-1309.41666667,-0.0141076675107,-1.0,,,
87,新湖期货,2008-12-15,,9190.0,9310.0,9140.0,9250.0,33920.0,38590.0,9429.0,10658.9166667,-1229.91666667,0.00436205708017,-1.0,,,
88,新湖期货,2008-12-15,,9190.0,9310.0,9140.0,9250.0,33920.0,38590.0,9429.0,10658.9166667,-1229.91666667,0.00436205708017,-1.0,,,
89,新湖期货,2008-12-15,,9190.0,9310.0,9140.0,9250.0,33920.0,38590.0,9429.0,10658.9166667,-1229.91666667,0.00436205708017,-1.0,,,
90,新湖期货,2008-12-16,,9110.0,9260.0,9000.0,9185.0,74728.0,31932.0,9422.5,10571.4166667,-1148.91666667,-0.00874322509573,-1.0,,,
91,新湖期货,2008-12-16,,9110.0,9260.0,9000.0,9185.0,74728.0,31932.0,9422.5,10571.4166667,-1148.91666667,-0.00874322509573,-1.0,,,
92,新湖期货,2008-12-16,,9110.0,9260.0,9000.0,9185.0,74728.0,31932.0,9422.5,10571.4166667,-1148.91666667,-0.00874322509573,-1.0,,,
94,新湖期货,2008-12-17,,9185.0,9360.0,9185.0,9285.0,95248.0,45848.0,9411.5,10494.8333333,-1083.33333333,0.00819900739522,-1.0,,,
93,新湖期货,2008-12-17,,9185.0,9360.0,9185.0,9285.0,95248.0,45848.0,9411.5,10494.8333333,-1083.33333333,0.00819900739522,-1.0,,,
95,新湖期货,2008-12-17,,9185.0,9360.0,9185.0,9285.0,95248.0,45848.0,9411.5,10494.8333333,-1083.33333333,0.00819900739522,-1.0,,,
98,新湖期货,2008-12-18,,9280.0,9330.0,9200.0,9230.0,52832.0,53928.0,9403.0,10414.4166667,-1011.41666667,0.010289828131,-1.0,,,
97,新湖期货,2008-12-18,,9280.0,9330.0,9200.0,9230.0,52832.0,53928.0,9403.0,10414.4166667,-1011.41666667,0.010289828131,-1.0,,,
96,新湖期货,2008-12-18,,9280.0,9330.0,9200.0,9230.0,52832.0,53928.0,9403.0,10414.4166667,-1011.41666667,0.010289828131,-1.0,,,
99,新湖期货,2008-12-19,,9130.0,9570.0,9060.0,9560.0,142160.0,50820.0,9402.66666667,10336.75,-934.083333333,-0.0162958521912,-1.0,,,
100,新湖期货,2008-12-19,,9130.0,9570.0,9060.0,9560.0,142160.0,50820.0,9402.66666667,10336.75,-934.083333333,-0.0162958521912,-1.0,,,
101,新湖期货,2008-12-19,,9130.0,9570.0,9060.0,9560.0,142160.0,50820.0,9402.66666667,10336.75,-934.083333333,-0.0162958521912,-1.0,,,
104,新湖期货,2008-12-25,,9790.0,9825.0,9660.0,9730.0,108060.0,81762.0,9443.5,10034.0,-590.5,0.0164782307324,-1.0,,,
103,新湖期货,2008-12-25,,9790.0,9825.0,9660.0,9730.0,108060.0,81762.0,9443.5,10034.0,-590.5,0.0164782307324,-1.0,,,
102,新湖期货,2008-12-25,,9790.0,9825.0,9660.0,9730.0,108060.0,81762.0,9443.5,10034.0,-590.5,0.0164782307324,-1.0,,,
107,新湖期货,2008-12-26,,9780.0,9780.0,9580.0,9655.0,92412.0,78432.0,9449.0,9958.41666667,-509.416666667,-0.00102197249569,-1.0,,,
105,新湖期货,2008-12-26,,9780.0,9780.0,9580.0,9655.0,92412.0,78432.0,9449.0,9958.41666667,-509.416666667,-0.00102197249569,-1.0,,,
106,新湖期货,2008-12-26,,9780.0,9780.0,9580.0,9655.0,92412.0,78432.0,9449.0,9958.41666667,-509.416666667,-0.00102197249569,-1.0,,,
109,新湖期货,2008-12-29,,9900.0,9960.0,9670.0,9775.0,79038.0,76840.0,9447.16666667,9882.0,-434.833333333,0.0121952730938,-1.0,,,
110,新湖期货,2008-12-29,,9900.0,9960.0,9670.0,9775.0,79038.0,76840.0,9447.16666667,9882.0,-434.833333333,0.0121952730938,-1.0,,,
108,新湖期货,2008-12-29,,9900.0,9960.0,9670.0,9775.0,79038.0,76840.0,9447.16666667,9882.0,-434.833333333,0.0121952730938,-1.0,,,
112,新湖期货,2008-12-30,,9670.0,9790.0,9670.0,9705.0,52552.0,75448.0,9451.16666667,9817.08333333,-365.916666667,-0.0235064476753,-1.0,,,
111,新湖期货,2008-12-30,,9670.0,9790.0,9670.0,9705.0,52552.0,75448.0,9451.16666667,9817.08333333,-365.916666667,-0.0235064476753,-1.0,,,
113,新湖期货,2008-12-30,,9670.0,9790.0,9670.0,9705.0,52552.0,75448.0,9451.16666667,9817.08333333,-365.916666667,-0.0235064476753,-1.0,,,
114,新湖期货,2008-12-31,,9770.0,10120.0,9725.0,10120.0,121388.0,72136.0,9457.33333333,9764.75,-307.416666667,0.0102881565895,-1.0,,,
115,新湖期货,2008-12-31,,9770.0,10120.0,9725.0,10120.0,121388.0,72136.0,9457.33333333,9764.75,-307.416666667,0.0102881565895,-1.0,,,
116,新湖期货,2008-12-31,,9770.0,10120.0,9725.0,10120.0,121388.0,72136.0,9457.33333333,9764.75,-307.416666667,0.0102881565895,-1.0,,,
117,新湖期货,2009-01-05,,10550.0,10550.0,10450.0,10550.0,63034.0,88788.0,9474.0,9721.25,-247.25,0.0768093938674,-1.0,,,
118,新湖期货,2009-01-05,,10550.0,10550.0,10450.0,10550.0,63034.0,88788.0,9474.0,9721.25,-247.25,0.0768093938674,-1.0,,,
119,新湖期货,2009-01-05,,10550.0,10550.0,10450.0,10550.0,63034.0,88788.0,9474.0,9721.25,-247.25,0.0768093938674,-1.0,,,
122,新湖期货,2009-01-06,,10700.0,11155.0,10500.0,11145.0,250346.0,83620.0,9516.66666667,9692.33333333,-175.666666667,0.0141178815458,-1.0,,,
121,新湖期货,2009-01-06,,10700.0,11155.0,10500.0,11145.0,250346.0,83620.0,9516.66666667,9692.33333333,-175.666666667,0.0141178815458,-1.0,,,
120,新湖期货,2009-01-06,,10700.0,11155.0,10500.0,11145.0,250346.0,83620.0,9516.66666667,9692.33333333,-175.666666667,0.0141178815458,-1.0,,,
124,新湖期货,2009-01-07,,11195.0,11485.0,10775.0,10940.0,282738.0,91456.0,9576.16666667,9681.0,-104.833333333,0.0452235085829,-1.0,,,
125,新湖期货,2009-01-07,,11195.0,11485.0,10775.0,10940.0,282738.0,91456.0,9576.16666667,9681.0,-104.833333333,0.0452235085829,-1.0,,,
123,新湖期货,2009-01-07,,11195.0,11485.0,10775.0,10940.0,282738.0,91456.0,9576.16666667,9681.0,-104.833333333,0.0452235085829,-1.0,,,
126,新湖期货,2009-01-08,,10580.0,10750.0,10580.0,10580.0,61114.0,91084.0,9622.33333333,9666.33333333,-44.0,-0.0565018236206,-1.0,,,
127,新湖期货,2009-01-08,,10580.0,10750.0,10580.0,10580.0,61114.0,91084.0,9622.33333333,9666.33333333,-44.0,-0.0565018236206,-1.0,,,
128,新湖期货,2009-01-08,,10580.0,10750.0,10580.0,10580.0,61114.0,91084.0,9622.33333333,9666.33333333,-44.0,-0.0565018236206,-1.0,,,
131,新湖期货,2009-01-09,,10495.0,11090.0,10330.0,10745.0,342558.0,84682.0,9653.33333333,9645.33333333,8.0,-0.00806647315756,1.0,,,
130,新湖期货,2009-01-09,,10495.0,11090.0,10330.0,10745.0,342558.0,84682.0,9653.33333333,9645.33333333,8.0,-0.00806647315756,1.0,,,
129,新湖期货,2009-01-09,,10495.0,11090.0,10330.0,10745.0,342558.0,84682.0,9653.33333333,9645.33333333,8.0,-0.00806647315756,1.0,,,
132,新湖期货,2009-01-12,,10980.0,11260.0,10910.0,10935.0,212218.0,90816.0,9686.16666667,9633.0,53.1666666667,0.0451764828088,1.0,,,
133,新湖期货,2009-01-12,,10980.0,11260.0,10910.0,10935.0,212218.0,90816.0,9686.16666667,9633.0,53.1666666667,0.0451764828088,1.0,,,
134,新湖期货,2009-01-12,,10980.0,11260.0,10910.0,10935.0,212218.0,90816.0,9686.16666667,9633.0,53.1666666667,0.0451764828088,1.0,,,
137,新湖期货,2009-01-13,,10550.0,10955.0,10550.0,10820.0,154008.0,91836.0,9727.0,9631.5,95.5,-0.0399495761593,1.0,,,
135,新湖期货,2009-01-13,,10550.0,10955.0,10550.0,10820.0,154008.0,91836.0,9727.0,9631.5,95.5,-0.0399495761593,1.0,,,
136,新湖期货,2009-01-13,,10550.0,10955.0,10550.0,10820.0,154008.0,91836.0,9727.0,9631.5,95.5,-0.0399495761593,1.0,,,
138,新湖期货,2009-01-14,,11085.0,11295.0,10965.0,11295.0,161238.0,81998.0,9769.0,9639.16666667,129.833333333,0.0494669831462,1.0,,,
139,新湖期货,2009-01-14,,11085.0,11295.0,10965.0,11295.0,161238.0,81998.0,9769.0,9639.16666667,129.833333333,0.0494669831462,1.0,,,
140,新湖期货,2009-01-14,,11085.0,11295.0,10965.0,11295.0,161238.0,81998.0,9769.0,9639.16666667,129.833333333,0.0494669831462,1.0,,,
141,新湖期货,2009-01-15,,11100.0,11195.0,10855.0,10910.0,125264.0,77340.0,9820.16666667,9649.25,170.916666667,0.00135226525001,1.0,,,
142,新湖期货,2009-01-15,,11100.0,11195.0,10855.0,10910.0,125264.0,77340.0,9820.16666667,9649.25,170.916666667,0.00135226525001,1.0,,,
143,新湖期货,2009-01-15,,11100.0,11195.0,10855.0,10910.0,125264.0,77340.0,9820.16666667,9649.25,170.916666667,0.00135226525001,1.0,,,
144,新湖期货,2009-01-16,,10990.0,11180.0,10935.0,11090.0,158632.0,66826.0,9866.33333333,9660.91666667,205.416666667,-0.00995933990276,1.0,,,
145,新湖期货,2009-01-16,,10990.0,11180.0,10935.0,11090.0,158632.0,66826.0,9866.33333333,9660.91666667,205.416666667,-0.00995933990276,1.0,,,
146,新湖期货,2009-01-16,,10990.0,11180.0,10935.0,11090.0,158632.0,66826.0,9866.33333333,9660.91666667,205.416666667,-0.00995933990276,1.0,,,
148,新湖期货,2009-01-19,,11070.0,11190.0,10965.0,10995.0,145476.0,75692.0,9918.83333333,9682.41666667,236.416666667,0.00725297830502,1.0,,,
149,新湖期货,2009-01-19,,11070.0,11190.0,10965.0,10995.0,145476.0,75692.0,9918.83333333,9682.41666667,236.416666667,0.00725297830502,1.0,,,
147,新湖期货,2009-01-19,,11070.0,11190.0,10965.0,10995.0,145476.0,75692.0,9918.83333333,9682.41666667,236.416666667,0.00725297830502,1.0,,,
150,新湖期货,2009-01-20,,10990.0,11035.0,10595.0,10745.0,152028.0,80964.0,9979.83333333,9712.16666667,267.666666667,-0.00725297830502,1.0,,,
152,新湖期货,2009-01-20,,10990.0,11035.0,10595.0,10745.0,152028.0,80964.0,9979.83333333,9712.16666667,267.666666667,-0.00725297830502,1.0,,,
151,新湖期货,2009-01-20,,10990.0,11035.0,10595.0,10745.0,152028.0,80964.0,9979.83333333,9712.16666667,267.666666667,-0.00725297830502,1.0,,,
153,新湖期货,2009-01-21,,10645.0,10740.0,10435.0,10570.0,121730.0,79396.0,10049.6666667,9737.75,311.916666667,-0.0318954700701,1.0,,,
154,新湖期货,2009-01-21,,10645.0,10740.0,10435.0,10570.0,121730.0,79396.0,10049.6666667,9737.75,311.916666667,-0.0318954700701,1.0,,,
155,新湖期货,2009-01-21,,10645.0,10740.0,10435.0,10570.0,121730.0,79396.0,10049.6666667,9737.75,311.916666667,-0.0318954700701,1.0,,,
156,新湖期货,2009-02-23,,9990.0,10250.0,9915.0,10230.0,125690.0,135524.0,10572.0,10023.0,549.0,-0.0217830395161,1.0,,,
157,新湖期货,2009-02-23,,9990.0,10250.0,9915.0,10230.0,125690.0,135524.0,10572.0,10023.0,549.0,-0.0217830395161,1.0,,,
158,新湖期货,2009-02-23,,9990.0,10250.0,9915.0,10230.0,125690.0,135524.0,10572.0,10023.0,549.0,-0.0217830395161,1.0,,,
161,新湖期货,2009-03-09,,10730.0,10730.0,10420.0,10435.0,92274.0,116080.0,10389.8333333,10154.3333333,235.5,0.00748366448717,1.0,,,
160,新湖期货,2009-03-09,,10730.0,10730.0,10420.0,10435.0,92274.0,116080.0,10389.8333333,10154.3333333,235.5,0.00748366448717,1.0,,,
159,新湖期货,2009-03-09,,10730.0,10730.0,10420.0,10435.0,92274.0,116080.0,10389.8333333,10154.3333333,235.5,0.00748366448717,1.0,,,
164,新湖期货,2009-03-24,,11580.0,11740.0,11220.0,11415.0,206490.0,123404.0,10508.8333333,10453.1666667,55.6666666667,0.0369435151917,1.0,,,
162,新湖期货,2009-03-24,,11580.0,11740.0,11220.0,11415.0,206490.0,123404.0,10508.8333333,10453.1666667,55.6666666667,0.0369435151917,1.0,,,
163,新湖期货,2009-03-24,,11580.0,11740.0,11220.0,11415.0,206490.0,123404.0,10508.8333333,10453.1666667,55.6666666667,0.0369435151917,1.0,,,
167,新湖期货,2009-03-25,,11400.0,11475.0,11280.0,11280.0,121304.0,113146.0,10531.0,10484.0833333,46.9166666667,-0.0156661167444,1.0,,,
166,新湖期货,2009-03-25,,11400.0,11475.0,11280.0,11280.0,121304.0,113146.0,10531.0,10484.0833333,46.9166666667,-0.0156661167444,1.0,,,
165,新湖期货,2009-03-25,,11400.0,11475.0,11280.0,11280.0,121304.0,113146.0,10531.0,10484.0833333,46.9166666667,-0.0156661167444,1.0,,,
170,新湖期货,2009-03-27,,11790.0,11960.0,11445.0,11575.0,171622.0,105940.0,10602.3333333,10542.1666667,60.1666666667,0.0353942858511,1.0,,,
169,新湖期货,2009-03-27,,11790.0,11960.0,11445.0,11575.0,171622.0,105940.0,10602.3333333,10542.1666667,60.1666666667,0.0353942858511,1.0,,,
168,新湖期货,2009-03-27,,11790.0,11960.0,11445.0,11575.0,171622.0,105940.0,10602.3333333,10542.1666667,60.1666666667,0.0353942858511,1.0,,,
