,company_name,update_date,position_signal,open,high,low,close,volume,position_all,MA5,MA10,trend,return_rate,index_signal,index_position_signal,daily_return,cum_return
6985,浙商期货,2010-04-19,,19200.0,19200.0,18675.0,18685.0,447000.0,203082.0,19061.1666667,18886.5833333,174.583333333,-0.0201089529227,1.0,0.0,-0.0,0.101515130595
6986,浙商期货,2010-04-19,,19200.0,19200.0,18675.0,18685.0,447000.0,203082.0,19061.1666667,18886.5833333,174.583333333,-0.0201089529227,1.0,0.0,-0.0,0.101515130595
6984,浙商期货,2010-04-19,,19200.0,19200.0,18675.0,18685.0,447000.0,203082.0,19061.1666667,18886.5833333,174.583333333,-0.0201089529227,1.0,0.0,-0.0,0.101515130595
9324,浙商期货,2010-04-20,,18900.0,18980.0,18800.0,18965.0,357864.0,205168.0,19064.3333333,18856.8333333,207.5,-0.0157483569681,1.0,0.0,-0.0,0.101515130595
9325,浙商期货,2010-04-20,,18900.0,18980.0,18800.0,18965.0,357864.0,205168.0,19064.3333333,18856.8333333,207.5,-0.0157483569681,1.0,0.0,-0.0,0.101515130595
9326,浙商期货,2010-04-20,,18900.0,18980.0,18800.0,18965.0,357864.0,205168.0,19064.3333333,18856.8333333,207.5,-0.0157483569681,1.0,0.0,-0.0,0.101515130595
9327,浙商期货,2010-04-21,,19000.0,19060.0,18855.0,19030.0,330728.0,198574.0,19055.3333333,18830.4166667,224.916666667,0.00527705710084,1.0,0.0,0.0,0.101515130595
9328,浙商期货,2010-04-21,,19000.0,19060.0,18855.0,19030.0,330728.0,198574.0,19055.3333333,18830.4166667,224.916666667,0.00527705710084,1.0,0.0,0.0,0.101515130595
9329,浙商期货,2010-04-21,,19000.0,19060.0,18855.0,19030.0,330728.0,198574.0,19055.3333333,18830.4166667,224.916666667,0.00527705710084,1.0,0.0,0.0,0.101515130595
9330,浙商期货,2010-04-22,,18935.0,19025.0,18820.0,18930.0,318610.0,192924.0,19053.0,18798.4166667,254.583333333,-0.00342691781268,1.0,0.0,-0.0,0.101515130595
9332,浙商期货,2010-04-22,,18935.0,19025.0,18820.0,18930.0,318610.0,192924.0,19053.0,18798.4166667,254.583333333,-0.00342691781268,1.0,0.0,-0.0,0.101515130595
9331,浙商期货,2010-04-22,,18935.0,19025.0,18820.0,18930.0,318610.0,192924.0,19053.0,18798.4166667,254.583333333,-0.00342691781268,1.0,0.0,-0.0,0.101515130595
9333,浙商期货,2010-04-23,,18880.0,19075.0,18865.0,18990.0,299396.0,191840.0,19038.8333333,18764.75,274.083333333,-0.0029089006364,1.0,0.0,-0.0,0.101515130595
9334,浙商期货,2010-04-23,,18880.0,19075.0,18865.0,18990.0,299396.0,191840.0,19038.8333333,18764.75,274.083333333,-0.0029089006364,1.0,0.0,-0.0,0.101515130595
9335,浙商期货,2010-04-23,,18880.0,19075.0,18865.0,18990.0,299396.0,191840.0,19038.8333333,18764.75,274.083333333,-0.0029089006364,1.0,0.0,-0.0,0.101515130595
9338,浙商期货,2010-04-26,,19200.0,19275.0,19160.0,19185.0,233998.0,183754.0,19042.8333333,18732.5,310.333333333,0.0168071183164,1.0,0.0,0.0,0.101515130595
9336,浙商期货,2010-04-26,,19200.0,19275.0,19160.0,19185.0,233998.0,183754.0,19042.8333333,18732.5,310.333333333,0.0168071183164,1.0,0.0,0.0,0.101515130595
9337,浙商期货,2010-04-26,,19200.0,19275.0,19160.0,19185.0,233998.0,183754.0,19042.8333333,18732.5,310.333333333,0.0168071183164,1.0,0.0,0.0,0.101515130595
9340,浙商期货,2010-04-27,,19115.0,19125.0,18800.0,18910.0,265280.0,164914.0,19047.1666667,18720.0833333,327.083333333,-0.00443691188536,1.0,0.0,-0.0,0.101515130595
9341,浙商期货,2010-04-27,,19115.0,19125.0,18800.0,18910.0,265280.0,164914.0,19047.1666667,18720.0833333,327.083333333,-0.00443691188536,1.0,0.0,-0.0,0.101515130595
9339,浙商期货,2010-04-27,,19115.0,19125.0,18800.0,18910.0,265280.0,164914.0,19047.1666667,18720.0833333,327.083333333,-0.00443691188536,1.0,0.0,-0.0,0.101515130595
9343,浙商期货,2010-04-28,,18325.0,18520.0,18080.0,18330.0,283746.0,165216.0,19061.0,18701.5,359.5,-0.0422071193757,1.0,0.0,-0.0,0.101515130595
9342,浙商期货,2010-04-28,1.0,18325.0,18520.0,18080.0,18330.0,283746.0,165216.0,19061.0,18701.5,359.5,-0.0422071193757,1.0,1.0,-0.0422071193757,0.0593080112189
9344,浙商期货,2010-04-28,,18325.0,18520.0,18080.0,18330.0,283746.0,165216.0,19061.0,18701.5,359.5,-0.0422071193757,1.0,0.0,-0.0,0.0593080112189
9346,浙商期货,2010-04-29,-1.0,18435.0,18540.0,18385.0,18420.0,140786.0,166382.0,19050.1666667,18683.8333333,366.333333333,0.00598478391339,1.0,0.0,0.0,0.0593080112189
9347,浙商期货,2010-04-29,1.0,18435.0,18540.0,18385.0,18420.0,140786.0,166382.0,19050.1666667,18683.8333333,366.333333333,0.00598478391339,1.0,1.0,0.00598478391339,0.0652927951323
9345,浙商期货,2010-04-29,,18435.0,18540.0,18385.0,18420.0,140786.0,166382.0,19050.1666667,18683.8333333,366.333333333,0.00598478391339,1.0,1.0,0.00598478391339,0.0712775790457
9348,浙商期货,2010-04-30,,18300.0,18520.0,18100.0,18365.0,152592.0,146896.0,19031.0,18666.6666667,364.333333333,-0.00734997183873,1.0,1.0,-0.00734997183873,0.0639276072069
9350,浙商期货,2010-04-30,,18300.0,18520.0,18100.0,18365.0,152592.0,146896.0,19031.0,18666.6666667,364.333333333,-0.00734997183873,1.0,1.0,-0.00734997183873,0.0565776353682
9349,浙商期货,2010-04-30,,18300.0,18520.0,18100.0,18365.0,152592.0,146896.0,19031.0,18666.6666667,364.333333333,-0.00734997183873,1.0,1.0,-0.00734997183873,0.0492276635295
9353,浙商期货,2010-05-04,,18210.0,18230.0,17990.0,18060.0,89072.0,137210.0,19019.3333333,18664.1666667,355.166666667,-0.00493016610786,1.0,1.0,-0.00493016610786,0.0442974974216
9352,浙商期货,2010-05-04,,18210.0,18230.0,17990.0,18060.0,89072.0,137210.0,19019.3333333,18664.1666667,355.166666667,-0.00493016610786,1.0,1.0,-0.00493016610786,0.0393673313138
9351,浙商期货,2010-05-04,,18210.0,18230.0,17990.0,18060.0,89072.0,137210.0,19019.3333333,18664.1666667,355.166666667,-0.00493016610786,1.0,1.0,-0.00493016610786,0.0344371652059
9354,浙商期货,2010-05-05,,17520.0,17760.0,17520.0,17740.0,389616.0,130202.0,18989.1666667,18672.0,317.166666667,-0.0386278082313,1.0,1.0,-0.0386278082313,-0.00419064302537
9356,浙商期货,2010-05-05,,17520.0,17760.0,17520.0,17740.0,389616.0,130202.0,18989.1666667,18672.0,317.166666667,-0.0386278082313,1.0,1.0,-0.0386278082313,-0.0428184512566
9355,浙商期货,2010-05-05,,17520.0,17760.0,17520.0,17740.0,389616.0,130202.0,18989.1666667,18672.0,317.166666667,-0.0386278082313,1.0,1.0,-0.0386278082313,-0.0814462594879
9358,浙商期货,2010-05-06,,17785.0,17930.0,17415.0,17440.0,490932.0,161046.0,18961.8333333,18677.1666667,284.666666667,0.0150123198922,1.0,1.0,0.0150123198922,-0.0664339395957
9357,浙商期货,2010-05-06,,17785.0,17930.0,17415.0,17440.0,490932.0,161046.0,18961.8333333,18677.1666667,284.666666667,0.0150123198922,1.0,1.0,0.0150123198922,-0.0514216197036
9359,浙商期货,2010-05-06,,17785.0,17930.0,17415.0,17440.0,490932.0,161046.0,18961.8333333,18677.1666667,284.666666667,0.0150123198922,1.0,1.0,0.0150123198922,-0.0364092998114
9362,浙商期货,2010-05-07,,17225.0,17355.0,16835.0,16835.0,542598.0,184074.0,18926.0,18679.4166667,246.583333333,-0.0319935885007,1.0,1.0,-0.0319935885007,-0.0684028883121
9360,浙商期货,2010-05-07,,17225.0,17355.0,16835.0,16835.0,542598.0,184074.0,18926.0,18679.4166667,246.583333333,-0.0319935885007,1.0,1.0,-0.0319935885007,-0.100396476813
9361,浙商期货,2010-05-07,,17225.0,17355.0,16835.0,16835.0,542598.0,184074.0,18926.0,18679.4166667,246.583333333,-0.0319935885007,1.0,1.0,-0.0319935885007,-0.132390065313
9365,浙商期货,2010-05-10,,17110.0,17180.0,16780.0,17160.0,815372.0,194518.0,18874.6666667,18657.3333333,217.333333333,-0.00669872899562,1.0,1.0,-0.00669872899562,-0.139088794309
9364,浙商期货,2010-05-10,,17110.0,17180.0,16780.0,17160.0,815372.0,194518.0,18874.6666667,18657.3333333,217.333333333,-0.00669872899562,1.0,1.0,-0.00669872899562,-0.145787523305
9363,浙商期货,2010-05-10,,17110.0,17180.0,16780.0,17160.0,815372.0,194518.0,18874.6666667,18657.3333333,217.333333333,-0.00669872899562,1.0,1.0,-0.00669872899562,-0.1524862523
9366,浙商期货,2010-05-11,,17100.0,17235.0,16540.0,16705.0,897280.0,198396.0,18833.3333333,18648.6666667,184.666666667,-0.000584624395486,1.0,1.0,-0.000584624395486,-0.153070876696
9367,浙商期货,2010-05-11,,17100.0,17235.0,16540.0,16705.0,897280.0,198396.0,18833.3333333,18648.6666667,184.666666667,-0.000584624395486,1.0,1.0,-0.000584624395486,-0.153655501091
9368,浙商期货,2010-05-11,,17100.0,17235.0,16540.0,16705.0,897280.0,198396.0,18833.3333333,18648.6666667,184.666666667,-0.000584624395486,1.0,1.0,-0.000584624395486,-0.154240125487
9369,浙商期货,2010-05-12,,16635.0,16990.0,16520.0,16795.0,1004798.0,227176.0,18769.8333333,18641.3333333,128.5,-0.0275695540382,1.0,1.0,-0.0275695540382,-0.181809679525
9370,浙商期货,2010-05-12,,16635.0,16990.0,16520.0,16795.0,1004798.0,227176.0,18769.8333333,18641.3333333,128.5,-0.0275695540382,1.0,1.0,-0.0275695540382,-0.209379233563
9371,浙商期货,2010-05-12,,16635.0,16990.0,16520.0,16795.0,1004798.0,227176.0,18769.8333333,18641.3333333,128.5,-0.0275695540382,1.0,1.0,-0.0275695540382,-0.236948787601
9372,浙商期货,2010-05-13,,16880.0,17125.0,16800.0,17105.0,712676.0,216434.0,18698.6666667,18634.9166667,63.75,0.0146205796974,1.0,1.0,0.0146205796974,-0.222328207904
9373,浙商期货,2010-05-13,,16880.0,17125.0,16800.0,17105.0,712676.0,216434.0,18698.6666667,18634.9166667,63.75,0.0146205796974,1.0,1.0,0.0146205796974,-0.207707628207
9374,浙商期货,2010-05-13,,16880.0,17125.0,16800.0,17105.0,712676.0,216434.0,18698.6666667,18634.9166667,63.75,0.0146205796974,1.0,1.0,0.0146205796974,-0.193087048509
9377,浙商期货,2010-05-14,,17000.0,17095.0,16805.0,16945.0,747042.0,226356.0,18632.5,18631.5,1.0,0.00708385488841,1.0,1.0,0.00708385488841,-0.186003193621
9376,浙商期货,2010-05-14,,17000.0,17095.0,16805.0,16945.0,747042.0,226356.0,18632.5,18631.5,1.0,0.00708385488841,1.0,1.0,0.00708385488841,-0.178919338732
9375,浙商期货,2010-05-14,,17000.0,17095.0,16805.0,16945.0,747042.0,226356.0,18632.5,18631.5,1.0,0.00708385488841,1.0,1.0,0.00708385488841,-0.171835483844
624,新湖期货,2010-05-17,,16560.0,16620.0,16125.0,16125.0,429580.0,214414.0,18564.8333333,18619.1666667,-54.3333333333,-0.0262231950991,-1.0,1.0,-0.0262231950991,-0.198058678943
6988,浙商期货,2010-05-17,,16560.0,16620.0,16125.0,16125.0,429580.0,214414.0,18564.8333333,18619.1666667,-54.3333333333,-0.0262231950991,-1.0,1.0,-0.0262231950991,-0.224281874042
626,新湖期货,2010-05-17,,16560.0,16620.0,16125.0,16125.0,429580.0,214414.0,18564.8333333,18619.1666667,-54.3333333333,-0.0262231950991,-1.0,1.0,-0.0262231950991,-0.250505069141
6987,浙商期货,2010-05-17,,16560.0,16620.0,16125.0,16125.0,429580.0,214414.0,18564.8333333,18619.1666667,-54.3333333333,-0.0262231950991,-1.0,1.0,-0.0262231950991,-0.27672826424
625,新湖期货,2010-05-17,,16560.0,16620.0,16125.0,16125.0,429580.0,214414.0,18564.8333333,18619.1666667,-54.3333333333,-0.0262231950991,-1.0,1.0,-0.0262231950991,-0.30295145934
6989,浙商期货,2010-05-17,,16560.0,16620.0,16125.0,16125.0,429580.0,214414.0,18564.8333333,18619.1666667,-54.3333333333,-0.0262231950991,-1.0,1.0,-0.0262231950991,-0.329174654439
629,新湖期货,2010-05-18,,15525.0,15790.0,15230.0,15700.0,1107212.0,223112.0,18454.6666667,18586.6666667,-132.0,-0.0645385211376,-1.0,1.0,-0.0645385211376,-0.393713175576
6991,浙商期货,2010-05-18,,15525.0,15790.0,15230.0,15700.0,1107212.0,223112.0,18454.6666667,18586.6666667,-132.0,-0.0645385211376,-1.0,1.0,-0.0645385211376,-0.458251696714
628,新湖期货,2010-05-18,1.0,15525.0,15790.0,15230.0,15700.0,1107212.0,223112.0,18454.6666667,18586.6666667,-132.0,-0.0645385211376,-1.0,0.0,-0.0,-0.458251696714
627,新湖期货,2010-05-18,,15525.0,15790.0,15230.0,15700.0,1107212.0,223112.0,18454.6666667,18586.6666667,-132.0,-0.0645385211376,-1.0,0.0,-0.0,-0.458251696714
6990,浙商期货,2010-05-18,,15525.0,15790.0,15230.0,15700.0,1107212.0,223112.0,18454.6666667,18586.6666667,-132.0,-0.0645385211376,-1.0,0.0,-0.0,-0.458251696714
6992,浙商期货,2010-05-18,,15525.0,15790.0,15230.0,15700.0,1107212.0,223112.0,18454.6666667,18586.6666667,-132.0,-0.0645385211376,-1.0,0.0,-0.0,-0.458251696714
630,新湖期货,2010-05-19,,15180.0,15610.0,14830.0,15340.0,1548094.0,212788.0,18328.1666667,18542.5833333,-214.416666667,-0.0224728558521,-1.0,0.0,-0.0,-0.458251696714
631,新湖期货,2010-05-19,,15180.0,15610.0,14830.0,15340.0,1548094.0,212788.0,18328.1666667,18542.5833333,-214.416666667,-0.0224728558521,-1.0,0.0,-0.0,-0.458251696714
632,新湖期货,2010-05-19,,15180.0,15610.0,14830.0,15340.0,1548094.0,212788.0,18328.1666667,18542.5833333,-214.416666667,-0.0224728558521,-1.0,0.0,-0.0,-0.458251696714
6993,浙商期货,2010-05-19,,15180.0,15610.0,14830.0,15340.0,1548094.0,212788.0,18328.1666667,18542.5833333,-214.416666667,-0.0224728558521,-1.0,0.0,-0.0,-0.458251696714
6994,浙商期货,2010-05-19,,15180.0,15610.0,14830.0,15340.0,1548094.0,212788.0,18328.1666667,18542.5833333,-214.416666667,-0.0224728558521,-1.0,0.0,-0.0,-0.458251696714
6995,浙商期货,2010-05-19,,15180.0,15610.0,14830.0,15340.0,1548094.0,212788.0,18328.1666667,18542.5833333,-214.416666667,-0.0224728558521,-1.0,0.0,-0.0,-0.458251696714
6998,浙商期货,2010-05-20,,15520.0,15720.0,15390.0,15555.0,1008310.0,205012.0,18183.1666667,18484.25,-301.083333333,0.0221507427876,-1.0,0.0,0.0,-0.458251696714
6996,浙商期货,2010-05-20,,15520.0,15720.0,15390.0,15555.0,1008310.0,205012.0,18183.1666667,18484.25,-301.083333333,0.0221507427876,-1.0,0.0,0.0,-0.458251696714
6997,浙商期货,2010-05-20,,15520.0,15720.0,15390.0,15555.0,1008310.0,205012.0,18183.1666667,18484.25,-301.083333333,0.0221507427876,-1.0,0.0,0.0,-0.458251696714
634,新湖期货,2010-05-20,,15520.0,15720.0,15390.0,15555.0,1008310.0,205012.0,18183.1666667,18484.25,-301.083333333,0.0221507427876,-1.0,0.0,0.0,-0.458251696714
633,新湖期货,2010-05-20,,15520.0,15720.0,15390.0,15555.0,1008310.0,205012.0,18183.1666667,18484.25,-301.083333333,0.0221507427876,-1.0,0.0,0.0,-0.458251696714
635,新湖期货,2010-05-20,,15520.0,15720.0,15390.0,15555.0,1008310.0,205012.0,18183.1666667,18484.25,-301.083333333,0.0221507427876,-1.0,0.0,0.0,-0.458251696714
7000,浙商期货,2010-05-21,,15360.0,15550.0,15140.0,15500.0,952670.0,199018.0,18045.0,18430.5833333,-385.583333333,-0.0103627870355,-1.0,0.0,-0.0,-0.458251696714
7001,浙商期货,2010-05-21,,15360.0,15550.0,15140.0,15500.0,952670.0,199018.0,18045.0,18430.5833333,-385.583333333,-0.0103627870355,-1.0,0.0,-0.0,-0.458251696714
6999,浙商期货,2010-05-21,,15360.0,15550.0,15140.0,15500.0,952670.0,199018.0,18045.0,18430.5833333,-385.583333333,-0.0103627870355,-1.0,0.0,-0.0,-0.458251696714
636,新湖期货,2010-05-21,,15360.0,15550.0,15140.0,15500.0,952670.0,199018.0,18045.0,18430.5833333,-385.583333333,-0.0103627870355,-1.0,0.0,-0.0,-0.458251696714
637,新湖期货,2010-05-21,,15360.0,15550.0,15140.0,15500.0,952670.0,199018.0,18045.0,18430.5833333,-385.583333333,-0.0103627870355,-1.0,0.0,-0.0,-0.458251696714
638,新湖期货,2010-05-21,,15360.0,15550.0,15140.0,15500.0,952670.0,199018.0,18045.0,18430.5833333,-385.583333333,-0.0103627870355,-1.0,0.0,-0.0,-0.458251696714
640,新湖期货,2010-05-24,,15655.0,16045.0,15565.0,16035.0,778678.0,190078.0,17921.0,18382.5833333,-461.583333333,0.0190236270588,-1.0,0.0,0.0,-0.458251696714
7003,浙商期货,2010-05-24,,15655.0,16045.0,15565.0,16035.0,778678.0,190078.0,17921.0,18382.5833333,-461.583333333,0.0190236270588,-1.0,0.0,0.0,-0.458251696714
641,新湖期货,2010-05-24,,15655.0,16045.0,15565.0,16035.0,778678.0,190078.0,17921.0,18382.5833333,-461.583333333,0.0190236270588,-1.0,0.0,0.0,-0.458251696714
7004,浙商期货,2010-05-24,,15655.0,16045.0,15565.0,16035.0,778678.0,190078.0,17921.0,18382.5833333,-461.583333333,0.0190236270588,-1.0,0.0,0.0,-0.458251696714
7002,浙商期货,2010-05-24,,15655.0,16045.0,15565.0,16035.0,778678.0,190078.0,17921.0,18382.5833333,-461.583333333,0.0190236270588,-1.0,0.0,0.0,-0.458251696714
639,新湖期货,2010-05-24,,15655.0,16045.0,15565.0,16035.0,778678.0,190078.0,17921.0,18382.5833333,-461.583333333,0.0190236270588,-1.0,0.0,0.0,-0.458251696714
9379,浙商期货,2010-05-25,,15805.0,15975.0,15510.0,15515.0,758920.0,180716.0,17808.8333333,18342.5833333,-533.75,0.00953599088921,-1.0,0.0,0.0,-0.458251696714
9380,浙商期货,2010-05-25,,15805.0,15975.0,15510.0,15515.0,758920.0,180716.0,17808.8333333,18342.5833333,-533.75,0.00953599088921,-1.0,0.0,0.0,-0.458251696714
9378,浙商期货,2010-05-25,,15805.0,15975.0,15510.0,15515.0,758920.0,180716.0,17808.8333333,18342.5833333,-533.75,0.00953599088921,-1.0,0.0,0.0,-0.458251696714
9381,浙商期货,2010-05-26,,15730.0,15890.0,15580.0,15790.0,644054.0,179596.0,17675.0,18294.0,-619.0,-0.0047566285974,-1.0,0.0,-0.0,-0.458251696714
9383,浙商期货,2010-05-26,,15730.0,15890.0,15580.0,15790.0,644054.0,179596.0,17675.0,18294.0,-619.0,-0.0047566285974,-1.0,0.0,-0.0,-0.458251696714
9382,浙商期货,2010-05-26,1.0,15730.0,15890.0,15580.0,15790.0,644054.0,179596.0,17675.0,18294.0,-619.0,-0.0047566285974,-1.0,0.0,-0.0,-0.458251696714
9386,浙商期货,2010-05-27,,15780.0,16045.0,15565.0,16035.0,1374900.0,158962.0,17556.3333333,18244.25,-687.916666667,0.00317359834754,-1.0,0.0,0.0,-0.458251696714
9385,浙商期货,2010-05-27,,15780.0,16045.0,15565.0,16035.0,1374900.0,158962.0,17556.3333333,18244.25,-687.916666667,0.00317359834754,-1.0,0.0,0.0,-0.458251696714
9384,浙商期货,2010-05-27,,15780.0,16045.0,15565.0,16035.0,1374900.0,158962.0,17556.3333333,18244.25,-687.916666667,0.00317359834754,-1.0,0.0,0.0,-0.458251696714
9388,浙商期货,2010-05-28,,16185.0,16280.0,16035.0,16115.0,1161470.0,221136.0,17442.3333333,18210.5,-768.166666667,0.0253415719605,-1.0,0.0,0.0,-0.458251696714
9389,浙商期货,2010-05-28,,16185.0,16280.0,16035.0,16115.0,1161470.0,221136.0,17442.3333333,18210.5,-768.166666667,0.0253415719605,-1.0,0.0,0.0,-0.458251696714
9387,浙商期货,2010-05-28,,16185.0,16280.0,16035.0,16115.0,1161470.0,221136.0,17442.3333333,18210.5,-768.166666667,0.0253415719605,-1.0,0.0,0.0,-0.458251696714
644,新湖期货,2010-05-31,,16000.0,16275.0,15945.0,16050.0,1526070.0,232646.0,17330.6666667,18174.8333333,-844.166666667,-0.0114961651384,-1.0,0.0,-0.0,-0.458251696714
643,新湖期货,2010-05-31,,16000.0,16275.0,15945.0,16050.0,1526070.0,232646.0,17330.6666667,18174.8333333,-844.166666667,-0.0114961651384,-1.0,0.0,-0.0,-0.458251696714
7005,浙商期货,2010-05-31,,16000.0,16275.0,15945.0,16050.0,1526070.0,232646.0,17330.6666667,18174.8333333,-844.166666667,-0.0114961651384,-1.0,0.0,-0.0,-0.458251696714
7007,浙商期货,2010-05-31,,16000.0,16275.0,15945.0,16050.0,1526070.0,232646.0,17330.6666667,18174.8333333,-844.166666667,-0.0114961651384,-1.0,0.0,-0.0,-0.458251696714
7006,浙商期货,2010-05-31,,16000.0,16275.0,15945.0,16050.0,1526070.0,232646.0,17330.6666667,18174.8333333,-844.166666667,-0.0114961651384,-1.0,0.0,-0.0,-0.458251696714
642,新湖期货,2010-05-31,,16000.0,16275.0,15945.0,16050.0,1526070.0,232646.0,17330.6666667,18174.8333333,-844.166666667,-0.0114961651384,-1.0,0.0,-0.0,-0.458251696714
645,新湖期货,2010-06-01,,15965.0,16140.0,15610.0,15680.0,1658312.0,273244.0,17211.8333333,18136.5,-924.666666667,-0.00218989607304,-1.0,0.0,-0.0,-0.458251696714
646,新湖期货,2010-06-01,,15965.0,16140.0,15610.0,15680.0,1658312.0,273244.0,17211.8333333,18136.5,-924.666666667,-0.00218989607304,-1.0,0.0,-0.0,-0.458251696714
7008,浙商期货,2010-06-01,,15965.0,16140.0,15610.0,15680.0,1658312.0,273244.0,17211.8333333,18136.5,-924.666666667,-0.00218989607304,-1.0,0.0,-0.0,-0.458251696714
7009,浙商期货,2010-06-01,,15965.0,16140.0,15610.0,15680.0,1658312.0,273244.0,17211.8333333,18136.5,-924.666666667,-0.00218989607304,-1.0,0.0,-0.0,-0.458251696714
7010,浙商期货,2010-06-01,,15965.0,16140.0,15610.0,15680.0,1658312.0,273244.0,17211.8333333,18136.5,-924.666666667,-0.00218989607304,-1.0,0.0,-0.0,-0.458251696714
647,新湖期货,2010-06-01,,15965.0,16140.0,15610.0,15680.0,1658312.0,273244.0,17211.8333333,18136.5,-924.666666667,-0.00218989607304,-1.0,0.0,-0.0,-0.458251696714
649,新湖期货,2010-06-02,,15615.0,15790.0,15175.0,15335.0,1501984.0,317670.0,17111.6666667,18088.0,-976.333333333,-0.0221668354317,-1.0,0.0,-0.0,-0.458251696714
648,新湖期货,2010-06-02,,15615.0,15790.0,15175.0,15335.0,1501984.0,317670.0,17111.6666667,18088.0,-976.333333333,-0.0221668354317,-1.0,0.0,-0.0,-0.458251696714
650,新湖期货,2010-06-02,,15615.0,15790.0,15175.0,15335.0,1501984.0,317670.0,17111.6666667,18088.0,-976.333333333,-0.0221668354317,-1.0,0.0,-0.0,-0.458251696714
7012,浙商期货,2010-06-02,,15615.0,15790.0,15175.0,15335.0,1501984.0,317670.0,17111.6666667,18088.0,-976.333333333,-0.0221668354317,-1.0,0.0,-0.0,-0.458251696714
7011,浙商期货,2010-06-02,,15615.0,15790.0,15175.0,15335.0,1501984.0,317670.0,17111.6666667,18088.0,-976.333333333,-0.0221668354317,-1.0,0.0,-0.0,-0.458251696714
7013,浙商期货,2010-06-02,,15615.0,15790.0,15175.0,15335.0,1501984.0,317670.0,17111.6666667,18088.0,-976.333333333,-0.0221668354317,-1.0,0.0,-0.0,-0.458251696714
7014,浙商期货,2010-06-03,,15490.0,15520.0,15010.0,15215.0,2706488.0,288268.0,16990.6666667,18023.0,-1032.33333333,-0.00803733630627,-1.0,0.0,-0.0,-0.458251696714
653,新湖期货,2010-06-03,,15490.0,15520.0,15010.0,15215.0,2706488.0,288268.0,16990.6666667,18023.0,-1032.33333333,-0.00803733630627,-1.0,0.0,-0.0,-0.458251696714
652,新湖期货,2010-06-03,,15490.0,15520.0,15010.0,15215.0,2706488.0,288268.0,16990.6666667,18023.0,-1032.33333333,-0.00803733630627,-1.0,0.0,-0.0,-0.458251696714
651,新湖期货,2010-06-03,,15490.0,15520.0,15010.0,15215.0,2706488.0,288268.0,16990.6666667,18023.0,-1032.33333333,-0.00803733630627,-1.0,0.0,-0.0,-0.458251696714
7015,浙商期货,2010-06-03,,15490.0,15520.0,15010.0,15215.0,2706488.0,288268.0,16990.6666667,18023.0,-1032.33333333,-0.00803733630627,-1.0,0.0,-0.0,-0.458251696714
7016,浙商期货,2010-06-03,,15490.0,15520.0,15010.0,15215.0,2706488.0,288268.0,16990.6666667,18023.0,-1032.33333333,-0.00803733630627,-1.0,0.0,-0.0,-0.458251696714
656,新湖期货,2010-06-04,,14790.0,14835.0,14470.0,14470.0,1730944.0,333828.0,16863.5,17958.25,-1094.75,-0.0462433777061,-1.0,0.0,-0.0,-0.458251696714
654,新湖期货,2010-06-04,,14790.0,14835.0,14470.0,14470.0,1730944.0,333828.0,16863.5,17958.25,-1094.75,-0.0462433777061,-1.0,0.0,-0.0,-0.458251696714
7019,浙商期货,2010-06-04,,14790.0,14835.0,14470.0,14470.0,1730944.0,333828.0,16863.5,17958.25,-1094.75,-0.0462433777061,-1.0,0.0,-0.0,-0.458251696714
655,新湖期货,2010-06-04,,14790.0,14835.0,14470.0,14470.0,1730944.0,333828.0,16863.5,17958.25,-1094.75,-0.0462433777061,-1.0,0.0,-0.0,-0.458251696714
7017,浙商期货,2010-06-04,,14790.0,14835.0,14470.0,14470.0,1730944.0,333828.0,16863.5,17958.25,-1094.75,-0.0462433777061,-1.0,0.0,-0.0,-0.458251696714
7018,浙商期货,2010-06-04,,14790.0,14835.0,14470.0,14470.0,1730944.0,333828.0,16863.5,17958.25,-1094.75,-0.0462433777061,-1.0,0.0,-0.0,-0.458251696714
7020,浙商期货,2010-06-07,,13900.0,13900.0,13900.0,13900.0,37024.0,348134.0,16714.8333333,17876.8333333,-1162.0,-0.0620624365861,-1.0,0.0,-0.0,-0.458251696714
7021,浙商期货,2010-06-07,,13900.0,13900.0,13900.0,13900.0,37024.0,348134.0,16714.8333333,17876.8333333,-1162.0,-0.0620624365861,-1.0,0.0,-0.0,-0.458251696714
7022,浙商期货,2010-06-07,,13900.0,13900.0,13900.0,13900.0,37024.0,348134.0,16714.8333333,17876.8333333,-1162.0,-0.0620624365861,-1.0,0.0,-0.0,-0.458251696714
659,新湖期货,2010-06-07,,13900.0,13900.0,13900.0,13900.0,37024.0,348134.0,16714.8333333,17876.8333333,-1162.0,-0.0620624365861,-1.0,0.0,-0.0,-0.458251696714
658,新湖期货,2010-06-07,,13900.0,13900.0,13900.0,13900.0,37024.0,348134.0,16714.8333333,17876.8333333,-1162.0,-0.0620624365861,-1.0,0.0,-0.0,-0.458251696714
657,新湖期货,2010-06-07,,13900.0,13900.0,13900.0,13900.0,37024.0,348134.0,16714.8333333,17876.8333333,-1162.0,-0.0620624365861,-1.0,0.0,-0.0,-0.458251696714
7023,浙商期货,2010-06-08,,13585.0,13835.0,13480.0,13810.0,1834166.0,325668.0,16545.1666667,17794.0,-1248.83333333,-0.0229225972583,-1.0,0.0,-0.0,-0.458251696714
661,新湖期货,2010-06-08,,13585.0,13835.0,13480.0,13810.0,1834166.0,325668.0,16545.1666667,17794.0,-1248.83333333,-0.0229225972583,-1.0,0.0,-0.0,-0.458251696714
