update_date,open,high,low,close,volume,position_all
2007-03-26,28600.00 ,29600.00 ,28580.00 ,29220.00 ,16786.00 ,4640.00 
2007-03-27,29550.00 ,29870.00 ,29500.00 ,29725.00 ,16046.00 ,6346.00 
2007-03-28,29495.00 ,29700.00 ,29420.00 ,29565.00 ,8506.00 ,7048.00 
2007-03-29,29510.00 ,29560.00 ,29010.00 ,29030.00 ,8742.00 ,7988.00 
2007-03-30,29430.00 ,29500.00 ,29180.00 ,29390.00 ,13758.00 ,9178.00 
2007-04-02,29390.00 ,29445.00 ,29250.00 ,29290.00 ,5902.00 ,9486.00 
2007-04-03,28935.00 ,28980.00 ,28660.00 ,28780.00 ,11610.00 ,10368.00 
2007-04-04,29250.00 ,29260.00 ,28980.00 ,28985.00 ,8848.00 ,10798.00 
2007-04-05,29700.00 ,30245.00 ,29540.00 ,30245.00 ,18584.00 ,13378.00 
2007-04-06,30245.00 ,31515.00 ,30105.00 ,31385.00 ,61558.00 ,17194.00 
2007-04-09,31550.00 ,32195.00 ,31550.00 ,32195.00 ,32744.00 ,19134.00 
2007-04-10,32850.00 ,33865.00 ,31980.00 ,32745.00 ,128476.00 ,24974.00 
2007-04-11,32800.00 ,32990.00 ,32020.00 ,32395.00 ,116134.00 ,26572.00 
2007-04-12,32535.00 ,33220.00 ,32370.00 ,32955.00 ,112886.00 ,30134.00 
2007-04-13,32000.00 ,32265.00 ,31600.00 ,31720.00 ,58412.00 ,26694.00 
2007-04-16,32055.00 ,32360.00 ,31860.00 ,32245.00 ,57986.00 ,28426.00 
2007-04-17,32100.00 ,32640.00 ,31855.00 ,32160.00 ,75052.00 ,29702.00 
2007-04-18,33590.00 ,33590.00 ,33400.00 ,33590.00 ,23606.00 ,27472.00 
2007-04-19,33790.00 ,34030.00 ,31560.00 ,32790.00 ,142874.00 ,29132.00 
2007-04-20,33000.00 ,33100.00 ,31990.00 ,32960.00 ,127572.00 ,28828.00 
2007-04-23,33280.00 ,33660.00 ,32400.00 ,32840.00 ,108918.00 ,31484.00 
