Date,Price,Return,buy_chg,sell_chg,buy_dir,sell_dir,signal,result,accu_rate,time,OPEN,HIGH,LOW,CLOSE
2016-03-10,,,,,,,,,,2016-03-10 00:00:00.005,72040.0,72540.0,70840.0,70840.0
2016-03-11,,,,,,,,,,2016-03-11 00:00:00.005,71300.0,72350.0,70850.0,71640.0
2016-03-14,,,,,,,,,,2016-03-14 00:00:00.005,71890.0,72400.0,71350.0,71450.0
2016-03-15,,,,,,,,,,2016-03-15 00:00:00.005,71250.0,71390.0,70070.0,70570.0
2016-03-16,,,,,,,,,,2016-03-16 00:00:00.005,70050.0,70290.0,69760.0,70240.0
2016-03-17,,,,,,,,,,2016-03-17 00:00:00.005,69810.0,71080.0,69810.0,70820.0
2016-03-18,,,,,,,,,,2016-03-18 00:00:00.005,71100.0,72620.0,70800.0,72330.0
2016-03-21,,,,,,,,,,2016-03-21 00:00:00.005,72270.0,72300.0,70020.0,70400.0
2016-03-22,,,,,,,,,,2016-03-22 00:00:00.005,71040.0,71500.0,70650.0,70790.0
2016-03-23,,,,,,,,,,2016-03-23 00:00:00.005,70770.0,71870.0,70500.0,70730.0
2016-03-24,,,,,,,,,,2016-03-24 00:00:00.005,70730.0,70900.0,70080.0,70400.0
2016-03-25,,,,,,,,,,2016-03-25 00:00:00.005,70300.0,70850.0,70290.0,70750.0
2016-03-28,,,,,,,,,,2016-03-28 00:00:00.005,70900.0,71210.0,70230.0,70240.0
2016-03-29,,,,,,,,,,2016-03-29 00:00:00.005,70400.0,71060.0,70100.0,70480.0
2016-03-30,,,,,,,,,,2016-03-30 00:00:00.005,70470.0,70470.0,68700.0,68870.0
2016-03-31,,,,,,,,,,2016-03-31 00:00:00.005,68870.0,69580.0,68350.0,68440.0
2016-04-01,,,,,,,,,,2016-04-01 00:00:00.005,68530.0,69090.0,68320.0,68580.0
2016-04-05,,,,,,,,,,2016-04-05 00:00:00.005,68500.0,68520.0,67540.0,67850.0
2016-04-06,,,,,,,,,,2016-04-06 00:00:00.005,68240.0,68960.0,68060.0,68900.0
2016-04-07,,,,,,,,,,2016-04-07 00:00:00.005,68860.0,69420.0,68860.0,69160.0
2016-04-08,,,,,,,,,,2016-04-08 00:00:00.005,68960.0,68960.0,67700.0,68540.0
2016-04-11,,,,,,,,,,2016-04-11 00:00:00.005,68910.0,69800.0,68860.0,69420.0
2016-04-12,,,,,,,,,,2016-04-12 00:00:00.005,69800.0,70100.0,69030.0,70100.0
2016-04-13,,,,,,,,,,2016-04-13 00:00:00.005,70520.0,73100.0,69890.0,71690.0
2016-04-14,,,,,,,,,,2016-04-14 00:00:00.005,72230.0,72550.0,71450.0,71910.0
2016-04-15,,,,,,,,,,2016-04-15 00:00:00.005,72000.0,72300.0,71080.0,71290.0
2016-04-18,,,,,,,,,,2016-04-18 00:00:00.005,71340.0,72390.0,70500.0,71800.0
2016-04-19,,,,,,,,,,2016-04-19 00:00:00.005,72370.0,72980.0,70630.0,71910.0
2016-04-20,,,,,,,,,,2016-04-20 00:00:00.005,72700.0,73580.0,71910.0,72710.0
2016-04-21,,,,,,,,,,2016-04-21 00:00:00.005,73500.0,74990.0,72610.0,74620.0
2016-04-22,,,,,,,,,,2016-04-22 00:00:00.005,75060.0,75450.0,71460.0,72790.0
2016-04-25,,,,,,,,,,2016-04-25 00:00:00.005,73660.0,74600.0,71880.0,72980.0
2016-04-26,,,,,,,,,,2016-04-26 00:00:00.005,73100.0,73100.0,71610.0,72250.0
2016-04-27,,,,,,,,,,2016-04-27 00:00:00.005,72340.0,73310.0,72130.0,72850.0
2016-04-28,,,,,,,,,,2016-04-28 00:00:00.005,72920.0,73410.0,72260.0,73040.0
2016-04-29,,,,,,,,,,2016-04-29 00:00:00.005,73040.0,74020.0,72750.0,73960.0
2016-05-03,,,,,,,,,,2016-05-03 00:00:00.005,74000.0,76940.0,73370.0,76730.0
2016-05-04,76463.7792642,0.0362739345027,-402.0,114.0,-1.0,1.0,-1.0,-0.0362739345027,0.0,2016-05-04 00:00:00.005,76420.0,77090.0,74580.0,75130.0
2016-05-05,,,,,,,,,,2016-05-05 00:00:00.005,75590.0,75750.0,73970.0,74320.0
2016-05-06,,,,,,,,,,2016-05-06 00:00:00.005,74590.0,74590.0,70820.0,71740.0
2016-05-09,,,,,,,,,,2016-05-09 00:00:00.005,71740.0,72990.0,69910.0,70030.0
2016-05-10,,,,,,,,,,2016-05-10 00:00:00.005,69980.0,70450.0,69160.0,70160.0
2016-05-11,,,,,,,,,,2016-05-11 00:00:00.005,69990.0,70700.0,69990.0,70300.0
2016-05-12,,,,,,,,,,2016-05-12 00:00:00.005,70680.0,71580.0,70120.0,71050.0
2016-05-13,,,,,,,,,,2016-05-13 00:00:00.005,70870.0,71340.0,68700.0,69170.0
2016-05-16,,,,,,,,,,2016-05-16 00:00:00.005,69160.0,70070.0,68960.0,69910.0
2016-05-17,,,,,,,,,,2016-05-17 00:00:00.005,69910.0,70630.0,69650.0,70340.0
2016-05-18,70109.4915254,0.000464272768587,-61.0,184.0,-1.0,1.0,-1.0,-0.000464272768587,0.0,2016-05-18 00:00:00.005,70180.0,70860.0,69450.0,69720.0
2016-05-19,69466.6911765,-0.00921081062757,-16.0,219.0,-1.0,1.0,-1.0,0.00921081062757,1.0,2016-05-19 00:00:00.005,69600.0,70230.0,69220.0,69360.0
2016-05-20,,,,,,,,,,2016-05-20 00:00:00.005,69080.0,69830.0,68620.0,69450.0
2016-05-21,69668.625,0.0102711017185,-65.0,256.0,-1.0,1.0,-1.0,-0.0102711017185,0.0,,,,,
2016-05-23,,,,,,,,,,2016-05-23 00:00:00.005,69460.0,69770.0,67700.0,68200.0
2016-05-24,,,,,,,,,,2016-05-24 00:00:00.005,68160.0,68420.0,67470.0,68010.0
2016-05-25,68137.4011299,0.0010793863027,-82.0,212.0,-1.0,1.0,-1.0,-0.0010793863027,0.0,2016-05-25 00:00:00.005,68220.0,68880.0,67700.0,67870.0
2016-05-26,,,,,,,,,,2016-05-26 00:00:00.005,68170.0,68700.0,67880.0,68250.0
2016-05-27,,,,,,,,,,2016-05-27 00:00:00.005,68260.0,68820.0,67460.0,68300.0
2016-05-30,,,,,,,,,,2016-05-30 00:00:00.005,68300.0,68670.0,67800.0,68480.0
2016-05-31,,,,,,,,,,2016-05-31 00:00:00.005,68480.0,69450.0,68340.0,69120.0
2016-06-01,69204.248366,0.0083774400731,-321.0,604.0,-1.0,1.0,-1.0,-0.0083774400731,0.0,2016-06-01 00:00:00.005,69140.0,69250.0,67930.0,68210.0
2016-06-02,,,,,,,,,,2016-06-02 00:00:00.005,68160.0,69190.0,67810.0,68540.0
2016-06-03,,,,,,,,,,2016-06-03 00:00:00.005,68360.0,68930.0,68260.0,68660.0
2016-06-06,,,,,,,,,,2016-06-06 00:00:00.005,69240.0,70350.0,68630.0,70150.0
2016-06-07,,,,,,,,,,2016-06-07 00:00:00.005,70180.0,70640.0,69670.0,69890.0
2016-06-08,,,,,,,,,,2016-06-08 00:00:00.005,69590.0,70430.0,69450.0,70090.0
2016-06-13,,,,,,,,,,2016-06-13 00:00:00.005,71000.0,72000.0,70430.0,71410.0
2016-06-14,,,,,,,,,,2016-06-14 00:00:00.005,71690.0,71880.0,71180.0,71570.0
2016-06-15,71252.720403,-0.00467766852269,-61.0,482.0,-1.0,1.0,-1.0,0.00467766852269,1.0,2016-06-15 00:00:00.005,71480.0,72460.0,71200.0,72330.0
2016-06-16,,,,,,,,,,2016-06-16 00:00:00.005,73980.0,73980.0,71340.0,71520.0
2016-06-17,,,,,,,,,,2016-06-17 00:00:00.005,71460.0,72620.0,71170.0,72580.0
2016-06-18,72699.8383838,0.0182958316172,395.0,-7.0,1.0,-1.0,1.0,0.0182958316172,1.0,,,,,
2016-06-20,,,,,,,,,,2016-06-20 00:00:00.005,72740.0,74150.0,72320.0,73780.0
2016-06-21,,,,,,,,,,2016-06-21 00:00:00.005,73930.0,74690.0,73220.0,73650.0
2016-06-22,,,,,,,,,,2016-06-22 00:00:00.005,73650.0,74110.0,72800.0,74050.0
2016-06-23,,,,,,,,,,2016-06-23 00:00:00.005,74070.0,74250.0,72900.0,73280.0
2016-06-24,,,,,,,,,,2016-06-24 00:00:00.005,73500.0,73780.0,71330.0,71820.0
2016-06-27,,,,,,,,,,2016-06-27 00:00:00.005,71840.0,73230.0,71840.0,73010.0
2016-06-28,,,,,,,,,,2016-06-28 00:00:00.005,72880.0,74220.0,72400.0,73900.0
2016-06-29,,,,,,,,,,2016-06-29 00:00:00.005,74020.0,75400.0,74020.0,74710.0
2016-06-30,,,,,,,,,,2016-06-30 00:00:00.005,75000.0,76860.0,74780.0,76300.0
2016-07-01,,,,,,,,,,2016-07-01 00:00:00.005,76260.0,77320.0,75090.0,76870.0
2016-07-04,,,,,,,,,,2016-07-04 00:00:00.005,77100.0,80760.0,76960.0,80760.0
2016-07-05,,,,,,,,,,2016-07-05 00:00:00.005,82020.0,84870.0,78540.0,81950.0
2016-07-06,,,,,,,,,,2016-07-06 00:00:00.005,82100.0,83500.0,77000.0,79320.0
2016-07-07,78226.7576687,-0.0492752845915,1549.0,-3769.0,1.0,-1.0,1.0,-0.0492752845915,0.0,2016-07-07 00:00:00.005,78540.0,82200.0,77880.0,78740.0
2016-07-08,,,,,,,,,,2016-07-08 00:00:00.005,79110.0,79850.0,76520.0,78270.0
2016-07-09,79206.626506,-0.00272035348418,-1326.0,169.0,-1.0,1.0,-1.0,0.00272035348418,1.0,,,,,
2016-07-11,,,,,,,,,,2016-07-11 00:00:00.005,79690.0,81380.0,78400.0,80750.0
2016-07-12,,,,,,,,,,2016-07-12 00:00:00.005,80880.0,82890.0,80340.0,82720.0
2016-07-13,,,,,,,,,,2016-07-13 00:00:00.005,82980.0,85000.0,81530.0,82020.0
2016-07-14,,,,,,,,,,2016-07-14 00:00:00.005,82450.0,83570.0,81250.0,83280.0
2016-07-15,,,,,,,,,,2016-07-15 00:00:00.005,83090.0,83770.0,81700.0,82780.0
2016-07-18,,,,,,,,,,2016-07-18 00:00:00.005,83320.0,83590.0,81070.0,82510.0
2016-07-19,,,,,,,,,,2016-07-19 00:00:00.005,82510.0,85450.0,81890.0,83430.0
2016-07-20,,,,,,,,,,2016-07-20 00:00:00.005,83400.0,83940.0,82230.0,83030.0
2016-07-21,,,,,,,,,,2016-07-21 00:00:00.005,82500.0,84290.0,81930.0,83690.0
2016-07-22,,,,,,,,,,2016-07-22 00:00:00.005,84470.0,85500.0,82490.0,82570.0
2016-07-23,82793.5881393,-0.0197847930863,-1304.0,5776.0,-1.0,1.0,-1.0,0.0197847930863,1.0,,,,,
2016-07-25,,,,,,,,,,2016-07-25 00:00:00.005,83000.0,83230.0,81010.0,81960.0
2016-07-26,,,,,,,,,,2016-07-26 00:00:00.005,82200.0,82330.0,80100.0,80840.0
2016-07-27,80789.3091922,-0.0173262663126,-532.0,2224.0,-1.0,1.0,-1.0,0.0173262663126,1.0,2016-07-27 00:00:00.005,80790.0,82180.0,80640.0,81120.0
2016-07-28,,,,,,,,,,2016-07-28 00:00:00.005,81490.0,83000.0,81150.0,82950.0
2016-07-29,,,,,,,,,,2016-07-29 00:00:00.005,83100.0,83520.0,81730.0,81790.0
2016-08-01,,,,,,,,,,2016-08-01 00:00:00.005,82100.0,84090.0,81410.0,83930.0
2016-08-02,,,,,,,,,,2016-08-02 00:00:00.005,83760.0,85200.0,83210.0,85180.0
2016-08-03,,,,,,,,,,2016-08-03 00:00:00.005,85290.0,85700.0,83450.0,83880.0
2016-08-04,,,,,,,,,,2016-08-04 00:00:00.005,84010.0,84500.0,81590.0,82100.0
2016-08-05,,,,,,,,,,2016-08-05 00:00:00.005,81600.0,83200.0,81590.0,82970.0
2016-08-08,,,,,,,,,,2016-08-08 00:00:00.005,82700.0,84890.0,82110.0,84430.0
2016-08-09,,,,,,,,,,2016-08-09 00:00:00.005,84400.0,84790.0,83300.0,83790.0
2016-08-10,,,,,,,,,,2016-08-10 00:00:00.005,83450.0,84700.0,83100.0,84190.0
2016-08-11,,,,,,,,,,2016-08-11 00:00:00.005,84500.0,85250.0,83090.0,83330.0
2016-08-12,83435.5545403,-0.0143495021051,-1730.0,6893.0,-1.0,1.0,-1.0,0.0143495021051,1.0,2016-08-12 00:00:00.005,83300.0,83900.0,82600.0,83100.0
2016-08-15,,,,,,,,,,2016-08-15 00:00:00.005,82080.0,82500.0,80520.0,80850.0
2016-08-16,,,,,,,,,,2016-08-16 00:00:00.005,81310.0,82050.0,81120.0,81490.0
2016-08-17,81362.9707667,0.00127131129505,1633.0,-201.0,1.0,-1.0,1.0,0.00127131129505,1.0,2016-08-17 00:00:00.005,81380.0,81700.0,80660.0,81170.0
2016-08-18,,,,,,,,,,2016-08-18 00:00:00.005,81050.0,81770.0,80260.0,81440.0
2016-08-19,,,,,,,,,,2016-08-19 00:00:00.005,81530.0,81740.0,80900.0,81540.0
2016-08-20,81411.9608756,-0.00203700204006,2490.0,-167.0,1.0,-1.0,1.0,-0.00203700204006,0.0,,,,,
2016-08-22,,,,,,,,,,2016-08-22 00:00:00.005,81400.0,82140.0,80500.0,80590.0
2016-08-23,,,,,,,,,,2016-08-23 00:00:00.005,80520.0,81480.0,80360.0,81110.0
2016-08-24,,,,,,,,,,2016-08-24 00:00:00.005,81270.0,81580.0,80670.0,80980.0
2016-08-25,,,,,,,,,,2016-08-25 00:00:00.005,81120.0,81320.0,77550.0,78450.0
2016-08-26,,,,,,,,,,2016-08-26 00:00:00.005,77900.0,78790.0,77850.0,78310.0
2016-08-29,,,,,,,,,,2016-08-29 00:00:00.005,78310.0,79280.0,77990.0,78570.0
2016-08-30,,,,,,,,,,2016-08-30 00:00:00.005,78610.0,78970.0,78000.0,78150.0
2016-08-31,,,,,,,,,,2016-08-31 00:00:00.005,77980.0,78710.0,77890.0,78060.0
2016-09-01,78188.7026964,0.000666795158757,291.0,-1215.0,1.0,-1.0,1.0,0.000666795158757,1.0,2016-09-01 00:00:00.005,78000.0,79200.0,77980.0,78810.0
2016-09-02,,,,,,,,,,2016-09-02 00:00:00.005,78530.0,80480.0,78380.0,79820.0
2016-09-03,80107.8264745,0.0178987013659,-986.0,2079.0,-1.0,1.0,-1.0,-0.0178987013659,0.0,,,,,
2016-09-05,,,,,,,,,,2016-09-05 00:00:00.005,80020.0,80840.0,80020.0,80230.0
2016-09-06,,,,,,,,,,2016-09-06 00:00:00.005,80370.0,81120.0,79500.0,81040.0
2016-09-07,80836.8731354,0.00645227963465,-2549.0,2783.0,-1.0,1.0,-1.0,-0.00645227963465,0.0,2016-09-07 00:00:00.005,80910.0,81300.0,80360.0,80920.0
2016-09-08,,,,,,,,,,2016-09-08 00:00:00.005,81150.0,81420.0,80580.0,80980.0
2016-09-09,,,,,,,,,,2016-09-09 00:00:00.005,81400.0,81550.0,80850.0,81320.0
2016-09-12,,,,,,,,,,2016-09-12 00:00:00.005,81400.0,81460.0,78500.0,78710.0
2016-09-13,,,,,,,,,,2016-09-13 00:00:00.005,78820.0,79750.0,78680.0,79310.0
2016-09-14,,,,,,,,,,2016-09-14 00:00:00.005,79190.0,79500.0,78020.0,78280.0
2016-09-19,,,,,,,,,,2016-09-19 00:00:00.005,77990.0,79360.0,77960.0,78960.0
2016-09-20,,,,,,,,,,2016-09-20 00:00:00.005,79100.0,80700.0,79030.0,80610.0
2016-09-21,80633.9637306,0.0157091020002,5224.0,-7296.0,1.0,-1.0,1.0,0.0157091020002,1.0,2016-09-21 00:00:00.005,80690.0,80980.0,80110.0,80510.0
2016-09-22,80749.9025522,0.00143680832849,-3799.0,212.0,-1.0,1.0,-1.0,-0.00143680832849,0.0,2016-09-22 00:00:00.005,80850.0,82560.0,80520.0,81700.0
2016-09-23,,,,,,,,,,2016-09-23 00:00:00.005,82260.0,82650.0,81800.0,82620.0
2016-09-24,82497.418139,0.00302843805875,8548.0,-854.0,1.0,-1.0,1.0,0.00302843805875,1.0,,,,,
2016-09-26,,,,,,,,,,2016-09-26 00:00:00.005,82660.0,82850.0,81400.0,81480.0
2016-09-27,,,,,,,,,,2016-09-27 00:00:00.005,81550.0,82730.0,80200.0,82700.0
2016-09-28,,,,,,,,,,2016-09-28 00:00:00.005,82880.0,82980.0,81510.0,82090.0
2016-09-29,,,,,,,,,,2016-09-29 00:00:00.005,81920.0,83610.0,81570.0,81860.0
2016-09-30,,,,,,,,,,2016-09-30 00:00:00.005,81800.0,81990.0,80430.0,81380.0
2016-10-10,,,,,,,,,,2016-10-10 00:00:00.005,80720.0,81860.0,80200.0,81660.0
2016-10-11,,,,,,,,,,2016-10-11 00:00:00.005,81470.0,82970.0,81470.0,82840.0
2016-10-12,,,,,,,,,,2016-10-12 00:00:00.005,82490.0,83140.0,81890.0,82350.0
2016-10-13,,,,,,,,,,2016-10-13 00:00:00.005,82760.0,83050.0,80900.0,81340.0
2016-10-14,,,,,,,,,,2016-10-14 00:00:00.005,81090.0,82240.0,80720.0,81590.0
2016-10-17,,,,,,,,,,2016-10-17 00:00:00.005,81700.0,82540.0,81420.0,81820.0
2016-10-18,,,,,,,,,,2016-10-18 00:00:00.005,81950.0,82010.0,80850.0,81680.0
2016-10-19,,,,,,,,,,2016-10-19 00:00:00.005,81700.0,82350.0,80410.0,80700.0
2016-10-20,,,,,,,,,,2016-10-20 00:00:00.005,80650.0,81290.0,79780.0,80750.0
2016-10-21,,,,,,,,,,2016-10-21 00:00:00.005,80400.0,80620.0,79360.0,79410.0
