Wind资讯,ZN1612.SHF,ZN1612.SHF
2016-11-21,21150.00 ,52038.00 
2016-11-22,21545.00 ,48532.00 
2016-11-23,21520.00 ,42006.00 
2016-11-24,22405.00 ,36684.00 
2016-11-25,22815.00 ,32692.00 
2016-11-28,23890.00 ,30778.00 
2016-11-29,24110.00 ,24844.00 
2016-11-30,22945.00 ,21580.00 
2016-12-01,22725.00 ,18870.00 
2016-12-02,22265.00 ,17810.00 
2016-12-05,22370.00 ,17540.00 
2016-12-06,22800.00 ,16950.00 
2016-12-07,22985.00 ,16880.00 
2016-12-08,22665.00 ,16390.00 
2016-12-09,22260.00 ,15300.00 
2016-12-12,22540.00 ,14260.00 
2016-12-13,22300.00 ,13750.00 
