Wind资讯,ZN1612.SHF,ZN1612.SHF
,沪锌1612,沪锌1612
日期,结算价,持仓量
2015-12-16,12755.00 ,2.00 
2015-12-17,12745.00 ,10.00 
2015-12-18,12600.00 ,14.00 
2015-12-21,12845.00 ,12.00 
2015-12-22,12860.00 ,10.00 
2015-12-23,12865.00 ,10.00 
2015-12-24,12935.00 ,10.00 
2015-12-25,13000.00 ,10.00 
2015-12-28,13050.00 ,18.00 
2015-12-29,13020.00 ,18.00 
2015-12-30,13525.00 ,62.00 
2015-12-31,13575.00 ,110.00 
2016-01-04,13510.00 ,110.00 
2016-01-05,13445.00 ,110.00 
2016-01-06,13240.00 ,134.00 
2016-01-07,13045.00 ,134.00 
2016-01-08,12830.00 ,134.00 
2016-01-11,12830.00 ,134.00 
2016-01-12,12610.00 ,126.00 
2016-01-13,12600.00 ,126.00 
2016-01-14,12685.00 ,118.00 
2016-01-15,12735.00 ,56.00 
2016-01-18,12635.00 ,56.00 
2016-01-19,12815.00 ,56.00 
2016-01-20,12880.00 ,66.00 
2016-01-21,12875.00 ,66.00 
2016-01-22,12930.00 ,66.00 
2016-01-25,12975.00 ,66.00 
2016-01-26,12975.00 ,66.00 
2016-01-27,13205.00 ,68.00 
2016-01-28,13130.00 ,68.00 
2016-01-29,13130.00 ,68.00 
2016-02-01,13270.00 ,66.00 
2016-02-02,13270.00 ,66.00 
2016-02-03,13615.00 ,64.00 
2016-02-04,13715.00 ,62.00 
2016-02-05,13905.00 ,64.00 
2016-02-15,13975.00 ,62.00 
2016-02-16,13890.00 ,70.00 
2016-02-17,13835.00 ,70.00 
2016-02-18,13925.00 ,70.00 
2016-02-19,13925.00 ,68.00 
2016-02-22,14225.00 ,66.00 
2016-02-23,14350.00 ,68.00 
2016-02-24,14090.00 ,72.00 
2016-02-25,14320.00 ,70.00 
2016-02-26,14160.00 ,70.00 
2016-02-29,14310.00 ,138.00 
2016-03-01,14375.00 ,134.00 
2016-03-02,14510.00 ,136.00 
2016-03-03,14570.00 ,138.00 
2016-03-04,14675.00 ,134.00 
2016-03-07,14705.00 ,130.00 
2016-03-08,14585.00 ,128.00 
2016-03-09,14230.00 ,122.00 
2016-03-10,14380.00 ,122.00 
2016-03-11,14295.00 ,130.00 
2016-03-14,14400.00 ,130.00 
2016-03-15,14285.00 ,130.00 
2016-03-16,14105.00 ,122.00 
2016-03-17,14135.00 ,122.00 
2016-03-18,14625.00 ,126.00 
2016-03-21,14675.00 ,126.00 
2016-03-22,14645.00 ,130.00 
2016-03-23,14585.00 ,142.00 
2016-03-24,14425.00 ,144.00 
2016-03-25,14330.00 ,142.00 
2016-03-28,14450.00 ,140.00 
2016-03-29,14330.00 ,138.00 
2016-03-30,14240.00 ,120.00 
2016-03-31,14240.00 ,122.00 
2016-04-01,14440.00 ,122.00 
2016-04-05,14540.00 ,122.00 
2016-04-06,14380.00 ,134.00 
2016-04-07,14355.00 ,134.00 
2016-04-08,14070.00 ,138.00 
2016-04-11,14160.00 ,158.00 
2016-04-12,14140.00 ,156.00 
2016-04-13,14685.00 ,148.00 
2016-04-14,15000.00 ,144.00 
2016-04-15,14965.00 ,146.00 
2016-04-18,15235.00 ,156.00 
2016-04-19,15190.00 ,156.00 
2016-04-20,15300.00 ,168.00 
2016-04-21,15250.00 ,176.00 
2016-04-22,15120.00 ,186.00 
2016-04-25,15320.00 ,192.00 
2016-04-26,15080.00 ,190.00 
2016-04-27,15125.00 ,188.00 
2016-04-28,14980.00 ,192.00 
2016-04-29,15265.00 ,192.00 
2016-05-03,15355.00 ,198.00 
2016-05-04,15185.00 ,212.00 
2016-05-05,15085.00 ,208.00 
2016-05-06,14935.00 ,220.00 
2016-05-09,14905.00 ,224.00 
2016-05-10,14725.00 ,212.00 
2016-05-11,14880.00 ,224.00 
2016-05-12,15175.00 ,222.00 
2016-05-13,15010.00 ,262.00 
2016-05-16,15100.00 ,268.00 
2016-05-17,15160.00 ,274.00 
2016-05-18,15230.00 ,274.00 
2016-05-19,15120.00 ,274.00 
2016-05-20,15010.00 ,278.00 
2016-05-23,14955.00 ,288.00 
2016-05-24,14770.00 ,258.00 
2016-05-25,14630.00 ,278.00 
2016-05-26,14815.00 ,270.00 
2016-05-27,15000.00 ,284.00 
2016-05-30,15095.00 ,372.00 
2016-05-31,15160.00 ,406.00 
2016-06-01,15075.00 ,406.00 
2016-06-02,15575.00 ,402.00 
2016-06-03,15670.00 ,402.00 
2016-06-06,15810.00 ,418.00 
2016-06-07,15735.00 ,456.00 
2016-06-08,15630.00 ,446.00 
2016-06-13,15910.00 ,582.00 
2016-06-14,15890.00 ,578.00 
2016-06-15,15735.00 ,572.00 
2016-06-16,15775.00 ,590.00 
2016-06-17,15660.00 ,588.00 
2016-06-20,15655.00 ,726.00 
2016-06-21,15790.00 ,694.00 
2016-06-22,15750.00 ,696.00 
2016-06-23,15870.00 ,718.00 
2016-06-24,15640.00 ,732.00 
2016-06-27,15730.00 ,728.00 
2016-06-28,15790.00 ,794.00 
2016-06-29,16235.00 ,800.00 
2016-06-30,16415.00 ,926.00 
2016-07-01,16455.00 ,1160.00 
2016-07-04,16755.00 ,1418.00 
2016-07-05,16485.00 ,1390.00 
2016-07-06,16420.00 ,1730.00 
2016-07-07,16510.00 ,1582.00 
2016-07-08,16440.00 ,1546.00 
2016-07-11,16730.00 ,1578.00 
2016-07-12,16815.00 ,1580.00 
2016-07-13,17085.00 ,1692.00 
2016-07-14,16965.00 ,1796.00 
2016-07-15,17030.00 ,1774.00 
2016-07-18,17210.00 ,1976.00 
2016-07-19,17240.00 ,2580.00 
2016-07-20,17295.00 ,4534.00 
2016-07-21,17320.00 ,6096.00 
2016-07-22,17505.00 ,6844.00 
2016-07-25,17420.00 ,7282.00 
2016-07-26,17330.00 ,7616.00 
2016-07-27,17130.00 ,9756.00 
2016-07-28,16990.00 ,10254.00 
2016-07-29,17060.00 ,10316.00 
2016-08-01,17335.00 ,11296.00 
2016-08-02,17455.00 ,12128.00 
2016-08-03,17440.00 ,15056.00 
2016-08-04,17370.00 ,15588.00 
2016-08-05,17425.00 ,16456.00 
2016-08-08,17515.00 ,18342.00 
2016-08-09,17510.00 ,20346.00 
2016-08-10,17615.00 ,24670.00 
2016-08-11,17760.00 ,27502.00 
2016-08-12,17610.00 ,30472.00 
2016-08-15,17335.00 ,31766.00 
2016-08-16,17360.00 ,33024.00 
2016-08-17,17330.00 ,34230.00 
2016-08-18,17475.00 ,37706.00 
2016-08-19,17550.00 ,39582.00 
2016-08-22,17540.00 ,41088.00 
2016-08-23,17590.00 ,45006.00 
2016-08-24,17625.00 ,45958.00 
2016-08-25,17470.00 ,54162.00 
2016-08-26,17770.00 ,60896.00 
2016-08-29,17900.00 ,66736.00 
2016-08-30,17820.00 ,66596.00 
2016-08-31,17985.00 ,71418.00 
2016-09-01,18115.00 ,82056.00 
2016-09-02,18355.00 ,95652.00 
2016-09-05,18405.00 ,98592.00 
2016-09-06,18280.00 ,98504.00 
2016-09-07,18185.00 ,98380.00 
2016-09-08,18115.00 ,101824.00 
2016-09-09,18070.00 ,106068.00 
2016-09-12,17835.00 ,106224.00 
2016-09-13,17755.00 ,107342.00 
2016-09-14,17605.00 ,105782.00 
2016-09-19,17520.00 ,110116.00 
2016-09-20,17805.00 ,121802.00 
2016-09-21,17975.00 ,133642.00 
2016-09-22,17880.00 ,141338.00 
2016-09-23,17950.00 ,143486.00 
2016-09-26,17705.00 ,153514.00 
2016-09-27,17840.00 ,167754.00 
2016-09-28,18020.00 ,175594.00 
2016-09-29,18185.00 ,177848.00 
2016-09-30,18230.00 ,181474.00 
2016-10-10,18290.00 ,193770.00 
2016-10-11,18215.00 ,205116.00 
2016-10-12,17825.00 ,215874.00 
2016-10-13,17835.00 ,225498.00 
2016-10-14,17735.00 ,220276.00 
2016-10-17,17945.00 ,216584.00 
2016-10-18,18060.00 ,221454.00 
2016-10-19,18180.00 ,213156.00 
2016-10-20,18220.00 ,218918.00 
2016-10-21,18205.00 ,215250.00 
2016-10-24,18140.00 ,213806.00 
2016-10-25,18715.00 ,223252.00 
2016-10-26,18885.00 ,211198.00 
2016-10-27,18830.00 ,208878.00 
2016-10-28,19010.00 ,202966.00 
2016-10-31,19225.00 ,186882.00 
2016-11-01,19770.00 ,166700.00 
2016-11-02,19590.00 ,142278.00 
2016-11-03,19465.00 ,137600.00 
2016-11-04,19800.00 ,128044.00 
2016-11-07,19855.00 ,122410.00 
2016-11-08,19965.00 ,114698.00 
2016-11-09,20005.00 ,109436.00 
2016-11-10,20430.00 ,98736.00 
2016-11-11,20725.00 ,86150.00 
2016-11-14,20895.00 ,75844.00 
2016-11-15,21430.00 ,69340.00 
2016-11-16,21280.00 ,63542.00 
2016-11-17,20700.00 ,59154.00 
2016-11-18,20645.00 ,55524.00 
