Wind资讯,ZN1607.SHF,ZN1607.SHF
,沪锌1607,沪锌1607
日期,结算价,持仓量
2015-07-16,15795.00 ,0.00 
2015-07-17,15720.00 ,0.00 
2015-07-20,15445.00 ,4.00 
2015-07-21,15485.00 ,4.00 
2015-07-22,15325.00 ,6.00 
2015-07-23,15025.00 ,6.00 
2015-07-24,15175.00 ,6.00 
2015-07-27,14820.00 ,6.00 
2015-07-28,14715.00 ,6.00 
2015-07-29,15155.00 ,8.00 
2015-07-30,15080.00 ,8.00 
2015-07-31,14985.00 ,8.00 
2015-08-03,15075.00 ,8.00 
2015-08-04,14815.00 ,8.00 
2015-08-05,14870.00 ,10.00 
2015-08-06,14750.00 ,10.00 
2015-08-07,14440.00 ,10.00 
2015-08-10,14360.00 ,16.00 
2015-08-11,14620.00 ,20.00 
2015-08-12,14505.00 ,16.00 
2015-08-13,14890.00 ,24.00 
2015-08-14,14845.00 ,24.00 
2015-08-17,14765.00 ,28.00 
2015-08-18,14765.00 ,28.00 
2015-08-19,14585.00 ,28.00 
2015-08-20,14685.00 ,28.00 
2015-08-21,14705.00 ,26.00 
2015-08-24,14355.00 ,22.00 
2015-08-25,14285.00 ,20.00 
2015-08-26,14455.00 ,26.00 
2015-08-27,14455.00 ,26.00 
2015-08-28,14725.00 ,26.00 
2015-08-31,14830.00 ,28.00 
2015-09-01,14770.00 ,36.00 
2015-09-02,14845.00 ,36.00 
2015-09-07,14830.00 ,36.00 
2015-09-08,14620.00 ,36.00 
2015-09-09,14865.00 ,36.00 
2015-09-10,14865.00 ,42.00 
2015-09-11,14960.00 ,42.00 
2015-09-14,14720.00 ,50.00 
2015-09-15,14605.00 ,52.00 
2015-09-16,14455.00 ,52.00 
2015-09-17,14370.00 ,74.00 
2015-09-18,14060.00 ,82.00 
2015-09-21,13485.00 ,96.00 
2015-09-22,13210.00 ,302.00 
2015-09-23,13155.00 ,330.00 
2015-09-24,13335.00 ,330.00 
2015-09-25,13455.00 ,320.00 
2015-09-28,13255.00 ,332.00 
2015-09-29,13110.00 ,354.00 
2015-09-30,13260.00 ,378.00 
2015-10-08,13370.00 ,382.00 
2015-10-09,13885.00 ,374.00 
2015-10-12,14240.00 ,388.00 
2015-10-13,14185.00 ,390.00 
2015-10-14,14175.00 ,380.00 
2015-10-15,14250.00 ,372.00 
2015-10-16,14180.00 ,370.00 
2015-10-19,14145.00 ,370.00 
2015-10-20,14010.00 ,370.00 
2015-10-21,13995.00 ,392.00 
2015-10-22,13780.00 ,402.00 
2015-10-23,13905.00 ,432.00 
2015-10-26,13900.00 ,424.00 
2015-10-27,13930.00 ,424.00 
2015-10-28,13945.00 ,420.00 
2015-10-29,13940.00 ,420.00 
2015-10-30,13760.00 ,468.00 
2015-11-02,13705.00 ,498.00 
2015-11-03,13740.00 ,550.00 
2015-11-04,13670.00 ,550.00 
2015-11-05,13690.00 ,570.00 
2015-11-06,13530.00 ,568.00 
2015-11-09,13475.00 ,570.00 
2015-11-10,13385.00 ,566.00 
2015-11-11,13025.00 ,566.00 
2015-11-12,13060.00 ,572.00 
2015-11-13,13080.00 ,570.00 
2015-11-16,12950.00 ,570.00 
2015-11-17,12825.00 ,582.00 
2015-11-18,12535.00 ,584.00 
2015-11-19,12300.00 ,646.00 
2015-11-20,12345.00 ,706.00 
2015-11-23,12015.00 ,752.00 
2015-11-24,12170.00 ,736.00 
2015-11-25,12670.00 ,766.00 
2015-11-26,13030.00 ,740.00 
2015-11-27,12885.00 ,782.00 
2015-11-30,12645.00 ,792.00 
2015-12-01,12670.00 ,798.00 
2015-12-02,12585.00 ,756.00 
2015-12-03,12430.00 ,756.00 
2015-12-04,12430.00 ,756.00 
2015-12-07,12570.00 ,808.00 
2015-12-08,12600.00 ,804.00 
2015-12-09,12450.00 ,816.00 
2015-12-10,12610.00 ,892.00 
2015-12-11,12650.00 ,974.00 
2015-12-14,12825.00 ,1002.00 
2015-12-15,12700.00 ,1002.00 
2015-12-16,12670.00 ,994.00 
2015-12-17,12645.00 ,1002.00 
2015-12-18,12485.00 ,1014.00 
2015-12-21,12770.00 ,1000.00 
2015-12-22,12805.00 ,1032.00 
