Wind资讯,ZN1607.SHF,ZN1607.SHF
2015-12-23,12840.00 ,1032.00 
2015-12-24,13085.00 ,1042.00 
2015-12-25,13065.00 ,1036.00 
2015-12-28,13075.00 ,1044.00 
2015-12-29,13065.00 ,1040.00 
2015-12-30,13365.00 ,1026.00 
2015-12-31,13470.00 ,1032.00 
2016-01-04,13285.00 ,1034.00 
2016-01-05,13280.00 ,940.00 
2016-01-06,13100.00 ,978.00 
2016-01-07,12955.00 ,986.00 
2016-01-08,12900.00 ,1068.00 
2016-01-11,12930.00 ,1120.00 
2016-01-12,12595.00 ,1202.00 
2016-01-13,12520.00 ,1188.00 
2016-01-14,12630.00 ,1164.00 
2016-01-15,12690.00 ,1206.00 
2016-01-18,12675.00 ,1306.00 
2016-01-19,12745.00 ,1320.00 
2016-01-20,12860.00 ,1436.00 
2016-01-21,12755.00 ,1438.00 
2016-01-22,12855.00 ,1404.00 
2016-01-25,12835.00 ,1540.00 
2016-01-26,12865.00 ,1652.00 
2016-01-27,13110.00 ,2454.00 
2016-01-28,13130.00 ,2480.00 
2016-01-29,13055.00 ,2224.00 
2016-02-01,13240.00 ,2134.00 
2016-02-02,13360.00 ,2174.00 
2016-02-03,13475.00 ,2590.00 
2016-02-04,13815.00 ,2606.00 
2016-02-05,13840.00 ,3014.00 
2016-02-15,13920.00 ,2986.00 
2016-02-16,13780.00 ,2998.00 
2016-02-17,13630.00 ,3024.00 
2016-02-18,13670.00 ,2994.00 
2016-02-19,13925.00 ,3614.00 
2016-02-22,14205.00 ,4714.00 
2016-02-23,14230.00 ,4762.00 
2016-02-24,14040.00 ,5022.00 
2016-02-25,14350.00 ,5930.00 
2016-02-26,14095.00 ,6320.00 
2016-02-29,14235.00 ,6592.00 
2016-03-01,14210.00 ,6464.00 
2016-03-02,14375.00 ,7852.00 
2016-03-03,14465.00 ,8196.00 
2016-03-04,14575.00 ,8750.00 
2016-03-07,14640.00 ,10574.00 
2016-03-08,14440.00 ,10382.00 
2016-03-09,14145.00 ,11486.00 
2016-03-10,14210.00 ,11770.00 
2016-03-11,14150.00 ,11932.00 
2016-03-14,14285.00 ,12094.00 
2016-03-15,14170.00 ,12402.00 
2016-03-16,14005.00 ,12786.00 
2016-03-17,14160.00 ,13738.00 
2016-03-18,14480.00 ,15524.00 
2016-03-21,14505.00 ,16996.00 
2016-03-22,14555.00 ,18192.00 
2016-03-23,14505.00 ,17650.00 
2016-03-24,14325.00 ,21802.00 
2016-03-25,14235.00 ,21460.00 
2016-03-28,14340.00 ,21790.00 
2016-03-29,14275.00 ,24242.00 
2016-03-30,14190.00 ,24092.00 
2016-03-31,14180.00 ,27202.00 
2016-04-01,14365.00 ,29832.00 
2016-04-05,14495.00 ,32546.00 
2016-04-06,14330.00 ,37430.00 
2016-04-07,14260.00 ,37384.00 
2016-04-08,13995.00 ,44532.00 
2016-04-11,14100.00 ,45270.00 
2016-04-12,14085.00 ,47576.00 
2016-04-13,14610.00 ,58796.00 
2016-04-14,14995.00 ,65382.00 
2016-04-15,14905.00 ,69966.00 
2016-04-18,15090.00 ,80032.00 
2016-04-19,15135.00 ,89826.00 
2016-04-20,15205.00 ,99494.00 
2016-04-21,15250.00 ,109170.00 
2016-04-22,15085.00 ,99604.00 
2016-04-25,15215.00 ,103714.00 
2016-04-26,15000.00 ,109620.00 
2016-04-27,14975.00 ,119284.00 
2016-04-28,14910.00 ,119276.00 
2016-04-29,15185.00 ,145086.00 
2016-05-03,15260.00 ,150620.00 
2016-05-04,15065.00 ,145928.00 
2016-05-05,14975.00 ,158154.00 
2016-05-06,14825.00 ,164638.00 
2016-05-09,14875.00 ,182614.00 
2016-05-10,14645.00 ,168902.00 
2016-05-11,14785.00 ,177578.00 
2016-05-12,15105.00 ,189886.00 
2016-05-13,14975.00 ,182376.00 
2016-05-16,15070.00 ,196174.00 
2016-05-17,15125.00 ,192568.00 
2016-05-18,15100.00 ,174598.00 
2016-05-19,15005.00 ,166442.00 
2016-05-20,14920.00 ,161664.00 
2016-05-23,14920.00 ,154576.00 
2016-05-24,14645.00 ,175038.00 
2016-05-25,14575.00 ,167378.00 
2016-05-26,14715.00 ,152090.00 
2016-05-27,14935.00 ,141640.00 
2016-05-30,15015.00 ,131122.00 
2016-05-31,15040.00 ,117952.00 
2016-06-01,15045.00 ,103664.00 
2016-06-02,15370.00 ,94712.00 
2016-06-03,15475.00 ,87408.00 
2016-06-06,15700.00 ,81228.00 
2016-06-07,15705.00 ,78484.00 
2016-06-08,15525.00 ,71986.00 
2016-06-13,15835.00 ,70034.00 
2016-06-14,15785.00 ,64878.00 
2016-06-15,15590.00 ,61020.00 
2016-06-16,15640.00 ,57786.00 
2016-06-17,15480.00 ,53088.00 
2016-06-20,15530.00 ,51528.00 
2016-06-21,15645.00 ,45290.00 
2016-06-22,15625.00 ,42910.00 
2016-06-23,15710.00 ,40622.00 
2016-06-24,15565.00 ,37912.00 
2016-06-27,15585.00 ,34686.00 
2016-06-28,15660.00 ,32070.00 
2016-06-29,16090.00 ,29512.00 
2016-06-30,16295.00 ,26550.00 
2016-07-01,16345.00 ,26850.00 
2016-07-04,16700.00 ,26600.00 
2016-07-05,16365.00 ,25410.00 
2016-07-06,16290.00 ,24270.00 
2016-07-07,16360.00 ,22990.00 
2016-07-08,16285.00 ,22000.00 
2016-07-11,16535.00 ,21940.00 
2016-07-12,16625.00 ,21490.00 
2016-07-13,16920.00 ,21130.00 
2016-07-14,16745.00 ,21440.00 
2016-07-15,16820.00 ,21260.00 
,,
,,
