Date,PX_LAST,FUT_AGGTE_OPEN_INT
2013/5/9,334.05,156965
2013/5/8,337.05,160097
2013/5/7,330.25,158787
2013/5/6,331.05,157883
2013/5/3,331.45,164016
2013/5/2,310.45,163989
2013/5/1,308,168123
2013/4/30,318.75,166042
2013/4/29,322.65,162766
2013/4/26,318.6,162206
2013/4/25,324.25,166883
2013/4/24,316.5,171618
2013/4/23,310.4,172312
2013/4/22,314.4,175912
2013/4/19,316.3,178624
2013/4/18,321.9,181272
2013/4/17,320.25,187082
2013/4/16,332.35,187450
2013/4/15,327.3,189642
2013/4/12,335,189633
2013/4/11,343.35,187994
2013/4/10,341.8,184768
2013/4/9,344.15,182719
2013/4/8,337.1,186216
2013/4/5,334.4,185343
2013/4/4,335.15,186127
2013/4/3,333.3,185531
2013/4/2,337.85,179944
2013/4/1,337.45,179690
