YM;ZT;ZM;LW;X;SL;L;LD;J;ZL;J;TA;PVC;DY
2234.07 ;6504.33 ;26203.19 ;4688.51 ;18335.84 ;11482.75 ;16406.02 ;4341.90 ;304.90 ;9060.86 ;31633.57 ;9417.01 ;8183.60 ;9674.70 
2230.44 ;6509.26 ;26635.39 ;4729.79 ;18373.24 ;11537.24 ;16378.26 ;4363.73 ;303.60 ;9080.23 ;32274.31 ;9479.46 ;8146.79 ;9699.36 
2239.98 ;6562.66 ;26860.17 ;4722.06 ;18449.49 ;11584.85 ;16409.63 ;4367.18 ;308.46 ;9224.73 ;32770.12 ;9550.11 ;8152.56 ;9810.63 
2257.55 ;6581.14 ;27235.15 ;4762.34 ;18525.63 ;11485.66 ;16406.10 ;4371.07 ;309.77 ;9343.24 ;33130.92 ;9532.96 ;8059.17 ;9883.31 
2241.24 ;6380.73 ;26216.53 ;4716.46 ;18100.05 ;11471.74 ;16286.63 ;4291.46 ;301.26 ;9072.32 ;32152.55 ;9422.50 ;7958.95 ;9662.89 
2265.90 ;6427.87 ;26218.20 ;4720.99 ;18422.42 ;11590.59 ;16377.35 ;4311.63 ;300.32 ;9205.00 ;33033.24 ;9493.64 ;8053.28 ;9765.20 
2270.03 ;6478.72 ;26617.80 ;4732.33 ;18537.11 ;11661.77 ;16379.10 ;4314.28 ;301.34 ;9196.27 ;33754.11 ;9536.77 ;8025.01 ;9760.94 
2280.38 ;6628.38 ;27389.32 ;4781.97 ;19028.12 ;12177.33 ;16435.86 ;4348.22 ;302.31 ;9409.03 ;35239.15 ;9844.34 ;8218.66 ;9938.22 
2302.72 ;6642.60 ;27907.91 ;4785.93 ;19054.06 ;12224.28 ;16442.53 ;4377.45 ;305.90 ;9463.11 ;35427.07 ;9873.22 ;8268.67 ;10034.22 
2284.60 ;6524.94 ;27232.51 ;4776.70 ;18474.54 ;12152.72 ;16483.71 ;4357.86 ;301.09 ;9354.81 ;34647.04 ;9725.77 ;8154.85 ;9933.06 
2280.77 ;6629.96 ;27477.90 ;4771.13 ;18534.41 ;12083.87 ;16518.41 ;4372.05 ;300.25 ;9359.22 ;34968.18 ;9724.52 ;8185.08 ;9948.02 
2287.07 ;6726.48 ;27663.60 ;4794.68 ;18798.96 ;12179.37 ;16544.59 ;4375.08 ;299.53 ;9405.11 ;36036.76 ;9802.86 ;8226.70 ;9996.11 
2292.19 ;6845.57 ;28209.23 ;4805.21 ;18734.13 ;12065.69 ;16528.49 ;4375.54 ;302.34 ;9346.20 ;37213.73 ;9846.01 ;8225.88 ;10000.44 
2293.93 ;6907.17 ;28751.59 ;4826.41 ;19000.42 ;12165.28 ;16605.46 ;4409.82 ;302.38 ;9467.10 ;37600.47 ;10009.01 ;8258.05 ;10130.89 
2292.44 ;6950.23 ;27481.61 ;4799.79 ;18804.95 ;12100.97 ;16664.58 ;4380.15 ;302.32 ;9449.34 ;36568.47 ;9900.34 ;8179.99 ;10119.42 
2309.65 ;7120.28 ;27672.28 ;4780.77 ;18945.32 ;12474.95 ;16759.12 ;4430.74 ;301.99 ;9643.72 ;37123.57 ;9995.99 ;8259.16 ;10403.07 
2309.37 ;7260.57 ;27609.82 ;4770.01 ;18904.87 ;12471.38 ;16726.78 ;4501.77 ;301.49 ;9653.35 ;37229.85 ;10276.55 ;8399.85 ;10369.08 
2300.09 ;7183.41 ;27474.41 ;4742.15 ;18743.30 ;12535.36 ;16687.88 ;4516.09 ;301.59 ;9726.95 ;37038.58 ;10384.45 ;8437.89 ;10441.83 
2289.85 ;7317.15 ;27569.74 ;4751.99 ;19127.23 ;12398.20 ;16702.02 ;4534.02 ;303.71 ;9812.02 ;35986.45 ;10237.99 ;8376.89 ;10560.63 
2283.95 ;7278.27 ;27467.38 ;4777.39 ;19440.26 ;12225.82 ;16753.26 ;4473.57 ;307.07 ;9678.60 ;36194.05 ;10216.67 ;8384.26 ;10343.04 
2293.34 ;7278.67 ;27702.76 ;4798.66 ;19723.72 ;12350.99 ;16817.45 ;4498.70 ;308.34 ;9769.35 ;36458.13 ;10320.38 ;8397.39 ;10450.21 
2291.04 ;7023.61 ;28078.74 ;4822.07 ;19601.25 ;12175.98 ;16855.19 ;4490.85 ;309.07 ;9790.86 ;37099.07 ;10300.49 ;8261.19 ;10478.52 
2304.79 ;7167.84 ;27864.97 ;4833.44 ;19678.92 ;12478.61 ;16939.40 ;4523.78 ;307.80 ;9929.19 ;37528.72 ;10566.40 ;8402.93 ;10567.91 
2296.82 ;7142.95 ;27947.49 ;4811.30 ;19421.67 ;12424.51 ;16883.82 ;4469.45 ;299.95 ;9808.86 ;38008.23 ;10517.24 ;8324.07 ;10470.46 
2300.96 ;7134.82 ;28914.35 ;4832.11 ;19792.25 ;12563.08 ;16995.53 ;4527.94 ;298.91 ;10094.58 ;38264.31 ;10687.25 ;8421.93 ;10760.44 
2275.17 ;6836.42 ;27884.69 ;4816.38 ;19086.12 ;12094.77 ;16915.22 ;4426.33 ;297.02 ;9859.75 ;36683.88 ;10344.93 ;8072.16 ;10554.45 
2277.39 ;6924.89 ;28084.14 ;4869.11 ;19079.25 ;12080.82 ;16956.94 ;4436.12 ;299.22 ;9823.52 ;37187.61 ;10389.55 ;8048.66 ;10518.44 
2277.60 ;6968.42 ;28472.94 ;4882.62 ;19178.07 ;12063.97 ;16927.60 ;4448.19 ;299.66 ;9899.50 ;37604.91 ;10405.22 ;8068.08 ;10582.78 
2281.71 ;7089.48 ;28811.59 ;4885.36 ;19249.81 ;12125.36 ;16960.57 ;4436.80 ;301.07 ;9727.15 ;38227.24 ;10632.05 ;8104.12 ;10445.67 
2292.92 ;7080.39 ;28722.56 ;4910.63 ;19386.70 ;12152.79 ;16947.90 ;4485.99 ;299.86 ;9801.01 ;38008.08 ;10765.50 ;8105.51 ;10531.04 
2311.03 ;7162.36 ;28577.93 ;4944.32 ;19316.91 ;12174.37 ;16892.87 ;4511.02 ;297.42 ;9841.04 ;38468.42 ;10826.93 ;8067.54 ;10556.19 
2319.90 ;7098.77 ;28655.04 ;4952.98 ;19272.09 ;12109.88 ;16813.15 ;4523.97 ;292.79 ;9770.98 ;38150.86 ;10800.28 ;8063.40 ;10496.51 
2351.60 ;7068.45 ;28739.76 ;4948.29 ;19204.10 ;12021.17 ;16778.66 ;4570.71 ;294.35 ;9729.03 ;38024.18 ;11011.07 ;8147.69 ;10445.57 
2345.23 ;7143.95 ;29129.56 ;4965.93 ;19475.15 ;12192.18 ;16875.43 ;4586.02 ;295.87 ;9860.75 ;39780.99 ;11088.71 ;8242.59 ;10575.44 
2320.76 ;7121.18 ;29062.87 ;4952.89 ;19044.05 ;12128.50 ;16813.45 ;4547.21 ;293.32 ;9839.97 ;40009.34 ;10897.10 ;8148.11 ;10553.18 
2324.03 ;7223.62 ;30169.46 ;4986.56 ;18817.63 ;11901.47 ;16840.49 ;4527.20 ;290.21 ;9862.03 ;40508.54 ;11047.18 ;8113.44 ;10540.17 
2332.61 ;7243.23 ;31187.66 ;5005.92 ;18849.37 ;12172.40 ;16853.24 ;4560.95 ;291.61 ;10010.58 ;40295.85 ;11636.82 ;8198.03 ;10718.44 
2326.92 ;7157.48 ;30660.44 ;5013.79 ;18153.08 ;11715.97 ;16794.32 ;4508.73 ;287.78 ;9798.95 ;39483.77 ;11364.24 ;8059.01 ;10542.11 
2316.14 ;7159.10 ;30564.33 ;4992.09 ;18183.58 ;11682.45 ;16732.40 ;4433.31 ;288.96 ;9591.43 ;39160.34 ;11607.39 ;8148.43 ;10301.36 
2325.38 ;7311.15 ;31544.15 ;4976.62 ;18291.30 ;11649.79 ;16783.83 ;4439.64 ;290.42 ;9680.66 ;40384.26 ;11647.76 ;8158.92 ;10390.48 
2324.18 ;7266.31 ;31085.67 ;4983.19 ;18408.52 ;11708.85 ;16806.24 ;4433.10 ;284.73 ;9690.07 ;40774.21 ;11565.29 ;8218.80 ;10377.72 
2344.25 ;7387.57 ;31541.97 ;5048.08 ;18752.15 ;11798.28 ;16947.99 ;4472.85 ;288.35 ;9861.99 ;40749.13 ;11827.53 ;8268.12 ;10578.79 
2371.65 ;7414.69 ;32401.91 ;5073.38 ;19520.84 ;11978.56 ;17147.29 ;4495.48 ;289.61 ;9915.97 ;41514.63 ;12056.24 ;8313.31 ;10617.55 
2414.68 ;7353.33 ;31981.43 ;5073.27 ;19321.97 ;11992.89 ;17030.11 ;4568.81 ;292.97 ;10135.44 ;42038.81 ;11975.57 ;8308.84 ;10793.41 
2413.76 ;7483.62 ;32438.16 ;5139.52 ;19483.75 ;12355.62 ;17087.68 ;4622.47 ;292.73 ;10204.35 ;42582.67 ;12221.61 ;8529.94 ;10865.44 
2424.24 ;7494.59 ;32615.54 ;5130.60 ;19233.69 ;12344.30 ;17136.43 ;4639.58 ;293.35 ;10167.14 ;42459.42 ;12098.98 ;8456.35 ;10860.91 
2459.13 ;7429.41 ;32005.73 ;5118.89 ;19599.61 ;12479.09 ;17185.05 ;4653.34 ;293.02 ;10189.06 ;42632.33 ;11964.53 ;8491.72 ;10887.50 
2433.07 ;7406.65 ;32126.09 ;5124.95 ;19555.09 ;12404.99 ;17120.63 ;4605.29 ;293.62 ;10048.69 ;41709.90 ;12197.80 ;8450.78 ;10742.86 
2415.89 ;7377.95 ;32579.88 ;5074.83 ;19920.09 ;12389.84 ;17180.09 ;4586.62 ;295.90 ;9859.79 ;41632.64 ;12182.64 ;8449.56 ;10539.06 
2413.04 ;7291.70 ;32907.08 ;4994.15 ;19732.07 ;12280.92 ;17115.71 ;4552.68 ;296.08 ;9698.00 ;41067.66 ;12095.87 ;8419.24 ;10392.70 
2421.59 ;7205.15 ;32299.83 ;4967.14 ;19919.94 ;12164.43 ;17085.19 ;4559.79 ;297.45 ;9662.09 ;40048.24 ;11873.06 ;8394.95 ;10376.43 
2421.81 ;7214.89 ;31102.54 ;5006.99 ;20402.03 ;12259.72 ;17305.35 ;4530.21 ;299.30 ;9646.32 ;40166.90 ;11835.71 ;8594.90 ;10368.93 
2423.38 ;7180.38 ;30864.08 ;4988.74 ;19733.52 ;12015.68 ;17154.74 ;4550.75 ;299.54 ;9729.09 ;39338.17 ;11909.45 ;8483.76 ;10476.30 
2376.48 ;7187.64 ;30772.44 ;4935.82 ;19327.72 ;11687.47 ;17009.92 ;4412.56 ;299.74 ;9312.88 ;39182.15 ;11652.94 ;8421.92 ;10055.08 
2375.93 ;7034.43 ;29481.74 ;4890.14 ;19138.85 ;11637.99 ;17060.55 ;4359.72 ;301.24 ;9175.67 ;38040.01 ;11509.87 ;8601.17 ;9903.23 
2399.14 ;7116.69 ;29747.87 ;4868.88 ;19257.73 ;11734.82 ;17109.44 ;4402.99 ;299.34 ;9331.56 ;38017.10 ;11468.74 ;8642.98 ;10066.94 
2413.20 ;7222.40 ;31455.31 ;4899.05 ;19463.39 ;11904.12 ;17139.40 ;4439.98 ;301.32 ;9453.33 ;38958.09 ;11854.09 ;8645.01 ;10217.38 
2409.98 ;7225.38 ;31997.90 ;4836.71 ;19341.77 ;11848.23 ;17020.45 ;4441.67 ;302.04 ;9424.68 ;39023.02 ;11911.41 ;8494.05 ;10222.52 
2418.94 ;7246.18 ;32228.39 ;4849.49 ;19265.61 ;11920.63 ;17013.59 ;4539.94 ;303.65 ;9572.81 ;38605.38 ;11949.58 ;8410.58 ;10396.48 
2405.03 ;7232.25 ;31488.55 ;4816.67 ;19151.36 ;11942.29 ;16974.49 ;4494.86 ;301.69 ;9508.06 ;38257.36 ;11858.32 ;8298.68 ;10334.97 
2414.27 ;7177.06 ;31430.36 ;4819.38 ;19301.82 ;12006.33 ;17017.37 ;4532.60 ;300.06 ;9626.21 ;37786.68 ;11807.53 ;8211.22 ;10456.76 
2428.06 ;7219.32 ;31919.26 ;4833.82 ;18896.26 ;12227.02 ;16921.93 ;4524.65 ;304.39 ;9644.49 ;38436.59 ;11930.74 ;8261.88 ;10448.43 
2411.50 ;7100.13 ;30370.37 ;4777.10 ;18120.95 ;12007.10 ;16758.91 ;4444.23 ;302.01 ;9487.35 ;35937.75 ;11527.67 ;8178.22 ;10275.19 
2413.00 ;7190.37 ;30809.38 ;4774.33 ;18365.26 ;12042.56 ;16901.24 ;4443.46 ;301.89 ;9389.31 ;36112.33 ;11638.57 ;8194.92 ;10217.14 
2405.84 ;7040.90 ;30276.91 ;4680.38 ;17789.14 ;11802.33 ;16874.10 ;4399.25 ;303.26 ;9232.12 ;35961.63 ;11401.83 ;8111.03 ;10084.19 
2392.18 ;6871.52 ;29946.96 ;4656.30 ;17808.50 ;11719.29 ;16851.25 ;4390.43 ;299.22 ;9170.20 ;34863.33 ;11243.42 ;8114.69 ;10038.35 
2380.00 ;6880.04 ;28802.56 ;4731.19 ;18110.07 ;11683.75 ;16760.80 ;4381.32 ;301.33 ;8990.87 ;33187.26 ;11294.92 ;8165.28 ;9906.54 
2391.59 ;6874.61 ;28189.41 ;4772.56 ;18108.65 ;11545.52 ;16551.82 ;4446.74 ;299.49 ;9060.35 ;33171.65 ;11378.27 ;8133.15 ;9972.01 
2380.54 ;6861.92 ;29007.09 ;4830.65 ;18278.50 ;11587.04 ;16647.55 ;4419.40 ;297.00 ;8947.88 ;34210.24 ;11346.95 ;8038.11 ;9832.59 
2391.81 ;6880.79 ;28710.58 ;4817.15 ;17751.56 ;11512.74 ;16541.45 ;4454.93 ;295.88 ;9023.03 ;34242.18 ;11397.30 ;8017.86 ;9904.50 
2396.19 ;6947.90 ;29635.56 ;4756.08 ;18246.49 ;11672.13 ;16636.41 ;4456.13 ;299.14 ;9183.69 ;35054.65 ;11661.92 ;8084.91 ;10021.10 
2396.21 ;6930.34 ;29312.29 ;4653.88 ;17959.47 ;11597.33 ;16702.66 ;4490.75 ;303.23 ;9280.97 ;35222.40 ;11567.57 ;8093.69 ;10114.93 
2383.28 ;6965.25 ;29333.77 ;4649.91 ;18135.00 ;11704.51 ;16761.98 ;4498.79 ;302.45 ;9160.65 ;35541.64 ;11553.56 ;8186.29 ;10066.45 
2400.77 ;7094.67 ;29948.52 ;4728.44 ;18554.65 ;11847.00 ;16820.88 ;4542.59 ;302.62 ;9234.77 ;36221.59 ;11662.34 ;8245.94 ;10185.63 
2385.93 ;7038.96 ;29452.12 ;4717.94 ;18533.02 ;11758.32 ;16846.77 ;4508.20 ;303.54 ;8970.90 ;35969.51 ;11643.40 ;8233.23 ;9999.75 
2396.34 ;7108.25 ;29370.35 ;4730.30 ;18557.72 ;11782.20 ;16899.23 ;4598.12 ;303.48 ;9107.90 ;35651.36 ;11578.23 ;8258.98 ;10133.87 
2383.96 ;6988.38 ;28069.24 ;4778.52 ;18280.88 ;11609.05 ;16771.51 ;4630.04 ;300.20 ;9125.58 ;34278.49 ;11281.93 ;8161.74 ;10120.80 
2378.09 ;6986.98 ;28186.18 ;4812.75 ;18253.37 ;11532.62 ;16854.42 ;4642.86 ;300.05 ;9082.31 ;34454.46 ;11297.38 ;8104.58 ;10096.97 
2380.56 ;6935.22 ;28009.01 ;4793.27 ;18348.81 ;11494.30 ;16859.66 ;4618.50 ;300.58 ;9193.93 ;35185.92 ;11247.20 ;8058.57 ;10178.43 
2369.38 ;7001.39 ;27693.56 ;4793.50 ;18210.32 ;11502.56 ;16809.15 ;4602.86 ;301.43 ;9186.39 ;34993.12 ;11090.40 ;8033.84 ;10196.77 
2385.09 ;7022.99 ;27597.78 ;4779.86 ;18148.78 ;11329.04 ;16797.08 ;4626.00 ;302.14 ;9264.64 ;34758.14 ;10740.51 ;7976.28 ;10282.99 
2393.94 ;7092.64 ;28133.77 ;4872.74 ;18560.76 ;11441.29 ;16862.02 ;4658.86 ;306.91 ;9373.00 ;36031.01 ;10746.35 ;8038.05 ;10412.83 
2379.80 ;7076.21 ;27960.43 ;4883.10 ;18536.20 ;11482.46 ;16873.44 ;4639.61 ;306.16 ;9314.30 ;35898.71 ;10747.05 ;8089.40 ;10392.03 
2385.44 ;7213.18 ;28661.44 ;4905.45 ;18791.31 ;11685.34 ;16913.77 ;4646.13 ;308.92 ;9415.24 ;36766.25 ;10961.37 ;8201.68 ;10479.50 
2405.32 ;7180.65 ;29356.41 ;4919.08 ;18800.45 ;11766.27 ;16919.22 ;4672.36 ;308.65 ;9537.63 ;37149.07 ;11047.90 ;8202.16 ;10554.15 
2390.36 ;7130.17 ;29188.28 ;4902.48 ;18592.71 ;11865.69 ;16826.47 ;4611.46 ;306.71 ;9350.18 ;36559.18 ;10901.70 ;8177.36 ;10360.88 
2392.56 ;7110.34 ;28937.30 ;4921.45 ;18577.89 ;12076.06 ;16836.52 ;4599.26 ;307.99 ;9263.67 ;36661.44 ;10803.41 ;8249.18 ;10288.21 
2385.32 ;6946.98 ;27982.05 ;4906.80 ;18365.93 ;11806.35 ;16779.98 ;4536.40 ;308.34 ;9152.10 ;35832.23 ;10706.19 ;8156.68 ;10142.25 
2382.63 ;6881.03 ;27679.58 ;4827.16 ;18289.89 ;11669.20 ;16764.06 ;4533.59 ;309.50 ;9102.63 ;35453.39 ;10696.96 ;8078.48 ;10097.68 
2391.32 ;6889.31 ;27459.99 ;4844.26 ;18302.64 ;11730.53 ;16838.67 ;4562.81 ;311.27 ;9123.34 ;35131.86 ;10519.07 ;8130.39 ;10137.16 
2388.32 ;6821.93 ;26999.96 ;4774.71 ;17598.14 ;11531.31 ;16696.17 ;4546.63 ;310.63 ;9057.64 ;34059.97 ;10347.45 ;8040.82 ;10087.66 
2392.62 ;6875.83 ;27125.99 ;4814.68 ;17877.59 ;11650.68 ;16832.90 ;4578.14 ;313.71 ;9229.95 ;35034.97 ;10428.55 ;8100.33 ;10268.91 
2374.34 ;6897.78 ;27167.59 ;4849.38 ;17833.35 ;11763.58 ;16803.40 ;4563.45 ;314.56 ;9226.69 ;34667.14 ;10472.00 ;8218.58 ;10240.92 
2380.89 ;6864.44 ;27626.74 ;4873.08 ;17630.42 ;11811.44 ;16794.12 ;4575.72 ;315.15 ;9341.56 ;34928.18 ;10490.35 ;8240.78 ;10349.41 
2386.98 ;6817.07 ;27132.83 ;4878.91 ;17317.92 ;11803.99 ;16800.17 ;4555.60 ;316.39 ;9305.24 ;33423.26 ;10317.76 ;8237.33 ;10357.06 
2388.78 ;6770.03 ;26469.79 ;4896.14 ;17292.39 ;11710.29 ;16820.59 ;4523.24 ;312.58 ;9166.26 ;33048.71 ;10202.01 ;8228.97 ;10186.91 
2377.71 ;6784.36 ;25892.46 ;4885.46 ;17200.49 ;11633.29 ;16800.67 ;4521.87 ;313.32 ;9144.25 ;32305.94 ;10117.29 ;8256.94 ;10160.75 
2376.50 ;6853.21 ;25812.25 ;4906.63 ;17439.18 ;11748.58 ;16832.46 ;4548.63 ;318.29 ;9279.26 ;32828.17 ;10265.99 ;8505.72 ;10286.10 
2340.44 ;6711.01 ;25655.10 ;4915.41 ;17276.40 ;11636.44 ;16830.74 ;4464.66 ;317.69 ;9066.30 ;31968.66 ;10258.33 ;8499.12 ;10035.03 
2358.57 ;6670.08 ;25864.02 ;4953.60 ;17217.17 ;11623.09 ;16833.00 ;4487.86 ;317.59 ;9178.37 ;31852.23 ;10331.74 ;8489.23 ;10154.94 
2356.71 ;6563.66 ;25262.22 ;4941.38 ;17188.97 ;11486.24 ;16839.55 ;4437.46 ;314.66 ;9081.45 ;31243.80 ;10164.44 ;8439.43 ;10068.53 
2363.78 ;6436.68 ;24167.50 ;4914.15 ;16702.11 ;11358.76 ;16743.71 ;4444.80 ;313.63 ;9081.79 ;30476.34 ;9903.49 ;8420.33 ;10051.91 
2346.03 ;6409.48 ;24309.31 ;4805.49 ;16324.48 ;10846.97 ;16618.94 ;4370.11 ;309.79 ;8840.41 ;30383.68 ;9592.14 ;8213.61 ;9811.80 
2363.66 ;6479.92 ;24418.42 ;4829.88 ;16718.30 ;10982.99 ;16706.15 ;4394.29 ;311.30 ;8913.89 ;31049.30 ;9668.85 ;8265.13 ;9877.19 
2381.53 ;6534.88 ;24795.04 ;4849.44 ;16834.57 ;11061.84 ;16712.83 ;4417.58 ;312.46 ;8990.23 ;31560.13 ;9636.67 ;8208.79 ;9955.71 
2380.10 ;6551.88 ;24784.37 ;4822.65 ;16756.91 ;10981.87 ;16719.16 ;4410.86 ;315.01 ;8987.17 ;31211.00 ;9609.82 ;8114.27 ;9946.82 
2366.68 ;6392.83 ;23976.14 ;4783.62 ;16294.57 ;10544.49 ;16634.92 ;4379.78 ;310.36 ;8890.09 ;29847.86 ;9332.27 ;7945.37 ;9870.59 
2378.53 ;6560.03 ;25028.76 ;4851.49 ;16877.57 ;10734.40 ;16738.07 ;4425.34 ;314.43 ;9024.43 ;31589.69 ;9513.94 ;8071.47 ;10009.88 
2374.00 ;6549.47 ;24814.96 ;4819.65 ;16716.26 ;10628.43 ;16657.41 ;4402.31 ;311.10 ;8930.51 ;31285.29 ;9392.58 ;8076.13 ;9921.59 
2368.14 ;6535.62 ;24832.38 ;4823.78 ;16780.30 ;10748.56 ;16670.97 ;4370.38 ;311.77 ;8924.78 ;31628.04 ;9532.50 ;8054.97 ;9890.26 
2371.06 ;6521.57 ;24807.38 ;4814.82 ;16821.48 ;10694.00 ;16573.81 ;4383.93 ;310.99 ;8990.78 ;31390.52 ;9539.80 ;8070.18 ;9953.99 
2382.12 ;6524.06 ;24718.08 ;4830.90 ;16899.94 ;10553.83 ;16622.76 ;4402.40 ;312.48 ;9063.62 ;31647.34 ;9605.18 ;8015.35 ;10039.16 
2384.17 ;6396.75 ;24573.55 ;4826.14 ;16813.40 ;10593.82 ;16624.73 ;4425.94 ;313.31 ;9187.58 ;31553.52 ;9629.11 ;8040.30 ;10121.68 
2398.39 ;6378.49 ;24580.49 ;4780.14 ;16510.88 ;10389.75 ;16566.70 ;4426.76 ;314.22 ;9138.67 ;30908.54 ;9539.12 ;7915.03 ;10091.11 
2400.32 ;6447.45 ;24821.95 ;4809.22 ;16662.67 ;10434.77 ;16700.79 ;4455.64 ;317.12 ;9253.78 ;31694.11 ;9486.77 ;7965.48 ;10183.83 
2400.41 ;6490.25 ;24878.47 ;4824.49 ;16966.75 ;10489.88 ;16702.11 ;4451.62 ;317.31 ;9194.42 ;32353.15 ;9503.40 ;7980.34 ;10139.14 
2412.44 ;6570.14 ;25168.31 ;4829.78 ;17299.52 ;10719.84 ;16742.91 ;4478.90 ;317.97 ;9291.58 ;32749.01 ;9691.49 ;8121.60 ;10256.79 
2410.16 ;6642.32 ;25032.76 ;4838.91 ;17425.08 ;10730.49 ;16731.40 ;4472.31 ;317.59 ;9303.46 ;32809.77 ;9716.78 ;8151.88 ;10273.15 
2417.62 ;6611.16 ;25009.41 ;4876.16 ;17254.04 ;10632.26 ;16758.04 ;4478.07 ;319.50 ;9344.77 ;32613.41 ;9672.68 ;8112.40 ;10306.42 
2407.75 ;6597.28 ;25676.08 ;4877.37 ;17330.98 ;10691.99 ;16839.70 ;4471.98 ;320.11 ;9309.91 ;32904.57 ;9763.27 ;8268.80 ;10289.58 
2404.99 ;6583.90 ;25606.31 ;4868.61 ;17235.75 ;10673.00 ;16841.23 ;4466.39 ;317.54 ;9282.95 ;32646.28 ;9733.35 ;8241.24 ;10261.42 
2408.45 ;6639.53 ;25579.74 ;4863.59 ;17219.62 ;10482.99 ;16834.35 ;4494.55 ;320.39 ;9313.50 ;32519.52 ;9612.20 ;8121.38 ;10318.53 
2415.37 ;6779.62 ;26203.97 ;4869.85 ;17471.06 ;10633.14 ;16939.99 ;4537.91 ;319.47 ;9488.01 ;33417.29 ;9736.95 ;8186.92 ;10489.38 
2401.71 ;6729.15 ;25705.34 ;4866.78 ;17476.29 ;10717.59 ;17212.37 ;4499.39 ;321.26 ;9372.52 ;33452.41 ;9642.51 ;8173.07 ;10399.42 
2401.88 ;6739.61 ;25221.88 ;4871.77 ;17366.75 ;10771.55 ;17139.07 ;4495.61 ;320.02 ;9317.78 ;33098.39 ;9545.90 ;8169.10 ;10334.11 
2406.28 ;6726.83 ;25118.35 ;4851.96 ;17371.16 ;10653.32 ;17129.51 ;4497.66 ;318.98 ;9316.19 ;33092.15 ;9480.13 ;8129.56 ;10329.71 
2407.26 ;6763.54 ;25280.08 ;4855.80 ;17550.44 ;10604.65 ;17131.11 ;4484.96 ;320.53 ;9210.83 ;33105.88 ;9465.37 ;8051.89 ;10253.21 
2411.40 ;6731.15 ;24797.63 ;4809.98 ;17407.02 ;10620.37 ;17067.80 ;4492.37 ;318.48 ;9186.97 ;32763.37 ;9394.86 ;8019.06 ;10249.02 
2408.24 ;6706.04 ;24542.97 ;4815.20 ;17437.20 ;10680.44 ;17092.43 ;4494.63 ;317.06 ;9216.59 ;32845.00 ;9371.35 ;8057.29 ;10279.41 
2406.56 ;6811.95 ;24826.00 ;4799.57 ;17508.35 ;10766.30 ;17082.74 ;4488.46 ;317.19 ;9222.87 ;33543.45 ;9457.01 ;8072.77 ;10305.62 
2388.91 ;6747.99 ;24474.60 ;4784.06 ;17232.07 ;10618.30 ;16906.86 ;4464.16 ;318.15 ;9113.77 ;33146.14 ;9361.88 ;8028.94 ;10182.22 
2375.17 ;6808.45 ;24437.98 ;4734.32 ;17173.61 ;10622.66 ;16939.78 ;4433.77 ;317.66 ;9061.49 ;33481.52 ;9357.08 ;8048.32 ;10135.89 
2376.73 ;6828.59 ;24504.38 ;4690.56 ;16974.33 ;10430.43 ;16896.56 ;4420.04 ;320.26 ;9059.06 ;33391.82 ;9276.79 ;7937.95 ;10125.43 
2385.47 ;6921.25 ;24814.66 ;4713.69 ;17220.52 ;10488.34 ;17026.84 ;4445.74 ;321.30 ;9110.82 ;33421.48 ;9271.05 ;7973.60 ;10201.34 
2381.48 ;6864.18 ;24644.58 ;4694.76 ;17197.84 ;10463.34 ;17010.35 ;4444.32 ;321.20 ;9070.33 ;32502.90 ;9155.51 ;7964.44 ;10158.84 
2360.29 ;6819.21 ;24222.58 ;4733.33 ;17282.81 ;10426.35 ;17033.20 ;4422.81 ;321.07 ;9004.11 ;32202.12 ;9033.32 ;7918.37 ;10116.05 
2367.58 ;6801.56 ;24106.23 ;4731.13 ;17424.26 ;10408.24 ;17055.12 ;4441.95 ;316.83 ;8932.51 ;32250.53 ;9018.63 ;7928.23 ;10074.47 
2337.58 ;6718.43 ;23015.74 ;4703.22 ;17184.51 ;10333.91 ;16995.67 ;4417.40 ;311.54 ;8737.58 ;30790.81 ;8745.64 ;7892.92 ;9853.25 
2316.46 ;6741.79 ;22826.84 ;4706.29 ;17351.36 ;10430.25 ;17058.48 ;4440.33 ;312.17 ;8746.57 ;30764.10 ;8720.35 ;7888.14 ;9873.28 
2329.99 ;6847.58 ;22920.51 ;4725.91 ;17465.24 ;10495.99 ;17115.12 ;4448.78 ;313.57 ;8835.43 ;31132.86 ;8766.95 ;7907.88 ;9932.93 
2317.67 ;6866.87 ;23144.43 ;4752.12 ;17765.90 ;10634.25 ;17191.82 ;4463.13 ;314.18 ;8903.68 ;31952.50 ;8846.75 ;7983.88 ;10014.48 
2280.25 ;6857.06 ;22681.40 ;4725.97 ;17801.55 ;10702.10 ;17256.86 ;4436.15 ;311.81 ;8803.52 ;32055.75 ;8722.12 ;8015.92 ;9914.48 
2290.42 ;6976.02 ;22783.65 ;4794.28 ;18099.66 ;11110.64 ;17367.70 ;4465.42 ;311.95 ;8888.95 ;33332.47 ;8900.68 ;8167.40 ;10035.99 
2290.91 ;6999.96 ;22782.59 ;4790.44 ;18088.24 ;11159.80 ;17306.12 ;4475.75 ;311.24 ;8852.38 ;33534.57 ;8903.26 ;8151.63 ;10001.82 
2301.04 ;6999.25 ;23015.78 ;4815.72 ;18190.33 ;11135.03 ;17392.14 ;4465.99 ;316.54 ;8839.38 ;33870.22 ;8983.44 ;8171.84 ;10001.55 
