YM;ZT;ZM;LW;X;SL;L;LD;J;ZL;J;TA;PVC;DY
2416.34 ;5340.21 ;19843.93 ;4120.74 ;15723.07 ;11277.77 ;15049.92 ;4795.34 ;329.83 ;6900.35 ;26036.78 ;8840.33 ;6697.12 ;8627.72 
2424.67 ;5369.65 ;20036.73 ;4146.98 ;15772.02 ;11226.64 ;15035.24 ;4797.19 ;329.79 ;6961.95 ;25912.29 ;8806.99 ;6709.09 ;8682.33 
2422.25 ;5361.73 ;19969.15 ;4142.92 ;15960.06 ;11271.39 ;15036.92 ;4826.02 ;329.03 ;6981.25 ;25673.66 ;8751.58 ;6739.62 ;8728.82 
2425.28 ;5402.64 ;19835.81 ;4061.35 ;15641.24 ;11032.53 ;14923.73 ;4809.64 ;320.92 ;6894.11 ;24964.24 ;8595.89 ;6656.67 ;8615.24 
2425.44 ;5466.91 ;19913.58 ;4016.93 ;15691.91 ;11043.59 ;14927.07 ;4856.10 ;324.38 ;6941.85 ;24909.43 ;8615.60 ;6665.95 ;8684.34 
2420.12 ;5442.57 ;19828.35 ;3995.53 ;15547.52 ;11061.30 ;14814.30 ;4807.40 ;324.11 ;6678.70 ;24566.06 ;8591.69 ;6633.92 ;8414.12 
2413.60 ;5361.23 ;19718.31 ;3943.34 ;15541.68 ;10892.19 ;14795.29 ;4764.41 ;324.65 ;6598.96 ;24107.09 ;8406.26 ;6600.07 ;8304.28 
2413.49 ;5384.81 ;19763.89 ;3972.50 ;15671.00 ;10825.50 ;14838.17 ;4755.03 ;328.17 ;6631.80 ;24479.98 ;8391.02 ;6596.23 ;8316.95 
2417.66 ;5421.17 ;19901.69 ;4037.83 ;15665.27 ;11004.24 ;14801.53 ;4751.73 ;326.45 ;6551.44 ;24678.76 ;8456.86 ;6636.49 ;8282.15 
2413.12 ;5429.14 ;19877.29 ;4007.24 ;15477.77 ;10963.72 ;14676.17 ;4770.92 ;323.13 ;6531.98 ;23934.98 ;8266.79 ;6614.15 ;8246.95 
2400.25 ;5380.96 ;20098.25 ;3899.67 ;15322.01 ;10829.09 ;14579.84 ;4760.78 ;322.62 ;6564.99 ;23893.75 ;8085.89 ;6582.73 ;8319.86 
2406.00 ;5430.72 ;20116.40 ;3934.84 ;15418.96 ;10901.56 ;14677.17 ;4780.45 ;323.52 ;6529.12 ;24255.87 ;8136.93 ;6614.76 ;8319.06 
2415.04 ;5412.80 ;20167.43 ;3933.64 ;15319.69 ;10825.14 ;14803.34 ;4780.39 ;322.41 ;6536.94 ;24081.01 ;8205.21 ;6610.71 ;8342.16 
2420.22 ;5378.63 ;20145.11 ;3928.47 ;15211.96 ;10616.46 ;14897.86 ;4782.98 ;323.12 ;6498.67 ;23895.81 ;8141.98 ;6593.93 ;8257.20 
2419.47 ;5425.75 ;20245.73 ;3925.64 ;15274.36 ;10586.90 ;14914.76 ;4794.01 ;321.40 ;6542.86 ;24104.77 ;8148.99 ;6594.58 ;8324.36 
2419.78 ;5427.59 ;20161.77 ;3906.06 ;15180.56 ;10585.00 ;14825.81 ;4774.54 ;322.82 ;6502.66 ;23956.70 ;8151.46 ;6573.73 ;8204.23 
2420.08 ;5405.81 ;20111.24 ;3891.57 ;15123.18 ;10384.71 ;14761.15 ;4746.31 ;322.21 ;6436.48 ;23218.46 ;8047.50 ;6513.20 ;8153.64 
2424.46 ;5427.45 ;20288.32 ;3830.73 ;15250.70 ;10404.22 ;14860.66 ;4751.06 ;324.39 ;6270.52 ;22820.32 ;8084.72 ;6509.39 ;8038.48 
2421.29 ;5391.74 ;20291.15 ;3763.83 ;15245.86 ;10393.12 ;14815.93 ;4738.71 ;323.06 ;6196.25 ;22741.19 ;8058.56 ;6500.58 ;8002.24 
2433.63 ;5417.84 ;20354.90 ;3857.07 ;15311.86 ;10595.92 ;14782.43 ;4779.30 ;324.29 ;6297.94 ;23061.02 ;8241.97 ;6545.76 ;8128.36 
2431.41 ;5443.06 ;20130.49 ;3827.07 ;14855.60 ;10455.84 ;14661.53 ;4749.55 ;324.29 ;6219.64 ;22239.04 ;8098.20 ;6515.94 ;8044.58 
2433.05 ;5457.95 ;20151.71 ;3840.81 ;14844.98 ;10699.08 ;14636.05 ;4755.28 ;325.84 ;6271.68 ;22448.03 ;8115.31 ;6559.01 ;8102.17 
2432.89 ;5521.90 ;20151.31 ;3867.30 ;14927.09 ;10693.09 ;14699.01 ;4759.35 ;327.04 ;6284.20 ;22778.23 ;8081.24 ;6578.31 ;8096.03 
2433.94 ;5522.92 ;20187.75 ;3899.45 ;15000.35 ;10672.93 ;14723.57 ;4792.39 ;326.24 ;6352.72 ;22868.11 ;8101.77 ;6579.93 ;8144.68 
2437.93 ;5492.83 ;20145.40 ;3875.09 ;14958.58 ;10627.08 ;14691.84 ;4815.18 ;326.53 ;6330.56 ;22776.91 ;7946.53 ;6556.56 ;8086.82 
2439.14 ;5481.56 ;20124.81 ;3909.12 ;15038.53 ;10541.91 ;14711.44 ;4842.68 ;325.83 ;6365.40 ;22881.93 ;7957.62 ;6558.20 ;8103.16 
2434.17 ;5448.23 ;20251.07 ;3879.76 ;14983.92 ;10491.88 ;14698.55 ;4851.56 ;324.83 ;6310.55 ;22739.77 ;7874.16 ;6548.92 ;8079.98 
2436.42 ;5439.99 ;20240.51 ;3887.02 ;14840.06 ;10491.51 ;14649.54 ;4832.06 ;323.17 ;6364.33 ;22617.66 ;7777.64 ;6544.83 ;8140.57 
2446.14 ;5408.85 ;20218.01 ;3822.59 ;14811.45 ;10414.49 ;14622.74 ;4826.77 ;325.35 ;6254.90 ;22085.01 ;7806.27 ;6515.00 ;8048.55 
2439.38 ;5378.52 ;20279.27 ;3808.45 ;14769.10 ;10480.94 ;14608.87 ;4809.96 ;323.71 ;6203.15 ;22144.05 ;7768.14 ;6535.17 ;7948.25 
2414.87 ;5334.37 ;20259.30 ;3721.67 ;14629.75 ;10281.82 ;14547.74 ;4789.08 ;323.24 ;6081.12 ;21439.31 ;7657.89 ;6504.26 ;7823.64 
2418.76 ;5336.27 ;20251.06 ;3767.56 ;14718.32 ;10324.76 ;14616.59 ;4793.11 ;324.09 ;6186.94 ;21555.50 ;7844.96 ;6514.97 ;7897.15 
2412.41 ;5361.20 ;20206.01 ;3796.75 ;14540.88 ;10298.91 ;14564.81 ;4772.46 ;316.64 ;6176.53 ;21323.14 ;7901.26 ;6530.71 ;7879.04 
2402.28 ;5403.67 ;20285.57 ;3833.19 ;14712.16 ;10267.46 ;14641.35 ;4790.84 ;319.77 ;6243.29 ;21722.20 ;7936.09 ;6584.61 ;7934.71 
2386.09 ;5387.57 ;20259.28 ;3844.94 ;14865.02 ;10246.44 ;14660.00 ;4787.11 ;319.33 ;6295.34 ;21684.21 ;7954.17 ;6591.07 ;7950.79 
2402.59 ;5407.45 ;20363.23 ;3844.52 ;14851.66 ;10274.60 ;14678.60 ;4810.48 ;320.74 ;6365.90 ;21818.53 ;8083.49 ;6614.26 ;7993.58 
2402.51 ;5389.97 ;20284.97 ;3822.82 ;14775.11 ;10234.36 ;14735.48 ;4807.88 ;314.92 ;6268.44 ;21472.23 ;8022.44 ;6594.04 ;7873.06 
2411.13 ;5366.01 ;20241.91 ;3835.84 ;14775.35 ;10132.02 ;14723.03 ;4811.50 ;315.12 ;6301.16 ;21365.57 ;8051.04 ;6587.10 ;7860.59 
2393.52 ;5367.28 ;20163.71 ;3736.64 ;14448.36 ;9869.79 ;14513.91 ;4789.04 ;299.56 ;6154.89 ;20368.40 ;7773.52 ;6500.76 ;7699.33 
2389.73 ;5354.44 ;20157.24 ;3748.13 ;14583.36 ;9865.89 ;14593.53 ;4790.53 ;276.88 ;6140.03 ;19954.69 ;7710.15 ;6475.05 ;7682.85 
2390.17 ;5346.59 ;20180.26 ;3697.81 ;14567.49 ;9796.80 ;14571.87 ;4790.69 ;275.80 ;6107.09 ;19279.34 ;7694.97 ;6477.02 ;7666.84 
2393.93 ;5366.96 ;20159.71 ;3649.76 ;14290.93 ;9680.02 ;14542.89 ;4796.46 ;276.83 ;6081.75 ;18781.07 ;7533.04 ;6477.68 ;7613.67 
2390.73 ;5306.56 ;19912.82 ;3684.52 ;14581.10 ;9862.31 ;14605.73 ;4783.63 ;283.28 ;6119.58 ;19387.96 ;7738.75 ;6512.20 ;7650.57 
2370.07 ;5189.76 ;19977.27 ;3645.98 ;14486.63 ;9769.57 ;14527.22 ;4765.35 ;284.27 ;5964.51 ;18677.68 ;7685.54 ;6484.20 ;7445.17 
2365.60 ;5134.26 ;19952.05 ;3599.32 ;14526.82 ;9679.95 ;14568.65 ;4775.09 ;282.42 ;6024.53 ;18520.45 ;7613.81 ;6468.95 ;7442.39 
2366.92 ;5131.98 ;19897.71 ;3644.01 ;14629.28 ;9793.12 ;14607.33 ;4723.45 ;285.87 ;5945.39 ;19014.91 ;7713.51 ;6504.47 ;7344.77 
2378.99 ;5117.89 ;19855.81 ;3646.99 ;14704.96 ;9943.79 ;14636.34 ;4704.24 ;289.86 ;5991.22 ;19202.22 ;7796.82 ;6514.02 ;7345.83 
2381.79 ;5210.31 ;19942.73 ;3599.89 ;14760.40 ;9895.77 ;14647.87 ;4713.38 ;295.75 ;5966.08 ;19150.22 ;7753.39 ;6496.45 ;7343.90 
2407.05 ;5170.63 ;19902.19 ;3542.07 ;14398.91 ;9794.96 ;14472.32 ;4720.55 ;290.80 ;5852.52 ;19195.65 ;7691.41 ;6487.01 ;7220.89 
2407.38 ;5149.22 ;20007.60 ;3580.99 ;14460.31 ;9954.50 ;14534.85 ;4731.14 ;295.25 ;5902.11 ;19789.83 ;7766.73 ;6527.39 ;7308.77 
2410.15 ;5215.42 ;20075.00 ;3621.77 ;14660.57 ;10088.20 ;14602.97 ;4758.43 ;294.01 ;5972.01 ;20036.68 ;7849.11 ;6582.21 ;7416.20 
2419.58 ;5225.76 ;20081.94 ;3623.97 ;14554.07 ;10010.86 ;14563.51 ;4738.30 ;289.97 ;5927.59 ;19896.06 ;7731.26 ;6597.05 ;7405.02 
2424.09 ;5232.54 ;20106.37 ;3668.71 ;14670.61 ;10151.45 ;14630.18 ;4753.03 ;290.36 ;6011.19 ;20585.05 ;7857.34 ;6623.09 ;7454.66 
2419.44 ;5197.60 ;20167.56 ;3620.85 ;14580.77 ;10169.26 ;14629.63 ;4743.41 ;292.84 ;5990.45 ;20418.63 ;7828.45 ;6593.78 ;7413.83 
2422.69 ;5220.01 ;20260.46 ;3638.77 ;14623.47 ;10243.24 ;14648.86 ;4752.61 ;291.63 ;6152.99 ;20958.60 ;7862.95 ;6635.98 ;7581.31 
2417.81 ;5234.28 ;20153.16 ;3656.14 ;14575.68 ;10185.03 ;14594.64 ;4719.85 ;285.52 ;6150.64 ;20601.90 ;7826.63 ;6636.52 ;7534.82 
2421.28 ;5222.43 ;20144.96 ;3632.88 ;14472.33 ;10120.40 ;14576.39 ;4718.13 ;286.45 ;6146.68 ;20364.45 ;7825.49 ;6622.46 ;7553.87 
2420.28 ;5156.24 ;20076.57 ;3554.72 ;14375.56 ;9996.69 ;14547.12 ;4726.43 ;281.92 ;6006.72 ;19976.31 ;7742.97 ;6549.36 ;7396.51 
2428.05 ;5161.80 ;20046.95 ;3550.55 ;14374.06 ;10016.53 ;14533.76 ;4740.88 ;278.31 ;6094.45 ;20087.28 ;7735.18 ;6539.59 ;7473.73 
2425.56 ;5166.65 ;20066.63 ;3624.41 ;14454.46 ;10166.34 ;14571.55 ;4752.79 ;275.33 ;6136.33 ;20697.14 ;7816.71 ;6584.02 ;7556.72 
2411.03 ;5135.98 ;20141.04 ;3608.31 ;14386.76 ;10150.50 ;14555.94 ;4757.60 ;269.75 ;6109.12 ;20617.77 ;7773.15 ;6604.78 ;7556.98 
2407.75 ;5138.70 ;20110.89 ;3592.72 ;14465.84 ;10335.21 ;14606.39 ;4756.05 ;279.67 ;6100.92 ;20594.55 ;7910.60 ;6612.19 ;7520.29 
2413.41 ;5143.30 ;20074.65 ;3596.84 ;14552.11 ;10407.53 ;14666.72 ;4764.79 ;279.02 ;6155.22 ;20579.48 ;7876.56 ;6635.47 ;7612.40 
2406.65 ;5077.19 ;20058.46 ;3555.76 ;14432.16 ;10127.90 ;14618.70 ;4746.68 ;276.42 ;6097.45 ;19501.35 ;7775.78 ;6570.86 ;7542.90 
2410.40 ;5081.85 ;20060.95 ;3574.04 ;14551.22 ;10286.71 ;14657.86 ;4732.86 ;278.44 ;6163.91 ;19482.40 ;7847.75 ;6594.34 ;7610.06 
2415.72 ;5076.74 ;20032.51 ;3499.74 ;14533.10 ;10207.42 ;14620.85 ;4735.80 ;279.36 ;6177.17 ;19249.66 ;7832.74 ;6565.94 ;7599.37 
2418.44 ;5113.63 ;20072.33 ;3494.96 ;14533.59 ;10240.51 ;14627.42 ;4746.02 ;278.49 ;6203.72 ;19298.96 ;7846.46 ;6560.13 ;7582.53 
2418.57 ;5016.31 ;20025.59 ;3443.48 ;14509.15 ;10253.68 ;14651.89 ;4747.49 ;277.49 ;6240.67 ;18917.73 ;7833.33 ;6566.58 ;7629.40 
2423.75 ;5026.16 ;20004.08 ;3443.02 ;14670.23 ;10234.99 ;14695.48 ;4733.82 ;281.89 ;6181.11 ;18980.65 ;7818.36 ;6594.82 ;7574.93 
2423.21 ;5013.19 ;19989.80 ;3421.30 ;14750.02 ;10264.03 ;14833.79 ;4738.81 ;283.58 ;6166.98 ;18900.94 ;7841.79 ;6604.92 ;7564.08 
2422.81 ;5025.17 ;20021.87 ;3490.38 ;14869.10 ;10295.48 ;14903.11 ;4768.72 ;279.52 ;6230.28 ;19107.62 ;7928.13 ;6619.58 ;7612.14 
2413.09 ;5023.72 ;20093.44 ;3486.57 ;14786.60 ;10343.22 ;14856.10 ;4757.79 ;281.25 ;6129.62 ;19302.82 ;7905.18 ;6616.55 ;7502.22 
2411.04 ;5055.35 ;20091.52 ;3491.20 ;14905.77 ;10503.76 ;14959.18 ;4762.67 ;280.61 ;6104.31 ;18991.37 ;7968.02 ;6645.81 ;7487.49 
2403.62 ;5025.49 ;20056.93 ;3428.85 ;14841.52 ;10461.81 ;14909.02 ;4754.50 ;278.99 ;6161.04 ;18410.15 ;7903.58 ;6634.44 ;7489.09 
2405.36 ;5073.01 ;20107.77 ;3429.87 ;14841.37 ;10710.93 ;14940.72 ;4740.63 ;281.78 ;6348.23 ;18493.30 ;7932.12 ;6649.10 ;7581.06 
2400.01 ;5007.57 ;20202.14 ;3430.55 ;14571.28 ;10504.24 ;14726.89 ;4724.47 ;278.28 ;6279.76 ;17918.42 ;7842.02 ;6628.36 ;7503.29 
2399.53 ;5025.35 ;20172.37 ;3434.15 ;14528.41 ;10634.52 ;14687.07 ;4725.74 ;277.12 ;6219.83 ;18144.63 ;7896.66 ;6680.61 ;7494.67 
2398.29 ;5131.15 ;20009.46 ;3488.03 ;14589.23 ;10727.54 ;14696.64 ;4713.05 ;277.57 ;6241.73 ;18318.65 ;7925.15 ;6688.31 ;7533.47 
2398.25 ;5116.21 ;20082.52 ;3496.65 ;14521.43 ;10612.18 ;14538.44 ;4716.06 ;275.97 ;6252.71 ;18457.89 ;7942.26 ;6656.51 ;7581.20 
2398.36 ;5118.80 ;20107.36 ;3536.94 ;14542.07 ;10629.78 ;14555.48 ;4708.80 ;274.48 ;6217.77 ;18629.09 ;7948.31 ;6693.72 ;7570.64 
2395.38 ;5089.61 ;20055.06 ;3493.29 ;14379.15 ;10466.46 ;14386.15 ;4700.37 ;266.96 ;6176.12 ;18052.81 ;7859.27 ;6652.53 ;7591.76 
2392.42 ;5052.99 ;20060.20 ;3535.81 ;14437.63 ;10427.78 ;14383.38 ;4667.61 ;261.30 ;5997.64 ;17814.46 ;7810.15 ;6551.11 ;7413.57 
2384.29 ;5041.39 ;20104.49 ;3469.19 ;14290.11 ;10220.15 ;14276.64 ;4650.94 ;256.91 ;5928.81 ;17167.17 ;7686.95 ;6491.58 ;7320.47 
2391.89 ;5084.83 ;20120.99 ;3475.53 ;14379.20 ;10348.89 ;14318.75 ;4677.38 ;257.90 ;5928.07 ;17748.72 ;7709.28 ;6554.85 ;7374.80 
2387.31 ;5073.29 ;20131.65 ;3441.88 ;14318.87 ;10194.20 ;14253.29 ;4670.22 ;251.06 ;5875.91 ;17278.62 ;7634.70 ;6532.24 ;7276.99 
2384.91 ;5065.80 ;20144.34 ;3495.13 ;14419.43 ;10259.03 ;14302.19 ;4665.36 ;250.51 ;5828.51 ;17423.50 ;7680.20 ;6552.27 ;7246.39 
2383.67 ;5050.10 ;20055.54 ;3509.14 ;14418.71 ;10222.89 ;14239.70 ;4656.15 ;243.81 ;5840.60 ;17400.51 ;7665.05 ;6542.62 ;7242.03 
2377.05 ;5093.91 ;20049.05 ;3507.70 ;14532.61 ;10271.03 ;14330.88 ;4620.93 ;252.41 ;5904.40 ;17771.20 ;7739.99 ;6581.43 ;7324.26 
2385.10 ;5109.04 ;20067.58 ;3533.41 ;14641.87 ;10429.62 ;14377.43 ;4638.49 ;254.80 ;5892.68 ;17815.24 ;7769.05 ;6585.09 ;7302.07 
2389.39 ;5097.25 ;20141.98 ;3589.29 ;14642.69 ;10472.16 ;14398.73 ;4639.84 ;252.36 ;5890.55 ;17719.53 ;7780.68 ;6616.52 ;7274.15 
2402.97 ;5000.29 ;20130.42 ;3593.42 ;14548.51 ;10496.85 ;14341.72 ;4650.49 ;253.46 ;5926.88 ;17886.58 ;7750.96 ;6615.47 ;7298.50 
2405.31 ;4992.47 ;20158.96 ;3592.14 ;14478.10 ;10453.73 ;14313.39 ;4651.33 ;251.31 ;5892.07 ;17623.06 ;7712.34 ;6630.16 ;7273.66 
2397.80 ;4954.19 ;20135.33 ;3582.03 ;14426.67 ;10411.74 ;14218.97 ;4631.77 ;245.96 ;5853.97 ;17030.66 ;7699.89 ;6593.23 ;7207.81 
2399.27 ;4977.25 ;20050.34 ;3575.04 ;14537.48 ;10464.34 ;14247.98 ;4656.96 ;253.35 ;5875.05 ;16939.27 ;7730.61 ;6584.06 ;7238.60 
2401.51 ;4971.37 ;19858.48 ;3614.42 ;14560.49 ;10552.41 ;14274.24 ;4663.67 ;251.75 ;5883.36 ;17001.30 ;7743.14 ;6638.34 ;7254.71 
2400.91 ;4983.64 ;19933.77 ;3622.26 ;14789.44 ;10717.08 ;14406.91 ;4672.30 ;259.61 ;5932.62 ;17706.48 ;7833.68 ;6685.55 ;7318.86 
2398.64 ;4949.53 ;19896.38 ;3633.09 ;14657.83 ;10663.90 ;14343.81 ;4660.40 ;257.11 ;5822.37 ;17194.26 ;7817.81 ;6672.61 ;7250.81 
2394.60 ;4951.71 ;19878.41 ;3639.13 ;14692.38 ;10683.23 ;14345.19 ;4642.41 ;259.16 ;5647.74 ;17085.93 ;7839.70 ;6699.45 ;7146.97 
2395.40 ;4892.74 ;19935.75 ;3653.81 ;14727.66 ;10641.90 ;14345.76 ;4659.51 ;258.45 ;5646.86 ;17354.29 ;7813.09 ;6707.04 ;7177.88 
2393.89 ;4896.43 ;19935.91 ;3656.83 ;14636.29 ;10610.11 ;14316.19 ;4663.35 ;259.36 ;5625.67 ;17990.76 ;7805.42 ;6770.34 ;7216.81 
2393.13 ;4914.37 ;19955.49 ;3656.00 ;14524.95 ;10728.75 ;14302.08 ;4646.98 ;256.60 ;5649.47 ;18085.15 ;7824.96 ;6796.86 ;7245.28 
2389.62 ;4905.20 ;19973.58 ;3668.53 ;14498.47 ;10782.45 ;14344.20 ;4623.53 ;258.55 ;5609.07 ;18217.39 ;7828.77 ;6785.85 ;7198.15 
2380.13 ;4957.40 ;19975.78 ;3657.35 ;14633.18 ;10816.34 ;14375.32 ;4635.30 ;264.25 ;5625.25 ;18432.12 ;7923.02 ;6813.16 ;7234.79 
2381.11 ;4948.25 ;19964.66 ;3667.42 ;14628.17 ;10835.33 ;14405.31 ;4651.24 ;266.20 ;5643.77 ;18185.00 ;7892.01 ;6803.78 ;7291.04 
2372.37 ;4942.32 ;19992.42 ;3675.30 ;14647.68 ;10987.99 ;14375.89 ;4613.44 ;267.75 ;5579.25 ;18392.65 ;7899.55 ;6813.33 ;7225.37 
2373.06 ;4944.02 ;20002.59 ;3667.15 ;14701.26 ;10932.44 ;14401.24 ;4524.66 ;264.05 ;5529.27 ;18362.22 ;7878.19 ;6804.49 ;7129.85 
2367.51 ;4924.93 ;19805.47 ;3652.04 ;14612.66 ;10930.86 ;14357.37 ;4362.79 ;265.90 ;5385.59 ;17954.45 ;7842.42 ;6740.84 ;6978.18 
2349.44 ;4920.82 ;19596.27 ;3623.15 ;14523.94 ;10875.82 ;14259.82 ;4335.06 ;263.31 ;5374.94 ;17448.69 ;7786.47 ;6682.57 ;6977.49 
2355.19 ;4959.64 ;19552.86 ;3619.64 ;14469.26 ;10882.75 ;14254.31 ;4303.32 ;263.51 ;5373.60 ;17377.92 ;7802.42 ;6676.38 ;6962.82 
2362.33 ;4943.60 ;19625.57 ;3629.56 ;14482.03 ;10990.91 ;14168.04 ;4392.01 ;265.90 ;5447.86 ;17754.21 ;7887.45 ;6695.32 ;7014.78 
2356.94 ;4981.62 ;19578.96 ;3634.07 ;14527.13 ;11033.73 ;14274.69 ;4391.75 ;263.49 ;5438.39 ;17961.22 ;7937.71 ;6763.88 ;6999.94 
2353.80 ;4970.25 ;19604.30 ;3662.61 ;14528.40 ;11049.45 ;14242.73 ;4395.64 ;257.10 ;5530.40 ;17874.76 ;7942.34 ;6773.67 ;7025.72 
2354.23 ;4990.57 ;19630.22 ;3671.45 ;14614.95 ;11118.39 ;14244.71 ;4377.03 ;262.46 ;5470.40 ;18153.84 ;7991.18 ;6797.95 ;6986.03 
2352.47 ;4979.13 ;19621.57 ;3677.25 ;14597.01 ;11164.99 ;14235.92 ;4383.84 ;258.44 ;5446.24 ;18291.97 ;7983.38 ;6774.65 ;6998.62 
2336.13 ;4954.19 ;19592.11 ;3702.69 ;14555.75 ;11088.85 ;14198.42 ;4301.02 ;256.11 ;5357.40 ;18167.90 ;7935.17 ;6771.53 ;6879.44 
2336.11 ;4987.77 ;19617.59 ;3733.61 ;14655.33 ;11030.49 ;14254.79 ;4331.93 ;258.10 ;5359.36 ;18966.05 ;7952.88 ;6810.08 ;6896.30 
2340.02 ;4991.10 ;19588.87 ;3744.99 ;14742.39 ;10964.71 ;14326.95 ;4329.91 ;261.55 ;5385.71 ;19229.55 ;7931.15 ;6797.78 ;6917.56 
2330.53 ;5053.23 ;19550.65 ;3800.13 ;14942.82 ;10937.25 ;14413.24 ;4371.32 ;266.04 ;5439.79 ;19628.98 ;7952.57 ;6803.54 ;6972.52 
2333.92 ;5066.40 ;19624.86 ;3827.14 ;14912.99 ;11020.96 ;14417.72 ;4418.36 ;267.65 ;5594.97 ;19757.49 ;8061.69 ;6840.84 ;7146.77 
2326.82 ;5035.09 ;19679.99 ;3809.86 ;14858.47 ;10813.63 ;14360.04 ;4378.50 ;263.81 ;5534.09 ;19580.49 ;7999.06 ;6753.64 ;7078.98 
2334.80 ;5065.94 ;19606.71 ;3808.37 ;14926.91 ;10841.18 ;14423.39 ;4390.05 ;268.04 ;5566.76 ;19439.89 ;8020.34 ;6713.57 ;7126.70 
2336.53 ;5092.39 ;19584.29 ;3798.48 ;15180.18 ;10838.32 ;14471.33 ;4404.16 ;271.96 ;5639.35 ;19803.11 ;8013.12 ;6719.00 ;7187.55 
2339.86 ;5037.03 ;19587.98 ;3799.53 ;15204.68 ;10742.54 ;14501.60 ;4418.21 ;274.56 ;5662.50 ;19796.13 ;8000.85 ;6714.59 ;7235.31 
2337.62 ;5025.80 ;19585.06 ;3785.83 ;15011.12 ;10753.87 ;14407.43 ;4417.68 ;271.22 ;5570.93 ;19430.85 ;7875.60 ;6679.59 ;7140.74 
2347.04 ;5002.64 ;19525.45 ;3778.52 ;15082.45 ;10767.91 ;14431.42 ;4417.77 ;273.21 ;5568.45 ;19499.21 ;7851.16 ;6675.06 ;7129.73 
2353.62 ;4950.63 ;19454.73 ;3758.58 ;15142.28 ;10772.31 ;14437.13 ;4427.52 ;272.34 ;5557.37 ;19834.86 ;7873.80 ;6656.16 ;7097.72 
2352.13 ;4925.33 ;19503.54 ;3805.39 ;15081.47 ;10764.50 ;14445.07 ;4425.36 ;274.72 ;5581.16 ;20269.06 ;7846.87 ;6660.40 ;7080.30 
2359.71 ;5030.72 ;19672.10 ;3801.22 ;15185.44 ;10941.38 ;14478.61 ;4580.86 ;278.54 ;5789.29 ;20675.84 ;7970.35 ;6694.13 ;7362.27 
2353.55 ;5013.71 ;19642.97 ;3806.02 ;15110.41 ;11079.80 ;14448.39 ;4524.69 ;279.23 ;5851.51 ;20663.26 ;7987.87 ;6697.65 ;7397.04 
2345.96 ;5016.86 ;19630.13 ;3756.16 ;15030.00 ;11192.78 ;14426.62 ;4491.11 ;284.24 ;5754.53 ;20150.95 ;7978.10 ;6675.03 ;7318.38 
2344.56 ;5025.04 ;19532.82 ;3738.96 ;14956.93 ;11204.11 ;14353.94 ;4487.38 ;280.99 ;5628.49 ;20133.25 ;7992.97 ;6665.61 ;7210.30 
2342.89 ;4980.05 ;19552.28 ;3742.34 ;14839.00 ;11042.75 ;14267.60 ;4468.74 ;280.13 ;5585.76 ;19998.25 ;8005.50 ;6636.67 ;7164.48 
2353.18 ;4973.33 ;19557.40 ;3774.94 ;14927.53 ;11036.09 ;14299.81 ;4500.49 ;278.55 ;5684.68 ;21078.81 ;7968.43 ;6653.43 ;7285.42 
2354.40 ;5007.40 ;19580.85 ;3737.27 ;14867.15 ;11029.16 ;14282.47 ;4502.10 ;277.59 ;5659.88 ;21043.01 ;7960.82 ;6656.90 ;7286.57 
2346.49 ;5021.08 ;19439.14 ;3730.41 ;14795.38 ;11012.94 ;14255.56 ;4482.02 ;280.49 ;5624.39 ;20716.76 ;7937.70 ;6648.91 ;7185.48 
2338.72 ;5022.80 ;19405.01 ;3725.96 ;14692.04 ;11074.00 ;14182.08 ;4481.84 ;276.51 ;5614.05 ;20809.89 ;7943.71 ;6674.91 ;7185.96 
2338.11 ;5136.19 ;19394.18 ;3717.29 ;14752.73 ;11049.35 ;14220.84 ;4502.68 ;273.82 ;5695.59 ;20824.67 ;7926.88 ;6665.62 ;7310.75 
2331.10 ;5141.16 ;19459.35 ;3745.88 ;14864.45 ;11119.54 ;14251.04 ;4503.50 ;276.81 ;5687.12 ;20885.32 ;8035.94 ;6656.72 ;7321.56 
2322.87 ;5127.88 ;19407.60 ;3730.63 ;14752.76 ;11026.65 ;14197.99 ;4500.76 ;275.03 ;5537.80 ;20584.08 ;7960.04 ;6633.12 ;7194.37 
2326.33 ;5127.53 ;19387.66 ;3722.97 ;14755.62 ;10992.80 ;14213.98 ;4537.19 ;272.94 ;5570.08 ;20767.14 ;7876.18 ;6665.93 ;7234.50 
2323.63 ;5117.70 ;19375.63 ;3709.68 ;14674.07 ;10982.89 ;14201.74 ;4535.95 ;268.59 ;5540.73 ;20264.73 ;7883.33 ;6643.05 ;7203.10 
2324.31 ;5119.92 ;19335.17 ;3656.12 ;14787.46 ;10890.11 ;14265.19 ;4535.30 ;262.74 ;5516.45 ;20243.79 ;7869.71 ;6637.50 ;7202.35 
2322.85 ;5056.68 ;19342.98 ;3646.22 ;14657.40 ;10736.54 ;14220.07 ;4487.60 ;264.07 ;5436.66 ;20119.82 ;7817.23 ;6616.77 ;7071.25 
2330.91 ;5046.62 ;19335.06 ;3646.71 ;14666.19 ;10702.62 ;14161.23 ;4500.76 ;262.37 ;5457.20 ;20449.20 ;7790.09 ;6616.35 ;7104.31 
2334.66 ;5024.45 ;19357.88 ;3634.18 ;14676.68 ;10710.08 ;14176.76 ;4525.90 ;260.37 ;5438.92 ;20838.08 ;7779.01 ;6582.44 ;7075.26 
