rank_1,company_name_1,sum_vol,sum_vol_chg,rank_2,company_name_2,hold_vol_buy,hold_vol_buy_chg,rank_3,company_name_3,hold_vol_sell,hold_vol_sell_chg,12,name,update_date
10,恒泰期货  ,645.0,233.0,10,海通期货  ,359.0,208.0,10,招商期货  ,79.0,-1.0,,ni1701,2016-04-21
11,中信期货  ,625.0,166.0,11,恒泰期货  ,337.0,69.0,11,华泰期货  ,45.0,5.0,,ni1701,2016-04-21
12,银河期货  ,546.0,93.0,12,方正中期  ,333.0,97.0,12,上海中期  ,32.0,-6.0,,ni1701,2016-04-21
13,兴证期货  ,542.0,-252.0,13,瑞达期货  ,333.0,235.0,13,美尔雅    ,27.0,0.0,,ni1701,2016-04-21
14,南华期货  ,529.0,499.0,14,中国国际  ,321.0,95.0,14,倍特期货  ,23.0,11.0,,ni1701,2016-04-21
15,上海中期  ,438.0,-297.0,15,西部期货  ,289.0,149.0,15,海通期货  ,20.0,-3.0,,ni1701,2016-04-21
16,中信建投  ,392.0,-13.0,16,弘业期货  ,286.0,78.0,16,华信万达  ,20.0,0.0,,ni1701,2016-04-21
17,华泰期货  ,352.0,-13.0,17,上海中期  ,284.0,52.0,17,申万期货  ,14.0,-7.0,,ni1701,2016-04-21
18,海通期货  ,311.0,260.0,18,华泰期货  ,280.0,-5.0,18,格林大华  ,11.0,0.0,,ni1701,2016-04-21
19,美尔雅    ,310.0,198.0,19,兴证期货  ,280.0,10.0,19,中辉期货  ,10.0,7.0,,ni1701,2016-04-21
20,同信久恒  ,262.0,64.0,20,大有期货  ,252.0,224.0,20,广州期货  ,10.0,10.0,,ni1701,2016-04-21
1,海通期货  ,7183.0,-3308.0,1,中粮期货  ,8683.0,-93.0,1,中国国际  ,14020.0,2.0,,ni1605,2016-04-22
2,中信期货  ,3825.0,-276.0,2,国贸期货  ,7546.0,-95.0,2,建信期货  ,9343.0,25.0,,ni1605,2016-04-22
3,上海中期  ,2939.0,-533.0,3,中信期货  ,7352.0,-428.0,3,兴业期货  ,6386.0,1.0,,ni1605,2016-04-22
4,中粮期货  ,2138.0,1478.0,4,新湖期货  ,3361.0,125.0,4,中信期货  ,5668.0,277.0,,ni1605,2016-04-22
5,新湖期货  ,2082.0,1485.0,5,中原期货  ,3027.0,7.0,5,中粮期货  ,2616.0,-1.0,,ni1605,2016-04-22
6,华西期货  ,1937.0,-939.0,6,金瑞期货  ,2525.0,274.0,6,广发期货  ,2290.0,-26.0,,ni1605,2016-04-22
7,南华期货  ,1690.0,-1180.0,7,永安期货  ,2158.0,-83.0,7,国贸期货  ,2016.0,13.0,,ni1605,2016-04-22
8,中辉期货  ,1610.0,-264.0,8,国泰君安  ,1351.0,17.0,8,五矿经易  ,1212.0,7.0,,ni1605,2016-04-22
9,东证期货  ,1510.0,-291.0,9,五矿经易  ,1195.0,109.0,9,南华期货  ,1048.0,-20.0,,ni1605,2016-04-22
10,五矿经易  ,1316.0,-1984.0,10,方正中期  ,1081.0,-20.0,10,永安期货  ,830.0,-34.0,,ni1605,2016-04-22
11,华泰期货  ,1213.0,-272.0,11,广发期货  ,1070.0,-182.0,11,大有期货  ,717.0,-7.0,,ni1605,2016-04-22
12,恒泰期货  ,1154.0,191.0,12,浙商期货  ,1027.0,-33.0,12,东吴期货  ,601.0,-40.0,,ni1605,2016-04-22
13,通惠期货  ,972.0,-533.0,13,铜冠金源  ,1005.0,6.0,13,上海浙石  ,600.0,0.0,,ni1605,2016-04-22
14,兴证期货  ,963.0,-121.0,14,银河期货  ,974.0,-182.0,14,国泰君安  ,494.0,-16.0,,ni1605,2016-04-22
15,铜冠金源  ,735.0,-888.0,15,大有期货  ,905.0,-226.0,15,华闻期货  ,383.0,0.0,,ni1605,2016-04-22
16,徽商期货  ,706.0,112.0,16,兴证期货  ,743.0,-212.0,16,迈科期货  ,351.0,-6.0,,ni1605,2016-04-22
17,国投期货  ,635.0,-71.0,17,华泰期货  ,737.0,-91.0,17,兴证期货  ,284.0,-143.0,,ni1605,2016-04-22
18,金瑞期货  ,619.0,-1915.0,18,申万期货  ,730.0,-45.0,18,国投期货  ,253.0,26.0,,ni1605,2016-04-22
19,方正中期  ,572.0,-597.0,19,上海中期  ,674.0,-9.0,19,方正中期  ,207.0,-6.0,,ni1605,2016-04-22
20,广发期货  ,558.0,-28.0,20,倍特期货  ,657.0,8.0,20,一德期货  ,167.0,-1.0,,ni1605,2016-04-22
1,海通期货  ,184782.0,2919.0,1,中信期货  ,12685.0,-2886.0,1,中信期货  ,31928.0,-670.0,,ni1609,2016-04-22
2,中信期货  ,67592.0,3243.0,2,南华期货  ,11973.0,423.0,2,中国国际  ,21625.0,-41.0,,ni1609,2016-04-22
3,光大期货  ,55368.0,5218.0,3,中粮期货  ,9994.0,-865.0,3,国泰君安  ,20934.0,3067.0,,ni1609,2016-04-22
4,永安期货  ,46362.0,-6914.0,4,瑞达期货  ,9507.0,-625.0,4,大越期货  ,17737.0,-25.0,,ni1609,2016-04-22
5,方正中期  ,40926.0,-3208.0,5,华泰期货  ,8393.0,-598.0,5,永安期货  ,16511.0,-70.0,,ni1609,2016-04-22
6,国泰君安  ,36971.0,3830.0,6,首创京都  ,8142.0,-104.0,6,建信期货  ,15910.0,-1205.0,,ni1609,2016-04-22
7,华泰期货  ,33935.0,5444.0,7,招商期货  ,7354.0,1994.0,7,国贸期货  ,13509.0,-150.0,,ni1609,2016-04-22
8,南华期货  ,33807.0,-1475.0,8,永安期货  ,7139.0,-614.0,8,广发期货  ,10455.0,-601.0,,ni1609,2016-04-22
9,徽商期货  ,31994.0,-923.0,9,英大期货  ,7073.0,577.0,9,信达期货  ,9881.0,-190.0,,ni1609,2016-04-22
10,瑞达期货  ,31966.0,3155.0,10,申万期货  ,7049.0,-716.0,10,西部期货  ,8795.0,-198.0,,ni1609,2016-04-22
11,铜冠金源  ,31632.0,-270.0,11,方正中期  ,6980.0,-382.0,11,银河期货  ,8231.0,-1296.0,,ni1609,2016-04-22
12,上海中期  ,31210.0,5956.0,12,中原期货  ,6646.0,-102.0,12,江海汇鑫  ,7445.0,126.0,,ni1609,2016-04-22
13,银河期货  ,30343.0,-6157.0,13,弘业期货  ,6543.0,484.0,13,中粮期货  ,7354.0,-237.0,,ni1609,2016-04-22
14,兴证期货  ,29195.0,1317.0,14,广发期货  ,6206.0,585.0,14,南华期货  ,5475.0,-262.0,,ni1609,2016-04-22
15,东证期货  ,28546.0,-1411.0,15,中信建投  ,5937.0,-1360.0,15,兴证期货  ,5064.0,-468.0,,ni1609,2016-04-22
16,国投期货  ,28344.0,3424.0,16,中国国际  ,5855.0,-273.0,16,瑞达期货  ,4861.0,41.0,,ni1609,2016-04-22
17,大地期货  ,25380.0,8532.0,17,光大期货  ,5794.0,-235.0,17,光大期货  ,4503.0,-119.0,,ni1609,2016-04-22
18,国海良时  ,23052.0,1957.0,18,海通期货  ,5026.0,-2365.0,18,通惠期货  ,3855.0,1310.0,,ni1609,2016-04-22
19,申万期货  ,20010.0,-3165.0,19,东航期货  ,4862.0,-766.0,19,海通期货  ,3687.0,287.0,,ni1609,2016-04-22
20,中融汇信  ,19751.0,-1064.0,20,国信期货  ,4729.0,58.0,20,新湖期货  ,3607.0,167.0,,ni1609,2016-04-22
1,国泰君安  ,2988.0,893.0,1,国泰君安  ,5499.0,2492.0,1,中国国际  ,6447.0,-12.0,,ni1701,2016-04-22
2,信达期货  ,2392.0,1368.0,2,中信期货  ,1751.0,380.0,2,建信期货  ,3664.0,0.0,,ni1701,2016-04-22
3,五矿经易  ,1674.0,-2606.0,3,国投期货  ,1044.0,1.0,3,信达期货  ,3178.0,2300.0,,ni1701,2016-04-22
4,恒泰期货  ,1297.0,652.0,4,中信建投  ,706.0,-37.0,4,兴业期货  ,2632.0,0.0,,ni1701,2016-04-22
5,上海中期  ,1019.0,581.0,5,永安期货  ,701.0,15.0,5,永安期货  ,1015.0,15.0,,ni1701,2016-04-22
6,中辉期货  ,935.0,132.0,6,银河期货  ,612.0,-190.0,6,国贸期货  ,642.0,0.0,,ni1701,2016-04-22
7,光大期货  ,831.0,649.0,7,方正中期  ,498.0,165.0,7,南华期货  ,500.0,0.0,,ni1701,2016-04-22
8,中信建投  ,758.0,366.0,8,国都期货  ,436.0,235.0,8,新湖期货  ,100.0,0.0,,ni1701,2016-04-22
9,银河期货  ,732.0,186.0,9,瑞达期货  ,376.0,43.0,9,招商期货  ,78.0,-1.0,,ni1701,2016-04-22
10,美尔雅    ,686.0,376.0,10,宏源期货  ,338.0,-123.0,10,国泰君安  ,53.0,-220.0,,ni1701,2016-04-22
11,中信期货  ,603.0,-22.0,11,海通期货  ,329.0,-30.0,11,上海中期  ,49.0,17.0,,ni1701,2016-04-22
12,兴证期货  ,497.0,-45.0,12,大越期货  ,319.0,104.0,12,华泰期货  ,40.0,-5.0,,ni1701,2016-04-22
13,方正中期  ,447.0,274.0,13,华泰期货  ,313.0,33.0,13,美尔雅    ,38.0,11.0,,ni1701,2016-04-22
14,同信久恒  ,400.0,138.0,14,弘业期货  ,303.0,17.0,14,海通期货  ,31.0,11.0,,ni1701,2016-04-22
15,宏源期货  ,366.0,-291.0,15,中国国际  ,297.0,-24.0,15,格林大华  ,21.0,10.0,,ni1701,2016-04-22
16,中大期货  ,342.0,232.0,16,大有期货  ,290.0,38.0,16,华信万达  ,20.0,0.0,,ni1701,2016-04-22
17,西部期货  ,316.0,119.0,17,招商期货  ,270.0,39.0,17,倍特期货  ,18.0,-5.0,,ni1701,2016-04-22
18,永安期货  ,292.0,-1539.0,18,中大期货  ,254.0,47.0,18,方正中期  ,16.0,8.0,,ni1701,2016-04-22
19,华泰期货  ,268.0,-84.0,19,浙商期货  ,222.0,34.0,19,中信建投  ,16.0,15.0,,ni1701,2016-04-22
20,国都期货  ,235.0,29.0,20,兴证期货  ,216.0,-64.0,20,中辉期货  ,11.0,1.0,,ni1701,2016-04-22
1,海通期货  ,4953.0,-2230.0,1,中粮期货  ,8626.0,-57.0,1,中国国际  ,14020.0,0.0,,ni1605,2016-04-25
2,中信期货  ,2724.0,-1101.0,2,国贸期货  ,7387.0,-159.0,2,建信期货  ,9343.0,0.0,,ni1605,2016-04-25
3,新湖期货  ,2228.0,146.0,3,中信期货  ,6533.0,-819.0,3,兴业期货  ,6386.0,0.0,,ni1605,2016-04-25
4,中粮期货  ,2057.0,-81.0,4,新湖期货  ,4139.0,778.0,4,中信期货  ,5643.0,-25.0,,ni1605,2016-04-25
5,广发期货  ,1634.0,1076.0,5,中原期货  ,2721.0,-306.0,5,中粮期货  ,2616.0,0.0,,ni1605,2016-04-25
6,南华期货  ,1522.0,-168.0,6,永安期货  ,2620.0,462.0,6,国贸期货  ,2042.0,26.0,,ni1605,2016-04-25
7,上海中期  ,1396.0,-1543.0,7,金瑞期货  ,2266.0,-259.0,7,广发期货  ,1369.0,-921.0,,ni1605,2016-04-25
8,五矿经易  ,1364.0,48.0,8,国泰君安  ,1954.0,603.0,8,五矿经易  ,1178.0,-34.0,,ni1605,2016-04-25
9,金瑞期货  ,1269.0,650.0,9,五矿经易  ,1383.0,188.0,9,南华期货  ,903.0,-145.0,,ni1605,2016-04-25
10,方正中期  ,990.0,418.0,10,铜冠金源  ,1028.0,23.0,10,永安期货  ,827.0,-3.0,,ni1605,2016-04-25
11,中辉期货  ,946.0,-664.0,11,浙商期货  ,973.0,-54.0,11,大有期货  ,717.0,0.0,,ni1605,2016-04-25
12,国泰君安  ,863.0,498.0,12,方正中期  ,878.0,-203.0,12,上海浙石  ,600.0,0.0,,ni1605,2016-04-25
13,东证期货  ,744.0,-766.0,13,银河期货  ,781.0,-193.0,13,东吴期货  ,600.0,-1.0,,ni1605,2016-04-25
14,铜冠金源  ,710.0,-25.0,14,华泰期货  ,730.0,-7.0,14,国泰君安  ,444.0,-50.0,,ni1605,2016-04-25
15,恒泰期货  ,661.0,-493.0,15,兴证期货  ,705.0,-38.0,15,华闻期货  ,378.0,-5.0,,ni1605,2016-04-25
16,华西期货  ,651.0,-1286.0,16,广发期货  ,699.0,-371.0,16,迈科期货  ,261.0,-90.0,,ni1605,2016-04-25
17,永安期货  ,619.0,300.0,17,申万期货  ,695.0,-35.0,17,兴证期货  ,234.0,-50.0,,ni1605,2016-04-25
18,华泰期货  ,587.0,-626.0,18,大有期货  ,670.0,-235.0,18,国投期货  ,215.0,-38.0,,ni1605,2016-04-25
19,光大期货  ,486.0,288.0,19,上海中期  ,658.0,-16.0,19,方正中期  ,188.0,-19.0,,ni1605,2016-04-25
20,兴证期货  ,482.0,-481.0,20,倍特期货  ,649.0,-8.0,20,一德期货  ,169.0,2.0,,ni1605,2016-04-25
1,海通期货  ,148358.0,-36424.0,1,中信期货  ,14864.0,2179.0,1,中信期货  ,32140.0,212.0,,ni1609,2016-04-25
2,光大期货  ,57039.0,1671.0,2,南华期货  ,12501.0,528.0,2,中国国际  ,22141.0,516.0,,ni1609,2016-04-25
3,中信期货  ,51767.0,-15825.0,3,瑞达期货  ,10460.0,953.0,3,国泰君安  ,21404.0,470.0,,ni1609,2016-04-25
4,永安期货  ,50021.0,3659.0,4,中粮期货  ,9977.0,-17.0,4,大越期货  ,17702.0,-35.0,,ni1609,2016-04-25
5,方正中期  ,40628.0,-298.0,5,永安期货  ,9378.0,2239.0,5,永安期货  ,16311.0,-200.0,,ni1609,2016-04-25
6,瑞达期货  ,37287.0,5321.0,6,华泰期货  ,8372.0,-21.0,6,建信期货  ,15912.0,2.0,,ni1609,2016-04-25
7,徽商期货  ,34060.0,2066.0,7,广发期货  ,8097.0,1891.0,7,国贸期货  ,13613.0,104.0,,ni1609,2016-04-25
8,南华期货  ,31551.0,-2256.0,8,首创京都  ,8018.0,-124.0,8,广发期货  ,10990.0,535.0,,ni1609,2016-04-25
9,国泰君安  ,31113.0,-5858.0,9,申万期货  ,7735.0,686.0,9,信达期货  ,9908.0,27.0,,ni1609,2016-04-25
10,华泰期货  ,30893.0,-3042.0,10,英大期货  ,7345.0,272.0,10,西部期货  ,8713.0,-82.0,,ni1609,2016-04-25
11,铜冠金源  ,29141.0,-2491.0,11,中原期货  ,6938.0,292.0,11,银河期货  ,7953.0,-278.0,,ni1609,2016-04-25
12,银河期货  ,24682.0,-5661.0,12,中国国际  ,6331.0,476.0,12,江海汇鑫  ,7392.0,-53.0,,ni1609,2016-04-25
13,上海中期  ,23217.0,-7993.0,13,中信建投  ,6034.0,97.0,13,中粮期货  ,7228.0,-126.0,,ni1609,2016-04-25
14,东证期货  ,22168.0,-6378.0,14,国泰君安  ,5798.0,1275.0,14,南华期货  ,5332.0,-143.0,,ni1609,2016-04-25
15,广发期货  ,20552.0,2208.0,15,方正中期  ,5682.0,-1298.0,15,兴证期货  ,4845.0,-219.0,,ni1609,2016-04-25
16,东航期货  ,19399.0,-132.0,16,光大期货  ,5493.0,-301.0,16,瑞达期货  ,4513.0,-348.0,,ni1609,2016-04-25
17,国海良时  ,19250.0,-3802.0,17,东航期货  ,5048.0,186.0,17,光大期货  ,4507.0,4.0,,ni1609,2016-04-25
18,五矿经易  ,17747.0,-75.0,18,弘业期货  ,4905.0,-1638.0,18,新湖期货  ,4407.0,800.0,,ni1609,2016-04-25
19,弘业期货  ,17157.0,76.0,19,海通期货  ,4854.0,-172.0,19,通惠期货  ,3957.0,102.0,,ni1609,2016-04-25
20,申万期货  ,17116.0,-2894.0,20,国信期货  ,4641.0,-88.0,20,海通期货  ,3421.0,-266.0,,ni1609,2016-04-25
1,海通期货  ,1294.0,1147.0,1,国泰君安  ,5488.0,-11.0,1,中国国际  ,6439.0,-8.0,,ni1701,2016-04-25
2,中辉期货  ,658.0,-277.0,2,中信期货  ,1548.0,-203.0,2,建信期货  ,3901.0,237.0,,ni1701,2016-04-25
3,方正中期  ,446.0,-1.0,3,国投期货  ,1042.0,-2.0,3,信达期货  ,3178.0,0.0,,ni1701,2016-04-25
4,银河期货  ,436.0,-296.0,4,永安期货  ,770.0,69.0,4,兴业期货  ,2632.0,0.0,,ni1701,2016-04-25
5,上海中期  ,430.0,-589.0,5,银河期货  ,759.0,147.0,5,永安期货  ,1029.0,14.0,,ni1701,2016-04-25
6,中信期货  ,424.0,-179.0,6,中信建投  ,750.0,44.0,6,国贸期货  ,642.0,0.0,,ni1701,2016-04-25
7,恒泰期货  ,422.0,-875.0,7,方正中期  ,677.0,179.0,7,南华期货  ,625.0,125.0,,ni1701,2016-04-25
8,永安期货  ,385.0,93.0,8,国都期货  ,437.0,1.0,8,新湖期货  ,100.0,0.0,,ni1701,2016-04-25
9,南华期货  ,272.0,220.0,9,瑞达期货  ,373.0,-3.0,9,国泰君安  ,97.0,44.0,,ni1701,2016-04-25
10,华泰期货  ,272.0,4.0,10,华泰期货  ,373.0,60.0,10,华泰期货  ,80.0,40.0,,ni1701,2016-04-25
11,西部期货  ,262.0,-54.0,11,宏源期货  ,361.0,23.0,11,招商期货  ,76.0,-2.0,,ni1701,2016-04-25
12,同信久恒  ,254.0,-146.0,12,海通期货  ,341.0,12.0,12,西部期货  ,53.0,53.0,,ni1701,2016-04-25
13,建信期货  ,241.0,236.0,13,弘业期货  ,323.0,20.0,13,上海中期  ,50.0,1.0,,ni1701,2016-04-25
14,宏源期货  ,206.0,-160.0,14,大越期货  ,322.0,3.0,14,美尔雅    ,38.0,0.0,,ni1701,2016-04-25
15,中信建投  ,197.0,-561.0,15,大有期货  ,319.0,29.0,15,方正中期  ,35.0,19.0,,ni1701,2016-04-25
16,华联期货  ,162.0,130.0,16,中国国际  ,300.0,3.0,16,海通期货  ,31.0,0.0,,ni1701,2016-04-25
17,东航期货  ,142.0,-53.0,17,招商期货  ,288.0,18.0,17,倍特期货  ,23.0,5.0,,ni1701,2016-04-25
18,中大期货  ,137.0,-205.0,18,中大期货  ,271.0,17.0,18,中信建投  ,21.0,5.0,,ni1701,2016-04-25
19,光大期货  ,124.0,-707.0,19,信达期货  ,254.0,57.0,19,安粮期货  ,20.0,20.0,,ni1701,2016-04-25
20,国泰君安  ,121.0,-2867.0,20,浙商期货  ,235.0,13.0,20,华信万达  ,20.0,0.0,,ni1701,2016-04-25
1,中粮期货  ,4186.0,2129.0,1,中粮期货  ,8717.0,91.0,1,中国国际  ,14020.0,0.0,,ni1605,2016-04-26
2,海通期货  ,3833.0,-1120.0,2,国贸期货  ,7838.0,451.0,2,建信期货  ,8210.0,-1133.0,,ni1605,2016-04-26
3,中信期货  ,3383.0,659.0,3,中信期货  ,6724.0,191.0,3,兴业期货  ,6387.0,1.0,,ni1605,2016-04-26
4,国贸期货  ,3199.0,2888.0,4,新湖期货  ,3872.0,-267.0,4,中信期货  ,5635.0,-8.0,,ni1605,2016-04-26
5,上海中期  ,1934.0,538.0,5,永安期货  ,2771.0,151.0,5,中粮期货  ,2339.0,-277.0,,ni1605,2016-04-26
6,南华期货  ,1581.0,59.0,6,金瑞期货  ,2324.0,58.0,6,国贸期货  ,2092.0,50.0,,ni1605,2016-04-26
7,建信期货  ,1143.0,1135.0,7,中原期货  ,2026.0,-695.0,7,五矿经易  ,1182.0,4.0,,ni1605,2016-04-26
8,新湖期货  ,1057.0,-1171.0,8,国泰君安  ,1942.0,-12.0,8,广发期货  ,1101.0,-268.0,,ni1605,2016-04-26
9,中辉期货  ,978.0,32.0,9,五矿经易  ,1165.0,-218.0,9,永安期货  ,827.0,0.0,,ni1605,2016-04-26
10,中原期货  ,729.0,366.0,10,铜冠金源  ,1005.0,-23.0,10,大有期货  ,717.0,0.0,,ni1605,2016-04-26
11,海航东银  ,598.0,597.0,11,浙商期货  ,946.0,-27.0,11,南华期货  ,605.0,-298.0,,ni1605,2016-04-26
12,五矿经易  ,534.0,-830.0,12,方正中期  ,862.0,-16.0,12,上海浙石  ,600.0,0.0,,ni1605,2016-04-26
13,恒泰期货  ,501.0,-160.0,13,上海中期  ,782.0,124.0,13,东吴期货  ,600.0,0.0,,ni1605,2016-04-26
14,兴证期货  ,490.0,8.0,14,格林大华  ,639.0,1.0,14,国泰君安  ,443.0,-1.0,,ni1605,2016-04-26
15,广发期货  ,424.0,-1210.0,15,倍特期货  ,636.0,-13.0,15,华闻期货  ,378.0,0.0,,ni1605,2016-04-26
16,铜冠金源  ,376.0,-334.0,16,银河期货  ,628.0,-153.0,16,国投期货  ,221.0,6.0,,ni1605,2016-04-26
17,金瑞期货  ,348.0,-921.0,17,华泰期货  ,613.0,-117.0,17,兴证期货  ,218.0,-16.0,,ni1605,2016-04-26
18,信达期货  ,335.0,314.0,18,申万期货  ,609.0,-86.0,18,方正中期  ,185.0,-3.0,,ni1605,2016-04-26
19,大有期货  ,332.0,59.0,19,广发期货  ,587.0,-112.0,19,一德期货  ,166.0,-3.0,,ni1605,2016-04-26
20,大地期货  ,320.0,-136.0,20,东兴期货  ,486.0,-33.0,20,海通期货  ,148.0,21.0,,ni1605,2016-04-26
1,海通期货  ,105215.0,-43143.0,1,南华期货  ,14054.0,1553.0,1,中信期货  ,32189.0,49.0,,ni1609,2016-04-26
2,中信期货  ,40805.0,-10962.0,2,中信期货  ,10740.0,-4124.0,2,国泰君安  ,21699.0,295.0,,ni1609,2016-04-26
3,永安期货  ,32468.0,-17553.0,3,中粮期货  ,9957.0,-20.0,3,中国国际  ,21457.0,-684.0,,ni1609,2016-04-26
4,方正中期  ,29315.0,-11313.0,4,永安期货  ,9044.0,-334.0,4,大越期货  ,17693.0,-9.0,,ni1609,2016-04-26
5,光大期货  ,25843.0,-31196.0,5,华泰期货  ,8672.0,300.0,5,建信期货  ,16855.0,943.0,,ni1609,2016-04-26
6,徽商期货  ,23671.0,-10389.0,6,首创京都  ,8022.0,4.0,6,永安期货  ,16081.0,-230.0,,ni1609,2016-04-26
7,南华期货  ,22079.0,-9472.0,7,广发期货  ,7993.0,-104.0,7,国贸期货  ,14169.0,556.0,,ni1609,2016-04-26
8,国泰君安  ,21465.0,-9648.0,8,中原期货  ,7576.0,638.0,8,广发期货  ,10592.0,-398.0,,ni1609,2016-04-26
9,上海中期  ,21247.0,-1970.0,9,申万期货  ,7350.0,-385.0,9,信达期货  ,9880.0,-28.0,,ni1609,2016-04-26
10,华泰期货  ,20487.0,-10406.0,10,瑞达期货  ,6465.0,-3995.0,10,西部期货  ,8990.0,277.0,,ni1609,2016-04-26
11,瑞达期货  ,19852.0,-17435.0,11,英大期货  ,6403.0,-942.0,11,银河期货  ,8093.0,140.0,,ni1609,2016-04-26
12,东证期货  ,17051.0,-5117.0,12,中信建投  ,6288.0,254.0,12,中粮期货  ,7613.0,385.0,,ni1609,2016-04-26
13,兴证期货  ,16244.0,504.0,13,中国国际  ,6171.0,-160.0,13,江海汇鑫  ,7492.0,100.0,,ni1609,2016-04-26
14,中融汇信  ,16177.0,10318.0,14,光大期货  ,6015.0,522.0,14,瑞达期货  ,6150.0,1637.0,,ni1609,2016-04-26
15,东方汇金  ,13158.0,3774.0,15,招商期货  ,5714.0,3258.0,15,兴证期货  ,4917.0,72.0,,ni1609,2016-04-26
16,广发期货  ,13020.0,-7532.0,16,方正中期  ,5546.0,-136.0,16,新湖期货  ,4321.0,-86.0,,ni1609,2016-04-26
17,银河期货  ,12824.0,-11858.0,17,国泰君安  ,5352.0,-446.0,17,光大期货  ,4284.0,-223.0,,ni1609,2016-04-26
18,东航期货  ,12753.0,-6646.0,18,海航东银  ,5300.0,1974.0,18,通惠期货  ,3964.0,7.0,,ni1609,2016-04-26
19,弘业期货  ,12587.0,-4570.0,19,东航期货  ,4876.0,-172.0,19,南华期货  ,3858.0,-1474.0,,ni1609,2016-04-26
20,中辉期货  ,11959.0,-817.0,20,弘业期货  ,4688.0,-217.0,20,海通期货  ,3591.0,170.0,,ni1609,2016-04-26
1,南华期货  ,1682.0,1410.0,1,国泰君安  ,5770.0,282.0,1,中国国际  ,6440.0,1.0,,ni1701,2016-04-26
2,海通期货  ,1151.0,-143.0,2,中信期货  ,1978.0,430.0,2,建信期货  ,3901.0,0.0,,ni1701,2016-04-26
3,上海中期  ,577.0,147.0,3,国投期货  ,1044.0,2.0,3,信达期货  ,3178.0,0.0,,ni1701,2016-04-26
4,中辉期货  ,557.0,-101.0,4,银河期货  ,838.0,79.0,4,兴业期货  ,2632.0,0.0,,ni1701,2016-04-26
5,中信建投  ,522.0,325.0,5,永安期货  ,810.0,40.0,5,南华期货  ,2278.0,1653.0,,ni1701,2016-04-26
6,中信期货  ,506.0,82.0,6,方正中期  ,689.0,12.0,6,永安期货  ,1018.0,-11.0,,ni1701,2016-04-26
7,五矿经易  ,356.0,260.0,7,中信建投  ,575.0,-175.0,7,国贸期货  ,642.0,0.0,,ni1701,2016-04-26
8,恒泰期货  ,342.0,-80.0,8,国都期货  ,437.0,0.0,8,国泰君安  ,97.0,0.0,,ni1701,2016-04-26
9,国泰君安  ,290.0,169.0,9,瑞达期货  ,427.0,54.0,9,华泰期货  ,81.0,1.0,,ni1701,2016-04-26
10,西部期货  ,236.0,-26.0,10,华泰期货  ,389.0,16.0,10,招商期货  ,76.0,0.0,,ni1701,2016-04-26
11,永安期货  ,203.0,-182.0,11,中国国际  ,350.0,50.0,11,美尔雅    ,39.0,1.0,,ni1701,2016-04-26
12,同信久恒  ,188.0,-66.0,12,弘业期货  ,328.0,5.0,12,上海中期  ,31.0,-19.0,,ni1701,2016-04-26
13,兴证期货  ,182.0,85.0,13,海通期货  ,326.0,-15.0,13,国信期货  ,24.0,24.0,,ni1701,2016-04-26
14,大有期货  ,177.0,90.0,14,宏源期货  ,326.0,-35.0,14,海通期货  ,23.0,-8.0,,ni1701,2016-04-26
15,浙商期货  ,174.0,64.0,15,兴证期货  ,296.0,96.0,15,倍特期货  ,23.0,0.0,,ni1701,2016-04-26
16,银河期货  ,171.0,-265.0,16,中大期货  ,295.0,24.0,16,安粮期货  ,20.0,0.0,,ni1701,2016-04-26
17,渤海期货  ,166.0,163.0,17,招商期货  ,295.0,7.0,17,华信万达  ,20.0,0.0,,ni1701,2016-04-26
18,方正中期  ,165.0,-281.0,18,大有期货  ,290.0,-29.0,18,格林大华  ,17.0,0.0,,ni1701,2016-04-26
19,东航期货  ,153.0,11.0,19,信达期货  ,264.0,10.0,19,方正中期  ,16.0,-19.0,,ni1701,2016-04-26
20,中大期货  ,144.0,7.0,20,恒泰期货  ,244.0,144.0,20,一德期货  ,15.0,8.0,,ni1701,2016-04-26
1,中信期货  ,2870.0,-513.0,1,中粮期货  ,8718.0,1.0,1,中国国际  ,13202.0,-818.0,,ni1605,2016-04-27
2,海通期货  ,2118.0,-1715.0,2,国贸期货  ,7834.0,-4.0,2,建信期货  ,7350.0,-860.0,,ni1605,2016-04-27
3,上海中期  ,1533.0,-401.0,3,中信期货  ,5980.0,-744.0,3,兴业期货  ,6385.0,-2.0,,ni1605,2016-04-27
4,新湖期货  ,1261.0,204.0,4,新湖期货  ,3869.0,-3.0,4,中信期货  ,5635.0,0.0,,ni1605,2016-04-27
5,中国国际  ,1111.0,876.0,5,永安期货  ,3077.0,306.0,5,中粮期货  ,2339.0,0.0,,ni1605,2016-04-27
6,南华期货  ,953.0,-628.0,6,国泰君安  ,1958.0,16.0,6,国贸期货  ,2045.0,-47.0,,ni1605,2016-04-27
7,建信期货  ,861.0,-282.0,7,金瑞期货  ,1781.0,-543.0,7,五矿经易  ,1181.0,-1.0,,ni1605,2016-04-27
8,中辉期货  ,737.0,-241.0,8,中原期货  ,1420.0,-606.0,8,永安期货  ,805.0,-22.0,,ni1605,2016-04-27
9,中原期货  ,643.0,-86.0,9,五矿经易  ,1121.0,-44.0,9,广发期货  ,761.0,-340.0,,ni1605,2016-04-27
10,恒泰期货  ,639.0,138.0,10,铜冠金源  ,1016.0,11.0,10,大有期货  ,717.0,0.0,,ni1605,2016-04-27
