rank_1,company_name_1,sum_vol,sum_vol_chg,rank_2,company_name_2,hold_vol_buy,hold_vol_buy_chg,rank_3,company_name_3,hold_vol_sell,hold_vol_sell_chg,12,name,update_date
1,金瑞期货  ,2400.0,304.0,1,金瑞期货  ,3355.0,-250.0,1,金瑞期货  ,3580.0,-820.0,,cu1610,2016-10-10
2,上海中期  ,2240.0,428.0,2,迈科期货  ,1055.0,-360.0,2,五矿经易  ,3315.0,-210.0,,cu1610,2016-10-10
3,国泰君安  ,1620.0,1126.0,3,海通期货  ,1055.0,-430.0,3,迈科期货  ,1360.0,-695.0,,cu1610,2016-10-10
4,中信期货  ,1260.0,324.0,4,方正中期  ,1025.0,125.0,4,云晨期货  ,1205.0,-270.0,,cu1610,2016-10-10
5,迈科期货  ,1125.0,1012.0,5,国投安信  ,685.0,0.0,5,兴业期货  ,1175.0,15.0,,cu1610,2016-10-10
6,永安期货  ,1020.0,660.0,6,华泰期货  ,525.0,50.0,6,中信期货  ,565.0,-115.0,,cu1610,2016-10-10
7,海通期货  ,930.0,256.0,7,铜冠金源  ,470.0,-5.0,7,中信建投  ,320.0,-80.0,,cu1610,2016-10-10
8,兴业期货  ,895.0,571.0,8,弘业期货  ,460.0,-55.0,8,铜冠金源  ,270.0,-20.0,,cu1610,2016-10-10
9,云晨期货  ,810.0,289.0,9,银河期货  ,445.0,-135.0,9,广发期货  ,265.0,20.0,,cu1610,2016-10-10
10,华泰期货  ,665.0,271.0,10,中粮期货  ,425.0,-160.0,10,银河期货  ,265.0,-20.0,,cu1610,2016-10-10
11,宏源期货  ,640.0,50.0,11,永安期货  ,380.0,-265.0,11,海通期货  ,225.0,-200.0,,cu1610,2016-10-10
12,五矿经易  ,638.0,17.0,12,国信期货  ,370.0,0.0,12,中钢期货  ,190.0,-75.0,,cu1610,2016-10-10
13,铜冠金源  ,635.0,-401.0,13,大有期货  ,310.0,-95.0,13,福能期货  ,165.0,-10.0,,cu1610,2016-10-10
14,一德期货  ,465.0,273.0,14,中钢期货  ,300.0,-160.0,14,金元期货  ,145.0,10.0,,cu1610,2016-10-10
15,中钢期货  ,425.0,293.0,15,兴证期货  ,285.0,-10.0,15,鲁证期货  ,145.0,-22.0,,cu1610,2016-10-10
16,新湖期货  ,385.0,258.0,16,五矿经易  ,270.0,-68.0,16,大有期货  ,135.0,35.0,,cu1610,2016-10-10
17,方正中期  ,305.0,256.0,17,东海期货  ,265.0,40.0,17,北京首创  ,120.0,-200.0,,cu1610,2016-10-10
18,广发期货  ,305.0,213.0,18,通惠期货  ,225.0,-180.0,18,一德期货  ,120.0,-45.0,,cu1610,2016-10-10
19,安粮期货  ,290.0,205.0,19,一德期货  ,210.0,-120.0,19,国泰君安  ,115.0,90.0,,cu1610,2016-10-10
20,格林大华  ,270.0,154.0,20,光大期货  ,190.0,0.0,20,建信期货  ,100.0,0.0,,cu1610,2016-10-10
1,海通期货  ,10153.0,-10466.0,1,金瑞期货  ,6319.0,-14.0,1,金瑞期货  ,8464.0,-14.0,,cu1611,2016-10-10
2,中信期货  ,3367.0,-7983.0,2,银河期货  ,3295.0,-32.0,2,中信期货  ,4625.0,99.0,,cu1611,2016-10-10
3,中融汇信  ,2548.0,-468.0,3,方正中期  ,2607.0,365.0,3,五矿经易  ,4208.0,-784.0,,cu1611,2016-10-10
4,金瑞期货  ,2532.0,-861.0,4,迈科期货  ,2580.0,524.0,4,永安期货  ,2861.0,74.0,,cu1611,2016-10-10
5,国泰君安  ,2458.0,-2251.0,5,海通期货  ,2357.0,-56.0,5,华泰期货  ,2112.0,151.0,,cu1611,2016-10-10
6,五矿经易  ,2030.0,800.0,6,中信期货  ,2308.0,-28.0,6,方正中期  ,1928.0,-127.0,,cu1611,2016-10-10
7,东证期货  ,1917.0,-1007.0,7,国贸期货  ,2125.0,-134.0,7,中钢期货  ,1687.0,-563.0,,cu1611,2016-10-10
8,中辉期货  ,1732.0,-93.0,8,永安期货  ,2118.0,-50.0,8,鲁证期货  ,1567.0,-67.0,,cu1611,2016-10-10
9,华泰期货  ,1687.0,-2144.0,9,国泰君安  ,1791.0,-467.0,9,南华期货  ,1528.0,130.0,,cu1611,2016-10-10
10,铜冠金源  ,1566.0,-1345.0,10,国投安信  ,1705.0,484.0,10,迈科期货  ,1441.0,80.0,,cu1611,2016-10-10
11,宏源期货  ,1421.0,170.0,11,南华期货  ,1515.0,-262.0,11,信达期货  ,1285.0,-2.0,,cu1611,2016-10-10
12,南华期货  ,1256.0,-540.0,12,广发期货  ,1460.0,-83.0,12,中粮期货  ,1094.0,-111.0,,cu1611,2016-10-10
13,方正中期  ,1158.0,-216.0,13,一德期货  ,1312.0,66.0,13,中国国际  ,1005.0,15.0,,cu1611,2016-10-10
14,兴证期货  ,1155.0,-769.0,14,兴证期货  ,1293.0,-476.0,14,东吴期货  ,989.0,-29.0,,cu1611,2016-10-10
15,大有期货  ,1054.0,555.0,15,铜冠金源  ,1172.0,-17.0,15,国金期货  ,974.0,5.0,,cu1611,2016-10-10
16,国投安信  ,1000.0,-290.0,16,浙商期货  ,1114.0,46.0,16,海通期货  ,966.0,-117.0,,cu1611,2016-10-10
17,永安期货  ,930.0,-475.0,17,弘业期货  ,1059.0,-167.0,17,兴业期货  ,951.0,-142.0,,cu1611,2016-10-10
18,上海中期  ,849.0,-1309.0,18,鲁证期货  ,1059.0,133.0,18,铜冠金源  ,911.0,53.0,,cu1611,2016-10-10
19,光大期货  ,843.0,-802.0,19,五矿经易  ,1038.0,56.0,19,国投安信  ,867.0,-10.0,,cu1611,2016-10-10
20,银河期货  ,813.0,-850.0,20,招商期货  ,941.0,-41.0,20,东海期货  ,811.0,-13.0,,cu1611,2016-10-10
1,海通期货  ,8180.0,-6888.0,1,金瑞期货  ,8125.0,466.0,1,金瑞期货  ,10978.0,235.0,,cu1612,2016-10-10
2,中信期货  ,7049.0,2244.0,2,海通期货  ,6748.0,-167.0,2,华泰期货  ,7241.0,-206.0,,cu1612,2016-10-10
3,中融汇信  ,3073.0,-1170.0,3,中信期货  ,6133.0,273.0,3,五矿经易  ,5822.0,-160.0,,cu1612,2016-10-10
4,金瑞期货  ,2447.0,-624.0,4,国泰君安  ,3064.0,117.0,4,迈科期货  ,4713.0,54.0,,cu1612,2016-10-10
5,铜冠金源  ,2262.0,-505.0,5,云晨期货  ,2789.0,-156.0,5,浙商期货  ,4216.0,-30.0,,cu1612,2016-10-10
6,东证期货  ,2242.0,-700.0,6,弘业期货  ,2714.0,-54.0,6,中信期货  ,3795.0,54.0,,cu1612,2016-10-10
7,南华期货  ,2200.0,910.0,7,广发期货  ,2335.0,6.0,7,方正中期  ,2600.0,110.0,,cu1612,2016-10-10
8,盛达期货  ,1927.0,1919.0,8,方正中期  ,2211.0,204.0,8,铜冠金源  ,2274.0,126.0,,cu1612,2016-10-10
9,永安期货  ,1709.0,285.0,9,铜冠金源  ,2162.0,160.0,9,兴业期货  ,2083.0,-432.0,,cu1612,2016-10-10
10,方正中期  ,1654.0,-104.0,10,建信期货  ,2135.0,-1094.0,10,南华期货  ,2033.0,-176.0,,cu1612,2016-10-10
11,中辉期货  ,1363.0,-912.0,11,五矿经易  ,1955.0,195.0,11,中粮期货  ,1954.0,9.0,,cu1612,2016-10-10
12,国投安信  ,1341.0,778.0,12,南华期货  ,1807.0,-838.0,12,银河期货  ,1797.0,67.0,,cu1612,2016-10-10
13,申万期货  ,1338.0,-257.0,13,银河期货  ,1757.0,36.0,13,大地期货  ,1564.0,31.0,,cu1612,2016-10-10
14,华泰期货  ,1325.0,-905.0,14,申万期货  ,1630.0,-50.0,14,同信久恒  ,1510.0,25.0,,cu1612,2016-10-10
15,中粮期货  ,1322.0,838.0,15,迈科期货  ,1587.0,93.0,15,海通期货  ,1452.0,-33.0,,cu1612,2016-10-10
16,兴证期货  ,1196.0,-42.0,16,东证期货  ,1466.0,257.0,16,国投安信  ,1431.0,52.0,,cu1612,2016-10-10
17,建信期货  ,1172.0,518.0,17,中原期货  ,1412.0,-2.0,17,鲁证期货  ,1398.0,6.0,,cu1612,2016-10-10
18,五矿经易  ,1171.0,-46.0,18,永安期货  ,1409.0,-591.0,18,云晨期货  ,1232.0,-115.0,,cu1612,2016-10-10
19,国泰君安  ,1159.0,-546.0,19,中粮期货  ,1286.0,897.0,19,永安期货  ,1185.0,-180.0,,cu1612,2016-10-10
20,光大期货  ,1098.0,578.0,20,国投安信  ,1165.0,-137.0,20,东海期货  ,1176.0,-10.0,,cu1612,2016-10-10
1,海通期货  ,4904.0,-921.0,1,广发期货  ,2745.0,-437.0,1,国投安信  ,3171.0,425.0,,cu1701,2016-10-10
2,中信期货  ,1144.0,-1357.0,2,同信久恒  ,2549.0,39.0,2,海通期货  ,3151.0,98.0,,cu1701,2016-10-10
3,东证期货  ,1070.0,-117.0,3,五矿经易  ,2431.0,425.0,3,大地期货  ,2365.0,0.0,,cu1701,2016-10-10
4,五矿经易  ,1046.0,242.0,4,建信期货  ,2198.0,0.0,4,金瑞期货  ,2227.0,155.0,,cu1701,2016-10-10
5,国投安信  ,763.0,381.0,5,迈科期货  ,2175.0,6.0,5,云晨期货  ,1802.0,-62.0,,cu1701,2016-10-10
6,中融汇信  ,720.0,-535.0,6,宏源期货  ,1740.0,-64.0,6,华泰期货  ,1538.0,231.0,,cu1701,2016-10-10
7,广发期货  ,687.0,268.0,7,金瑞期货  ,1662.0,32.0,7,申万期货  ,1517.0,-163.0,,cu1701,2016-10-10
8,中辉期货  ,620.0,-359.0,8,中钢期货  ,1497.0,-53.0,8,浙商期货  ,1475.0,9.0,,cu1701,2016-10-10
9,上海中期  ,521.0,-961.0,9,信达期货  ,1318.0,3.0,9,方正中期  ,1380.0,74.0,,cu1701,2016-10-10
10,华泰期货  ,496.0,18.0,10,海通期货  ,1069.0,138.0,10,中信期货  ,1216.0,20.0,,cu1701,2016-10-10
11,华西期货  ,426.0,-215.0,11,银河期货  ,982.0,-7.0,11,宝城期货  ,1014.0,7.0,,cu1701,2016-10-10
12,华安期货  ,390.0,224.0,12,中信期货  ,902.0,46.0,12,兴业期货  ,966.0,6.0,,cu1701,2016-10-10
13,永安期货  ,353.0,264.0,13,云晨期货  ,877.0,170.0,13,永安期货  ,954.0,-188.0,,cu1701,2016-10-10
14,中粮期货  ,340.0,328.0,14,兴证期货  ,839.0,45.0,14,中粮期货  ,871.0,333.0,,cu1701,2016-10-10
15,迈科期货  ,332.0,-737.0,15,南华期货  ,836.0,1.0,15,五矿经易  ,860.0,27.0,,cu1701,2016-10-10
16,同信久恒  ,275.0,-381.0,16,中国国际  ,692.0,10.0,16,鲁证期货  ,850.0,14.0,,cu1701,2016-10-10
17,英大期货  ,274.0,-15.0,17,方正中期  ,648.0,4.0,17,铜冠金源  ,696.0,-11.0,,cu1701,2016-10-10
18,方正中期  ,264.0,-480.0,18,永安期货  ,576.0,5.0,18,光大期货  ,689.0,-60.0,,cu1701,2016-10-10
19,南华期货  ,262.0,-228.0,19,华泰期货  ,563.0,27.0,19,银河期货  ,618.0,8.0,,cu1701,2016-10-10
20,申万期货  ,259.0,-6.0,20,东海期货  ,547.0,26.0,20,南华期货  ,591.0,-7.0,,cu1701,2016-10-10
1,国泰君安  ,48.0,48.0,1,通惠期货  ,36.0,0.0,1,广发期货  ,90.0,0.0,,ni1610,2016-10-11
1,海通期货  ,56557.0,25527.0,1,永安期货  ,13386.0,3976.0,1,中信期货  ,27383.0,338.0,,ni1701,2016-10-11
2,中信期货  ,43743.0,18174.0,2,南华期货  ,12012.0,-1076.0,2,混沌天成  ,16151.0,150.0,,ni1701,2016-10-11
3,徽商期货  ,24688.0,14738.0,3,中信期货  ,10920.0,2133.0,3,国泰君安  ,13829.0,460.0,,ni1701,2016-10-11
4,永安期货  ,24398.0,17175.0,4,中国国际  ,8445.0,103.0,4,大越期货  ,13645.0,-62.0,,ni1701,2016-10-11
5,国泰君安  ,14500.0,6886.0,5,海通期货  ,7160.0,-275.0,5,新湖期货  ,12515.0,14.0,,ni1701,2016-10-11
6,方正中期  ,14474.0,5718.0,6,招商期货  ,6718.0,3279.0,6,银河期货  ,10729.0,101.0,,ni1701,2016-10-11
7,东航期货  ,12242.0,7187.0,7,中原期货  ,6606.0,2848.0,7,中国国际  ,9224.0,1154.0,,ni1701,2016-10-11
8,南华期货  ,12020.0,4478.0,8,首创京都  ,6598.0,10.0,8,五矿经易  ,9188.0,-13.0,,ni1701,2016-10-11
9,银河期货  ,11573.0,6660.0,9,鲁证期货  ,6193.0,331.0,9,信达期货  ,9099.0,68.0,,ni1701,2016-10-11
10,华泰期货  ,10016.0,4778.0,10,方正中期  ,6169.0,-436.0,10,江海汇鑫  ,8500.0,82.0,,ni1701,2016-10-11
11,广发期货  ,9984.0,5668.0,11,申万期货  ,5649.0,257.0,11,南华期货  ,8398.0,392.0,,ni1701,2016-10-11
12,弘业期货  ,9623.0,6461.0,12,国泰君安  ,5390.0,-602.0,12,兴业期货  ,8256.0,27.0,,ni1701,2016-10-11
13,东证期货  ,9129.0,2161.0,13,五矿经易  ,5347.0,-760.0,13,永安期货  ,7559.0,32.0,,ni1701,2016-10-11
14,中原期货  ,8608.0,7285.0,14,华泰期货  ,5327.0,376.0,14,光大期货  ,6795.0,132.0,,ni1701,2016-10-11
15,光大期货  ,8501.0,4372.0,15,广发期货  ,5155.0,369.0,15,广发期货  ,5519.0,815.0,,ni1701,2016-10-11
16,国投安信  ,8433.0,3026.0,16,一德期货  ,4764.0,44.0,16,东证期货  ,5048.0,280.0,,ni1701,2016-10-11
17,浙商期货  ,8381.0,2521.0,17,光大期货  ,4692.0,-459.0,17,方正中期  ,4465.0,808.0,,ni1701,2016-10-11
18,铜冠金源  ,8367.0,3363.0,18,银河期货  ,4222.0,224.0,18,西部期货  ,4380.0,43.0,,ni1701,2016-10-11
19,中辉期货  ,8329.0,4244.0,19,上海大陆  ,3473.0,1342.0,19,迈科期货  ,4239.0,22.0,,ni1701,2016-10-11
20,国海良时  ,8087.0,4520.0,20,中信建投  ,3396.0,20.0,20,华泰期货  ,4222.0,522.0,,ni1701,2016-10-11
1,海通期货  ,50873.0,-5684.0,1,永安期货  ,13257.0,-129.0,1,中信期货  ,27820.0,437.0,,ni1701,2016-10-12
2,中信期货  ,40586.0,-3157.0,2,南华期货  ,12510.0,498.0,2,混沌天成  ,16139.0,-12.0,,ni1701,2016-10-12
3,徽商期货  ,22100.0,-2588.0,3,中信期货  ,9657.0,-1263.0,3,国泰君安  ,13922.0,93.0,,ni1701,2016-10-12
4,永安期货  ,18470.0,-5928.0,4,中国国际  ,8352.0,-93.0,4,大越期货  ,13327.0,-318.0,,ni1701,2016-10-12
5,方正中期  ,13988.0,-486.0,5,方正中期  ,7213.0,1044.0,5,新湖期货  ,12509.0,-6.0,,ni1701,2016-10-12
6,南华期货  ,12428.0,408.0,6,招商期货  ,6784.0,66.0,6,银河期货  ,10470.0,-259.0,,ni1701,2016-10-12
7,中原期货  ,10882.0,2274.0,7,海通期货  ,6586.0,-574.0,7,中国国际  ,9680.0,456.0,,ni1701,2016-10-12
8,东航期货  ,10569.0,-1673.0,8,首创京都  ,6549.0,-49.0,8,五矿经易  ,9230.0,42.0,,ni1701,2016-10-12
9,华泰期货  ,10063.0,47.0,9,鲁证期货  ,6207.0,14.0,9,信达期货  ,9068.0,-31.0,,ni1701,2016-10-12
10,国泰君安  ,9237.0,-5263.0,10,申万期货  ,5788.0,139.0,10,江海汇鑫  ,8495.0,-5.0,,ni1701,2016-10-12
11,光大期货  ,9054.0,553.0,11,华泰期货  ,5788.0,461.0,11,兴业期货  ,8254.0,-2.0,,ni1701,2016-10-12
12,广发期货  ,8899.0,-1085.0,12,中原期货  ,5584.0,-1022.0,12,南华期货  ,8004.0,-394.0,,ni1701,2016-10-12
13,浙商期货  ,8655.0,274.0,13,广发期货  ,5156.0,1.0,13,永安期货  ,7310.0,-249.0,,ni1701,2016-10-12
14,银河期货  ,8360.0,-3213.0,14,国泰君安  ,5150.0,-240.0,14,光大期货  ,6727.0,-68.0,,ni1701,2016-10-12
15,申万期货  ,8166.0,1601.0,15,光大期货  ,4866.0,174.0,15,东证期货  ,4979.0,-69.0,,ni1701,2016-10-12
16,中辉期货  ,8136.0,-193.0,16,一德期货  ,4709.0,-55.0,16,广发期货  ,4839.0,-680.0,,ni1701,2016-10-12
17,东证期货  ,8108.0,-1021.0,17,五矿经易  ,4662.0,-685.0,17,兴证期货  ,4508.0,454.0,,ni1701,2016-10-12
18,国海良时  ,8081.0,-6.0,18,银河期货  ,4339.0,117.0,18,西部期货  ,4328.0,-52.0,,ni1701,2016-10-12
19,创元期货  ,8056.0,913.0,19,中信建投  ,3367.0,-29.0,19,迈科期货  ,4239.0,0.0,,ni1701,2016-10-12
20,国投安信  ,7246.0,-1187.0,20,国信期货  ,3288.0,192.0,20,方正中期  ,3933.0,-532.0,,ni1701,2016-10-12
1,海通期货  ,1344.0,-716.0,1,方正中期  ,1816.0,9.0,1,光大期货  ,4621.0,0.0,,ni1705,2016-10-12
2,中信期货  ,1085.0,-475.0,2,大有期货  ,1528.0,0.0,2,国贸期货  ,2043.0,433.0,,ni1705,2016-10-12
3,西部期货  ,741.0,-385.0,3,信达期货  ,619.0,2.0,3,建信期货  ,1928.0,-2.0,,ni1705,2016-10-12
4,南华期货  ,515.0,-333.0,4,广发期货  ,601.0,3.0,4,新湖期货  ,819.0,-1.0,,ni1705,2016-10-12
5,中辉期货  ,502.0,-43.0,5,中信期货  ,551.0,8.0,5,国泰君安  ,718.0,4.0,,ni1705,2016-10-12
6,国贸期货  ,493.0,-83.0,6,南华期货  ,439.0,20.0,6,永安期货  ,657.0,20.0,,ni1705,2016-10-12
7,大越期货  ,372.0,-50.0,7,徽商期货  ,433.0,20.0,7,中粮期货  ,481.0,0.0,,ni1705,2016-10-12
8,广发期货  ,360.0,60.0,8,华信万达  ,425.0,21.0,8,宏源期货  ,418.0,-70.0,,ni1705,2016-10-12
9,华信万达  ,353.0,-17.0,9,大越期货  ,396.0,-60.0,9,浙商期货  ,366.0,2.0,,ni1705,2016-10-12
10,国海良时  ,348.0,256.0,10,国投安信  ,393.0,2.0,10,一德期货  ,337.0,300.0,,ni1705,2016-10-12
11,一德期货  ,310.0,260.0,11,国泰君安  ,383.0,38.0,11,华信万达  ,300.0,280.0,,ni1705,2016-10-12
12,招商期货  ,268.0,20.0,12,中信建投  ,376.0,-47.0,12,鲁证期货  ,259.0,-26.0,,ni1705,2016-10-12
13,上海中期  ,254.0,2.0,13,国信期货  ,367.0,-1.0,13,中信期货  ,154.0,3.0,,ni1705,2016-10-12
14,永安期货  ,245.0,40.0,14,永安期货  ,310.0,29.0,14,西部期货  ,139.0,-88.0,,ni1705,2016-10-12
15,国投安信  ,233.0,-38.0,15,长江期货  ,278.0,5.0,15,东证期货  ,132.0,-26.0,,ni1705,2016-10-12
16,兴证期货  ,222.0,-13.0,16,弘业期货  ,272.0,-39.0,16,兴证期货  ,131.0,61.0,,ni1705,2016-10-12
17,铜冠金源  ,195.0,-15.0,17,华泰期货  ,268.0,6.0,17,方正中期  ,125.0,10.0,,ni1705,2016-10-12
18,华西期货  ,155.0,-25.0,18,光大期货  ,260.0,99.0,18,金元期货  ,119.0,0.0,,ni1705,2016-10-12
19,东航期货  ,152.0,-17.0,19,浙商期货  ,253.0,0.0,19,中国国际  ,113.0,2.0,,ni1705,2016-10-12
20,中融汇信  ,145.0,17.0,20,东航期货  ,239.0,14.0,20,海通期货  ,107.0,-7.0,,ni1705,2016-10-12
1,大有期货  ,48.0,48.0,1,大有期货  ,42.0,30.0,1,广发期货  ,96.0,6.0,,ni1610,2016-10-13
2,广发期货  ,6.0,6.0,2,通惠期货  ,36.0,0.0,2,摩根大通  ,48.0,0.0,,ni1610,2016-10-13
1,海通期货  ,63190.0,12317.0,1,南华期货  ,15604.0,3094.0,1,中信期货  ,28613.0,793.0,,ni1701,2016-10-13
2,中信期货  ,52677.0,12091.0,2,永安期货  ,13064.0,-193.0,2,混沌天成  ,16055.0,-84.0,,ni1701,2016-10-13
3,永安期货  ,22694.0,4224.0,3,中信期货  ,9273.0,-384.0,3,国泰君安  ,13324.0,-598.0,,ni1701,2016-10-13
4,徽商期货  ,21273.0,-827.0,4,中国国际  ,8133.0,-219.0,4,大越期货  ,13224.0,-103.0,,ni1701,2016-10-13
5,方正中期  ,19991.0,6003.0,5,方正中期  ,7288.0,75.0,5,新湖期货  ,12498.0,-11.0,,ni1701,2016-10-13
6,南华期货  ,15905.0,3477.0,6,国泰君安  ,6446.0,1296.0,6,银河期货  ,10468.0,-2.0,,ni1701,2016-10-13
7,铜冠金源  ,14542.0,9446.0,7,招商期货  ,6271.0,-513.0,7,中国国际  ,9921.0,241.0,,ni1701,2016-10-13
8,华泰期货  ,14286.0,4223.0,8,光大期货  ,6269.0,1403.0,8,五矿经易  ,9374.0,144.0,,ni1701,2016-10-13
9,国泰君安  ,13822.0,4585.0,9,海通期货  ,5888.0,-698.0,9,信达期货  ,9268.0,200.0,,ni1701,2016-10-13
10,弘业期货  ,11648.0,4618.0,10,申万期货  ,5886.0,98.0,10,江海汇鑫  ,8516.0,21.0,,ni1701,2016-10-13
11,东航期货  ,10708.0,139.0,11,首创京都  ,5814.0,-735.0,11,南华期货  ,8315.0,311.0,,ni1701,2016-10-13
12,创元期货  ,10668.0,2612.0,12,银河期货  ,5658.0,1319.0,12,兴业期货  ,8230.0,-24.0,,ni1701,2016-10-13
13,银河期货  ,10429.0,2069.0,13,广发期货  ,5497.0,341.0,13,永安期货  ,7967.0,657.0,,ni1701,2016-10-13
14,东证期货  ,10349.0,2241.0,14,华泰期货  ,5385.0,-403.0,14,光大期货  ,6507.0,-220.0,,ni1701,2016-10-13
15,瑞达期货  ,10216.0,4142.0,15,五矿经易  ,5188.0,526.0,15,华泰期货  ,5997.0,2847.0,,ni1701,2016-10-13
16,光大期货  ,9701.0,647.0,16,鲁证期货  ,5173.0,-1034.0,16,兴证期货  ,5361.0,853.0,,ni1701,2016-10-13
17,中信建投  ,9625.0,4355.0,17,中原期货  ,4685.0,-899.0,17,广发期货  ,4919.0,80.0,,ni1701,2016-10-13
18,国海良时  ,9483.0,1402.0,18,瑞达期货  ,4505.0,1385.0,18,东证期货  ,4917.0,-62.0,,ni1701,2016-10-13
19,广发期货  ,9295.0,396.0,19,一德期货  ,3985.0,-724.0,19,西部期货  ,4372.0,44.0,,ni1701,2016-10-13
20,浙商期货  ,9262.0,607.0,20,国信期货  ,3240.0,-48.0,20,迈科期货  ,4248.0,9.0,,ni1701,2016-10-13
1,国投安信  ,3316.0,3083.0,1,方正中期  ,1839.0,23.0,1,光大期货  ,4620.0,-1.0,,ni1705,2016-10-13
2,海通期货  ,3088.0,1744.0,2,大有期货  ,1533.0,5.0,2,建信期货  ,1928.0,0.0,,ni1705,2016-10-13
3,中信期货  ,2100.0,1015.0,3,中信期货  ,807.0,256.0,3,国贸期货  ,1903.0,-140.0,,ni1705,2016-10-13
4,永安期货  ,1825.0,1580.0,4,南华期货  ,609.0,170.0,4,国投安信  ,1232.0,1135.0,,ni1705,2016-10-13
5,南华期货  ,927.0,412.0,5,信达期货  ,609.0,-10.0,5,永安期货  ,1230.0,573.0,,ni1705,2016-10-13
6,铜冠金源  ,832.0,637.0,6,广发期货  ,591.0,-10.0,6,一德期货  ,1080.0,743.0,,ni1705,2016-10-13
7,一德期货  ,772.0,462.0,7,国信期货  ,446.0,79.0,7,新湖期货  ,784.0,-35.0,,ni1705,2016-10-13
8,中辉期货  ,643.0,141.0,8,徽商期货  ,443.0,10.0,8,国泰君安  ,713.0,-5.0,,ni1705,2016-10-13
9,东证期货  ,634.0,549.0,9,华信万达  ,423.0,-2.0,9,中粮期货  ,521.0,40.0,,ni1705,2016-10-13
10,大地期货  ,628.0,594.0,10,光大期货  ,416.0,156.0,10,华信万达  ,300.0,0.0,,ni1705,2016-10-13
11,广发期货  ,594.0,234.0,11,国泰君安  ,412.0,29.0,11,宏源期货  ,250.0,-168.0,,ni1705,2016-10-13
12,大越期货  ,418.0,46.0,12,弘业期货  ,393.0,121.0,12,浙商期货  ,243.0,-123.0,,ni1705,2016-10-13
13,宏源期货  ,380.0,269.0,13,国投安信  ,382.0,-11.0,13,中信期货  ,212.0,58.0,,ni1705,2016-10-13
14,弘业期货  ,374.0,232.0,14,长江期货  ,333.0,55.0,14,方正中期  ,126.0,1.0,,ni1705,2016-10-13
15,鲁证期货  ,368.0,232.0,15,永安期货  ,308.0,-2.0,15,兴证期货  ,123.0,-8.0,,ni1705,2016-10-13
16,招商期货  ,356.0,88.0,16,中钢期货  ,285.0,58.0,16,金元期货  ,119.0,0.0,,ni1705,2016-10-13
17,浙商期货  ,351.0,275.0,17,东航期货  ,285.0,46.0,17,中国国际  ,113.0,0.0,,ni1705,2016-10-13
18,上海中期  ,290.0,36.0,18,中信建投  ,276.0,-100.0,18,东证期货  ,98.0,-34.0,,ni1705,2016-10-13
19,五矿经易  ,279.0,189.0,19,银河期货  ,273.0,87.0,19,广发期货  ,92.0,82.0,,ni1705,2016-10-13
20,兴证期货  ,279.0,57.0,20,瑞达期货  ,269.0,43.0,20,海通期货  ,84.0,-23.0,,ni1705,2016-10-13
1,国泰君安  ,60.0,60.0,1,大有期货  ,48.0,6.0,1,广发期货  ,102.0,6.0,,ni1610,2016-10-14
2,广发期货  ,6.0,0.0,2,通惠期货  ,36.0,0.0,2,摩根大通  ,48.0,0.0,,ni1610,2016-10-14
3,大有期货  ,6.0,-42.0,3,华闻期货  ,36.0,0.0,3,浙新世纪  ,12.0,0.0,,ni1610,2016-10-14
1,海通期货  ,52059.0,-11131.0,1,南华期货  ,14796.0,-808.0,1,中信期货  ,27869.0,-744.0,,ni1701,2016-10-14
2,中信期货  ,45841.0,-6836.0,2,永安期货  ,13102.0,38.0,2,混沌天成  ,16022.0,-33.0,,ni1701,2016-10-14
3,徽商期货  ,16679.0,-4594.0,3,中信期货  ,9794.0,521.0,3,大越期货  ,13313.0,89.0,,ni1701,2016-10-14
4,永安期货  ,15657.0,-7037.0,4,中国国际  ,8151.0,18.0,4,国泰君安  ,13186.0,-138.0,,ni1701,2016-10-14
5,方正中期  ,13606.0,-6385.0,5,方正中期  ,6639.0,-649.0,5,新湖期货  ,12439.0,-59.0,,ni1701,2016-10-14
6,国泰君安  ,11313.0,-2509.0,6,国泰君安  ,6633.0,187.0,6,五矿经易  ,10380.0,1006.0,,ni1701,2016-10-14
7,南华期货  ,11024.0,-4881.0,7,光大期货  ,6085.0,-184.0,7,银河期货  ,10081.0,-387.0,,ni1701,2016-10-14
8,华泰期货  ,10692.0,-3594.0,8,申万期货  ,6082.0,196.0,8,信达期货  ,9077.0,-191.0,,ni1701,2016-10-14
9,中原期货  ,10563.0,4930.0,9,海通期货  ,6023.0,135.0,9,中国国际  ,8818.0,-1103.0,,ni1701,2016-10-14
10,东航期货  ,9432.0,-1276.0,10,首创京都  ,5806.0,-8.0,10,江海汇鑫  ,8554.0,38.0,,ni1701,2016-10-14
11,光大期货  ,9420.0,-281.0,11,五矿经易  ,5663.0,475.0,11,永安期货  ,8342.0,375.0,,ni1701,2016-10-14
12,银河期货  ,8623.0,-1806.0,12,银河期货  ,5464.0,-194.0,12,兴业期货  ,8236.0,6.0,,ni1701,2016-10-14
13,东证期货  ,8614.0,-1735.0,13,招商期货  ,5407.0,-864.0,13,南华期货  ,7981.0,-334.0,,ni1701,2016-10-14
14,国投安信  ,8386.0,-754.0,14,华泰期货  ,5240.0,-145.0,14,光大期货  ,6531.0,24.0,,ni1701,2016-10-14
15,华闻期货  ,8352.0,6665.0,15,广发期货  ,5235.0,-262.0,15,兴证期货  ,5179.0,-182.0,,ni1701,2016-10-14
